"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P43-ZH-X011","P43-ZH-T011","segment A introduction; segment B §4; segment C §5.2","direkte Summenzerlegung","直和分解","直和分解","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The internal decomposition into ideal or idempotent component summands.","direct product; arbitrary additive partition","modern Sino-xenic coinage/calque","High: 直和分解 follows the Mandarin-Simplified algebra shelf; regional phrasing is untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X012","P43-ZH-T012","segment A introduction; segment B §4; segment C §5.2 and §5.4; segment D §6.2","Komponente der Einheit","单位元分量","單位元分量","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","An idempotent summand e^(i) in the direct-sum decomposition of the ring identity.","identity component of a group; scalar coordinate equal to one","modern Sino-xenic coinage/calque","High: 单位元 is the Mandarin-Simplified base; competing 幺元 usage and regional convention were not investigated.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X013","P43-ZH-T013","segment C §5.3","konjugierte Elemente","共轭元素","共軛元素","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","Elements corresponding under the relevant conjugate embeddings or Galois automorphisms.","complex conjugates only; grammatical conjugation; similar matrices","modern Sino-xenic coinage/calque","High: 共轭元素 is Mainland mathematical wording; regional convention is untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X014","P43-ZH-T014","segment C §5.4; segment D §6.3","komplementäre Basis","互补基","互補基","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The paired basis defined through unit-component coefficients, reciprocal matrices, and trace formulas.","basis of a direct-complement subspace; basis completing a partial basis","modern Sino-xenic coinage/calque","High: 互补基 is the supplied Mainland baseline; 对偶基 and regional alternatives were not researched.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X015","P43-ZH-T015","segment A introduction; segment C §5.4 note; segment D §6.3","Komplementärmodul","互补模","互補模","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The module associated with complementary bases and trace-integrality conditions.","arbitrary direct-complement submodule; quotient module","modern Sino-xenic coinage/calque","High: 互补模 is the supplied Mainland baseline; trace-dual and regional terminology are untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X016","P43-ZH-T016","segment A introduction and §1.3; segment C §5.5; segment D §6.4","definierende Gleichung; Fundamentalgleichung","定义方程；基本方程","定義方程；基本方程","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A defining polynomial relation, with 基本方程 reserved for the distinguished Fundamentalgleichung.","two interchangeable generic equations; physical fundamental law","modern Sino-xenic coinage/calque","High: both forms are broad Mandarin-Simplified calques; regional mathematical scope is untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X017","P43-ZH-T017","segment A introduction; segment C §5.5","Lagrangesche Interpolationsformel","拉格朗日插值公式","拉格朗日插值公式","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The named Lagrange polynomial interpolation formula.","Lagrange multipliers; Lagrangian mechanics; generic interpolation","mixed/contested","Medium: the transliteration plus 插值 follows Mainland usage; regional 内插 preferences were not researched.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X018","P43-ZH-T018","segment A introduction; segment B §3; segment D §6 throughout","Ordnung","阶","階","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","An algebraic order: a finite-module subring with the ambient fraction field.","numerical order; group order; ordering relation; sequence position","mixed/contested","High: bare 阶 is highly polysemous on the Mandarin-Simplified shelf; regional algebra usage is untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X019","P43-ZH-T019","segment A introduction; segment D §6 note and §7 title","Hauptordnung mod p^t","主阶模 $p^t$","主階模 $p^t$","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The residue-class ring of the distinguished main or full order modulo the prime power p^t.","principal ideal; maximal numerical order; the module p^t","modern Sino-xenic coinage/calque","High: 主阶 is the required Mainland baseline but may obscure the historical full/maximal-order sense; regional evidence is absent.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X020","P43-ZH-T020","segment A opening and introduction; segment D §6.4 and §7","Verzweigungstheorie","分歧理论","分歧理論","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","Arithmetic ramification theory for prime ideals and exponent behavior in orders modulo p^t.","ordinary disagreement; graph branching; topological bifurcation","modern Sino-xenic coinage/calque","High: 分歧 is the Mainland number-theory term with a strong ordinary-language attractor; regional evidence is absent.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
