printed_page	authority_pdf_page	unit_id	formula_id	placement	french_tex	english_tex	cross_layer_tokens	authority_evidence	scan_comparison
66	83	p066.u02	p066.u02.m010	inline	x^4-A	x^4-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
66	83	p066.u03	p066.u03.m001	inline	x^4-A	x^4-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	VISUALLY_CHECKED
66	83	p066.u03	p066.u03.m002	inline	x^2-A	x^2-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	VISUALLY_CHECKED
66	83	p066.u03	p066.u03.m003	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	VISUALLY_CHECKED
66	83	p066.u03	p066.u03.m004	inline	4n+3	4n+3	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	VISUALLY_CHECKED
66	83	p066.u03	p066.u03.m005	inline	4n+3	4n+3	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	VISUALLY_CHECKED
66	83	p066.u03	p066.u03.m006	inline	x^2-A	x^2-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	VISUALLY_CHECKED
66	83	p066.u03	p066.u03.m007	inline	x^4-A	x^4-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	VISUALLY_CHECKED
66	83	p066.u04	p066.u04.m001	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	VISUALLY_CHECKED
66	83	p066.u04	p066.u04.m002	inline	4n+1	4n+1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	VISUALLY_CHECKED
66	83	p066.u04	p066.u04.m003	inline	x^2-A	x^2-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	VISUALLY_CHECKED
66	83	p066.u04	p066.u04.m004	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	VISUALLY_CHECKED
66	83	p066.u04	p066.u04.m005	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	VISUALLY_CHECKED
66	83	p066.u04	p066.u04.m006	inline	A^{\frac{p-1}{2}}\equiv1\md{p}	A^{\frac{p-1}{2}}\equiv1\md{p}	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	VISUALLY_CHECKED
66	83	p066.u04	p066.u04.m007	inline	A^{\frac{p-1}{4}}\equiv\pm1\md{p}	A^{\frac{p-1}{4}}\equiv\pm1\md{p}	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	VISUALLY_CHECKED
66	83	p066.u04	p066.u04.m008	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	VISUALLY_CHECKED
66	83	p066.u04	p066.u04.m009	inline	x^4-A	x^4-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	VISUALLY_CHECKED
66	83	p066.u05	p066.u05.m001	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	VISUALLY_CHECKED
66	83	p066.u05	p066.u05.m002	inline	p=4n+1	p=4n+1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	VISUALLY_CHECKED
66	83	p066.u05	p066.u05.m003	inline	A^{\frac{p-1}{4}}\equiv1	A^{\frac{p-1}{4}}\equiv1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	VISUALLY_CHECKED
66	83	p066.u05	p066.u05.m004	inline	A^{\frac{p-1}{4}}\equiv-1\md{p}	A^{\frac{p-1}{4}}\equiv-1\md{p}	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	VISUALLY_CHECKED
66	83	p066.u05	p066.u05.m005	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	VISUALLY_CHECKED
66	83	p066.u05	p066.u05.m006	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	VISUALLY_CHECKED
66	83	p066.u05	p066.u05.m007	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	VISUALLY_CHECKED
66	83	p066.u05	p066.u05.m008	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m001	inline	A=-1	A=-1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m002	inline	-1	-1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m003	inline	8n+1	8n+1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m004	inline	8n+5	8n+5	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m005	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m006	inline	4n+1	4n+1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m007	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m008	inline	A'	A'	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m009	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
66	83	p066.u06	p066.u06.m010	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m001	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m002	inline	A'	A'	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m003	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m004	inline	AA'	AA'	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m005	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m006	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m007	inline	A'	A'	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m008	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m009	inline	AA'	AA'	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u01	p067.u01.m010	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m001	inline	A'=-1	A'=-1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m002	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m003	inline	8n+1	8n+1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m004	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m005	inline	-A	-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m006	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m007	inline	8n+5	8n+5	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m008	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m009	inline	-A	-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u02	p067.u02.m010	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m001	inline	x^4-2	x^4-2	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m002	inline	x^2-2	x^2-2	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m003	inline	8n+1	8n+1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m004	inline	8n+7	8n+7	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m005	inline	x^2-2	x^2-2	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m006	inline	8n+1	8n+1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m007	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m008	inline	p=t^2+2u^2	p=t^2+2u^2	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m009	inline	u	u	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m010	inline	t	t	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m011	inline	u=2^\nu kk'k''\ldots	u=2^\nu kk'k''\ldots	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m012	inline	2^\nu	2^\nu	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m013	inline	2	2	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m014	inline	u	u	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m015	inline	k	k	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m016	inline	k'	k'	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m017	inline	k''	k''	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m018	inline	\ldots	\ldots	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m019	inline	t^2+2u^2=p	t^2+2u^2=p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m020	inline	t^2\equiv p\md{k}	t^2\equiv p\md{k}	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m021	inline	p	p	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m022	inline	k	k	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m023	inline	\leg{p}{k}=1	\leg{p}{k}=1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m024	inline	c	c	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m025	inline	M	M	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m026	inline	c	c	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m027	inline	\leg{M}{c}	\leg{M}{c}	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m028	inline	c	c	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m029	inline	M^{\frac{c-1}{2}}	M^{\frac{c-1}{2}}	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m030	inline	1	1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
67	84	p067.u03	p067.u03.m031	inline	-1	-1	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	VISUALLY_CHECKED
