printed_page	authority_pdf_page	unit_id	edition_tex_line	tex_line	authority_evidence	status	note
65	82	p065.u01	15	des \emph{Disquisitiones arithmeticae} se propose de donner sur la théorie des résidus	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	16	biquadratiques, et a pour objet de déterminer les caractères distinctifs des	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	17	nombres premiers diviseurs de la formule $x^4-2$. L'auteur y établit deux théorèmes	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	18	extrêmement élégants qui peuvent servir à décider, si un nombre premier,	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	19	diviseur de $x^2-2$, divise ou ne divise pas la formule précédente. Ayant eu	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	20	connaissance, dans le courant de l'année qui vient de finir, de l'extrait cité	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	21	qui ne contient que les énoncés des deux théorèmes dont il vient d'être question,	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	22	et de quelques propositions auxiliaires, j'eus le désir de démontrer de mon côté	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	23	les beaux théorèmes découverts par M. \textsc{Gauss}. Les recherches que je fis dans	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	24	cette vue me firent trouver une démonstration fondée sur des considérations	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	25	extrêmement simples et probablement tout-à-fait différente de celle de M. \textsc{Gauss},	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	26	qui paraît exiger des recherches préliminaires très délicates et assez étendues.	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	27	J'appliquai ensuite des considérations analogues à d'autres questions et particulièrement	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	28	à la recherche des propriétés qui distinguent les diviseurs premiers	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	29	de la formule $\alpha x^4+\beta x^2+\gamma$; et je parvins ainsi à un grand nombre de théorèmes	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	30	intéressants. L'exposition rapide d'une partie des résultats auxquels ces	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	31	recherches m'ont conduit, est l'objet du présent mémoire. Je commence par	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	32	poser quelques définitions et par énoncer quelques théorèmes très faciles à	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.u01	33	établir et sur lesquels nous aurons à nous appuyer dans la suite.	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
65	82	p065.rule	35	\par\vspace{7pt}\centerline{\rule{46mm}{0.25pt}}	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.33, 0.76, 0.51, 0.78)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.section	3	\sectionnumber{1}	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.54, 0.14, 0.59, 0.16)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u01	5	\par\indent	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.16, 0.91, 0.2)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u01	6	„Si l'on peut attribuer à l'indéterminée $x$ une valeur telle que $x^4-A$	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.16, 0.91, 0.2)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u01	7	devienne divisible par $B$, $A$ sera dit résidu biquadratique par rapport à $B$.“	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.16, 0.91, 0.2)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u02	9	\par\indent	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u02	10	Il est facile de voir que, si un nombre $A$ est résidu biquadratique par	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u02	11	rapport à un nombre $B$, ou en d'autres termes, si $B$ est diviseur de $x^4-A$,	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u02	12	chaque facteur premier de $B$ sera pareillement diviseur de $x^4-A$, et réciproquement,	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u02	13	que si cette condition a lieu par rapport à tout facteur premier	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u02	14	du nombre $B$, $B$ sera lui-même diviseur de $x^4-A$. On peut donc se borner,	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u02	15	lorsqu'il s'agit d'assigner tous les nombres qui divisent la formule $x^4-A$, à ne	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u02	16	considérer que les nombres premiers.	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u03	18	\par\indent	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u03	19	Il n'est pas moins évident que, pour qu'un nombre divise la formule	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u03	20	$x^4-A$, il est nécessaire que ce nombre soit diviseur de $x^2-A$. Il n'y a donc	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u03	21	à examiner que les nombres premiers diviseurs de cette dernière formule,	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u03	22	c'est-à-dire les nombres premiers par rapport auxquels $A$ est résidu quadratique.	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u03	23	On peut ajouter que, relativement à ceux de ces derniers qui sont de la forme	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u03	24	$4n+3$, la question ne présente aucune difficulté; car on s'assure par un raisonnement	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u03	25	très simple que tout nombre premier $4n+3$, diviseur de $x^2-A$, divise	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u03	26	aussi la formule $x^4-A$.	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.33, 0.91, 0.47)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u04	28	\par\indent	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u04	29	Soit $p$ un nombre premier $4n+1$, diviseur de $x^2-A$, $A$ désignant	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u04	30	un nombre positif ou négatif, non-divisible par $p$; on a, comme l'on sait,	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u04	31	$A^{\frac{p-1}{2}}\equiv1\md{p}$. On conclut de là, $A^{\frac{p-1}{4}}\equiv\pm1\md{p}$ et l'on prouve facilement	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u04	32	que le signe supérieur ou inférieur aura lieu, selon que $p$ divise ou ne	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u04	33	divise pas la formule $x^4-A$. On peut donc énoncer ce théorème:	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.47, 0.91, 0.57)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u05	35	\par\indent	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u05	36	„$A$ désignant un nombre résidu quadratique par rapport au nombre	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u05	37	premier $p=4n+1$, on aura $A^{\frac{p-1}{4}}\equiv1$ ou $A^{\frac{p-1}{4}}\equiv-1\md{p}$. Dans le premier	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u05	38	cas, $A$ sera résidu biquadratique par rapport à $p$, dans le second, $A$ sera non-résidu	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u05	39	biquadratique par rapport à $p$.“	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.57, 0.91, 0.66)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u06	41	\par\indent	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u06	42	Si l'on applique ce théorème au cas où $A=-1$, on trouvera que $-1$	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u06	43	est résidu biquadratique par rapport aux nombres premiers $8n+1$, et au contraire	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u06	44	non-résidu relativement à ceux de la forme $8n+5$. Du théorème précédent	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u06	45	on déduit facilement cet autre, dans l'énoncé duquel on suppose, comme	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u06	46	dans tout ce qui suivra, que $p$ soit un nombre premier $4n+1$, et que $A$ et $A'$	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u06	47	désignent des nombres non-divisibles par $p$ et qui sont l'un et l'autre des résidus	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
66	83	p066.u06	48	quadratiques par rapport à $p$.	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.66, 0.91, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u01	3	\par\indent	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u01	4	„Si les nombres $A$ et $A'$ sont tous les deux des résidus biquadratiques	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u01	5	ou tous les deux des non-résidus biquadratiques par rapport à $p$, le produit	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u01	6	$AA'$ sera résidu biquadratique par rapport à $p$; si, au contraire, l'un des nombres	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u01	7	$A$ et $A'$ est résidu, l'autre non-résidu biquadratique relativement à $p$, $AA'$ sera	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u01	8	non-résidu biquadratique par rapport à $p$.“	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.13, 0.76, 0.23)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u02	10	\par\indent	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u02	11	En faisant $A'=-1$, et en ayant égard à ce qui précède, on verra que,	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u02	12	si $p$ est de la forme $8n+1$, $A$ sera en même temps que $-A$ résidu ou	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u02	13	non-résidu biquadratique, et qu'au contraire, si $p$ est de la forme $8n+5$,	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u02	14	l'un des nombres $A$ et $-A$ sera résidu, l'autre non-résidu biquadratique par	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u02	15	rapport à $p$.	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.23, 0.76, 0.33)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.section	17	\sectionnumber{2}	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.39, 0.34, 0.44, 0.37)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u03	19	\par\indent	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u03	20	Après avoir établi ces préliminaires, nous allons nous occuper de la recherche	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u03	21	des caractères qui distinguent les diviseurs premiers de la formule $x^4-2$.	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u03	22	On sait que les diviseurs premiers de $x^2-2$ sont de l'une de ces deux formes:	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u03	23	$8n+1$, $8n+7$, et que réciproquement tout nombre premier de l'une de ces	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u03	24	formes divise la formule $x^2-2$. D'après ce que nous avons dit dans le paragraphe	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u03	25	précédent, nous n'avons pas besoin d'avoir égard à la dernière de ces	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
67	84	p067.u03	26	deux formes, et il suffira de considérer les nombres premiers $8n+1$. Soit $p$	qa/source/p067_authority.png; full PDF 84; scope leaf 5; region_xyxy_fraction=(0.1, 0.37, 0.76, 0.79)	CHECKED_AGAINST_PRINT	Edition source line, not an asserted physical scan-line number; TeX control lines retain structure.
