visual_id,root_label,original_name,relative_name,bytes,sha256,width_px,height_px,mode,format,modified_local,source_pdf_index_0based,physical_pdf_page_1based,book_folio,expose_scope,page_inference,selection_reason,generator_name,generator_sha256,generator_match,archive_member,canonical
SGA7II-VIS-04914,producer_a,a3.png,a3.png,11843,6B1C4780E0B5FF1FF34022986DB2C4F12480CB040F7487CC3B48F456BF2AC2BF,5880,941,L,PNG,2026-07-31T05:55:21,,,,unresolved,unresolved,direct_Number12_generator,zoomcrop179.py,4901519280797F3F2293577554A2C2F72349A727A59FDCA2366A55CAA1FD4CBF,nearest_preceding_90s,images/SGA7II-VIS-04914_a3.png,1
SGA7II-VIS-04916,producer_a,a4.png,a4.png,13447,2A9A6A4EDDDFD21BF6F852DA19FCBC9E8659C867DE5737CC3023E2BB8E659794,5785,631,L,PNG,2026-07-31T05:55:21,,,,unresolved,unresolved,direct_Number12_generator,zoomcrop179.py,4901519280797F3F2293577554A2C2F72349A727A59FDCA2366A55CAA1FD4CBF,nearest_preceding_90s,images/SGA7II-VIS-04916_a4.png,1
SGA7II-VIS-04917,producer_a,a5.png,a5.png,26951,E5E952440F30B5FDFFA8B172601E7FBADB82935D192A42B693875D901392D606,5340,1164,L,PNG,2026-07-31T05:55:21,,,,unresolved,unresolved,direct_Number12_generator,zoomcrop179.py,4901519280797F3F2293577554A2C2F72349A727A59FDCA2366A55CAA1FD4CBF,nearest_preceding_90s,images/SGA7II-VIS-04917_a5.png,1
SGA7II-VIS-04918,producer_a,a6.png,a6.png,17989,77D995F43C6A7D10891DB24D840AF0971569A9CBD704094B518DC5C2F0930F76,5340,940,L,PNG,2026-07-31T05:55:21,,,,unresolved,unresolved,direct_Number12_generator,zoomcrop179.py,4901519280797F3F2293577554A2C2F72349A727A59FDCA2366A55CAA1FD4CBF,nearest_preceding_90s,images/SGA7II-VIS-04918_a6.png,1
SGA7II-VIS-04919,producer_a,a7.png,a7.png,8898,53DB28AEE9CEAE0D7614DBD3F651EBBF734C08A50C272963227DDA3864031B62,5785,630,L,PNG,2026-07-31T05:55:21,,,,unresolved,unresolved,direct_Number12_generator,zoomcrop179.py,4901519280797F3F2293577554A2C2F72349A727A59FDCA2366A55CAA1FD4CBF,nearest_preceding_90s,images/SGA7II-VIS-04919_a7.png,1
SGA7II-VIS-00491,producer_a,a8.png,a8.png,15146,26F51A07C38E33ABD2E3283D85974E0FAE8CE7704992C90F64446AC06B6DAF5E,5785,1067,L,PNG,2026-07-31T05:55:21,8,9,1,X,numeric_filename_inference,direct_Number12_generator,zoomcrop179.py,4901519280797F3F2293577554A2C2F72349A727A59FDCA2366A55CAA1FD4CBF,nearest_preceding_90s,images/SGA7II-VIS-00491_a8.png,1
SGA7II-VIS-04920,producer_a,b0.png,b0.png,3350,51EF0D8E984C0BF4EC1A9A568EDDB17F2895F06329EB9D5BC2A209B51E05754E,5785,340,L,PNG,2026-07-31T05:55:58,,,,unresolved,unresolved,direct_Number12_generator,cropC.py,FA7532C16EB440BB88916999E7D223AF0F5DAAC612E9F59310FC30C0442910D3,nearest_preceding_90s,images/SGA7II-VIS-04920_b0.png,1
SGA7II-VIS-04922,producer_a,b1.png,b1.png,8041,FAE9FEF3F911D931FB0A971B24982FDF4762B28E8240167BD7EC934A2D22972E,5940,657,L,PNG,2026-07-31T05:55:58,,,,unresolved,unresolved,direct_Number12_generator,cropC.py,FA7532C16EB440BB88916999E7D223AF0F5DAAC612E9F59310FC30C0442910D3,nearest_preceding_90s,images/SGA7II-VIS-04922_b1.png,1
SGA7II-VIS-04924,producer_a,b2.png,b2.png,15148,8DC6896E6999452705B1DBC9D5301C4E456235920D94C22528D99E83A87BFB9A,5720,1260,L,PNG,2026-07-31T05:55:58,,,,unresolved,unresolved,direct_Number12_generator,cropC.py,FA7532C16EB440BB88916999E7D223AF0F5DAAC612E9F59310FC30C0442910D3,nearest_preceding_90s,images/SGA7II-VIS-04924_b2.png,1
SGA7II-VIS-04066,producer_a,b209_l34.png,b209_l34.png,9264,E72F9E9DA1F01112AA6D72E16263510E5D95AC2C0E841BC94084EC4F44085D01,3001,552,L,PNG,2026-07-31T06:13:57,209,210,202,XVI,generator_job,direct_Number12_generator,crop209b.py,F264E774718D7041C2FA85F5D02F97EA60B89D228D449092712796AB06E5635C,nearest_preceding_90s,images/SGA7II-VIS-04066_b209_l34.png,1
SGA7II-VIS-04067,producer_a,b209_last.png,b209_last.png,5148,C8FEB6507401BCE36B87A1C9C7C197F3D9DB777156981DDD27C3418804A056C8,3000,523,L,PNG,2026-07-31T06:13:57,209,210,202,XVI,generator_job,direct_Number12_generator,crop209b.py,F264E774718D7041C2FA85F5D02F97EA60B89D228D449092712796AB06E5635C,nearest_preceding_90s,images/SGA7II-VIS-04067_b209_last.png,1
SGA7II-VIS-04068,producer_a,b209_mu.png,b209_mu.png,5343,A274A45C74B6887CB1EA296D45BE2417DCBC3976AE0E88AA29E727DECF0D9656,3001,448,L,PNG,2026-07-31T06:13:57,209,210,202,XVI,generator_job,direct_Number12_generator,crop209b.py,F264E774718D7041C2FA85F5D02F97EA60B89D228D449092712796AB06E5635C,nearest_preceding_90s,images/SGA7II-VIS-04068_b209_mu.png,1
SGA7II-VIS-04069,producer_a,b209_phi.png,b209_phi.png,8382,57BACCC42FA3FE43A624AB7D3C4BCE06AA4D302C00CD2BA57CD2EB49F8863245,3001,704,L,PNG,2026-07-31T06:13:57,209,210,202,XVI,generator_job,direct_Number12_generator,crop209b.py,F264E774718D7041C2FA85F5D02F97EA60B89D228D449092712796AB06E5635C,nearest_preceding_90s,images/SGA7II-VIS-04069_b209_phi.png,1
SGA7II-VIS-04070,producer_a,b209_sum.png,b209_sum.png,4723,49B634449DD8ED839F459F589D3D04E50F48AABB290F3782E4E621652F79A066,3000,628,L,PNG,2026-07-31T06:13:57,209,210,202,XVI,generator_job,direct_Number12_generator,crop209b.py,F264E774718D7041C2FA85F5D02F97EA60B89D228D449092712796AB06E5635C,nearest_preceding_90s,images/SGA7II-VIS-04070_b209_sum.png,1
SGA7II-VIS-04119,producer_a,b210_eq1.png,b210_eq1.png,5399,0B8C5585FA85B3F2817188F5AEC925A271C2C0ECDFD35875289AB64B82E39BB4,3000,597,L,PNG,2026-07-31T06:13:57,210,211,203,XVI,generator_job,direct_Number12_generator,crop209b.py,F264E774718D7041C2FA85F5D02F97EA60B89D228D449092712796AB06E5635C,nearest_preceding_90s,images/SGA7II-VIS-04119_b210_eq1.png,1
SGA7II-VIS-04120,producer_a,b210_eq1n.png,b210_eq1n.png,33529,F7FE3344AB9D1F097524B4F4C50B8E6B6D66147C6B011829DF67B65C2E3EF3A9,3000,418,L,PNG,2026-07-31T06:13:57,210,211,203,XVI,generator_job,direct_Number12_generator,crop209b.py,F264E774718D7041C2FA85F5D02F97EA60B89D228D449092712796AB06E5635C,nearest_preceding_90s,images/SGA7II-VIS-04120_b210_eq1n.png,1
SGA7II-VIS-04121,producer_a,b210_eq3.png,b210_eq3.png,6457,3414C939DD8D1E46FAB0DE4F0359D6132642CEE549C7FC5E6DEC48FF2AF0277E,3000,597,L,PNG,2026-07-31T06:13:57,210,211,203,XVI,generator_job,direct_Number12_generator,crop209b.py,F264E774718D7041C2FA85F5D02F97EA60B89D228D449092712796AB06E5635C,nearest_preceding_90s,images/SGA7II-VIS-04121_b210_eq3.png,1
SGA7II-VIS-04926,producer_a,b3.png,b3.png,13368,ABD623F3542A093B07025A6FAD3C449AD3F91E12F241B486640109FF11F0FDC0,4810,1260,L,PNG,2026-07-31T05:55:59,,,,unresolved,unresolved,direct_Number12_generator,cropC.py,FA7532C16EB440BB88916999E7D223AF0F5DAAC612E9F59310FC30C0442910D3,nearest_preceding_90s,images/SGA7II-VIS-04926_b3.png,1
SGA7II-VIS-04927,producer_a,b4.png,b4.png,10033,06F37B09CDC2C7100836F0A9C762F9578994CC873AA975449295549259119274,4160,1260,L,PNG,2026-07-31T05:55:59,,,,unresolved,unresolved,direct_Number12_generator,cropC.py,FA7532C16EB440BB88916999E7D223AF0F5DAAC612E9F59310FC30C0442910D3,nearest_preceding_90s,images/SGA7II-VIS-04927_b4.png,1
SGA7II-VIS-04928,producer_a,b5.png,b5.png,13721,B5193ED9F7506C458E6D81E9EC3976A0C21F82A4A3B1EC6ECCFBDBCDF3B11614,6880,1074,L,PNG,2026-07-31T05:55:59,,,,unresolved,unresolved,direct_Number12_generator,cropC.py,FA7532C16EB440BB88916999E7D223AF0F5DAAC612E9F59310FC30C0442910D3,nearest_preceding_90s,images/SGA7II-VIS-04928_b5.png,1
SGA7II-VIS-00001,producer_a,c1.png,c1.png,12133,D89DAEB5C3C93BE90BA594429BA3C3D12A9BDD66E7DAD4C72F369B8A20BC116A,11340,523,L,PNG,2026-07-31T06:36:49,1,2,-6,front_matter_or_unmapped,explicit_page_filename,direct_Number12_generator,crop_u1235c.py,52E431B87F47D78CA0A344DF85D1C01F67858BF6EEEDB95172D06EAC856C449C,nearest_preceding_90s,images/SGA7II-VIS-00001_c1.png,1
SGA7II-VIS-00611,producer_a,c10_127_Ocompare.png,c10_127_Ocompare.png,3008,35F861616030DBE22ADDDD0C7F15723A0F695379DB9A3BCB7819780C2F51BCF2,2881,407,L,PNG,2026-07-31T02:35:55,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop10_t6127.py,61DA9CC10681BAD902B1D0F1B29FD5BF1EBF6B5A67BC74A90BDC8AF339C7ABA2,output_pattern,images/SGA7II-VIS-00611_c10_127_Ocompare.png,1
SGA7II-VIS-00612,producer_a,c10_a.png,c10_a.png,218106,381210FE0B40B23DA66FE1E69D9C828008C5790585571B0A9C3528B24FB0C7F0,4200,1040,L,PNG,2026-07-31T05:45:32,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop2_141.py,024131F9D12BE008B7A14ED0D608703E1C8932933197D63FF62ED004F1A0985C,nearest_preceding_90s,images/SGA7II-VIS-00612_c10_a.png,1
SGA7II-VIS-00613,producer_a,c10_b.png,c10_b.png,114241,4364C36D560A1F22160A2778A8AD460915D9A38F4DF1FA9D7983502C6FE706A9,4200,1040,L,PNG,2026-07-31T05:45:32,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop2_141.py,024131F9D12BE008B7A14ED0D608703E1C8932933197D63FF62ED004F1A0985C,nearest_preceding_90s,images/SGA7II-VIS-00613_c10_b.png,1
SGA7II-VIS-00614,producer_a,c10_c.png,c10_c.png,102057,4127461696A9CFE81680D7D9DEBECF826992CD7742554B8DD877C8CC7AE03600,4200,650,L,PNG,2026-07-31T05:45:32,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop2_141.py,024131F9D12BE008B7A14ED0D608703E1C8932933197D63FF62ED004F1A0985C,nearest_preceding_90s,images/SGA7II-VIS-00614_c10_c.png,1
SGA7II-VIS-00615,producer_a,c10_col1.png,c10_col1.png,5993,1429DBF905476BA132A9F7E3E67CF3F1CAED9D90BBEB7BCA7C8BD9146585DC4F,9000,238,L,PNG,2026-07-31T05:47:49,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop4_9155.py,4B961C8252E2B364A4437FE2262F8E2825915D09B2BF54643863D360BB8C4B34,nearest_preceding_90s,images/SGA7II-VIS-00615_c10_col1.png,1
SGA7II-VIS-00616,producer_a,c10_col2.png,c10_col2.png,4675,838EA75BCBE3438141820E50E12074420C88BE2322ECC71DA91B27BD4286096D,9000,238,L,PNG,2026-07-31T05:47:49,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop4_9155.py,4B961C8252E2B364A4437FE2262F8E2825915D09B2BF54643863D360BB8C4B34,nearest_preceding_90s,images/SGA7II-VIS-00616_c10_col2.png,1
SGA7II-VIS-00617,producer_a,c10_col3.png,c10_col3.png,3356,5D779C6EF0ED728382F180582155A1EBEC7608F06C0322C77EF7BABB0EFE91AE,9000,237,L,PNG,2026-07-31T05:47:49,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop4_9155.py,4B961C8252E2B364A4437FE2262F8E2825915D09B2BF54643863D360BB8C4B34,nearest_preceding_90s,images/SGA7II-VIS-00617_c10_col3.png,1
SGA7II-VIS-00618,producer_a,c10_col4.png,c10_col4.png,4832,F1B987797285AB782E11065417D7D94EF984B08B77D26BE194D7E52EF6F82D24,9000,252,L,PNG,2026-07-31T05:47:50,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop4_9155.py,4B961C8252E2B364A4437FE2262F8E2825915D09B2BF54643863D360BB8C4B34,nearest_preceding_90s,images/SGA7II-VIS-00618_c10_col4.png,1
SGA7II-VIS-00619,producer_a,c10_d.png,c10_d.png,243243,46FE05688FA5C8EE939FEFF4F648371BD8042A7453CB654D520F4520B2ADA0A5,4200,1040,L,PNG,2026-07-31T05:46:20,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop3_141.py,EDC8E39BCBE88293F5794DB168BD88AD30361037A2F497CB3208B9B02AD859B1,nearest_preceding_90s,images/SGA7II-VIS-00619_c10_d.png,1
SGA7II-VIS-00620,producer_a,c10_e.png,c10_e.png,148604,4A691C74983DDFD38A957FAAEBD64B25A30C02F9B59145331676C8266C002B38,4200,910,L,PNG,2026-07-31T05:46:21,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop3_141.py,EDC8E39BCBE88293F5794DB168BD88AD30361037A2F497CB3208B9B02AD859B1,nearest_preceding_90s,images/SGA7II-VIS-00620_c10_e.png,1
SGA7II-VIS-00621,producer_a,c10_f.png,c10_f.png,98102,9212C85D4A35224D826019B275E3E1017275DAA924AFEA65B940C4B101A1175B,4200,976,L,PNG,2026-07-31T05:46:21,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop3_141.py,EDC8E39BCBE88293F5794DB168BD88AD30361037A2F497CB3208B9B02AD859B1,nearest_preceding_90s,images/SGA7II-VIS-00621_c10_f.png,1
SGA7II-VIS-00622,producer_a,c10_hom.png,c10_hom.png,6459,8AED8AE3F92DE6357EC6D1660D8AF2895246F45D0E8EF9EB5761E07C48D62588,4500,249,L,PNG,2026-07-31T05:48:35,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop6_t8142.py,403008CB41B99A9109F0B5CA40202BF8B79E3AD2CD72AD01A1B4137E0DC6FE4F,nearest_preceding_90s,images/SGA7II-VIS-00622_c10_hom.png,1
SGA7II-VIS-00623,producer_a,c10_not.png,c10_not.png,2604,E29E9974A965216F0F304D3119C42BAA1BFC26B57C25C266041B51AFC7D75748,4200,307,L,PNG,2026-07-31T05:48:21,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop5_141.py,83D82E3FFB198AF12BD0B30028E4E5C0FD38251405BC5FECB545E417A7560E7B,nearest_preceding_90s,images/SGA7II-VIS-00623_c10_not.png,1
SGA7II-VIS-00624,producer_a,c10_not2.png,c10_not2.png,5751,79027C2C6DBB84303FC7E066B3BD2D8BD79BDCFA866D3D9B519D18C09D3442CE,4000,264,L,PNG,2026-07-31T05:48:35,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop6_t8142.py,403008CB41B99A9109F0B5CA40202BF8B79E3AD2CD72AD01A1B4137E0DC6FE4F,nearest_preceding_90s,images/SGA7II-VIS-00624_c10_not2.png,1
SGA7II-VIS-00625,producer_a,c10_un.png,c10_un.png,11415,AD050E14C9CE8B6E6927DBE558ADB759990C387A342568C939CAE5AF027B6842,8000,249,L,PNG,2026-07-31T05:45:50,10,11,3,X,explicit_page_filename,direct_Number12_generator,crop_9155.py,5BF5F4AE2E67A2F99D318B5BE5301A3F95F0397DF0E52570D467083B7CC269D1,nearest_preceding_90s,images/SGA7II-VIS-00625_c10_un.png,1
SGA7II-VIS-02293,producer_a,c113_ab.png,c113_ab.png,10692,C35E36BACD3EDEC8095AA734FC342570FC97E2B70A9FD60CAA5329F62C2CA3C6,4500,623,L,PNG,2026-07-31T02:18:37,113,114,106,XIII,explicit_page_filename,direct_Number12_generator,crop_p116b.py,6B69A8D002F2B0D5C98DC3E236DFE668DA38E1A499789840747D833FF332C873,nearest_preceding_90s,images/SGA7II-VIS-02293_c113_ab.png,1
SGA7II-VIS-02294,producer_a,c113_DJ.png,c113_DJ.png,5769,7A94BC874565434EC4F06D5A20294BFED688DEC01B95024B2011206753BB1CAF,3001,843,L,PNG,2026-07-31T02:16:58,113,114,106,XIII,explicit_page_filename,direct_Number12_generator,crop2_t5103.py,F46471BE46A2EEA3AC9A57F3EBDB06AFDD0B99609402EDB133393FC027772D44,nearest_preceding_90s,images/SGA7II-VIS-02294_c113_DJ.png,1
SGA7II-VIS-02295,producer_a,c113_f.png,c113_f.png,22392,1019186174F0479B4E6FAA28DF78DE717BAD1E29CD723E2C3F16B3485EB3F151,5201,872,L,PNG,2026-07-31T02:18:11,113,114,106,XIII,explicit_page_filename,direct_Number12_generator,crop2_t5103.py,F46471BE46A2EEA3AC9A57F3EBDB06AFDD0B99609402EDB133393FC027772D44,nearest_preceding_90s,images/SGA7II-VIS-02295_c113_f.png,1
SGA7II-VIS-02296,producer_a,c113_g.png,c113_g.png,17462,46C34E3863327EE2E985B7D28B12A308CBDB2CE801840A0A2E08B50042966F36,5201,872,L,PNG,2026-07-31T02:18:11,113,114,106,XIII,explicit_page_filename,direct_Number12_generator,crop2_t5103.py,F46471BE46A2EEA3AC9A57F3EBDB06AFDD0B99609402EDB133393FC027772D44,nearest_preceding_90s,images/SGA7II-VIS-02296_c113_g.png,1
SGA7II-VIS-02297,producer_a,c113_I05.png,c113_I05.png,4893,2A5CAD19C4D8135217333B028B773AD193FFC483A03596AC8B5C975D9652B0AF,4000,373,L,PNG,2026-07-31T02:21:44,113,114,106,XIII,explicit_page_filename,direct_Number12_generator,crop5110f.py,E25F27A419D82931295A0406CF2FAD9C96DED11ECE9D3A2FE28CE66048D632AF,nearest_preceding_90s,images/SGA7II-VIS-02297_c113_I05.png,1
SGA7II-VIS-02298,producer_a,c113_I05b.png,c113_I05b.png,4724,6917C7D0E7DBEF76F5202B30199663E7AC756BAD029478EDCAC296D8057017C2,4001,478,L,PNG,2026-07-31T02:22:04,113,114,106,XIII,explicit_page_filename,direct_Number12_generator,crop5110f.py,E25F27A419D82931295A0406CF2FAD9C96DED11ECE9D3A2FE28CE66048D632AF,nearest_preceding_90s,images/SGA7II-VIS-02298_c113_I05b.png,1
SGA7II-VIS-02299,producer_a,c113_prod.png,c113_prod.png,4351,57584561C85916AF52BFA968AFBEEA59DDF8C0C62A4CB9EFAC57E19D7BAA2DBA,3001,597,L,PNG,2026-07-31T02:16:58,113,114,106,XIII,explicit_page_filename,direct_Number12_generator,crop2_t5103.py,F46471BE46A2EEA3AC9A57F3EBDB06AFDD0B99609402EDB133393FC027772D44,nearest_preceding_90s,images/SGA7II-VIS-02299_c113_prod.png,1
SGA7II-VIS-02300,producer_a,c113_prol.png,c113_prol.png,5868,BB8F3F19BE8249BA778BBCFCF5579FB82B994EC1C1E9AD47C3A437FB5EBFB689,4601,269,L,PNG,2026-07-31T02:21:44,113,114,106,XIII,explicit_page_filename,direct_Number12_generator,crop5110f.py,E25F27A419D82931295A0406CF2FAD9C96DED11ECE9D3A2FE28CE66048D632AF,nearest_preceding_90s,images/SGA7II-VIS-02300_c113_prol.png,1
SGA7II-VIS-02301,producer_a,c113_prop.png,c113_prop.png,5473,73E375D53B64760582655DD9030847046F8AA0D8916A9CB2837B3BF49076CEF7,4000,467,L,PNG,2026-07-31T02:18:37,113,114,106,XIII,explicit_page_filename,direct_Number12_generator,crop_p116b.py,6B69A8D002F2B0D5C98DC3E236DFE668DA38E1A499789840747D833FF332C873,nearest_preceding_90s,images/SGA7II-VIS-02301_c113_prop.png,1
SGA7II-VIS-02303,producer_a,c114_22.png,c114_22.png,5738,099D02E5E2C3EC1DC5169A2C8359A2742FD919D913E37ECDE55E0080B6900EEE,4201,291,L,PNG,2026-07-31T02:21:21,114,115,107,XIII,explicit_page_filename,direct_Number12_generator,crop_p116d.py,AC826D16FA60A482730AA63CFE6CD29821077E0F2AC5221585609B9FB2272176,nearest_preceding_90s,images/SGA7II-VIS-02303_c114_22.png,1
SGA7II-VIS-02304,producer_a,c114_a.png,c114_a.png,7372,64AB768A71A7074662F2C8C496406ADC44ECB4BE207659C6E892F920E3C58956,5201,523,L,PNG,2026-07-31T02:19:13,114,115,107,XIII,explicit_page_filename,direct_Number12_generator,crop_p116b.py,6B69A8D002F2B0D5C98DC3E236DFE668DA38E1A499789840747D833FF332C873,nearest_preceding_90s,images/SGA7II-VIS-02304_c114_a.png,1
SGA7II-VIS-02305,producer_a,c114_b.png,c114_b.png,26053,C5085C22933E154F27E1B122435A52229D88568FEC8A71CDD9A35278C004C5E9,5201,872,L,PNG,2026-07-31T02:19:13,114,115,107,XIII,explicit_page_filename,direct_Number12_generator,crop_p116b.py,6B69A8D002F2B0D5C98DC3E236DFE668DA38E1A499789840747D833FF332C873,nearest_preceding_90s,images/SGA7II-VIS-02305_c114_b.png,1
SGA7II-VIS-02306,producer_a,c114_c.png,c114_c.png,12964,8D51AECBCCC287EC84A7335A1CAA6BDE47C7A1EDCBCBCB818987D811745652FA,5201,611,L,PNG,2026-07-31T02:19:14,114,115,107,XIII,explicit_page_filename,direct_Number12_generator,crop_p116b.py,6B69A8D002F2B0D5C98DC3E236DFE668DA38E1A499789840747D833FF332C873,nearest_preceding_90s,images/SGA7II-VIS-02306_c114_c.png,1
SGA7II-VIS-02307,producer_a,c114_d.png,c114_d.png,14321,302BBEF00598F709084370A4E710D9CB0A1DE114E256D03BD31B9C567E031707,5201,784,L,PNG,2026-07-31T02:19:38,114,115,107,XIII,explicit_page_filename,direct_Number12_generator,crop5110d.py,BFBDFADD18C912E96FC5C77DF930C5B3EEB75DF09A6BEB00EDFA251F5530E1F2,nearest_preceding_90s,images/SGA7II-VIS-02307_c114_d.png,1
SGA7II-VIS-02308,producer_a,c114_desses.png,c114_desses.png,4951,48F18C39B99BDBC2750494EEC2AFC7B6941D6E518C318C5D9F4778D3F9B3094E,4001,471,L,PNG,2026-07-31T02:19:38,114,115,107,XIII,explicit_page_filename,direct_Number12_generator,crop5110d.py,BFBDFADD18C912E96FC5C77DF930C5B3EEB75DF09A6BEB00EDFA251F5530E1F2,nearest_preceding_90s,images/SGA7II-VIS-02308_c114_desses.png,1
SGA7II-VIS-02309,producer_a,c114_diag.png,c114_diag.png,17572,EA00B45890D54EB6B4B99EED1A7A2DE5E058E6D80AF18AED4BCBBA98918ED9CD,5200,1358,L,PNG,2026-07-31T02:20:46,114,115,107,XIII,explicit_page_filename,direct_Number12_generator,crop5110e.py,1667C078DBF6E7193C17E7D860B2A10F41D10E8744A1A76FA549E5AC8AB85CEC,nearest_preceding_90s,images/SGA7II-VIS-02309_c114_diag.png,1
SGA7II-VIS-02310,producer_a,c114_e.png,c114_e.png,21026,C4F7B1403220F5FC00E1A96D588BF8D91B245C70C9846EBE09195430FA82BB20,5201,741,L,PNG,2026-07-31T02:20:04,114,115,107,XIII,explicit_page_filename,direct_Number12_generator,crop_p116c.py,5D27F27706A8DA3F9AE3F69A4732A7130CDC6DF98E07FB966B513E4613257C2C,nearest_preceding_90s,images/SGA7II-VIS-02310_c114_e.png,1
