record_id,record_type,parent_id,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,source_locator,authority_sha256,source_reading,target_reading,status,raw_cursor,substantive_cursor,target_tex_sha256,target_pdf_sha256,evidence_sha256,release_state
SGA2-X-L3532-L3534-R37-SOURCE-DEFECT@1,source_defect_audit,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,bounded source defect gate,3532-3534,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,grammar maps biconditional and surjectivity are coherent,no defect or ambiguity;no emendation,source_defect_audit_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,46FE9837009153566C45E825BB3554046753339DEF0F9868E97DCD1358924050,internal_not_for_release
SGA2-X-L3532-L3534-R37-HEADING@1,structure_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,remark heading,3532,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Remarque label X.3.7,visible Remark 3.7 heading,numbering_preserved,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-RETROSPECTIVE@1,translation_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,retrospective register,3533,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,On a prouve chemin faisant,We proved along the way,register_preserved,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-SHEAF-MAP@1,formula_symbol_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,structure-sheaf map,3533,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,O_X to i_* O_U is an isomorphism,same source target direction and assertion,formula_role_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-CONNECTED-IFF@1,logical_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,connectedness biconditional,3533,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,X connected iff U connected,same two objects and both directions,biconditional_preserved,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-PI1-MAP@1,formula_symbol_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,fundamental-group map,3533,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,pi_1(U) to pi_1(X),same domain codomain direction and subscripts,formula_role_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-SURJECTIVE@1,logical_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,map conclusion,3533,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,map is surjective,same consequence and strength,conclusion_preserved,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-I-CONTEXT@1,context_observation,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,inherited immersion symbol,3533,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,i inherited from U into X,i retained without invented definition,context_preserved,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-TERM-CONNECTED@1,terminology_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,connectedness register,3533,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,connexe,connected,lane_term_preserved,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-TERM-SURJECTIVE@1,terminology_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,surjectivity register,3533,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,surjectif,surjective,lane_term_preserved,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-CANDIDATE@1,comparison_presence,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,jcreinhold comparison,candidate383-390,candidate383-390;printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one external English candidate lineage,comparison only;not authority or corroboration,comparison_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,806B8F540EE1B7D3DA5016B05C11A6BBA4FB74AFD6F6C3F799D45B7332317EEC,internal_not_for_release
SGA2-X-L3532-L3534-R37-CANDIDATE-COVERAGE@1,accepted_comparison_choice,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,candidate semantic coverage,candidate389-390,candidate389-390,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,hypothesis biconditional map and surjectivity present,coverage accepted only after French check,beneficial_coverage_accepted,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,806B8F540EE1B7D3DA5016B05C11A6BBA4FB74AFD6F6C3F799D45B7332317EEC,internal_not_for_release
SGA2-X-L3532-L3534-R37-CANDIDATE-HEADING@1,rejected_comparison_choice,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,candidate heading,candidate383-385,candidate383-385,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,unnumbered Remark plus hidden label,visible Remark 3.7,source_numbering_restored,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,806B8F540EE1B7D3DA5016B05C11A6BBA4FB74AFD6F6C3F799D45B7332317EEC,internal_not_for_release
SGA2-X-L3532-L3534-R37-CANDIDATE-REGISTER@1,accepted_normalization_choice,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,retrospective wording,candidate389,candidate389,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,shown in passing,proved along the way,closer_source_register_selected,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,806B8F540EE1B7D3DA5016B05C11A6BBA4FB74AFD6F6C3F799D45B7332317EEC,internal_not_for_release
SGA2-X-L3532-L3534-R37-CANDIDATE-ELLIPSIS@1,accepted_normalization_choice,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,connectedness wording,candidate389-390,candidate389-390,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,if and only if U is,if and only if U is connected,clarity_normalization_accepted,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,806B8F540EE1B7D3DA5016B05C11A6BBA4FB74AFD6F6C3F799D45B7332317EEC,internal_not_for_release
SGA2-X-L3532-L3534-R37-CANDIDATE-LOCATOR@1,rejected_comparison_choice,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,candidate page comment,candidate387,candidate387,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,original page 96,running96;original printed120;physical104,locator_error_rejected,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,806B8F540EE1B7D3DA5016B05C11A6BBA4FB74AFD6F6C3F799D45B7332317EEC,internal_not_for_release
SGA2-X-L3532-L3534-R37-BUILD1@1,build_evidence,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,pdfLaTeX pass1,3532-3534,target_build,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,fresh first pass,success;expected rerun notice only,build_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,C822F329FD23FEC2863AC8BAEAFDA50C7AEA904EBF6EBF58D130EB41FF98DFA6,internal_not_for_release
SGA2-X-L3532-L3534-R37-BUILD2@1,build_evidence,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,pdfLaTeX pass2,3532-3534,target_build,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,second pass,success;no warnings or errors,build_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,D8BAB76AE7170B7EA1ADF591DF662B4BFBBE21F581EB9B986A13F071EB60D0DB,internal_not_for_release
SGA2-X-L3532-L3534-R37-BUILD3@1,build_evidence,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,pdfLaTeX pass3,3532-3534,target_build,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,third pass,success;clean and console-identical to pass2,build_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,D8BAB76AE7170B7EA1ADF591DF662B4BFBBE21F581EB9B986A13F071EB60D0DB,internal_not_for_release
SGA2-X-L3532-L3534-R37-PDF@1,pdf_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,bounded target PDF,3532-3534,target_page1,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,complete Remark3.7,one A4 page;internal untagged PDF,pdf_structure_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,internal_not_for_release
SGA2-X-L3532-L3534-R37-FONTS@1,font_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,target fonts,3532-3534,target_page1,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,13 font-resource rows,all embedded subsetted and Unicode-mapped,font_gate_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,438154D62AD32AAD013488AE922ADB6F375B48D720C055B215F4D5BFFBFC0706,internal_not_for_release
SGA2-X-L3532-L3534-R37-EXTRACT@1,text_extraction_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,target text extraction,3532-3534,target_page1,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,heading hypothesis biconditional map conclusion,all expected content extractable,text_gate_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,DE2D450407A5F029A23FC73DE8FC69E2FD59EF6FF2BBA1A9CC9E207F3D0DDE8A,internal_not_for_release
SGA2-X-L3532-L3534-R37-TARGET-RENDER@1,render_evidence,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,target visual QA,3532-3534,target_page1_200dpi,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one complete target page,no clipping overlap glyph loss or formula ambiguity,target_visual_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,CF375B491B7A3AE36DC2AA891535C43ED62985B3D038E193590BFEA599A6907C,internal_not_for_release
SGA2-X-L3532-L3534-R37-TARGET-TEX@1,target_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,editable target TeX,3532-3534,target_body,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,1623-byte target,exact target identity bound,target_identity_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-TARGET-PROOF-EXCLUSION@1,target_boundary_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,proof exclusion,3522-3530,target_body,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,preceding proof material,absent from target body,target_boundary_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-TARGET-NEXT-EXCLUSION@1,target_boundary_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,Corollary3.8 exclusion,3536,target_body,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,begin corollary label X.3.8,absent from target body,target_boundary_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-RIGHTS-PRIVACY@1,rights_privacy_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,evidence custody,3532-3534,working_tree,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,source and comparison evidence rights-gated;logs may contain private paths,exclude or sanitize before public release,rights_privacy_hold_recorded,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,46FE9837009153566C45E825BB3554046753339DEF0F9868E97DCD1358924050,internal_not_for_release
SGA2-X-L3532-L3534-R37-RELEASE@1,release_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,publication state,3532-3534,release_gate,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,producer checks complete;independent review not performed,no seal archive shared-log GitHub or Zenodo action,internal_not_for_release_pending_independent_review,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,46FE9837009153566C45E825BB3554046753339DEF0F9868E97DCD1358924050,internal_not_for_release
