"row_kind","lane","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","license_or_access_signal","sha256_or_other_hash","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","upload_policy","gap_or_blocker_note","non_claim_boundary","source_layers"
"source_witness","japanese","ja","ja_fixed_naoki_lie_representation","raw.githubusercontent.com","lie_group_representation; representation_theory","fixed_commit_tex","fixed_commit_tex","https://raw.githubusercontent.com/naoki-cpp/physics/1a3d09bb518649f9269147c208feb139f1b7ca29/mathematics/RepresentationTheory/src/rep-of-Lie-group.tex","sources/non_slavic_reference_corpus/20260703T105104Z_cjk_hardterm_source_refresh/source_files/ja_tex_naoki_cpp_lie_group_representation__mathematics__RepresentationTheory__src__rep-of-Lie-group.tex","{""source"":""GitHub REST API"",""repo"":""naoki-cpp/physics"",""key"":null,""license_endpoint"":""404""}","native:BD2A84223B4DF14D8B660A6E2DCE08766F773EE0243560C61663F533643E8643","ja","True","True","False","manifest_only_B3_must_gate_any_payload","source_witness_only_license_unresolved","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","japanese","ja","ja_pdf_kurims_mukai_hilbert14","www.kurims.kyoto-u.ac.jp","invariant_theory; hilbert_14","pdf_fallback","pdf_fallback","https://www.kurims.kyoto-u.ac.jp/~kenkyubu/kokai-koza/H16-mukai.pdf","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/japanese/kurims_mukai_invariant_theory_hilbert14.pdf","{""source"":""local shelf"",""note"":""Public institutional PDF; no explicit open license found in quick pass""}","native:615FB345BB140048F2F31B0D8684B654E446ED5DEB140D63DAAF692A5BBBEF25","ja","True","False","True","manifest_only_no_payload_without_license_access_review","pdf_fallback_for_thin_tex_area","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","japanese","ja","ja_pdf_nagoya_reflection_invariants","www.math.nagoya-u.ac.jp","finite_reflection_groups; invariant_theory","pdf_fallback","pdf_fallback","https://www.math.nagoya-u.ac.jp/~yanagida/edu/17S/20170601.pdf","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/japanese/nagoya_invariant_theory_finite_reflection_groups.pdf","{""source"":""local shelf"",""note"":""Public institutional PDF; no explicit open license found in quick pass""}","native:3E3A5B863DC8E8F6791DA4DFB560250293259675F35417DC7FE043FB9F3C8E6E","ja","True","False","True","manifest_only_no_payload_without_license_access_review","pdf_fallback_for_thin_tex_area","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","japanese","ja","ja_pdf_nagoya_finite_group_representation","www.math.nagoya-u.ac.jp","finite_group_representation; representation_theory","pdf_fallback","pdf_fallback","https://www.math.nagoya-u.ac.jp/~yanagida/edu/25W/1009.pdf","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/japanese/nagoya_finite_group_representation_2025_1009.pdf","{""source"":""local shelf"",""note"":""Public institutional PDF; no explicit open license found in quick pass""}","native:756D738627E00BDA79A39D4E1637D57FC6E85524A3054CF650806EAA64190D78","ja","True","False","True","manifest_only_no_payload_without_license_access_review","pdf_fallback_for_thin_tex_area","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","korean_addendum_route_only","ko","ko_repo_kaist_math_notes","A-H4NU/kaist-math-notes","korean_math_tex_source_shelf","korean_route_only","korean_route_only","https://github.com/A-H4NU/kaist-math-notes","sources/non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/korean/A-H4NU_kaist-math-notes/source","{""source"":""GitHub REST API"",""key"":null,""license_endpoint"":""404""}","native:C2B6ACBB37BCED39CA88901B78D0235CB16396F7543EC8D7F1388BDCC58953F6","ko","True","True","False","manifest_only_route_only_no_korean_edition","route_only_no_korean_edition","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","korean_addendum_route_only","ko","ko_modern_math_syllabus","Hacker-Code-J/Modern-Mathematics","rings; fields; modules; ideals; homomorphisms","korean_route_only","korean_route_only","https://github.com/Hacker-Code-J/Modern-Mathematics","grad-math/grad-math-7.tex; mathematics_seminar/syllabus.tex","{""source"":""GitHub REST API"",""key"":""mit"",""name"":""MIT License""}","grad-math/grad-math-7.tex=A4451C6FD59389FAD4957E9E84E3F03BD89954612EE30F385DE4A7225BC707EF; mathematics_seminar/syllabus.tex=1A5BE9A9C6086A97058FB18458C0E72F6EA94B65A1C377C5B9A94AA564460E8F","ko","True","True","False","manifest_only_route_only_no_korean_edition","route_only_no_korean_edition","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","korean_addendum_route_only","ko","ko_calofmijuck_algebra","calofmijuck/algebra","algebra; ring; module","korean_route_only","korean_route_only","https://github.com/calofmijuck/algebra","chap/01/01.tex","{""source"":""GitHub REST API"",""key"":null,""license_endpoint"":""404""}","chap/01/01.tex=8655797153006A2E958D4FBF276555E8FB0A73961E0325F4038DCF90150BE7EA","ko","True","True","False","manifest_only_route_only_no_korean_edition","route_only_no_korean_edition","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","korean_addendum_route_only","ko","ko_younghu_rdl_unified_master","younghu-kim/rdl-resonant-detection","localization; tensor_product; representation","korean_route_only","korean_route_only","https://github.com/younghu-kim/rdl-resonant-detection","paper/source/unified_master_ko.tex","{""source"":""GitHub REST API"",""key"":""gpl-3.0"",""name"":""GNU General Public License v3.0""}","paper/source/unified_master_ko.tex=159A51CCE825B07D151867F68F0DCB7B0EC136A938024BA11833387C1F0A18D6","ko","True","True","False","manifest_only_route_only_no_korean_edition","route_only_cannot_close_japanese_or_simplified_chinese_blockers","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","simplified_chinese_and_japanese","zh-Hans","bulk_codepoint_redo_manifest","","invariant_theory; representation_theory; noether_ring","content_confirmed_bulk_tex","content_confirmed_bulk_tex","","logs/CJK_INVARIANT_REPRESENTATION_CODEPOINT_REDO_CONTENT_CONFIRMATION_20260703T123013Z.md/json; sources/non_slavic_reference_corpus/20260703T123013Z_cjk_invariant_representation_codepoint_redo","{""source"":""not_normalized_per_all_105_files"",""instruction"":""check row-by-row before redistribution""}","","zh-Hans","True","True","False","manifest_only_B3_must_gate_any_payload","search_evidence_shelf_raw_counts_are_telemetry","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","cjk_typesetting_infrastructure","CJK infrastructure","cjk_ctan_typesetting_infrastructure","ctan.org","ctex; xecjk; luatexja; kotex_utils","ctan_infrastructure","ctan_infrastructure","https://ctan.org/pkg/ctex","","{""ctex"":""lppl1.3c"",""xecjk"":""lppl1.3c"",""luatexja"":""bsd"",""kotex-utils"":""lppl1.3c""}","","CJK infrastructure","False","True","False","manifest_only","typesetting_source_baseline_only_not_math_term_authority","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","ja","ja","Tetsuya Ando 代数学 lecture notes","www.math.s.chiba-u.ac.jp","Japanese group theory; Japanese commutative rings and modules; Japanese fields and Galois theory; Japanese valuations and ordered fields","pdf_html_cached_no_tex_source_found","Japanese PDF lecture-note witness set","https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html","outputs/source_canon_witness_cache_20260704/ando_LectureNote_20260704.html; outputs/source_canon_witness_cache_20260704/ando_DAISU1_algebra_i_group_theory.pdf; outputs/source_canon_witness_cache_20260704/ando_DAISU2_algebra_ii_commutative_rings_modules.pdf; outputs/source_canon_witness_cache_20260704/ando_DAISU3_algebra_iii_fields_galois.pdf; outputs/source_canon_witness_cache_20260704/ando_APP_ALG_applied_algebra_valuations_ordered_fields.pdf","Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.","draft-cache:B1D2D8E8944F3AF55112248E14731FC400F35163B88D18E1B6958AA85CB9A4D6; draft-cache:78203FDE040CAB1A3AD17B4B7F7AB5CC6F55A3BAB62E50E1AC95F84081A4291B; draft-cache:57DE472260FE549E4DBECA3C2F6290DFB4BF3C88ACB98E7B484880B72F2180C0; draft-cache:EB66C5BFA2081E22FFF88557D4D0D358AFA9D6E3FBFD54B66F4545DF52E7554A; draft-cache:04848BC4F6820BEE67930A37F51CA36F78B7692C6FC1B14DA239F851819F9581","ja","True","True","True","manifest_only_no_payload_without_license_access_review","No TeX source archive located.; Permission statement is not a formal open-source license signal.","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","draft_witness_table_only"
"source_witness","ja","ja","古典不変式論ハンドブック","www.mathsoc.jp","Japanese invariant theory terminology; invariant rings, Hilbert finite generation, Reynolds/Casimir operators; Grobner-basis and Poincare-series computation vocabulary","pdf_cached_no_tex_source_found","Japanese PDF publication witness","https://www.mathsoc.jp/section/algebra/algsymp_past/algsymp12_files/nagai.pdf","outputs/source_canon_witness_cache_20260704/nagai_classical_invariant_theory_handbook.pdf","No explicit license found in cached PDF/page context.","draft-cache:910AFA5992C953C1FAEAA5C512CC37FBE796B95F3752C967BA166567B355BB9C","ja","True","True","True","manifest_only_no_payload_without_license_access_review","No TeX/source package located.; License unknown; source-canon row is evidence-only and not a reuse grant.","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","draft_witness_table_only"
"source_witness","ja","ja","可換環論","ryoya9826.github.io","Japanese commutative algebra; Noether rings, localization, tensor product, modules and free modules; source-canon support for codepoint and terminology checks","pdf_cached_no_tex_source_found","Japanese PDF lecture/book witness","https://ryoya9826.github.io/files/note/ring.pdf","outputs/source_canon_witness_cache_20260704/ryoya_ando_commutative_algebra_ring.pdf","Cached PDF text states CC-BY-SA 3.0.","draft-cache:30946107B13F379C40AB4C782778DB3C126E466951393917826821103A8793E5","ja","True","True","True","manifest_only_no_payload_without_license_access_review","No matching source archive located in this pass.; This source does not close Noetherian-ring blocker in the German-corpus lane without row-anchor review.","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","draft_witness_table_only"
"source_witness","ja","ja","Akira Masuoka lecture notes page","sites.google.com","Japanese rings and modules; finite groups and representations; homological algebra; commutative algebra and Galois theory lecture-note leads","html_cached_link_index_no_tex_source_found","Japanese HTML source-routing witness","https://sites.google.com/site/akira298math/home/lecture-notes","outputs/source_canon_witness_cache_20260704/akira_masuoka_lecture_notes_page_20260704.html","No explicit license found on cached page.","draft-cache:859C47AC7F812269B40BEC409859F654525EA5DC3CD35FACC03B12A5F9C3D8FA","ja","True","True","True","manifest_only_no_payload_without_license_access_review","No TeX/source archive or direct PDF hash opened from this source lead in this pass.; License unknown.","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","draft_witness_table_only"
"source_witness","ko","ko","한국어 대수학 source-package search audit","generated:github_api_search_audit","Korean addendum/source-discovery only; abstract algebra, modern algebra, commutative algebra, ring theory and invariant theory search gap","gap_no_verified_tex_source_package","Korean gap/audit record","generated:github_api_search_audit","outputs/source_canon_witness_cache_20260704/ko_github_source_package_search_audit_20260704.json","No reusable Korean algebra source package verified.","draft-cache:246B3879206CD87AF9C83F682E963EA04BFB9C154FD1D3B1699FCF2BA24D7B1D","ko","True","True","True","manifest_only_route_only_no_korean_edition","No Korean row-level corpus queue is opened.; No Korean TeX/LaTeX/arXiv/source archive verified.; Course/catalog/web-note leads require separate source opening and licensing review before use.","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","draft_witness_table_only"
"source_witness","ko","ko","현대대수학1 KOCW course page","kocw.net","Korean modern algebra course-resource lead; possible lecture-note wording source if concrete files can be opened later","weak_lead_not_source_package","Korean weak course-resource lead","https://kocw.net/home/cview.do?ar=relateCourse&kemId=1165165&mty=p","outputs/source_canon_witness_cache_20260704/ko_kocw_modern_algebra_1_course_page_20260704.html","No TeX/source-package license verified in cached page.","draft-cache:DCCA6AF38D9BDE4344DD2B087C0D60A61EDB3C858AE506CB8EC72EC0BBC437E3","ko","True","True","True","manifest_only_route_only_no_korean_edition","No concrete PDF/TeX payload was verified from this lead in this pass.; No Korean corpus prose should be drafted from this row alone.","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","draft_witness_table_only"
"source_gap","simplified_chinese_invariant_form_theory","zh-Hans","CJK-SRC-GAP-001","","simplified_chinese_invariant_form_theory","gap","gap_or_blocker_record","","outputs/NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","not_applicable","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","zh-Hans","False","False","False","manifest_only_gap_row","Exact 不变式理论 accepted 0 in the codepoint redo. Required closure: Find exact target-language source witness with URL, local hash, and license signal, or retain unattested status.","gap row only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_gap_ledger"
"source_gap","simplified_chinese_invariant_form_hilbert","zh-Hans","CJK-SRC-GAP-002","","simplified_chinese_invariant_form_hilbert","gap","gap_or_blocker_record","","outputs/NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","not_applicable","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","zh-Hans","False","False","False","manifest_only_gap_row","不变式 + Hilbert accepted 0; 不变式 + 第十四 accepted 1 but source-status only. Required closure: Dedicated TeX/source publication or vetted PDF fallback for intended concept.","gap row only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_gap_ledger"
"source_gap","japanese_standalone_representation_theory","ja","CJK-SRC-GAP-003","","japanese_standalone_representation_theory","gap","gap_or_blocker_record","","outputs/NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","not_applicable","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","ja","False","False","False","manifest_only_gap_row","Exact 表現論 retry raw 20 accepted 0; group-context 表現論 + 群 accepted 20. Required closure: Content-confirmed standalone source evidence or explicit caveat when using group/Lie-context witness.","gap row only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_gap_ledger"
"source_gap","arxiv_exact_phrase_source_archives","CJK","CJK-SRC-GAP-004","","arxiv_exact_phrase_source_archives","gap","gap_or_blocker_record","","outputs/NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","not_applicable","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","CJK","False","False","False","manifest_only_gap_row","zh/ja exact phrase arXiv checks returned 0 entries. Required closure: Re-run only after source/query change; otherwise use TeX/source archive shelves.","gap row only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_gap_ledger"
"source_gap","github_license_normalization","CJK","CJK-SRC-GAP-005","","github_license_normalization","gap","gap_or_blocker_record","","outputs/NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","not_applicable","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","CJK","False","False","False","manifest_only_gap_row","Authenticated provenance probe checked 16 repositories; 7 successful repositories still expose no license endpoint key, and bulk-codepoint repositories are not fully normalized. Required closure: Row-by-row license review before redistribution or public source packaging.","gap row only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_gap_ledger"
"source_gap","pdf_fallback_clearance","CJK","CJK-SRC-GAP-006","","pdf_fallback_clearance","gap","gap_or_blocker_record","","outputs/NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","not_applicable","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","CJK","False","False","False","manifest_only_gap_row","Public institutional PDFs often lack explicit open-license signal in local shelf. Required closure: Treat as internal provenance unless license/access review closes.","gap row only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_gap_ledger"
"source_gap","korean_addendum_boundary","ko","CJK-SRC-GAP-007","","korean_addendum_boundary","gap","gap_or_blocker_record","","outputs/NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","not_applicable","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","ko","False","False","False","manifest_only_gap_row","Korean TeX evidence exists for route-only support, including 국소화 and 텐서곱. Required closure: Dedicated Korean source/native/domain lane and explicit edition decision before stronger use.","gap row only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_gap_ledger"
"source_gap","docx_fallback_status","CJK","CJK-SRC-GAP-008","","docx_fallback_status","gap","gap_or_blocker_record","","outputs/NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","not_applicable","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","CJK","False","False","False","manifest_only_gap_row","Fallback-format scan found 0 DOC/DOCX files in the audited CJK source roots; text/README/RST files are source-package support/provenance files. Required closure: If a DOC/DOCX mathematical witness is later introduced, add URL/source, local path, hash, license/access signal, and extraction status before use.","gap row only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_gap_ledger"
"retained_blocker","tensor_product","CJK native/source support","CJK-CORPUS-BLOCK-001","","tensor_product","retained_blocker","blocker_record","","outputs/NOETHER_CJK_SOURCE_CANON_GAP_LEDGER_20260704.json","not_applicable","FE005C1EE599FCDE5F6B6801721CCC24F91FE44DFA4884FD40DB5F7E2A5FA0A1","CJK","False","False","False","manifest_only_blocker_row","No usable German Tensor/Tensorprodukt/tensor prose anchor; noisy \otimes and product contexts insufficient. Required closure: Direct German/source anchor or explicit reviewer bridge before JP/zh-Hans corpus prose.","blocker row only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_gap_ledger"
