authority_pdf_page	source_volume_page	paper_folio	archive_path	finding	disposition
4	497	146	diagram_aid_primary/images/D018_p004_diag03.png	Lower-page crop on E_z and level-n torsion; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
4	497	146	diagram_aid_extracted_copy/images/D018_p004_diag03.png	Lower-page crop on E_z and level-n torsion; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
4	497	146	diagram_aid_primary/images/D018_p004_diag04.png	Displayed-isomorphism fragment; witness truncates the right-hand mapping and cannot preserve the full formula. Frozen record follows authority pixels. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
4	497	146	diagram_aid_extracted_copy/images/D018_p004_diag04.png	Displayed-isomorphism fragment; witness truncates the right-hand mapping and cannot preserve the full formula. Frozen record follows authority pixels. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_primary/images/D018_p005_diag01.png	Opening continuation sentence crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_extracted_copy/images/D018_p005_diag01.png	Opening continuation sentence crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_primary/images/D018_p005_diag02.png	Level-structure and Weil-pairing paragraph crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_extracted_copy/images/D018_p005_diag02.png	Level-structure and Weil-pairing paragraph crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_primary/images/D018_p005_diag03.png	Root-of-unity/exponential formula crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_extracted_copy/images/D018_p005_diag03.png	Root-of-unity/exponential formula crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_primary/images/D018_p005_diag04.png	Fragment of the sign-convention parenthesis; agrees where legible but is semantically incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_extracted_copy/images/D018_p005_diag04.png	Fragment of the sign-convention parenthesis; agrees where legible but is semantically incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_primary/images/D018_p005_diag05.png	Section 2 family/functor paragraph crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_extracted_copy/images/D018_p005_diag05.png	Section 2 family/functor paragraph crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_primary/images/D018_p005_diag06.png	Igusa representability paragraph crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
5	498	147	diagram_aid_extracted_copy/images/D018_p005_diag06.png	Igusa representability paragraph crop; legible content agrees; partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_primary/images/D018_p006_diag01.png	Overinclusive parts (a)-(b) crop; legible morphism, kernel, and scalar-extension notation agree; comparator-derived. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_extracted_copy/images/D018_p006_diag01.png	Overinclusive parts (a)-(b) crop; legible morphism, kernel, and scalar-extension notation agree; comparator-derived. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_primary/images/D018_p006_diag02.png	Level-3 existence/ring formula crop; legible content agrees; overinclusive and partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_extracted_copy/images/D018_p006_diag02.png	Level-3 existence/ring formula crop; legible content agrees; overinclusive and partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_primary/images/D018_p006_diag03.png	Small prose fragment only; no independent semantic object and no contradiction where legible. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_extracted_copy/images/D018_p006_diag03.png	Small prose fragment only; no independent semantic object and no contradiction where legible. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_primary/images/D018_p006_diag04.png	Neutral section and order-3 basis crop; agrees where legible but clips surrounding prose. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_extracted_copy/images/D018_p006_diag04.png	Neutral section and order-3 basis crop; agrees where legible but clips surrounding prose. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_primary/images/D018_p006_diag05.png	Overlapping fragment of the order-3 basis line; agrees where legible and is incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_extracted_copy/images/D018_p006_diag05.png	Overlapping fragment of the order-3 basis line; agrees where legible and is incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_primary/images/D018_p006_diag06.png	Level-4 ring and Legendre-equation block; legible content agrees; comparator-derived and partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_extracted_copy/images/D018_p006_diag06.png	Level-4 ring and Legendre-equation block; legible content agrees; comparator-derived and partial. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_primary/images/D018_p006_diag07.png	End-of-page fragment “(r,s) du groupe des points”; agrees but is incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_extracted_copy/images/D018_p006_diag07.png	End-of-page fragment “(r,s) du groupe des points”; agrees but is incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_primary/images/D018_p006_diag08.png	End-of-page fragment around “à l’infini, et”; agrees but is incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_extracted_copy/images/D018_p006_diag08.png	End-of-page fragment around “à l’infini, et”; agrees but is incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_primary/images/D018_p006_diag09.png	End-of-page fragment beginning “La section neutre est le point ...”; agrees but is incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
6	499	148	diagram_aid_extracted_copy/images/D018_p006_diag09.png	End-of-page fragment beginning “La section neutre est le point ...”; agrees but is incomplete. The two diagram-aid lineages are byte-identical for this crop.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
1	494	143	metadata_witnesses/02_deligne_modern_english_titles_and_abstracts_D018_subset.csv	Divergence: coauthors_or_source_note lists only M. Rapoport. This conflicts with the authority joint byline and is treated as incomplete metadata.	REJECT_SOLE_AUTHORSHIP_INFERENCE; ZERO_ACCEPTED
1	494	143	metadata_witnesses/03_deligne_source_reference_index_20260531_D018_subset.csv	Comparator catalog snippet is truncated and strips accents; title/byline substance agrees but it is not a diplomatic transcription witness.	ROUTING_ONLY; ZERO_ACCEPTED
1	494	143	zenodo_record_21800420/extracted_control/D018_ID.md	Identity receipt agrees on exact title, joint byline, note markers, venue line, pages 1-3 boundary, and controlling authority hash; it explicitly certifies no D018 page production.	IDENTITY_BOUNDARY_CORROBORATION_ONLY; ZERO_ACCEPTED
1	494	143	zenodo_record_21800714/extracted_control/D018_ID.md	Byte-identical successor mirror of the D018 identity receipt; no independent page-content witness.	IDENTITY_BOUNDARY_CORROBORATION_ONLY; ZERO_ACCEPTED
7	500	149	diagram_aid_primary/images/D018_p007_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_extracted_copy/images/D018_p007_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_primary/images/D018_p007_diag02.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_extracted_copy/images/D018_p007_diag02.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_primary/images/D018_p007_diag03.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_extracted_copy/images/D018_p007_diag03.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_primary/images/D018_p007_diag04.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_extracted_copy/images/D018_p007_diag04.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_primary/images/D018_p007_diag05.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_extracted_copy/images/D018_p007_diag05.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_primary/images/D018_p007_diag06.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_extracted_copy/images/D018_p007_diag06.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_primary/images/D018_p007_diag07.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_extracted_copy/images/D018_p007_diag07.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_primary/images/D018_p007_diag08.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_extracted_copy/images/D018_p007_diag08.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_primary/images/D018_p007_diag09.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
7	500	149	diagram_aid_extracted_copy/images/D018_p007_diag09.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_primary/images/D018_p008_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_extracted_copy/images/D018_p008_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_primary/images/D018_p008_diag02.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_extracted_copy/images/D018_p008_diag02.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_primary/images/D018_p008_diag03.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_extracted_copy/images/D018_p008_diag03.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_primary/images/D018_p008_diag04.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_extracted_copy/images/D018_p008_diag04.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_primary/images/D018_p008_diag05.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
8	501	150	diagram_aid_extracted_copy/images/D018_p008_diag05.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
9	502	151	diagram_aid_primary/images/D018_p009_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
9	502	151	diagram_aid_extracted_copy/images/D018_p009_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
9	502	151	diagram_aid_primary/images/D018_p009_diag02.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
9	502	151	diagram_aid_extracted_copy/images/D018_p009_diag02.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
9	502	151	diagram_aid_primary/images/D018_p009_diag03.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
9	502	151	diagram_aid_extracted_copy/images/D018_p009_diag03.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
9	502	151	diagram_aid_primary/images/D018_p009_diag04.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
9	502	151	diagram_aid_extracted_copy/images/D018_p009_diag04.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
10	503	152	diagram_aid_primary/images/D018_p010_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
10	503	152	diagram_aid_extracted_copy/images/D018_p010_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
10	503	152	diagram_aid_primary/images/D018_p010_diag02.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
10	503	152	diagram_aid_extracted_copy/images/D018_p010_diag02.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
11	504	153	diagram_aid_primary/images/D018_p011_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
11	504	153	diagram_aid_extracted_copy/images/D018_p011_diag01.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
11	504	153	diagram_aid_primary/images/D018_p011_diag02.png	Comparator-derived partial crop inspected only after source freeze; legible content agrees with the authority-controlled record where visible. The paired diagram-aid lineage is byte-identical. This crop is incomplete and has no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
