band,chapter,rel_path,bytes,lines,grade,score,math_envs,inline_math,proper_math_cmds,theorem_envs,textasciicircum,broken_spaces,allcaps_sections,raw_prose_ratio,has_documentclass,has_end_doc,flags
17_Gauss_Werke_Band03,gauss_b03_ch8,17_Gauss_Werke_Band03/gauss_b03_ch8.tex,93267,1808,A,89,2,922,1679,0,0,0,0,0.028,True,True,GOOD_MATH
17_Gauss_Werke_Band03,gauss_b03_ch9,17_Gauss_Werke_Band03/gauss_b03_ch9.tex,87187,1884,A,89,0,765,2335,0,0,1,0,0.01,True,True,GOOD_MATH
18_Gauss_Werke_Band04,gauss_b04_ch1,18_Gauss_Werke_Band04/gauss_b04_ch1.tex,79509,1257,A,89,0,1000,809,0,0,0,0,0.035,True,True,GOOD_MATH
18_Gauss_Werke_Band04,gauss_b04_ch2,18_Gauss_Werke_Band04/gauss_b04_ch2.tex,80021,1646,C,0,0,0,0,0,0,0,0,0.004,True,True,LOW_MATH
18_Gauss_Werke_Band04,gauss_b04_ch4,18_Gauss_Werke_Band04/gauss_b04_ch4.tex,63429,836,A,88,4,160,140,0,0,0,0,0.048,True,True,GOOD_MATH
18_Gauss_Werke_Band04,gauss_b04_ch5,18_Gauss_Werke_Band04/gauss_b04_ch5.tex,166525,798,A,89,0,222,363,0,0,0,0,0.025,True,True,GOOD_MATH
18_Gauss_Werke_Band04,gauss_b04_ch5_raw,18_Gauss_Werke_Band04/gauss_b04_ch5_raw.tex,76376,1493,C,0,0,0,0,0,0,0,0,0.002,True,True,LOW_MATH
18_Gauss_Werke_Band04,gauss_b04_ch6,18_Gauss_Werke_Band04/gauss_b04_ch6.tex,97024,3485,D,-510,0,0,0,0,0,510,0,0.004,True,True,OCR_SPACING|LOW_MATH
18_Gauss_Werke_Band04,gauss_b04_ch7,18_Gauss_Werke_Band04/gauss_b04_ch7.tex,66111,1190,D,-325,0,0,0,0,0,325,0,0.001,True,True,OCR_SPACING|LOW_MATH
18_Gauss_Werke_Band04,gauss_b04_ch8,18_Gauss_Werke_Band04/gauss_b04_ch8.tex,48714,410,A,73,0,162,44,0,0,0,0,0.233,True,True,GOOD_MATH
18_Gauss_Werke_Band04,gauss_b04_ch9,18_Gauss_Werke_Band04/gauss_b04_ch9.tex,40387,999,A,83,0,510,234,0,0,7,0,0.005,True,True,GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch1,19_Gauss_Werke_Band05/gauss_b05_ch1.tex,76570,1579,A,90,0,784,604,0,0,0,0,0.006,True,True,GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch10,19_Gauss_Werke_Band05/gauss_b05_ch10.tex,53885,887,A,86,1,600,180,0,0,0,0,0.086,True,True,GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch11,19_Gauss_Werke_Band05/gauss_b05_ch11.tex,90234,1534,A,90,4,183,151,0,0,0,0,0.002,True,True,GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch12,19_Gauss_Werke_Band05/gauss_b05_ch12.tex,69804,715,A,65,0,266,25,0,0,0,0,0.014,True,True,GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch13,19_Gauss_Werke_Band05/gauss_b05_ch13.tex,92700,1419,A,122,0,729,759,0,0,0,0,0.088,True,True,GOOD_MATH|MULTILINGUAL
19_Gauss_Werke_Band05,gauss_b05_ch14,19_Gauss_Werke_Band05/gauss_b05_ch14.tex,14067,410,A,79,0,27,40,0,0,0,0,0.022,True,True,GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch2,19_Gauss_Werke_Band05/gauss_b05_ch2.tex,106693,1946,D,-926,0,0,0,0,0,925,0,0.023,True,True,OCR_SPACING|LOW_MATH
19_Gauss_Werke_Band05,gauss_b05_ch3,19_Gauss_Werke_Band05/gauss_b05_ch3.tex,91886,996,A,84,0,932,456,0,0,1,0,0.109,True,True,GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch4,19_Gauss_Werke_Band05/gauss_b05_ch4.tex,98755,894,C,4,0,176,27,0,0,0,20,0.078,True,True,OCR_HEADERS|GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch5,19_Gauss_Werke_Band05/gauss_b05_ch5.tex,68616,1256,A,80,0,905,601,0,0,10,0,0.004,True,True,GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch6,19_Gauss_Werke_Band05/gauss_b05_ch6.tex,82403,1089,A,86,0,527,427,0,0,1,0,0.078,True,True,GOOD_MATH
19_Gauss_Werke_Band05,gauss_b05_ch7,19_Gauss_Werke_Band05/gauss_b05_ch7.tex,116221,794,C,1,0,67,7,0,0,20,0,0.522,True,True,RAW_PROSE_DUMP
19_Gauss_Werke_Band05,gauss_b05_ch8,19_Gauss_Werke_Band05/gauss_b05_ch8.tex,110138,2878,D,-68,0,49,0,0,0,0,33,0.196,True,True,OCR_HEADERS
19_Gauss_Werke_Band05,gauss_b05_ch9,19_Gauss_Werke_Band05/gauss_b05_ch9.tex,36815,467,A,83,35,168,174,0,0,0,0,0.148,True,True,GOOD_MATH
20_Gauss_Werke_Band06,gauss_b06_ch1,20_Gauss_Werke_Band06/gauss_b06_ch1.tex,69934,1601,A,89,0,540,498,0,0,1,0,0.002,True,True,GOOD_MATH
20_Gauss_Werke_Band06,gauss_b06_ch10,20_Gauss_Werke_Band06/gauss_b06_ch10.tex,149921,3181,D,-1767,0,0,0,0,207,1340,0,0.269,True,True,OCR_ARTIFACTS|OCR_SPACING|LOW_MATH
20_Gauss_Werke_Band06,gauss_b06_ch11,20_Gauss_Werke_Band06/gauss_b06_ch11.tex,221049,435,D,-643,0,0,0,0,118,401,0,0.134,True,True,OCR_ARTIFACTS|OCR_SPACING|LOW_MATH
20_Gauss_Werke_Band06,gauss_b06_ch12,20_Gauss_Werke_Band06/gauss_b06_ch12.tex,211989,2327,D,-42,0,0,0,0,0,4,0,0.764,True,True,RAW_PROSE_DUMP|LOW_MATH
20_Gauss_Werke_Band06,gauss_b06_ch13,20_Gauss_Werke_Band06/gauss_b06_ch13.tex,224172,337,D,-666,0,0,0,0,0,651,1,0.242,True,True,OCR_SPACING|LOW_MATH
20_Gauss_Werke_Band06,gauss_b06_ch14,20_Gauss_Werke_Band06/gauss_b06_ch14.tex,109369,1732,A,60,0,31,20,0,0,15,0,0.0,True,True,MULTILINGUAL
20_Gauss_Werke_Band06,gauss_b06_ch2,20_Gauss_Werke_Band06/gauss_b06_ch2.tex,96219,1687,D,-426,0,0,0,0,0,426,0,0.007,True,True,OCR_SPACING|LOW_MATH
20_Gauss_Werke_Band06,gauss_b06_ch3,20_Gauss_Werke_Band06/gauss_b06_ch3.tex,76268,1615,A,90,0,826,380,0,0,0,0,0.0,True,True,GOOD_MATH
20_Gauss_Werke_Band06,gauss_b06_ch4,20_Gauss_Werke_Band06/gauss_b06_ch4.tex,108315,1580,A,87,0,1117,384,0,0,2,0,0.038,True,True,GOOD_MATH
20_Gauss_Werke_Band06,gauss_b06_ch5,20_Gauss_Werke_Band06/gauss_b06_ch5.tex,52355,741,A,88,0,355,76,0,0,0,0,0.044,True,True,GOOD_MATH
20_Gauss_Werke_Band06,gauss_b06_ch6,20_Gauss_Werke_Band06/gauss_b06_ch6.tex,30118,631,A,69,0,183,32,0,0,0,0,0.068,True,True,GOOD_MATH
20_Gauss_Werke_Band06,gauss_b06_ch7,20_Gauss_Werke_Band06/gauss_b06_ch7.tex,127644,2019,A,90,0,780,139,0,0,0,0,0.015,True,True,GOOD_MATH
20_Gauss_Werke_Band06,gauss_b06_ch8,20_Gauss_Werke_Band06/gauss_b06_ch8.tex,149958,4232,D,-1990,0,0,0,0,143,1674,7,0.181,True,True,OCR_ARTIFACTS|OCR_SPACING|OCR_HEADERS|LOW_MATH
20_Gauss_Werke_Band06,gauss_b06_ch9,20_Gauss_Werke_Band06/gauss_b06_ch9.tex,117705,1998,A,80,0,888,72,0,0,1,0,0.181,True,True,GOOD_MATH
20_Gauss_Werke_Band06,section2,20_Gauss_Werke_Band06/section2.tex,8121,170,A,90,0,90,87,0,0,0,0,0.013,True,True,GOOD_MATH
20_Gauss_Werke_Band06,section3,20_Gauss_Werke_Band06/section3.tex,30269,698,A,90,0,291,191,0,0,0,0,0.002,True,True,GOOD_MATH
20_Gauss_Werke_Band06,section4,20_Gauss_Werke_Band06/section4.tex,19643,497,A,89,0,153,219,0,0,1,0,0.0,True,True,GOOD_MATH
20_Gauss_Werke_Band06,section5,20_Gauss_Werke_Band06/section5.tex,5065,113,C,0,0,0,0,0,0,0,0,0.0,True,True,LOW_MATH
21_Gauss_Werke_Band07,gauss_b07_ch1,21_Gauss_Werke_Band07/gauss_b07_ch1.tex,75420,870,A,88,0,868,437,0,0,0,0,0.044,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch10,21_Gauss_Werke_Band07/gauss_b07_ch10.tex,35648,689,A,90,52,233,396,0,0,0,0,0.007,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch11,21_Gauss_Werke_Band07/gauss_b07_ch11.tex,69110,1139,A,89,16,1133,663,0,0,0,0,0.029,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch12,21_Gauss_Werke_Band07/gauss_b07_ch12.tex,55094,1072,A,89,0,882,564,0,0,1,0,0.007,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch13,21_Gauss_Werke_Band07/gauss_b07_ch13.tex,28405,507,A,90,0,149,180,0,0,0,0,0.013,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch14,21_Gauss_Werke_Band07/gauss_b07_ch14.tex,24638,863,A,41,0,16,9,0,0,0,0,0.013,True,True,CLEAN
21_Gauss_Werke_Band07,gauss_b07_ch2,21_Gauss_Werke_Band07/gauss_b07_ch2.tex,51916,962,A,78,6,608,426,0,0,6,1,0.071,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch3,21_Gauss_Werke_Band07/gauss_b07_ch3.tex,71769,1573,A,87,35,709,488,0,0,0,1,0.006,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch4,21_Gauss_Werke_Band07/gauss_b07_ch4.tex,65002,1301,A,81,12,603,631,0,0,0,3,0.004,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch5,21_Gauss_Werke_Band07/gauss_b07_ch5.tex,71751,1110,A,88,0,1362,306,0,0,0,0,0.053,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch6,21_Gauss_Werke_Band07/gauss_b07_ch6.tex,48657,632,A,85,0,634,363,0,0,0,1,0.052,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch7,21_Gauss_Werke_Band07/gauss_b07_ch7.tex,75489,1994,A,90,24,893,1031,0,0,0,0,0.007,True,True,GOOD_MATH
21_Gauss_Werke_Band07,gauss_b07_ch8,21_Gauss_Werke_Band07/gauss_b07_ch8.tex,117626,10951,D,-1218,0,0,0,0,609,0,0,0.002,True,True,OCR_ARTIFACTS|LOW_MATH
21_Gauss_Werke_Band07,gauss_b07_ch9,21_Gauss_Werke_Band07/gauss_b07_ch9.tex,105967,1321,A,93,8,858,243,0,0,0,0,0.071,True,True,GOOD_MATH|MULTILINGUAL
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch1,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch1.tex,70426,1380,A,58,0,32,18,0,0,0,0,0.001,True,True,CLEAN
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch10,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch10.tex,113583,2386,A,80,22,1181,504,0,0,10,0,0.0,True,True,GOOD_MATH
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch11,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch11.tex,68151,1285,A,86,20,241,96,0,0,0,0,0.083,True,True,GOOD_MATH
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch2,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch2.tex,81572,965,A,89,0,338,212,0,0,0,0,0.026,True,True,GOOD_MATH
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch3,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch3.tex,63384,1579,A,90,0,215,425,0,0,0,0,0.0,True,True,GOOD_MATH
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch5,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch5.tex,62912,1422,A,113,7,361,598,0,0,0,0,0.029,True,True,GOOD_MATH|MULTILINGUAL
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch6,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch6.tex,65818,1102,A,88,10,352,178,0,0,0,0,0.043,True,True,GOOD_MATH
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch7,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch7.tex,85385,1547,A,90,0,548,147,0,0,0,0,0.007,True,True,GOOD_MATH
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch8,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch8.tex,105139,1648,A,90,38,771,634,0,0,0,0,0.016,True,True,GOOD_MATH
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch9,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch9.tex,95234,1465,A,81,0,287,299,0,0,9,0,0.017,True,True,GOOD_MATH
23_Gauss_Werke_Einzel,gauss_einzel_ch1,23_Gauss_Werke_Einzel/gauss_einzel_ch1.tex,51368,523,A,81,0,948,449,0,0,0,0,0.192,True,True,GOOD_MATH
23_Gauss_Werke_Einzel,gauss_einzel_ch10,23_Gauss_Werke_Einzel/gauss_einzel_ch10.tex,33612,694,A,90,0,789,289,0,0,0,0,0.002,True,True,GOOD_MATH
23_Gauss_Werke_Einzel,gauss_einzel_ch2,23_Gauss_Werke_Einzel/gauss_einzel_ch2.tex,118963,847,A,87,0,2472,766,0,0,0,0,0.069,True,True,GOOD_MATH
23_Gauss_Werke_Einzel,gauss_einzel_ch3,23_Gauss_Werke_Einzel/gauss_einzel_ch3.tex,59874,1138,A,90,0,1515,486,0,0,0,0,0.015,True,True,GOOD_MATH
23_Gauss_Werke_Einzel,gauss_einzel_ch4,23_Gauss_Werke_Einzel/gauss_einzel_ch4.tex,113145,955,A,86,0,2266,1979,0,0,0,0,0.08,True,True,GOOD_MATH
23_Gauss_Werke_Einzel,gauss_einzel_ch5,23_Gauss_Werke_Einzel/gauss_einzel_ch5.tex,113283,786,A,86,0,2533,1083,0,0,0,0,0.085,True,True,GOOD_MATH
23_Gauss_Werke_Einzel,gauss_einzel_ch6,23_Gauss_Werke_Einzel/gauss_einzel_ch6.tex,112573,949,A,137,4,2185,626,10,0,0,0,0.077,True,True,GOOD_MATH|HAS_THEOREMS
23_Gauss_Werke_Einzel,gauss_einzel_ch7,23_Gauss_Werke_Einzel/gauss_einzel_ch7.tex,105770,1130,A,125,0,2030,904,0,0,0,0,0.16,True,True,GOOD_MATH|MULTILINGUAL
23_Gauss_Werke_Einzel,gauss_einzel_ch8,23_Gauss_Werke_Einzel/gauss_einzel_ch8.tex,57958,1232,A,90,2,955,354,0,0,0,0,0.0,True,True,GOOD_MATH
23_Gauss_Werke_Einzel,gauss_einzel_ch9,23_Gauss_Werke_Einzel/gauss_einzel_ch9.tex,81578,1512,A,89,0,1852,802,0,0,1,0,0.001,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch1,24_Gauss_Werke_Band01_alt/gauss_b01a_ch1.tex,34869,931,A,90,0,126,96,0,0,0,0,0.0,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch10,24_Gauss_Werke_Band01_alt/gauss_b01a_ch10.tex,95578,751,A,90,0,592,128,0,0,0,0,0.019,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch11,24_Gauss_Werke_Band01_alt/gauss_b01a_ch11.tex,38159,894,A,90,0,111,114,0,0,0,0,0.011,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch2,24_Gauss_Werke_Band01_alt/gauss_b01a_ch2.tex,22758,521,A,90,0,117,145,0,0,0,0,0.012,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch3,24_Gauss_Werke_Band01_alt/gauss_b01a_ch3.tex,29322,833,A,90,0,92,378,0,0,0,0,0.016,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch4,24_Gauss_Werke_Band01_alt/gauss_b01a_ch4.tex,25949,783,A,90,0,131,491,0,0,0,0,0.018,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch5,24_Gauss_Werke_Band01_alt/gauss_b01a_ch5.tex,46262,1006,A,89,11,510,465,0,0,0,0,0.022,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch6,24_Gauss_Werke_Band01_alt/gauss_b01a_ch6.tex,65812,1518,A,87,0,485,453,0,0,0,0,0.065,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch7,24_Gauss_Werke_Band01_alt/gauss_b01a_ch7.tex,100228,1702,A,90,0,1723,366,0,0,0,0,0.007,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch8,24_Gauss_Werke_Band01_alt/gauss_b01a_ch8.tex,110352,634,A,87,0,188,133,0,0,0,0,0.068,True,True,GOOD_MATH
24_Gauss_Werke_Band01_alt,gauss_b01a_ch9,24_Gauss_Werke_Band01_alt/gauss_b01a_ch9.tex,114811,2261,C,-3,0,0,0,0,0,0,0,0.07,True,True,LOW_MATH
25_Gauss_Werke_Band01,gauss_b01_ch1,25_Gauss_Werke_Band01/gauss_b01_ch1.tex,62496,615,A,87,0,768,525,0,0,0,0,0.075,True,True,GOOD_MATH
25_Gauss_Werke_Band01,gauss_b01_ch10,25_Gauss_Werke_Band01/gauss_b01_ch10.tex,74776,689,A,89,0,1378,472,0,0,0,0,0.027,True,True,GOOD_MATH
25_Gauss_Werke_Band01,gauss_b01_ch2,25_Gauss_Werke_Band01/gauss_b01_ch2.tex,99151,792,A,82,0,2042,626,0,0,0,1,0.107,True,True,GOOD_MATH
25_Gauss_Werke_Band01,gauss_b01_ch3,25_Gauss_Werke_Band01/gauss_b01_ch3.tex,86733,1412,A,133,0,1926,655,9,0,0,0,0.04,True,True,GOOD_MATH|HAS_THEOREMS
25_Gauss_Werke_Band01,gauss_b01_ch4,25_Gauss_Werke_Band01/gauss_b01_ch4.tex,119639,1204,A,86,0,2777,1955,0,0,0,0,0.08,True,True,GOOD_MATH
25_Gauss_Werke_Band01,gauss_b01_ch5,25_Gauss_Werke_Band01/gauss_b01_ch5.tex,84046,629,A,84,0,1607,807,0,0,0,0,0.12,True,True,GOOD_MATH
25_Gauss_Werke_Band01,gauss_b01_ch6,25_Gauss_Werke_Band01/gauss_b01_ch6.tex,60429,624,A,88,1,1164,313,0,0,0,0,0.058,True,True,GOOD_MATH
25_Gauss_Werke_Band01,gauss_b01_ch7,25_Gauss_Werke_Band01/gauss_b01_ch7.tex,51558,506,A,75,0,936,178,0,0,0,1,0.241,True,True,GOOD_MATH
25_Gauss_Werke_Band01,gauss_b01_ch8,25_Gauss_Werke_Band01/gauss_b01_ch8.tex,113243,845,A,81,0,2213,561,0,0,0,1,0.127,True,True,GOOD_MATH
25_Gauss_Werke_Band01,gauss_b01_ch9,25_Gauss_Werke_Band01/gauss_b01_ch9.tex,115578,920,A,86,4,2788,883,0,0,0,0,0.091,True,True,GOOD_MATH
