band,chapter,rel_path,pdf_bytes,pages,text_chars,pdfinfo_ok,pdftotext_ok,tex_exists,tex_bytes,flags,sha256
20_Gauss_Werke_Band06,gauss_b06_ch12,20_Gauss_Werke_Band06/gauss_b06_ch12.pdf,207764,101,190945,True,True,True,214309,OK,60f137a6e8f3fc7c8ebd09d435892d646a4cd73a2e3e9c107fa8d13030862e36
20_Gauss_Werke_Band06,gauss_b06_ch13,20_Gauss_Werke_Band06/gauss_b06_ch13.pdf,200761,51,193965,True,True,True,226405,OK,66e3e26ff4e01690d39e541423a0759670f374c3f77ae5ff67bf440f51d9eeeb
20_Gauss_Werke_Band06,gauss_b06_ch14,20_Gauss_Werke_Band06/gauss_b06_ch14.pdf,133775,48,79145,True,True,True,109369,OK,be6e5dc7feafd6710d3e6e34b628b2778c817b6a3fc0bc6e9611221ec8ef63f5
20_Gauss_Werke_Band06,gauss_b06_ch2,20_Gauss_Werke_Band06/gauss_b06_ch2.pdf,96925,47,78935,True,True,True,97058,OK,aec73bdfc9b8b13c1d58f8fc436ebf231d79b11f728ff0fe5950d3840358f146
20_Gauss_Werke_Band06,gauss_b06_ch3,20_Gauss_Werke_Band06/gauss_b06_ch3.pdf,141948,28,60639,True,True,True,76852,OK,b363af5e267d85fdbc1a88d346adcebeede52cb66d6e5ccddda6db5cc3d58ffe
20_Gauss_Werke_Band06,gauss_b06_ch4,20_Gauss_Werke_Band06/gauss_b06_ch4.pdf,193240,34,79307,True,True,True,109046,OK,c8f4a5d4c0d41ed3202a74a07628e5fec8903d582da9ace64a43b9c3f5cf4282
20_Gauss_Werke_Band06,gauss_b06_ch5,20_Gauss_Werke_Band06/gauss_b06_ch5.pdf,103932,24,39375,True,True,True,52779,OK,5f28c2c12aeb20829617dcde1847142f41ea19c63d529b719fdaab0f94171476
20_Gauss_Werke_Band06,gauss_b06_ch6,20_Gauss_Werke_Band06/gauss_b06_ch6.pdf,193699,13,25039,True,True,True,30118,OK,0df6a94cddbb7c77910763267905029087c8b49355404fbfcea307f20bbc5c4c
20_Gauss_Werke_Band06,gauss_b06_ch7,20_Gauss_Werke_Band06/gauss_b06_ch7.pdf,184248,60,106455,True,True,True,127644,OK,96b00a5594e77cce52047bd7e0409f32996f9fc4b268014d2cfc7bc7986aa2db
20_Gauss_Werke_Band06,gauss_b06_ch8,20_Gauss_Werke_Band06/gauss_b06_ch8.pdf,149004,51,119217,True,True,True,151288,OK,a39e85b80203f55604dd602ffd50db729d56c668d402df96fedbe1f811acc8bb
20_Gauss_Werke_Band06,gauss_b06_ch9,20_Gauss_Werke_Band06/gauss_b06_ch9.pdf,179635,47,85236,True,True,True,117707,OK,0b21dbfece4d9836afe9f91482086ac1d9723299bf591fb35196228a17e3eaaa
20_Gauss_Werke_Band06,section2,20_Gauss_Werke_Band06/section2.pdf,31406,3,6582,True,True,True,8121,OK,edb26bac00b95a0f9bfa732f1a9dbcaa4d7e1d009c6fe267b19871559ac92072
20_Gauss_Werke_Band06,section3,20_Gauss_Werke_Band06/section3.pdf,60200,13,20696,True,True,True,30269,OK,30ae0b0c934e5140532fdf4dfc1e16078d3d625af865d92f30be816a26cd9ae0
20_Gauss_Werke_Band06,section4,20_Gauss_Werke_Band06/section4.pdf,62061,10,11988,True,True,True,19643,OK,796578ffc560702343254cb4edb9051f7f89a01d9805216af61ad11000a7d335
20_Gauss_Werke_Band06,section5,20_Gauss_Werke_Band06/section5.pdf,18959,4,4176,True,True,True,5065,OK,9d77cebacc1d47896fb86f3203aecbf35976cc2a1febbab98ffc2fd74a012251
21_Gauss_Werke_Band07,gauss_b07_ch1,21_Gauss_Werke_Band07/gauss_b07_ch1.pdf,159278,41,60032,True,True,True,75421,OK,268aa4e730860280ff2b17b54b47a354ab2d0f3f0577a1faffc7b1b1a7b21310
21_Gauss_Werke_Band07,gauss_b07_ch10,21_Gauss_Werke_Band07/gauss_b07_ch10.pdf,92922,27,25430,True,True,True,35648,OK,a950ba602f8d82bd59446f7fecc6592065c26cd102c790e66c6521ad2fee6f84
21_Gauss_Werke_Band07,gauss_b07_ch11,21_Gauss_Werke_Band07/gauss_b07_ch11.pdf,135323,24,47035,True,True,True,69372,OK,bbffcbd82ae5c5a21d4c96cbc4047df897462e1f4a954a22eef375165bc5a523
21_Gauss_Werke_Band07,gauss_b07_ch12,21_Gauss_Werke_Band07/gauss_b07_ch12.pdf,97669,29,29685,True,True,True,55260,OK,fd2ecdc9246deceb57543a0b5f0764a1a8b2df5e8a04dce25245ab8d3520324e
21_Gauss_Werke_Band07,gauss_b07_ch13,21_Gauss_Werke_Band07/gauss_b07_ch13.pdf,196235,28,20833,True,True,True,28407,OK,bed6ce46d09e3a0f39c70e63218df85a22081263022c1842a7e6e2fdcf18194c
21_Gauss_Werke_Band07,gauss_b07_ch14,21_Gauss_Werke_Band07/gauss_b07_ch14.pdf,58356,14,15652,True,True,True,24839,OK,8d7a859f9dfa1ed8835b3e8692b1bbece5bf56119bddccf56880f6810e60b63d
21_Gauss_Werke_Band07,gauss_b07_ch2,21_Gauss_Werke_Band07/gauss_b07_ch2.pdf,117568,22,44295,True,True,True,51916,OK,f75fee2f2f00384f5727b93c981efff0615e1c5be324d9a7a05234fb3b029252
21_Gauss_Werke_Band07,gauss_b07_ch3,21_Gauss_Werke_Band07/gauss_b07_ch3.pdf,149214,24,45500,True,True,True,71826,OK,c9cf4fc2702803ab003c7639ac6f17491cb5be64a504688cd96d36b8275524fc
21_Gauss_Werke_Band07,gauss_b07_ch4,21_Gauss_Werke_Band07/gauss_b07_ch4.pdf,136800,28,54055,True,True,True,65005,OK,3e4ca44eea2d311d7cde959ba1e11090302fb91990617046a2c583c51497f0be
21_Gauss_Werke_Band07,gauss_b07_ch5,21_Gauss_Werke_Band07/gauss_b07_ch5.pdf,131748,24,56792,True,True,True,71751,OK,87bc402505f3b3704bef66ae237b4f37edbd3c7cb4b519aa9b5ce77e440dde0e
21_Gauss_Werke_Band07,gauss_b07_ch6,21_Gauss_Werke_Band07/gauss_b07_ch6.pdf,123226,18,38344,True,True,True,48716,OK,b882d34f9d3d9a0ab6fea65bb16933ea52afcd5c6c32439fae423e9488053dc6
21_Gauss_Werke_Band07,gauss_b07_ch7,21_Gauss_Werke_Band07/gauss_b07_ch7.pdf,173118,48,54682,True,True,True,75489,OK,1455de542f0abefdcdf3f5366aa18731f1a14406f7ff3c90c5c7e8fc08a94a10
21_Gauss_Werke_Band07,gauss_b07_ch8,21_Gauss_Werke_Band07/gauss_b07_ch8.pdf,109650,88,85665,True,True,True,117626,OK,2e0b41a9e5f2b6339e0c578041804a6488da7ab37153f168532f5fde9259aa02
21_Gauss_Werke_Band07,gauss_b07_ch9,21_Gauss_Werke_Band07/gauss_b07_ch9.pdf,329710,51,88400,True,True,True,106978,OK,0c7b2fc0e7297a74d571bd6aa42ca4e6e1a932488aa072635e3d21ddd421a0d3
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch1,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch1.pdf,129157,26,62519,True,True,True,70426,OK,b5ed97d0b702970515d31b6450b468840cc42ac760140b500e58658cb9d56bb6
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch10,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch10.pdf,228100,38,72545,True,True,True,113583,OK,25d1942541ecb35e0634022b61372b8c8504f71a84b5ab4b0235d17410d7b8a0
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch11,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch11.pdf,117248,31,60572,True,True,True,68151,OK,a3087507916470e09b1f901747c0d0bb95b5dc0ab7845118015ec75b6bae9365
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch2,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch2.pdf,149021,27,69748,True,True,True,81572,OK,a61a3daaf8411f3696c720e76d4735ab742bcb8fdd521758372df003fb46bca5
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch3,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch3.pdf,142412,21,47833,True,True,True,63384,OK,87ffdddbefe18de64b17029baa4191b906653b5f00af5ac0d6b4b6d1a455340b
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch5,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch5.pdf,159059,44,44263,True,True,True,63220,OK,b6f0565843fb0260fad20d70faccccfe738cc440b8877082680f95d07e1e7931
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch6,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch6.pdf,156878,28,49324,True,True,True,66349,OK,4e84c3ab19df1cf047e71e5835bc1768d8400a71eb79d00f93a5063a6d488dc7
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch7,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch7.pdf,154577,29,64696,True,True,True,85385,OK,4b635d95e03e729c185e9a0826f36ca256e3cfc692addf1d118b47f721fadcc3
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch8,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch8.pdf,204914,46,81235,True,True,True,105139,OK,9ef908fcf6fd5733db0ddc714453673c2bdf146f886faf536734674e3b90f29f
22_Gauss_Werke_Band11_Abt1,gauss_b11_ch9,22_Gauss_Werke_Band11_Abt1/gauss_b11_ch9.pdf,213828,36,66444,True,True,True,95234,OK,99cf9dd41b71ab3e7791ac14bde34a7210eca605a8f1bf8bedded2ad591438db
23_Gauss_Werke_Einzel,gauss_einzel_ch1,23_Gauss_Werke_Einzel/gauss_einzel_ch1.pdf,113510,19,43875,True,True,True,51368,OK,a387a15b61d2ee9ccf8e393bf7c29f08e9e4ff449c8c4eb190887eaed7d8ea62
23_Gauss_Werke_Einzel,gauss_einzel_ch10,23_Gauss_Werke_Einzel/gauss_einzel_ch10.pdf,91450,11,26183,True,True,True,33612,OK,cb32f1dc127791189b2533a87c798756021f8ffe82baeb3d3a5b5e284447a688
23_Gauss_Werke_Einzel,gauss_einzel_ch2,23_Gauss_Werke_Einzel/gauss_einzel_ch2.pdf,219288,33,101158,True,True,True,118963,OK,05cac28cee33cdc0984f4496fec2656462b5d97b0be33a9ac9fe65d9b57dd1d3
23_Gauss_Werke_Einzel,gauss_einzel_ch3,23_Gauss_Werke_Einzel/gauss_einzel_ch3.pdf,131767,18,51218,True,True,True,59874,OK,7b16fec17bd8ff8f02f1b7b57426d2735e546ed1a5c31e798833e1ca90c17d78
23_Gauss_Werke_Einzel,gauss_einzel_ch4,23_Gauss_Werke_Einzel/gauss_einzel_ch4.pdf,225461,31,92969,True,True,True,113147,OK,648aea04fd6ce2a280c1c43ffeb59451feb26de7d3c60ae31fc0686976085a48
23_Gauss_Werke_Einzel,gauss_einzel_ch5,23_Gauss_Werke_Einzel/gauss_einzel_ch5.pdf,210931,30,99046,True,True,True,113283,OK,48e2183eac91bb2813f7f9a8c59dc97f4441c7b1a477fee2fcaf92c27f8b6f99
23_Gauss_Werke_Einzel,gauss_einzel_ch6,23_Gauss_Werke_Einzel/gauss_einzel_ch6.pdf,209957,31,95256,True,True,True,112573,OK,b3fa4de9d013812a76e76bd7ec70e8652a13aa9bb4440975f199bcd7a534af84
23_Gauss_Werke_Einzel,gauss_einzel_ch7,23_Gauss_Werke_Einzel/gauss_einzel_ch7.pdf,174605,30,88280,True,True,True,105770,OK,a854c55d7c5cd9d08042ade3d4127c9e50e4c20c52523275cf762e7abed3f65c
23_Gauss_Werke_Einzel,gauss_einzel_ch8,23_Gauss_Werke_Einzel/gauss_einzel_ch8.pdf,134335,20,47277,True,True,True,57964,OK,675dbb52a548c2ae960f80b4d688dfbbf832a39029e5b05b0f1d17c91c4af9d7
23_Gauss_Werke_Einzel,gauss_einzel_ch9,23_Gauss_Werke_Einzel/gauss_einzel_ch9.pdf,154368,24,70634,True,True,True,81578,OK,80abe2b1ff77ac01b7ce264534029272cb95e68a423acf84999fd20d8262c77e
24_Gauss_Werke_Band01_alt,gauss_b01a_ch1,24_Gauss_Werke_Band01_alt/gauss_b01a_ch1.pdf,104456,17,23370,True,True,True,34869,OK,cd80ff1febe401c4e087739c11b51ed75594bab6f10daad781e189031f5bf1c9
24_Gauss_Werke_Band01_alt,gauss_b01a_ch10,24_Gauss_Werke_Band01_alt/gauss_b01a_ch10.pdf,166102,31,82272,True,True,True,95578,OK,2b92389716b5a77f72a2a84fe8487e9e28a6bbf44a6729481611ef8f463e1578
24_Gauss_Werke_Band01_alt,gauss_b01a_ch11,24_Gauss_Werke_Band01_alt/gauss_b01a_ch11.pdf,84346,20,29077,True,True,True,38426,OK,cb242199a38094fbe30b76a86402b5292c6ec4e374208bcb07db0aa3dba263db
24_Gauss_Werke_Band01_alt,gauss_b01a_ch2,24_Gauss_Werke_Band01_alt/gauss_b01a_ch2.pdf,79908,14,15997,True,True,True,22758,OK,0d7dbf74c255ba0909c9907a66d1279c0da917359d685978ea0c2018de06e268
24_Gauss_Werke_Band01_alt,gauss_b01a_ch3,24_Gauss_Werke_Band01_alt/gauss_b01a_ch3.pdf,98257,17,19118,True,True,True,29501,OK,eab45cb2f4ea6e885f69e9943ff986c48b137e598b3e7ab7fd918856acc3421f
24_Gauss_Werke_Band01_alt,gauss_b01a_ch4,24_Gauss_Werke_Band01_alt/gauss_b01a_ch4.pdf,87183,16,16658,True,True,True,26032,OK,301ca9615e8770ec4f92393db6a1b646c2b4a90353fdb7d173a7657c418b1ed5
24_Gauss_Werke_Band01_alt,gauss_b01a_ch5,24_Gauss_Werke_Band01_alt/gauss_b01a_ch5.pdf,130691,22,30518,True,True,True,46479,OK,2161ab67d05730957799631c1f9c5d3963457b001f1688f21ae2d7ec21a18d7e
24_Gauss_Werke_Band01_alt,gauss_b01a_ch6,24_Gauss_Werke_Band01_alt/gauss_b01a_ch6.pdf,128667,34,50343,True,True,True,65812,OK,ffa30b47a7989cf929d2e28454021b1b15309e70f831c6af8a45042411eddbf3
24_Gauss_Werke_Band01_alt,gauss_b01a_ch7,24_Gauss_Werke_Band01_alt/gauss_b01a_ch7.pdf,167030,40,69900,True,True,True,100228,OK,c892380e67df41620bd366afd46dfd136df694655367da705362e524c9e19e40
24_Gauss_Werke_Band01_alt,gauss_b01a_ch8,24_Gauss_Werke_Band01_alt/gauss_b01a_ch8.pdf,167644,47,100498,True,True,True,110352,OK,e24a22998592684d53a49c53b08ba0d0491271bb31546cd4b5c4bbf6182955fa
24_Gauss_Werke_Band01_alt,gauss_b01a_ch9,24_Gauss_Werke_Band01_alt/gauss_b01a_ch9.pdf,120753,31,110010,True,True,True,116297,OK,8cbd69b2f5a7b48c485159a00d9c19689e439ca4b728f374448e1d2986a0f562
25_Gauss_Werke_Band01,gauss_b01_ch1,25_Gauss_Werke_Band01/gauss_b01_ch1.pdf,129599,21,51907,True,True,True,62508,OK,748d431d14d1e299fee3fa6462cf724f02cb59b3968a553ea43c0667b40abe3f
25_Gauss_Werke_Band01,gauss_b01_ch10,25_Gauss_Werke_Band01/gauss_b01_ch10.pdf,150399,23,59178,True,True,True,74777,OK,1f098d79b0e153240ba40dcc692097061ddf8e3f47f37ccfb73e557b935fc818
25_Gauss_Werke_Band01,gauss_b01_ch2,25_Gauss_Werke_Band01/gauss_b01_ch2.pdf,192339,27,84984,True,True,True,99155,OK,cf814ca22083893dae9632290074782c922673ffc8ece0b9ae45f1242275d0aa
25_Gauss_Werke_Band01,gauss_b01_ch3,25_Gauss_Werke_Band01/gauss_b01_ch3.pdf,174513,27,74699,True,True,True,86733,OK,dbbebe45325b809bd94561c809562d2a86ca7f9131da6ac062dd97ae749e0916
25_Gauss_Werke_Band01,gauss_b01_ch4,25_Gauss_Werke_Band01/gauss_b01_ch4.pdf,228155,33,94833,True,True,True,119639,OK,f2da9075b1b0dae7bf6f3b841c2cb499528c54f3d352924d7678f81500581044
25_Gauss_Werke_Band01,gauss_b01_ch5,25_Gauss_Werke_Band01/gauss_b01_ch5.pdf,169282,23,74065,True,True,True,84046,OK,13983a58ca0aefccef48a6b0022a8b69205dfe8b3672ef452c89f15c5a0f5f0e
25_Gauss_Werke_Band01,gauss_b01_ch6,25_Gauss_Werke_Band01/gauss_b01_ch6.pdf,121960,21,46542,True,True,True,60429,OK,215502c46b4cb68b43dc4f48c2bea4c21cc2ac1bdb1e1f785637953436260461
25_Gauss_Werke_Band01,gauss_b01_ch7,25_Gauss_Werke_Band01/gauss_b01_ch7.pdf,100619,15,46255,True,True,True,51558,OK,4b16147754704e1efb7e84e2065a2306d5da959b322ca4b5677b718917d82b1c
