delta_id,status,path,path_kind,prior_local_head,actual_fetched_head,source_use_label,boundary
faa2c330-delta-0001,A,interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/B3_UPLOADER_READY_SUMMARY.csv,r3_0d_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0012,A,interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv,r3_0d_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0013,A,interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_SOURCE_USE_ADVERSE_LEDGER.csv,r3_0d_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0014,A,interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_SOURCE_WITNESS_INDEX_REHEADED.csv,r3_0d_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0015,A,interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_TERM_ALTERNATIVES_SOURCE_GATED.csv,r3_0d_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0016,A,interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/README.md,r3_0d_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0017,A,interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/SHA256SUMS.txt,r3_0d_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0018,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/B3_UPLOADER_READY_SUMMARY.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0019,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/DURABLE_STATE_POINTERS.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0020,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/MANIFEST.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0021,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/PACKAGE_VALIDATION.json,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0022,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0023,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_BRANCH_DELTA_FROM_C33.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0024,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0025,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0026,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_FORMULA_INTERLINEAR_NOTES.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0027,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_REVIEW_ONLY_BOUNDARY_GUARDS.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0028,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_ROW_COUNT_LEDGER.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0029,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0030,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_SOURCE_USE_ADVERSE_LEDGER.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0031,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_SOURCE_WITNESS_INDEX_REHEADED.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0032,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_TERM_ALTERNATIVES_SOURCE_GATED.csv,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0033,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/README.md,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0034,A,interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/SHA256SUMS.txt,r3_1233_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0035,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/BLOCKERS_AND_B3_ACTIONS.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0036,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/BRANCH_PR_CHECKOUT_STATE.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0037,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/COMMITTED_LOGBOOK_HEARTBEAT_PATH_STATE.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0038,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/CURRENT_ROOT_HEARTBEAT_LOGBOOK_STATE_AT_GENERATION.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0039,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/DELTA_PATHS_DE6C_TO_A7D.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0040,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/DELTA_PATH_CLASS_COUNTS_DE6C_TO_A7D.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0041,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/DELTA_STATUS_COUNTS_DE6C_TO_A7D.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0042,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/MANIFEST.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0043,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_FRONTIER_DIGESTS.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0044,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_FRONTIER_FILE_LEDGER.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0045,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_PATH_FILE_LEDGER.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0046,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_ROOT_DIGESTS.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0047,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/README.md,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0048,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/ROUTE_AND_LOGBOOK_UPDATE_20260706T1655.md,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0049,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/SHA256SUMS.txt,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0050,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/SOURCE_PROVENANCE_SIGNAL_PATH_LEDGER.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0051,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/SOURCE_PROVENANCE_TOP_ROOT_COUNTS.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0052,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/SUMMARY.json,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0053,A,transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/TREE_PACKAGE_SUMMARY_A7D.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0054,A,transfer-audits/old-b/OLD_B_POST_A7D_LIVE_HEAD_DRIFT_0D148231_20260706/MANIFEST.csv,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0055,A,transfer-audits/old-b/OLD_B_POST_A7D_LIVE_HEAD_DRIFT_0D148231_20260706/README.md,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0056,A,transfer-audits/old-b/OLD_B_POST_A7D_LIVE_HEAD_DRIFT_0D148231_20260706/SHA256SUMS.txt,old_b_a7d_audit_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
