relative_path,bytes,sha256,source_use_label,boundary
ACTIVE_SESSION_STATE.md,911,E60E78B42024D6A076F18535F69875D0E69B7D1DEB680BE9F4C9681C973A41AE,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
MUTUAL_WAKE_ACTIONS_SENT_20260706.csv,1150,B95D1B8FB8B1F3AADD864D68AE9954EE112CED79BF1F2EEEF13D03D7AB30A59E,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
PRS_AF_SOURCE_ACQUISITION_BLOCKERS_FAA2C330_CARRYFORWARD_FROM_0D148231_CARRYFORWARD_FROM_A7D70DEA_CARRYFORWARD_FROM_C33E09EB.csv,3653,FD0B3EA34ACB680CE06131BED85539C0D3B8C77F6D6D6468A8080F72B4820EDB,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
R3_0D148231_FA_IR_SOURCE_GATED_ROWS_FAA2C330.csv,135632,F6651863EA829E5722283ABE799508701BD31DA07422C0D94F47370D78EBC772,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
R3_0D148231_PRS_AF_SOURCE_GATED_ROWS_FAA2C330.csv,8,E293B10C15627878BD27A13600F9854C88756447299771E1CEF196DEDEE8C321,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
R3_0D148231_TG_CYRL_TJ_SOURCE_GATED_ROWS_FAA2C330.csv,8,E293B10C15627878BD27A13600F9854C88756447299771E1CEF196DEDEE8C321,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
R3_1233D6F_FA_IR_SOURCE_GATED_ROWS_FAA2C330.csv,135848,E2597AD328062A289AC70D5A8CA3223EDD3EE176CBB49A15774FCC7CBAF1CD60,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
R3_1233D6F_PRS_AF_SOURCE_GATED_ROWS_FAA2C330.csv,8,E293B10C15627878BD27A13600F9854C88756447299771E1CEF196DEDEE8C321,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
R3_1233D6F_TG_CYRL_TJ_SOURCE_GATED_ROWS_FAA2C330.csv,8,E293B10C15627878BD27A13600F9854C88756447299771E1CEF196DEDEE8C321,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
R3_TOKEN_RESET_FA_IR_SOURCE_GATED_ROWS_FAA2C330_CARRYFORWARD_FROM_0D148231_CARRYFORWARD_FROM_A7D70DEA.csv,117162,8180807FFC44041E98CE0D2E91C32797A9B8FCED33B4FD0F2F9F34B6980725DD,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
README.md,1253,32A42C394C2D00E22DC9F0829B9BA47888777C1B149A8554A58A98105C33948B,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
SESSION_LOGBOOK_20260706.md,527,FED29BB205F659B1739F9DF5A126BF40D13AC46D4CB9B4B4F3F36B020377A17E,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
SOURCE_WITNESS_INDEX_BY_SUBLANE_FAA2C330_CARRYFORWARD_FROM_0D148231_CARRYFORWARD_FROM_A7D70DEA_CARRYFORWARD_FROM_C33E09EB.csv,34592,B05A9D81E126A1C6AEC97401D85DA2796B508DA2BC265F565DE2152670792F89,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
SUBLANE_BOUNDARY_GUARDS_FAA2C330.csv,1793,D42D3E631B05310E8C99581C83F0C0F84A9FA9CC643E8091BB596C1C1B63F475,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
SUBLANE_GATE_DECISION_AND_DRIFT_LEDGER_FAA2C330.csv,2019,71533A4A0BB13DC1436DDB9AB7008330CCE558CF80CC42E70A2B753930CF6652,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
SUMMARY_COUNTS_FAA2C330.csv,661,AF33130415128B44E2F32F8209BDA7EBCA3F33304DB9FF0E6908CA88FA4339AE,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
TERM_ALTERNATIVES_LANE_ROWS_FAA2C330.csv,5579,9F7715F57D5A4D0A61F92A11C77F5230B4BAF160F5F96AA9C9D7608ACFFC3DD3,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
TERM_ALTERNATIVES_LANE_ROWS_FAA2C330_CARRYFORWARD_FROM_0D148231_CARRYFORWARD_FROM_A7D70DEA.csv,4754,036D95A36145F9595187C33DCC13F890B54480AB0B4BB2DA5A773DC4571F5381,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
TG_CYRL_TJ_DISCOVERY_ONLY_WITNESS_STATUS_FAA2C330_CARRYFORWARD_FROM_0D148231_CARRYFORWARD_FROM_A7D70DEA_CARRYFORWARD_FROM_C33E09EB.csv,21509,AE1B466705866175D13F22D60341CADECB6E2AC7E72BF5F90696F9A227D6338E,generated package artifact; non-canonical; source-use/provenance/gap support,fa_IR/prs_AF/tg_Cyrl_TJ labels preserved; no cross-sublane authorization
