"artifact_id","evidence_class","authority_role","unit_id","artifact_path","bytes","sha256","status","confidence","record_revision","continuation_cursor","revisit_condition"
"SGA2-VIII-Q15A-HASH-011","exact_artifact_hash","built_target","SGA2-VIII-Q15A","SGA2_Expose_VIII_First_Spectral_Sequence_Abutment_English_SourceAligned.pdf","202460","6BA5CEF114ABB90A5BD65FDA8BCA8B6E39A22E09F44B50016129711E359A8A60","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-012","exact_artifact_hash","editable_target","SGA2-VIII-Q15A","SGA2_Expose_VIII_First_Spectral_Sequence_Abutment_English_SourceAligned.tex","2283","F8445056CDE55497F5DA2DEE592137AA5CF01B2D16F9A63B856EA5253E272049","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-013","exact_artifact_hash","machine_readable_ledger","SGA2-VIII-Q15A","SOURCE_ALIGNMENT_COVERAGE.csv","5551","5233C0E143E636D5705953551821C66B773C7F6BF1DCAA3546F0D09BA3652F98","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-014","exact_artifact_hash","direct_source_render","SGA2-VIII-Q15A","source-physical-077-300dpi.png","422216","CC43BF59ABC2DBA1660B592CF7F463E6F5712B9B5FF95EC342F8BF681E71BBFA","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-015","exact_artifact_hash","direct_source_render","SGA2-VIII-Q15A","source-physical-077-600dpi.png","745187","A946483BEA1B502E2873359385B0C9EFAE451500B407D0FC9F34FA475C63DD58","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-016","exact_artifact_hash","direct_source_render","SGA2-VIII-Q15A","source-physical-078-300dpi.png","505995","D050BC08EBE75D720327351B0EBCA65ADE6258659CAC10EA6863EF527CE970A1","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-017","exact_artifact_hash","direct_source_render","SGA2-VIII-Q15A","source-physical-078-600dpi.png","892978","6EB40AF7E88C873687F18F1F18655F5823C429482E611676FCE1BC387BE1572B","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-018","exact_artifact_hash","machine_readable_ledger","SGA2-VIII-Q15A","STRUCTURAL_INDEX.jsonl","17066","08F5DE2CB93D31CBF19796D511F992A5801E2F9641F81FA94F7C6CA35C0280F8","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-019","exact_artifact_hash","target_render","SGA2-VIII-Q15A","target-page-1-300dpi.png","281250","30486FF2DA8AF5C26172B124A6EBE3B20EB6748A0FF491EC0DAF414EC73BDB03","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-020","exact_artifact_hash","target_render","SGA2-VIII-Q15A","target-page-1-600dpi.png","590873","4B7C1B15D7601A5DA202FD2774C210CCF5B86FD795E26F6DCE8DA05E28A7DC93","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-021","exact_artifact_hash","machine_readable_ledger","SGA2-VIII-Q15A","TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv","6511","B97BD7F631F7587FE73A009D64AC5A953831BFC56A94FB654CA39D524F02B84B","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
"SGA2-VIII-Q15A-HASH-022","exact_artifact_hash","human_readable_evidence","SGA2-VIII-Q15A","UNIT_STATUS.md","2364","8E2E827D50F14E705A7451D74F0870FD496B33C14DFF4C123064611B7CE6679D","exact_hash_verified_self_gated","high","1","French source line2618 after blank line2617","independent review or artifact revision"
