"RelativePath","Extension","SizeBytes","LastWriteTimeUtc","SHA256","Category","HasSidecarSha"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Papua_New_Guinea_English_mathematics_comparator\TOKPISIN-PNG-FODE-RETRY-005__fode_grade12_advanced_mathematics_unit1_patterns_algebra.pdf",".pdf","19627460","2026-07-05T12:28:50.9897628Z","B5FE5133F5F422086F3F6BCE301222E6F716856B6775666920C417DCAD10348D","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Papua_New_Guinea_English_mathematics_comparator\TOKPISIN-PNG-FODE-RETRY-005__fode_grade12_advanced_mathematics_unit1_patterns_algebra.pdf",".pdf","19627460","2026-07-05T12:28:50.9897628Z","B5FE5133F5F422086F3F6BCE301222E6F716856B6775666920C417DCAD10348D","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-003__vanuatu_moet_matematiks_2017.pdf",".pdf","11818504","2026-07-04T23:47:11.2653847Z","2B7AA33D2EE0A81D9512E4F141C208BFC04A0ABDF6D5BF77D58356A31CF22EC6","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-003__vanuatu_moet_matematiks_2017.pdf",".pdf","11818504","2026-07-04T23:47:11.2653847Z","2B7AA33D2EE0A81D9512E4F141C208BFC04A0ABDF6D5BF77D58356A31CF22EC6","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-001__vanuatu_education_matematiks_2017.pdf",".pdf","11818504","2026-07-04T23:46:58.0701181Z","2B7AA33D2EE0A81D9512E4F141C208BFC04A0ABDF6D5BF77D58356A31CF22EC6","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-001__vanuatu_education_matematiks_2017.pdf",".pdf","11818504","2026-07-04T23:46:58.0701181Z","2B7AA33D2EE0A81D9512E4F141C208BFC04A0ABDF6D5BF77D58356A31CF22EC6","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Guatemala_Uspanteko\R6-USPANTEKO-RETRY-002__digebi_matematicas_1ro_primaria_uspanteko_google_drive.pdf",".pdf","10663530","2026-07-05T01:20:55.3046072Z","4170918017DE1CCAE3DA8BC21E7139E8E971DF3AED02086C6AC6B0DCFB4C09C7","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Guatemala_Uspanteko\R6-USPANTEKO-RETRY-002__digebi_matematicas_1ro_primaria_uspanteko_google_drive.pdf",".pdf","10663530","2026-07-05T01:20:55.3046072Z","4170918017DE1CCAE3DA8BC21E7139E8E971DF3AED02086C6AC6B0DCFB4C09C7","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Kreyol_Haitian_Creole_official-context_route\KREYOL-MIT-CTX-001__fact_sheet_mit_ayiti_english_20220523.pdf",".pdf","9034361","2026-07-05T06:11:45.9484148Z","4103AFAB9F0230E079DE3C0719CD9099E36BA85A30F3F8026038DDA821DCE69D","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Kreyol_Haitian_Creole_official-context_route\KREYOL-MIT-CTX-001__fact_sheet_mit_ayiti_english_20220523.pdf",".pdf","9034361","2026-07-05T06:11:45.9484148Z","4103AFAB9F0230E079DE3C0719CD9099E36BA85A30F3F8026038DDA821DCE69D","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\Indigenous_Americas\Bolivia_Quechua_candidate\R6-IA-P3-003__Curriculo_base_y_curriculo_regionalizado_de_la_nacion_quechua_Curriculo_base_y_curriculo_r.pdf",".pdf","7751929","2026-07-01T14:35:05.2878337Z","6AE6ED54D160805CA355600EFDFEA857AB1029F371DC808B968C56E291F04D9B","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\Indigenous_Americas\Bolivia_Quechua_candidate\R6-IA-P3-003__Curriculo_base_y_curriculo_regionalizado_de_la_nacion_quechua_Curriculo_base_y_curriculo_r.pdf",".pdf","7751929","2026-07-01T14:35:05.2878337Z","6AE6ED54D160805CA355600EFDFEA857AB1029F371DC808B968C56E291F04D9B","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\Creole_contact\Papiamento_Papiamentu_-_Aruba\R6-CR-P2-009__aruba_integraal_taalbeleid_bijlage_2023.pdf",".pdf","6705741","2026-07-01T14:28:02.5127504Z","D51701B0F50029B5A756F03B77B3770976B294125C08F807DFA20BF62785A3B2","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\Creole_contact\Papiamento_Papiamentu_-_Aruba\R6-CR-P2-009__aruba_integraal_taalbeleid_bijlage_2023.pdf",".pdf","6705741","2026-07-01T14:28:02.5127504Z","D51701B0F50029B5A756F03B77B3770976B294125C08F807DFA20BF62785A3B2","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Kreyol_Haitian_Creole_official-context_route\KREYOL-MENFP-CTX-001__programmes_3e_cycle_fondamental_juillet_2022.pdf",".pdf","5433519","2026-07-05T06:11:39.1624123Z","A816C02256176D507C111AC8CC095E5F4F1DD5ED975DCF1DC1979D15474FFBB9","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Kreyol_Haitian_Creole_official-context_route\KREYOL-MENFP-CTX-001__programmes_3e_cycle_fondamental_juillet_2022.pdf",".pdf","5433519","2026-07-05T06:11:39.1624123Z","A816C02256176D507C111AC8CC095E5F4F1DD5ED975DCF1DC1979D15474FFBB9","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\Signed_language\LSQ\LSQ-CAT-001__lsq_lexiquelsq_home.html",".html","5077561","2026-07-01T14:01:28.8878189Z","E105F9EEF8548F6129D270F3AA72C560BAABD5BEBB886C0F52337BD09FCE4DB2","source_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\Signed_language\LSQ\LSQ-CAT-001__lsq_lexiquelsq_home.html",".html","5077561","2026-07-01T14:01:28.8878189Z","E105F9EEF8548F6129D270F3AA72C560BAABD5BEBB886C0F52337BD09FCE4DB2","source_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Sierra_Leone_English_mathematics_comparator\KRIO-SLE-MBSSE-RETRY-003__mbsse_senior_secondary_mathematics_handbook.pdf",".pdf","4357690","2026-07-05T11:36:46.6504191Z","02D105F6E989BE404ADFE1113B08348B0126A7256132AC78019D77D17C275FD6","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Sierra_Leone_English_mathematics_comparator\KRIO-SLE-MBSSE-RETRY-003__mbsse_senior_secondary_mathematics_handbook.pdf",".pdf","4357690","2026-07-05T11:36:46.6504191Z","02D105F6E989BE404ADFE1113B08348B0126A7256132AC78019D77D17C275FD6","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Sierra_Leone_English_mathematics_comparator\KRIO-SLE-TSC-RETRY-005__tsc_maths_bece_study_pack.pdf",".pdf","4119902","2026-07-05T11:36:51.2391748Z","2B4ABEF8B69AA15057142ABE4BBEBEEFC5DDBABC130AD3D57724440B68EF7467","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Sierra_Leone_English_mathematics_comparator\KRIO-SLE-TSC-RETRY-005__tsc_maths_bece_study_pack.pdf",".pdf","4119902","2026-07-05T11:36:51.2391748Z","2B4ABEF8B69AA15057142ABE4BBEBEEFC5DDBABC130AD3D57724440B68EF7467","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Nigeria_English_mathematics_access_comparator\NIGPID-FME-RETRY-004__fme_egma_report_2022_english_math_comparator.pdf",".pdf","3386377","2026-07-05T13:11:27.5194902Z","13EEB10084748C6C1800609A0AF5004E0B9EFFEC9F290181AD9F7588B54628FA","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Nigeria_English_mathematics_access_comparator\NIGPID-FME-RETRY-004__fme_egma_report_2022_english_math_comparator.pdf",".pdf","3386377","2026-07-05T13:11:27.5194902Z","13EEB10084748C6C1800609A0AF5004E0B9EFFEC9F290181AD9F7588B54628FA","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\Creole_contact\Papiamento_Papiamentu_-_Aruba\R6-CR-P2-008__aruba_papiamento_bilingual_education_policy_1988.pdf",".pdf","3018364","2026-07-01T14:28:01.3097324Z","237FAF3704D9B106379C4BFE22286710438BEB442A5DC0F100E54D4016B16CB8","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\Creole_contact\Papiamento_Papiamentu_-_Aruba\R6-CR-P2-008__aruba_papiamento_bilingual_education_policy_1988.pdf",".pdf","3018364","2026-07-01T14:28:01.3097324Z","237FAF3704D9B106379C4BFE22286710438BEB442A5DC0F100E54D4016B16CB8","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Kreyol_Haitian_Creole_official-context_route\KREYOL-MENFP-CTX-002__cadre_orientation_curriculaire_menfp_2021.pdf",".pdf","2898693","2026-07-05T06:11:41.1925998Z","F4238A5ED591A544AB314E8F5679AAFAE6FBB8606B04DBE8398C5233AA26AC45","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Kreyol_Haitian_Creole_official-context_route\KREYOL-MENFP-CTX-002__cadre_orientation_curriculaire_menfp_2021.pdf",".pdf","2898693","2026-07-05T06:11:41.1925998Z","F4238A5ED591A544AB314E8F5679AAFAE6FBB8606B04DBE8398C5233AA26AC45","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Cape_Verdean_Kriolu_bilingual_education_math_context\CVKRIOLU-BILINGUAL-RETRY-005__liverpool_building_bilingual_education_cabo_verde_guide.pdf",".pdf","2790585","2026-07-05T13:55:51.7391037Z","4122FBD1038EF8EE58810A563157F93AAECD402FB55E0DB94947B8550533331B","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Cape_Verdean_Kriolu_bilingual_education_math_context\CVKRIOLU-BILINGUAL-RETRY-005__liverpool_building_bilingual_education_cabo_verde_guide.pdf",".pdf","2790585","2026-07-05T13:55:51.7391037Z","4122FBD1038EF8EE58810A563157F93AAECD402FB55E0DB94947B8550533331B","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Tok_Pisin_Papua_New_Guinea_route_context\TOKPISIN-PNG-FODE-RETRY-001__fode_grade11_language_literature_unit_11_3_tok_pisin_context.pdf",".pdf","2680102","2026-07-05T12:28:24.3945105Z","798286EED1898E3BC3A7A8FDE9A43F378B3231C4B2BB74C1D3F03652A1C1163A","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Tok_Pisin_Papua_New_Guinea_route_context\TOKPISIN-PNG-FODE-RETRY-001__fode_grade11_language_literature_unit_11_3_tok_pisin_context.pdf",".pdf","2680102","2026-07-05T12:28:24.3945105Z","798286EED1898E3BC3A7A8FDE9A43F378B3231C4B2BB74C1D3F03652A1C1163A","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Kreyol_Haitian_Creole_official-context_route\KREYOL-MENFP-CTX-004__livre_subventionnes_2015_menfp_context.pdf",".pdf","2403418","2026-07-05T06:11:43.5619588Z","5493F8EBCEFB6E7EC2771F5CB5EF76A44981CA284D263A7B9943315760B0DB06","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Kreyol_Haitian_Creole_official-context_route\KREYOL-MENFP-CTX-004__livre_subventionnes_2015_menfp_context.pdf",".pdf","2403418","2026-07-05T06:11:43.5619588Z","5493F8EBCEFB6E7EC2771F5CB5EF76A44981CA284D263A7B9943315760B0DB06","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\R6_addendum_route_body\Papua_New_Guinea_English_mathematics_comparator\TOKPISIN-PNG-FODE-RETRY-004__fode_grade10_mathematics_unit1_basic_numeracy.pdf",".pdf","2179097","2026-07-05T12:28:37.8871567Z","2F9FA83F6689B4CE9FFC79584AB691E869115BB15490C05262EA620C5741126E","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_route_body\Papua_New_Guinea_English_mathematics_comparator\TOKPISIN-PNG-FODE-RETRY-004__fode_grade10_mathematics_unit1_basic_numeracy.pdf",".pdf","2179097","2026-07-05T12:28:37.8871567Z","2F9FA83F6689B4CE9FFC79584AB691E869115BB15490C05262EA620C5741126E","pdf_body_or_witness","False"
"R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\Creole_contact\Jamaican_Creole_Jamaican_Patois\R6-CR-P2-015__jamaica_early_childhood_curriculum_guide_4_5.pdf",".pdf","2163791","2026-07-01T14:28:14.0332521Z","649C98526F7979C8AE017730BB522365EEA135E44DA8AF98D8E2999709650BDC","pdf_body_or_witness","False"
"r6-source-body-visible-package-cycle8-20260706\source-bodies\Creole_contact\Jamaican_Creole_Jamaican_Patois\R6-CR-P2-015__jamaica_early_childhood_curriculum_guide_4_5.pdf",".pdf","2163791","2026-07-01T14:28:14.0332521Z","649C98526F7979C8AE017730BB522365EEA135E44DA8AF98D8E2999709650BDC","pdf_body_or_witness","False"
