relative_path,bytes,pages,pdfinfo_ok,pdftotext_rc,text_nonspace_chars_sampled,flags,tofu_or_replacement_chars,log_missing_character_count,log_latex_error_count,log_overfull_hbox_count,recommended_public_surface
indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk1.pdf,155668,32,True,0,35941,tofu_or_replacement_char;log_missing_characters,108,54,0,4,True
indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk2.pdf,113317,18,True,0,22706,,0,0,0,3,True
indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk3.pdf,125147,19,True,0,31527,log_latex_errors,0,0,1,2,True
indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk4.pdf,65023,23,True,0,13500,tofu_or_replacement_char,1306,0,0,0,True
indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk5.pdf,76074,27,True,0,16472,tofu_or_replacement_char;log_missing_characters;log_latex_errors,458,18264,1,0,True
indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk6.pdf,54446,12,True,0,6406,tofu_or_replacement_char,516,0,0,0,True
indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk1.pdf,111518,16,True,0,25424,tofu_or_replacement_char;log_missing_characters;log_latex_errors,8370,4189,1,49,True
indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk2.pdf,105098,23,True,0,31001,tofu_or_replacement_char;log_missing_characters;log_latex_errors,98,5710,3,0,True
indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk3.pdf,83344,13,True,0,8462,tofu_or_replacement_char,374,0,0,0,True
indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk4.pdf,92198,13,True,0,15265,log_latex_errors,0,0,1,3,True
indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk5.pdf,101698,25,True,0,25256,tofu_or_replacement_char;log_missing_characters;log_latex_errors,718,8217,2,4,True
indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk6.pdf,83369,16,True,0,12874,tofu_or_replacement_char;log_missing_characters,120,8544,0,0,True
indian/brahmagupta-brahmasphutasiddhanta-pt3-chunk1.pdf,110117,13,True,0,13603,log_missing_characters;log_latex_errors,0,2,1,2,True
indian/brahmagupta-brahmasphutasiddhanta-pt3-chunk2.pdf,86468,10,True,0,11693,tofu_or_replacement_char,280,0,0,0,True
indian/brahmagupta-brahmasphutasiddhanta-pt3-chunk3.pdf,88890,19,True,0,20461,tofu_or_replacement_char;log_missing_characters,1936,4060,0,2,True
islamic/al-kashi-miftah-al-hisab.pdf,146963,26,True,0,27728,tofu_or_replacement_char;log_missing_characters,8,4,0,19,True
islamic/al-khwarizmi-al-jabr-wa-l-muqabala.pdf,171195,47,True,0,38681,tofu_or_replacement_char;log_missing_characters;log_latex_errors,4,188,2,4,True
islamic/al-tusi-shakl-al-qatta.pdf,118059,16,True,0,24452,log_latex_errors,0,0,1,2,True
islamic/karpinski-robert-of-chester-latin-translation-1915.pdf,65620,42,True,0,16863,log_missing_characters,0,30052,0,33,True
islamic/omar-khayyam-sinaat-al-jabr.pdf,106462,16,True,0,16485,tofu_or_replacement_char;log_missing_characters;log_latex_errors,40,20,5,1,True
islamic/rosen-algebra-of-mohammed-ben-musa-1831.pdf,65227,20,True,0,4386,tofu_or_replacement_char;log_missing_characters;log_latex_errors,4,114165,1,2,True
islamic/ruska-zur-aeltesten-arabischen-algebra-1917.pdf,308833,61,True,0,162781,tofu_or_replacement_char;log_missing_characters;log_latex_errors;many_overfull_boxes,4,2,37,189,True
islamic/test-arabic-font.pdf,14366,1,True,0,202,test_pdf,0,0,0,0,False
master-index.pdf,14361,10,True,0,3642,log_missing_characters;log_latex_errors,0,12542,1,0,True
references/al-muqaddasi-ahsan-al-taqasim.pdf,53450,15,True,0,8889,log_missing_characters;log_latex_errors,0,9727,1,1,True
references/ibn-al-nadim-kitab-al-fihrist.pdf,91801,11,True,0,16282,,0,0,0,1,True
references/ibn-al-qifti-tarikh-al-hukama.pdf,92915,10,True,0,15523,tofu_or_replacement_char;log_missing_characters,48,24,0,3,True
references/said-al-andalusi-tabaqat-al-umam.pdf,128057,14,True,0,25324,tofu_or_replacement_char;log_missing_characters,64,32,0,1,True
references/smith-karpinski-hindu-arabic-numerals-1911.pdf,137050,23,True,0,64523,,0,0,0,2,True
translations/ar/chinese/jiuzhang-suanshu-vols1-3_arabic.pdf,367950,26,True,0,85208,html_error_page_text;tofu_or_replacement_char;log_missing_characters;log_latex_errors,458,1408,1,66,False
translations/ar/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.pdf,245108,25,True,0,52677,tofu_or_replacement_char;log_missing_characters;many_overfull_boxes,2226,1173,0,125,True
translations/ar/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.pdf,232372,29,True,0,52053,tofu_or_replacement_char;log_missing_characters;many_overfull_boxes,2108,8743,0,108,True
translations/ar/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.pdf,227146,32,True,0,65408,tofu_or_replacement_char;log_missing_characters,2930,1465,0,4,True
translations/ar/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_arabic.pdf,355549,40,True,0,63708,tofu_or_replacement_char;log_missing_characters;log_latex_errors,16486,8959,25,72,True
translations/ar/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_arabic.pdf,141234,12,True,0,28445,tofu_or_replacement_char;log_missing_characters,620,314,0,1,True
translations/ar/chinese/sunzi-suanjing_arabic.pdf,127645,14,True,0,13651,html_error_page_text;tofu_or_replacement_char;log_missing_characters;log_latex_errors,538,6106,3,25,False
translations/ar/chinese/test_framed.pdf,3824,1,True,0,34,low_text_extract;test_pdf,0,0,0,0,False
translations/ar/chinese/test_minimal.pdf,2749,1,True,0,5,low_text_extract;test_pdf,0,0,0,0,False
translations/ar/chinese/test_tcolor.pdf,8851,1,True,0,315,html_error_page_text;test_pdf;log_latex_errors,0,0,1,1,False
translations/ar/chinese/test_tcolor2.pdf,15014,1,True,0,328,html_error_page_text;test_pdf;log_latex_errors,0,0,3,1,False
translations/ar/chinese/test_tcolor3.pdf,8728,1,True,0,315,html_error_page_text;test_pdf;log_latex_errors,0,0,1,1,False
translations/ar/chinese/test_tcolor4.pdf,8729,1,True,0,315,html_error_page_text;test_pdf;log_latex_errors,0,0,1,1,False
translations/ar/chinese/yang-hui-xiangjie-jiuzhang-part1_arabic.pdf,13668,7,True,0,11801,tofu_or_replacement_char;log_missing_characters;log_latex_errors;many_overfull_boxes,20936,41048,1014,3370,True
translations/ar/islamic/al-kashi-miftah-al-hisab_arabic.pdf,118869,38,True,0,24246,tofu_or_replacement_char;log_missing_characters,6056,3264,0,28,True
translations/ar/islamic/al-khwarizmi-al-jabr_arabic-enhanced.pdf,132656,60,True,0,50043,tofu_or_replacement_char;log_missing_characters;log_latex_errors,88752,45925,2,16,True
translations/ar/islamic/omar-khayyam-sinaat-al-jabr_arabic.pdf,90922,14,True,0,15642,tofu_or_replacement_char;log_missing_characters;log_latex_errors,880,445,3,0,True
translations/en/chinese/jiuzhang-suanshu-vols1-3_bilingual.pdf,195263,14,True,0,9670,log_missing_characters,0,34571,0,1,True
translations/en/chinese/jiuzhang-suanshu-vols4-6_bilingual.pdf,231679,23,True,0,23808,translator_or_process_note;log_latex_errors,0,0,10,0,True
translations/en/chinese/jiuzhang-suanshu-vols7-9_bilingual.pdf,202392,33,True,0,16825,log_missing_characters;log_latex_errors,0,52585,81,2,True
translations/en/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3_bilingual.pdf,244407,44,True,0,69505,,0,0,0,0,True
translations/en/chinese/li-ye-ceyuan-haijing-vols1-3_bilingual.pdf,279076,19,True,0,30228,translator_or_process_note,0,0,0,1,True
translations/en/chinese/li-ye-ceyuan-haijing-vols10-12_bilingual.pdf,362374,53,True,0,94782,,0,0,0,54,True
translations/en/chinese/li-ye-ceyuan-haijing-vols10-12_english.pdf,177100,40,True,0,65031,,0,0,0,3,True
translations/en/chinese/li-ye-ceyuan-haijing-vols4-6_bilingual.pdf,267082,37,True,0,78699,,0,0,0,1,True
translations/en/chinese/li-ye-ceyuan-haijing-vols7-9_bilingual.pdf,303606,35,True,0,77881,tofu_or_replacement_char,370,0,0,50,True
translations/en/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_bilingual.pdf,179237,17,True,0,22711,translator_or_process_note,0,0,0,39,True
translations/en/chinese/qin-jiushao-shuxue-jiuzhang-fascicle2_bilingual.pdf,172249,15,True,0,20739,log_latex_errors,0,0,32,0,True
translations/en/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_bilingual.pdf,158518,14,True,0,16266,,0,0,0,26,True
translations/en/chinese/qin-jiushao-shuxue-jiuzhang-fascicle5_bilingual.pdf,181640,21,True,0,44096,,0,0,0,0,True
translations/en/chinese/qin-jiushao-shuxue-jiuzhang-fascicle6_bilingual.pdf,124164,16,True,0,6902,log_missing_characters,0,20431,0,0,True
translations/en/chinese/qin-jiushao-shuxue-jiuzhang-fascicles3-4_bilingual.pdf,154313,16,True,0,19424,,0,0,0,12,True
translations/en/chinese/qin-jiushao-shuxue-jiuzhang-fascicles5-6_bilingual.pdf,307231,31,True,0,78000,,0,0,0,55,True
translations/en/chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9_bilingual.pdf,198638,24,True,0,28890,log_latex_errors,0,0,2,26,True
translations/en/chinese/sunzi-suanjing_bilingual.pdf,277949,24,True,0,26912,,0,0,0,0,True
translations/en/chinese/test_no_hyperref.pdf,228432,23,True,0,23986,translator_or_process_note;test_pdf;log_latex_errors,0,0,12,0,False
translations/en/chinese/test_xdvipdfmx.pdf,231665,23,True,0,23808,translator_or_process_note;test_pdf,0,0,0,0,False
translations/en/chinese/yang-hui-xiangjie-jiuzhang-part1_bilingual.pdf,368584,25,True,0,38024,log_missing_characters,0,2,0,3,True
translations/en/chinese/yang-hui-xiangjie-jiuzhang-part2_bilingual.pdf,241525,21,True,0,26502,,0,0,0,1,True
translations/en/chinese/yang-hui-xiangjie-jiuzhang-part3_bilingual.pdf,205472,21,True,0,11717,log_missing_characters,0,31773,0,0,True
translations/en/chinese/zhu-shijie-suanxue-qimeng-part1_bilingual.pdf,278482,25,True,0,52765,translator_or_process_note,0,0,0,1,True
translations/en/chinese/zhu-shijie-suanxue-qimeng-part2_bilingual.pdf,317768,51,True,0,73921,,0,0,0,32,True
translations/en/indian/aryabhata-aryabhatiya_bilingual.pdf,110634,20,True,0,21468,translator_or_process_note;tofu_or_replacement_char;log_missing_characters;log_latex_errors,90,45,15,41,True
translations/en/indian/bhaskara-ii-bijaganita-part1_bilingual.pdf,115779,32,True,0,23502,tofu_or_replacement_char;log_missing_characters;log_latex_errors,8478,4840,1,0,True
translations/en/indian/bhaskara-ii-bijaganita-part2_bilingual.pdf,113375,18,True,0,14323,tofu_or_replacement_char;log_missing_characters;log_latex_errors,1552,4542,1,12,True
translations/en/indian/bhaskara-ii-bijaganita-part3_bilingual.pdf,103954,12,True,0,17156,tofu_or_replacement_char;log_missing_characters,48,645,0,3,True
translations/en/indian/bhaskara-ii-lilavati_bilingual.pdf,130992,23,True,0,22908,tofu_or_replacement_char;log_missing_characters,132,66,0,0,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk1_bilingual.pdf,128877,23,True,0,33831,tofu_or_replacement_char;log_missing_characters;log_latex_errors,4,2,464,0,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk2_bilingual.pdf,135683,19,True,0,24823,,0,0,0,5,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk3_bilingual.pdf,110277,14,True,0,17031,tofu_or_replacement_char;log_missing_characters;log_latex_errors,10,5,2,0,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk4_bilingual.pdf,143939,28,True,0,40943,tofu_or_replacement_char;log_missing_characters,1294,647,0,1,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk5_bilingual.pdf,175418,34,True,0,51095,tofu_or_replacement_char;log_missing_characters;log_latex_errors,866,36794,1,40,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk5_bilingual_fixed.pdf,175418,34,True,0,51095,tofu_or_replacement_char;log_missing_characters;log_latex_errors,866,463,1,1,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk6_bilingual.pdf,108987,17,True,0,23452,tofu_or_replacement_char;log_missing_characters;log_latex_errors,194,2609,96,39,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk6_bilingual_fixed.pdf,108987,17,True,0,23452,tofu_or_replacement_char;log_missing_characters;log_latex_errors,194,2725,299,7,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk1_bilingual.pdf,127919,28,True,0,34238,tofu_or_replacement_char;log_missing_characters;log_latex_errors,730,3218,1,3,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk1_bilingual_fixed.pdf,127919,28,True,0,34238,tofu_or_replacement_char;log_missing_characters;log_latex_errors,730,3218,1,3,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk2_bilingual.pdf,87976,17,True,0,21807,tofu_or_replacement_char;log_missing_characters;log_latex_errors,176,36453,7,28,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk3_bilingual.pdf,115619,21,True,0,31775,tofu_or_replacement_char;log_missing_characters;log_latex_errors,2,3,1,0,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk3_bilingual_fixed.pdf,115619,21,True,0,31775,tofu_or_replacement_char;log_missing_characters;log_latex_errors,2,9895,87,2,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk4_bilingual.pdf,91177,9,True,0,13449,tofu_or_replacement_char;log_missing_characters;log_latex_errors,64,203,1,1,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk5_bilingual.pdf,58428,12,True,0,11435,tofu_or_replacement_char;log_missing_characters,32,28943,0,28,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk6_bilingual.pdf,140885,18,True,0,37218,tofu_or_replacement_char;log_missing_characters,20500,10771,0,4,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt3-chunk1_bilingual.pdf,121266,15,True,0,21431,tofu_or_replacement_char;log_missing_characters;log_latex_errors,176,151,59,1,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt3-chunk2_bilingual.pdf,135978,19,True,0,34490,tofu_or_replacement_char;log_missing_characters;log_latex_errors,32,33,50,1,True
translations/en/indian/brahmagupta-brahmasphutasiddhanta-pt3-chunk3_bilingual.pdf,69699,9,True,0,5471,tofu_or_replacement_char;log_missing_characters;log_latex_errors,430,18323,21,8,True
translations/en/islamic/al-kashi-miftah-al-hisab_bilingual.pdf,153787,34,True,0,39972,tofu_or_replacement_char;log_missing_characters;many_overfull_boxes,32248,17763,0,170,True
translations/en/islamic/al-khwarizmi-al-jabr-wa-l-muqabala_bilingual.pdf,202222,45,True,0,52753,tofu_or_replacement_char;log_missing_characters;log_latex_errors,96,156,2,2,True
translations/en/islamic/al-khwarizmi-al-jabr_bilingual.pdf,166884,47,True,0,44982,translator_or_process_note;tofu_or_replacement_char,142,0,0,0,True
translations/en/islamic/al-tusi-shakl-al-qatta_bilingual.pdf,158891,22,True,0,34589,tofu_or_replacement_char;log_missing_characters;log_latex_errors,50,25,1,2,True
translations/en/islamic/karpinski-robert-of-chester-latin-translation-1915_bilingual.pdf,145151,44,True,0,52401,log_latex_errors;many_overfull_boxes,0,0,5,199,True
translations/en/islamic/omar-khayyam-sinaat-al-jabr_bilingual.pdf,113746,18,True,0,17875,tofu_or_replacement_char;log_missing_characters;log_latex_errors,44,22,7,10,True
translations/en/islamic/rosen-algebra-of-mohammed-ben-musa-1831_enhanced.pdf,281699,52,True,0,126304,tofu_or_replacement_char;log_missing_characters;log_latex_errors,912,460,6,6,True
translations/en/islamic/ruska-zur-aeltesten-arabischen-algebra_bilingual.pdf,411711,65,True,0,250438,log_latex_errors;many_overfull_boxes,0,0,34,1380,True
translations/en/references/al-muqaddasi-ahsan-al-taqasim_bilingual.pdf,53563,15,True,0,9138,tofu_or_replacement_char;log_missing_characters;log_latex_errors,2,10792,1,0,True
translations/en/references/ibn-al-nadim-kitab-al-fihrist_bilingual.pdf,130348,19,True,0,30759,tofu_or_replacement_char;log_missing_characters;log_latex_errors,16,8,2,0,True
translations/en/references/ibn-al-qifti-tarikh-al-hukama_bilingual.pdf,148680,15,True,0,28871,html_error_page_text;tofu_or_replacement_char;log_missing_characters;log_latex_errors,44,26,3,5,False
translations/en/references/said-al-andalusi-tabaqat-al-umam_bilingual.pdf,115477,12,True,0,23371,tofu_or_replacement_char;log_missing_characters,46,23,0,0,True
translations/en/references/smith-karpinski-hindu-arabic-numerals-1911_enhanced.pdf,117696,17,True,0,28703,log_latex_errors,0,0,49,1,True
translations/zh/chinese/jiuzhang-suanshu-vols1-3_classical-modern_bilingual.pdf,237694,14,True,0,20522,,0,0,0,0,True
translations/zh/chinese/jiuzhang-suanshu-vols4-6_classical-modern_bilingual.pdf,216460,19,True,0,12576,,0,0,0,0,True
translations/zh/chinese/jiuzhang-suanshu-vols7-9_classical-modern_bilingual.pdf,128346,10,True,0,10544,,0,0,0,0,True
translations/zh/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3_classical-modern_bilingual.pdf,302747,41,True,0,30282,,0,0,0,0,True
translations/zh/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols4-5_classical-modern_bilingual.pdf,149134,29,True,0,21806,,0,0,0,0,True
translations/zh/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols6-10_classical-modern_bilingual.pdf,231727,44,True,0,33527,,0,0,0,0,True
translations/zh/chinese/li-ye-ceyuan-haijing-vols1-3_classical-modern_bilingual.pdf,315556,17,True,0,16999,,0,0,0,0,True
translations/zh/chinese/li-ye-ceyuan-haijing-vols10-12_classical-modern_bilingual.pdf,145010,20,True,0,21185,,0,0,0,0,True
translations/zh/chinese/li-ye-ceyuan-haijing-vols4-6_classical-modern_bilingual.pdf,230303,27,True,0,41044,,0,0,0,0,True
translations/zh/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.pdf,283501,25,True,0,24551,tofu_or_replacement_char,369,0,0,0,True
translations/zh/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.pdf,356414,28,True,0,25561,,0,0,0,0,True
translations/zh/chinese/qin-jiushao-shuxue-jiuzhang-fascicle2_classical-modern_bilingual.pdf,207014,19,True,0,12105,,0,0,0,0,True
translations/zh/chinese/qin-jiushao-shuxue-jiuzhang-fascicle3_classical-modern_bilingual.pdf,155909,14,True,0,12114,,0,0,0,0,True
translations/zh/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_classical-modern_bilingual.pdf,168855,21,True,0,10976,,0,0,0,0,True
translations/zh/chinese/qin-jiushao-shuxue-jiuzhang-fascicles5-6_classical-modern_bilingual.pdf,276927,29,True,0,29794,,0,0,0,0,True
translations/zh/chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9_classical-modern_bilingual.pdf,173562,17,True,0,13553,,0,0,0,0,True
translations/zh/chinese/sunzi-suanjing_classical-modern_bilingual.pdf,208041,18,True,0,10080,,0,0,0,0,True
translations/zh/chinese/yang-hui-xiangjie-jiuzhang-part1_classical-modern_bilingual.pdf,462619,21,True,0,15928,,0,0,0,0,True
translations/zh/chinese/yang-hui-xiangjie-jiuzhang-part2_classical-modern_bilingual.pdf,202035,36,True,0,17209,,0,0,0,0,True
translations/zh/chinese/yang-hui-xiangjie-jiuzhang-part3_classical-modern_bilingual.pdf,188775,25,True,0,13217,,0,0,0,0,True
translations/zh/chinese/zhu-shijie-suanxue-qimeng-part1_classical-modern_bilingual.pdf,340709,25,True,0,31979,tofu_or_replacement_char,4,0,0,0,True
translations/zh/chinese/zhu-shijie-suanxue-qimeng-part2_classical-modern_bilingual.pdf,170737,15,True,0,7188,,0,0,0,0,True
