"adverse_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_choice","trap_or_adverse_reading","contextual_reason_for_exclusion","alternative_held_for_independent_review","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_status","review_state"
"P32-ZH-A011","P32-ZH-T011","segment A definitions; segment B","hyperkomplexes System","超复系统","a modern hypercomplex dynamical system; hypercomplex analysis only; a generic complicated system","The historical hypercomplex algebra/system carrying representations, including group rings and quaternion algebras.","超复数系; 超复代数; 超复数系统","modern Sino-xenic coinage/calque","High: 超复系统 follows the inherited Mainland-oriented shelf but is historically opaque and regionally untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A012","P32-ZH-T012","segment A definitions","Darstellungsklasse","表示类","a school class; a programming class; a class function; one individual representation","A representation together with all its transforms $P^{-1}\Gamma P$, and later the corresponding irreducible class.","表示的等价类; 表示类别","modern Sino-xenic coinage/calque","Medium: 表示类 is concise Mainland mathematical prose; the explicit equivalence-class form may be preferred elsewhere.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A013","P32-ZH-T013","segments A-B","vollständig reduzibel","完全可约","merely reducible; computationally simplified; a fully reduced fraction; an Artinian condition by itself","A representation or system whose representation classes decompose completely into irreducible constituents.","全可约; 半单","modern Sino-xenic coinage/calque","Medium: 完全可约 follows Mandarin terminology; identifying it unconditionally with 半单 would introduce modern terminology not checked here.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A014","P32-ZH-T014","segment A theorem","größter kommutativer Unterkörper","极大交换子域","a commutative subfield of greatest numerical size; a maximum-degree field without the inclusion condition; a center","A commutative subfield maximal by inclusion inside the specified noncommutative algebra.","最大交换子域; 极大可换子域","modern Sino-xenic coinage/calque","High: 极大 versus 最大 is a Mandarin sense trap parallel to minimal/maximal order language; regional wording is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A015","P32-ZH-T015","segment A general characterization","regulärer Fall","正则情形","a regular representation; a regular local ring; a smooth geometric point; merely the generic case","The article's named case in which every finite commutative extension admits further commutative extensions of arbitrary degree.","正规情形; 常规情形","mixed/contested","High: 正则 has many modern Mandarin mathematical attractors; the article's local definition controls this occurrence, and regional terminology is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A016","P32-ZH-T016","segments A-C","Quaternionenkörper","四元数除环","the quaternion group; all quaternion numbers without division-algebra emphasis; a four-element field","The quaternion skew field/division algebra used as the example, considered as a hypercomplex system over the rational field.","四元数体; 四元数代数; Hamilton 四元数域","mixed/contested","High: 四元数除环 makes the algebraic structure explicit, but segment C's section heading also contains 四元数体; this unadjudicated producer variation is left for independent checking.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A017","P32-ZH-T017","segment B characterization","idempotentes Element","幂等元素","a nilpotent element; an identity element; an idempotent operation on functions without an algebra element","An element $r$ satisfying $r^2=r$, specifically nonzero and nonunit in the splitting criterion.","幂等元; 等幂元素","modern Sino-xenic coinage/calque","Medium: 幂等元素 is Mainland-standard-looking; regional preference between 元素 and 元 is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A018","P32-ZH-T018","segment B ideal decomposition","primitives idempotentes Element","本原幂等元素","a primitive root; merely an initial idempotent; a central idempotent without primitivity","An idempotent that cannot be further decomposed in the relevant direct-sum decomposition and yields a simple ideal component.","原始幂等元; 本原幂等元","modern Sino-xenic coinage/calque","High: 本原 is a Mandarin choice shared with root terminology and can attract the wrong algebraic sense; regional usage is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A019","P32-ZH-T019","segment B ideal account","einseitig einfaches Ideal","单侧单理想","a two-sided simple ideal; a principal ideal; an ideal lying only on one geometric side","A left- or right-sided ideal simple as a one-sided module, used to generate an irreducible representation.","单边单理想; 一侧单理想","modern Sino-xenic coinage/calque","High: 单侧单理想 compresses two distinct uses of 单 and is easy to misparse; regional terminology is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A020","P32-ZH-T020","segment C elementary treatment","rationale Darstellung","有理表示","a representation over the rational numbers only; a logically reasonable representation; a rational function","A representation whose matrix entries lie in $K$, i.e. rational over $K$ in the historical field-of-definition sense.","K-有理表示; 定义于 K 的表示","mixed/contested","High: 有理 can misleadingly suggest coefficients in $\mathbb{Q}$; the local phrase 在域 K 上 controls the intended field-of-definition sense.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A021","P32-ZH-T021","segments A and C","Faktorensystem","因子系","a system of numerical factors; a factorization algorithm; a quotient system without cocycle structure","The multiplication factor system in projective representation and noncommutative-division-algebra construction.","因子系统; 乘法因子集; 2-余循环","modern Sino-xenic coinage/calque","High: 因子系 is the inherited Mainland-oriented historical term and may be opaque or collide with generic factor systems; regional evidence is absent.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A022","P32-ZH-T022","segment D norm argument","Relativnorm","相对范数","a vector norm relative to another norm; a normalized ratio; a quaternion norm in the earlier paragraph","The relative field norm for the quadratic extension used to express $-1$ as a sum of two squares.","域范数; 相对域范数","modern Sino-xenic coinage/calque","Medium: 相对范数 is standard Mainland algebra wording but can attract analytic-norm senses; regional usage is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A023","P32-ZH-T023","segment D cyclotomic argument","primitive p-te Einheitswurzel","本原 $p$ 次单位根","a primitive polynomial root; the number one; a unit of a ring without root-of-unity status","A root of unity of exact order $p$, denoted $\varepsilon$ in the cyclotomic construction.","原始 $p$ 次单位根; 本原 $p$ 次根","modern Sino-xenic coinage/calque","Medium: 本原 is Mainland-standard-looking but competes with 原始 in some shelves and also appears in 本原幂等元; regional usage is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P32-ZH-A024","P32-ZH-T024","segment D closing footnote","Kreisteilungskörper","分圆域","a circular geometric domain; an arbitrary cyclic extension; a field quotient","A field generated by roots of unity, here the ambient field from which a cyclic splitting subfield is chosen.","圆分域; 分圆体; cyclotomic 域","modern Sino-xenic coinage/calque","High: 分圆域 is Mainland-dominant terminology; Traditional regional shelves may prefer 圓分體/圓分域, which has not been researched here.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
