"decision_id","source_locator","exact_german_phrase","concept_scope","zh_hans_cn_choice","sense_window","excluded_senses","alternatives_considered","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_form","controlled_hant_status","independent_check_status","producer_note"
"P32-ZH-T011","segment A definitions; segment B","hyperkomplexes System","historical finite-dimensional algebraic system","超复系统","The historical hypercomplex algebra/system carrying representations, including group rings and quaternion algebras.","a modern hypercomplex dynamical system; hypercomplex analysis only; a generic complicated system","超复数系; 超复代数; 超复数系统","modern Sino-xenic coinage/calque","High: 超复系统 follows the inherited Mainland-oriented shelf but is historically opaque and regionally untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","超複系統","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Historical terminology retained rather than silently modernized to algebra."
"P32-ZH-T012","segment A definitions","Darstellungsklasse","similarity/equivalence class of representations","表示类","A representation together with all its transforms $P^{-1}\Gamma P$, and later the corresponding irreducible class.","a school class; a programming class; a class function; one individual representation","表示的等价类; 表示类别","modern Sino-xenic coinage/calque","Medium: 表示类 is concise Mainland mathematical prose; the explicit equivalence-class form may be preferred elsewhere.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","表示類","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The local definition fixes the class relation."
"P32-ZH-T013","segments A-B","vollständig reduzibel","completely reducible/semisimple representation-theoretic condition","完全可约","A representation or system whose representation classes decompose completely into irreducible constituents.","merely reducible; computationally simplified; a fully reduced fraction; an Artinian condition by itself","全可约; 半单","modern Sino-xenic coinage/calque","Medium: 完全可约 follows Mandarin terminology; identifying it unconditionally with 半单 would introduce modern terminology not checked here.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","完全可約","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Historical wording preserved without modernization."
"P32-ZH-T014","segment A theorem","größter kommutativer Unterkörper","maximal commutative subfield of the division algebra or matrix ring","极大交换子域","A commutative subfield maximal by inclusion inside the specified noncommutative algebra.","a commutative subfield of greatest numerical size; a maximum-degree field without the inclusion condition; a center","最大交换子域; 极大可换子域","modern Sino-xenic coinage/calque","High: 极大 versus 最大 is a Mandarin sense trap parallel to minimal/maximal order language; regional wording is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","極大交換子域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Producer uses 极大 for inclusion-maximal."
"P32-ZH-T015","segment A general characterization","regulärer Fall","the explicitly defined field-extension availability condition","正则情形","The article's named case in which every finite commutative extension admits further commutative extensions of arbitrary degree.","a regular representation; a regular local ring; a smooth geometric point; merely the generic case","正规情形; 常规情形","mixed/contested","High: 正则 has many modern Mandarin mathematical attractors; the article's local definition controls this occurrence, and regional terminology is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","正則情形","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Sense must remain confined to the displayed definition."
"P32-ZH-T016","segments A-C","Quaternionenkörper","Hamilton quaternion division algebra over the rationals","四元数除环","The quaternion skew field/division algebra used as the example, considered as a hypercomplex system over the rational field.","the quaternion group; all quaternion numbers without division-algebra emphasis; a four-element field","四元数体; 四元数代数; Hamilton 四元数域","mixed/contested","High: 四元数除环 makes the algebraic structure explicit, but segment C's section heading also contains 四元数体; this unadjudicated producer variation is left for independent checking.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","四元數除環","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The assembled draft contains both 四元数除环 and a section-heading 四元数体; producer does not self-adjudicate."
"P32-ZH-T017","segment B characterization","idempotentes Element","nontrivial idempotent producing a decomposition","幂等元素","An element $r$ satisfying $r^2=r$, specifically nonzero and nonunit in the splitting criterion.","a nilpotent element; an identity element; an idempotent operation on functions without an algebra element","幂等元; 等幂元素","modern Sino-xenic coinage/calque","Medium: 幂等元素 is Mainland-standard-looking; regional preference between 元素 and 元 is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","冪等元素","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The defining equation is retained adjacent to the term."
"P32-ZH-T018","segment B ideal decomposition","primitives idempotentes Element","primitive idempotent corresponding to a simple one-sided ideal","本原幂等元素","An idempotent that cannot be further decomposed in the relevant direct-sum decomposition and yields a simple ideal component.","a primitive root; merely an initial idempotent; a central idempotent without primitivity","原始幂等元; 本原幂等元","modern Sino-xenic coinage/calque","High: 本原 is a Mandarin choice shared with root terminology and can attract the wrong algebraic sense; regional usage is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","本原冪等元素","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Quotation marks from the source are retained around 本原."
"P32-ZH-T019","segment B ideal account","einseitig einfaches Ideal","simple one-sided ideal generating an irreducible representation","单侧单理想","A left- or right-sided ideal simple as a one-sided module, used to generate an irreducible representation.","a two-sided simple ideal; a principal ideal; an ideal lying only on one geometric side","单边单理想; 一侧单理想","modern Sino-xenic coinage/calque","High: 单侧单理想 compresses two distinct uses of 单 and is easy to misparse; regional terminology is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","單側單理想","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Producer keeps the historical one-sided formulation explicit."
"P32-ZH-T020","segment C elementary treatment","rationale Darstellung","representation realizable over the stated field $K$","有理表示","A representation whose matrix entries lie in $K$, i.e. rational over $K$ in the historical field-of-definition sense.","a representation over the rational numbers only; a logically reasonable representation; a rational function","K-有理表示; 定义于 K 的表示","mixed/contested","High: 有理 can misleadingly suggest coefficients in $\mathbb{Q}$; the local phrase 在域 K 上 controls the intended field-of-definition sense.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","有理表示","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The checker should consider whether explicit K-有理 wording is preferable."
"P32-ZH-T021","segments A and C","Faktorensystem","factor set/cocycle used to construct the division algebra","因子系","The multiplication factor system in projective representation and noncommutative-division-algebra construction.","a system of numerical factors; a factorization algorithm; a quotient system without cocycle structure","因子系统; 乘法因子集; 2-余循环","modern Sino-xenic coinage/calque","High: 因子系 is the inherited Mainland-oriented historical term and may be opaque or collide with generic factor systems; regional evidence is absent.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","因子系","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Historical register retained; no modernization to cohomology language."
"P32-ZH-T022","segment D norm argument","Relativnorm","field norm from $P(\varepsilon,i)$ to $P(\varepsilon)$","相对范数","The relative field norm for the quadratic extension used to express $-1$ as a sum of two squares.","a vector norm relative to another norm; a normalized ratio; a quaternion norm in the earlier paragraph","域范数; 相对域范数","modern Sino-xenic coinage/calque","Medium: 相对范数 is standard Mainland algebra wording but can attract analytic-norm senses; regional usage is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","相對範數","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The source and target fields are named in the surrounding sentence."
"P32-ZH-T023","segment D cyclotomic argument","primitive p-te Einheitswurzel","primitive $p$-th root of unity","本原 $p$ 次单位根","A root of unity of exact order $p$, denoted $\varepsilon$ in the cyclotomic construction.","a primitive polynomial root; the number one; a unit of a ring without root-of-unity status","原始 $p$ 次单位根; 本原 $p$ 次根","modern Sino-xenic coinage/calque","Medium: 本原 is Mainland-standard-looking but competes with 原始 in some shelves and also appears in 本原幂等元; regional usage is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","本原 $p$ 次單位根","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Exact order is supplied by the mathematical phrase."
"P32-ZH-T024","segment D closing footnote","Kreisteilungskörper","cyclotomic field containing the selected cyclic subfield","分圆域","A field generated by roots of unity, here the ambient field from which a cyclic splitting subfield is chosen.","a circular geometric domain; an arbitrary cyclic extension; a field quotient","圆分域; 分圆体; cyclotomic 域","modern Sino-xenic coinage/calque","High: 分圆域 is Mainland-dominant terminology; Traditional regional shelves may prefer 圓分體/圓分域, which has not been researched here.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","分圓域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Controlled Hant is generic script only and does not localize this lexical choice."
