"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P32-ZH-X014","P32-ZH-T014","segment A theorem","größter kommutativer Unterkörper","极大交换子域","極大交換子域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A commutative subfield maximal by inclusion inside the specified noncommutative algebra.","a commutative subfield of greatest numerical size; a maximum-degree field without the inclusion condition; a center","modern Sino-xenic coinage/calque","High: 极大 versus 最大 is a Mandarin sense trap parallel to minimal/maximal order language; regional wording is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X015","P32-ZH-T015","segment A general characterization","regulärer Fall","正则情形","正則情形","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The article's named case in which every finite commutative extension admits further commutative extensions of arbitrary degree.","a regular representation; a regular local ring; a smooth geometric point; merely the generic case","mixed/contested","High: 正则 has many modern Mandarin mathematical attractors; the article's local definition controls this occurrence, and regional terminology is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X016","P32-ZH-T016","segments A-C","Quaternionenkörper","四元数除环","四元數除環","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The quaternion skew field/division algebra used as the example, considered as a hypercomplex system over the rational field.","the quaternion group; all quaternion numbers without division-algebra emphasis; a four-element field","mixed/contested","High: 四元数除环 makes the algebraic structure explicit, but segment C's section heading also contains 四元数体; this unadjudicated producer variation is left for independent checking.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X017","P32-ZH-T017","segment B characterization","idempotentes Element","幂等元素","冪等元素","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","An element $r$ satisfying $r^2=r$, specifically nonzero and nonunit in the splitting criterion.","a nilpotent element; an identity element; an idempotent operation on functions without an algebra element","modern Sino-xenic coinage/calque","Medium: 幂等元素 is Mainland-standard-looking; regional preference between 元素 and 元 is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X018","P32-ZH-T018","segment B ideal decomposition","primitives idempotentes Element","本原幂等元素","本原冪等元素","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","An idempotent that cannot be further decomposed in the relevant direct-sum decomposition and yields a simple ideal component.","a primitive root; merely an initial idempotent; a central idempotent without primitivity","modern Sino-xenic coinage/calque","High: 本原 is a Mandarin choice shared with root terminology and can attract the wrong algebraic sense; regional usage is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X019","P32-ZH-T019","segment B ideal account","einseitig einfaches Ideal","单侧单理想","單側單理想","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A left- or right-sided ideal simple as a one-sided module, used to generate an irreducible representation.","a two-sided simple ideal; a principal ideal; an ideal lying only on one geometric side","modern Sino-xenic coinage/calque","High: 单侧单理想 compresses two distinct uses of 单 and is easy to misparse; regional terminology is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X020","P32-ZH-T020","segment C elementary treatment","rationale Darstellung","有理表示","有理表示","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A representation whose matrix entries lie in $K$, i.e. rational over $K$ in the historical field-of-definition sense.","a representation over the rational numbers only; a logically reasonable representation; a rational function","mixed/contested","High: 有理 can misleadingly suggest coefficients in $\mathbb{Q}$; the local phrase 在域 K 上 controls the intended field-of-definition sense.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X021","P32-ZH-T021","segments A and C","Faktorensystem","因子系","因子系","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The multiplication factor system in projective representation and noncommutative-division-algebra construction.","a system of numerical factors; a factorization algorithm; a quotient system without cocycle structure","modern Sino-xenic coinage/calque","High: 因子系 is the inherited Mainland-oriented historical term and may be opaque or collide with generic factor systems; regional evidence is absent.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X022","P32-ZH-T022","segment D norm argument","Relativnorm","相对范数","相對範數","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The relative field norm for the quadratic extension used to express $-1$ as a sum of two squares.","a vector norm relative to another norm; a normalized ratio; a quaternion norm in the earlier paragraph","modern Sino-xenic coinage/calque","Medium: 相对范数 is standard Mainland algebra wording but can attract analytic-norm senses; regional usage is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X023","P32-ZH-T023","segment D cyclotomic argument","primitive p-te Einheitswurzel","本原 $p$ 次单位根","本原 $p$ 次單位根","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A root of unity of exact order $p$, denoted $\varepsilon$ in the cyclotomic construction.","a primitive polynomial root; the number one; a unit of a ring without root-of-unity status","modern Sino-xenic coinage/calque","Medium: 本原 is Mainland-standard-looking but competes with 原始 in some shelves and also appears in 本原幂等元; regional usage is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X024","P32-ZH-T024","segment D closing footnote","Kreisteilungskörper","分圆域","分圓域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A field generated by roots of unity, here the ambient field from which a cyclic splitting subfield is chosen.","a circular geometric domain; an arbitrary cyclic extension; a field quotient","modern Sino-xenic coinage/calque","High: 分圆域 is Mainland-dominant terminology; Traditional regional shelves may prefer 圓分體/圓分域, which has not been researched here.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
