work_id,kind,priority,target,reason,next_action,source
CW-0015,concept_review,P0_sense_audit,all,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0016,concept_review,P0_sense_audit,all ledgers,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0017,concept_review,P0_sense_audit,all relation/function terms,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0018,concept_review,P0_sense_audit,ar-lex-field,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0019,concept_review,P0_sense_audit,ar-lex-homomorphism,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0020,concept_review,P0_sense_audit,ar-lex-isomorphism,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0021,concept_review,P0_sense_audit,ar-lex-ring,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0022,concept_review,P0_sense_audit,cross-Turkic transfer,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0023,concept_review,P0_sense_audit,draft scaffolds are generated-draft/non-canonical review material only,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0024,concept_review,P0_sense_audit,function terminology,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0025,concept_review,P0_sense_audit,generated output is not a native source witness,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0026,concept_review,P0_sense_audit,interlanguage candidates,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0027,concept_review,P0_sense_audit,language-lane exact source-canon row,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0028,concept_review,P0_sense_audit,public or accepted terminology,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0029,concept_review,P0_sense_audit,relation-function boundary,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0030,concept_review,P0_sense_audit,rf_domain;rf_codomain,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0031,concept_review,P0_sense_audit,rf_image_range,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0032,concept_review,P0_sense_audit,rf_linear_map,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0033,concept_review,P0_sense_audit,rf_relation;rf_function,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0034,concept_review,P0_sense_audit,"script overlap is not intelligibility, native review, or Korean evidence",has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0035,concept_review,P0_sense_audit,source-canon body use,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0036,concept_review,P0_sense_audit,source_canon_insufficient,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0037,concept_review,P0_sense_audit,symbol-only/noisy hits do not close the tensor-product source-canon blocker,has_adverse_or_competitor;adverse_without_support,P0_sense_audit,concept_summary_v6_2
CW-0038,concept_review,P1_review_packet,center,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0039,concept_review,P1_review_packet,corollary,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0040,concept_review,P1_review_packet,determinant,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0041,concept_review,P1_review_packet,dimension,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0042,concept_review,P1_review_packet,division ring,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0043,concept_review,P1_review_packet,division ring / body,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0044,concept_review,P1_review_packet,element,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0045,concept_review,P1_review_packet,extension (field),has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0046,concept_review,P1_review_packet,field,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0047,concept_review,P1_review_packet,ideal,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0048,concept_review,P1_review_packet,lemma,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0049,concept_review,P1_review_packet,matrix,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0050,concept_review,P1_review_packet,noetherian,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0051,concept_review,P1_review_packet,polynomial,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0052,concept_review,P1_review_packet,prime ideal,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0053,concept_review,P1_review_packet,proof,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0054,concept_review,P1_review_packet,quotient field,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0055,concept_review,P1_review_packet,representation,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0056,concept_review,P1_review_packet,ring,has_adverse_or_competitor;flagship_review_row,P1_review_packet,concept_summary_v6_2
CW-0057,concept_review,P1_review_packet,set,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0058,concept_review,P1_review_packet,splitting field,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0059,concept_review,P1_review_packet,subset,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0060,concept_review,P1_review_packet,theorem,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0061,concept_review,P1_review_packet,trace,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0062,concept_review,P1_review_packet,Noetherian ring,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0063,concept_review,P1_review_packet,polynomial ring,has_adverse_or_competitor,P1_review_packet,concept_summary_v6_2
CW-0064,concept_review,P2_sourcebody_context_review,elementary divisor,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0065,concept_review,P2_sourcebody_context_review,identity,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0066,concept_review,P2_sourcebody_context_review,least common multiple,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0067,concept_review,P2_sourcebody_context_review,primary ideal,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0068,concept_review,P2_sourcebody_context_review,residue class,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0069,concept_review,P2_sourcebody_context_review,domain,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0070,concept_review,P2_sourcebody_context_review,commutative ring,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0071,concept_review,P2_sourcebody_context_review,linear map,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0072,concept_review,P2_sourcebody_context_review,submodule,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0073,concept_review,P2_sourcebody_context_review,integral domain,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0074,concept_review,P2_sourcebody_context_review,transvection,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0075,concept_review,P2_sourcebody_context_review,congruence,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0076,concept_review,P2_sourcebody_context_review,left,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0077,concept_review,P2_sourcebody_context_review,power,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0078,concept_review,P2_sourcebody_context_review,product,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0079,concept_review,P2_sourcebody_context_review,right,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0080,concept_review,P2_sourcebody_context_review,therefore,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0081,concept_review,P2_sourcebody_context_review,unique,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0082,concept_review,P2_sourcebody_context_review,complement,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0083,concept_review,P2_sourcebody_context_review,conversely,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0084,concept_review,P2_sourcebody_context_review,divisibility,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0085,concept_review,P2_sourcebody_context_review,exists,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0086,concept_review,P2_sourcebody_context_review,extension,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0087,concept_review,P2_sourcebody_context_review,for all,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0088,concept_review,P2_sourcebody_context_review,greatest common divisor,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0089,concept_review,P2_sourcebody_context_review,if and only if,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0090,concept_review,P2_sourcebody_context_review,irreducible ideal,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0091,concept_review,P2_sourcebody_context_review,reduced,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0092,concept_review,P2_sourcebody_context_review,respectively,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0093,concept_review,P2_sourcebody_context_review,associated prime ideal,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0094,concept_review,P2_sourcebody_context_review,bordering operation,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0095,concept_review,P2_sourcebody_context_review,characteristic series,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0096,concept_review,P2_sourcebody_context_review,complete form sequence,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0097,concept_review,P2_sourcebody_context_review,dedekind mertens theorem,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0098,concept_review,P2_sourcebody_context_review,diagonal entry,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0099,concept_review,P2_sourcebody_context_review,direct factor,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0100,concept_review,P2_sourcebody_context_review,double reduction,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0101,concept_review,P2_sourcebody_context_review,elimination,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0102,concept_review,P2_sourcebody_context_review,extension of the ground field,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0103,concept_review,P2_sourcebody_context_review,field of automorphisms,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0104,concept_review,P2_sourcebody_context_review,form sequence,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0105,concept_review,P2_sourcebody_context_review,general ideal theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0106,concept_review,P2_sourcebody_context_review,group ring,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0107,concept_review,P2_sourcebody_context_review,identity matrix,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0108,concept_review,P2_sourcebody_context_review,identity operator,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0109,concept_review,P2_sourcebody_context_review,indecomposable,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0110,concept_review,P2_sourcebody_context_review,initial form,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0111,concept_review,P2_sourcebody_context_review,multiplier domain,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0112,concept_review,P2_sourcebody_context_review,normal subgroup,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0113,concept_review,P2_sourcebody_context_review,one to one,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0114,concept_review,P2_sourcebody_context_review,regular representation,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0115,concept_review,P2_sourcebody_context_review,remark,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0116,concept_review,P2_sourcebody_context_review,representation module,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0117,concept_review,P2_sourcebody_context_review,ring without radical,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0118,concept_review,P2_sourcebody_context_review,simple,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0119,concept_review,P2_sourcebody_context_review,algebra over a field,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0120,concept_review,P2_sourcebody_context_review,coprime ideals,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0121,concept_review,P2_sourcebody_context_review,direct product,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0122,concept_review,P2_sourcebody_context_review,lie algebra,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0123,concept_review,P2_sourcebody_context_review,lie group,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0124,concept_review,P2_sourcebody_context_review,map/application,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0125,concept_review,P2_sourcebody_context_review,noetherian module,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0126,concept_review,P2_sourcebody_context_review,reducible,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0127,concept_review,P2_sourcebody_context_review,variable,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0128,concept_review,P2_sourcebody_context_review,zero divisor,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0129,concept_review,P2_sourcebody_context_review,ansatz,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0130,concept_review,P2_sourcebody_context_review,bijective,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0131,concept_review,P2_sourcebody_context_review,crossed product,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0132,concept_review,P2_sourcebody_context_review,crossed representation,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0133,concept_review,P2_sourcebody_context_review,factor system,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0134,concept_review,P2_sourcebody_context_review,form,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0135,concept_review,P2_sourcebody_context_review,order,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0136,concept_review,P2_sourcebody_context_review,proper divisor,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0137,concept_review,P2_sourcebody_context_review,reducent,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0138,concept_review,P2_sourcebody_context_review,transformation quantities,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0139,concept_review,P2_sourcebody_context_review,unit ideal,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0140,concept_review,P2_sourcebody_context_review,maximal ideal,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0141,concept_review,P2_sourcebody_context_review,inverse,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0142,concept_review,P2_sourcebody_context_review,associated prime,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0143,concept_review,P2_sourcebody_context_review,galois,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0144,concept_review,P2_sourcebody_context_review,two-sided,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0145,concept_review,P2_sourcebody_context_review,biquadratic form,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0146,concept_review,P2_sourcebody_context_review,degree,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0147,concept_review,P2_sourcebody_context_review,form system,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0148,concept_review,P2_sourcebody_context_review,quotient group,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0149,concept_review,P2_sourcebody_context_review,ternary form,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0150,concept_review,P2_sourcebody_context_review,noether,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0151,concept_review,P2_sourcebody_context_review,one-sided,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0152,concept_review,P2_sourcebody_context_review,character representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0153,concept_review,P2_sourcebody_context_review,commutative ring ring theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0154,concept_review,P2_sourcebody_context_review,field field theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0155,concept_review,P2_sourcebody_context_review,finite dimensional finiteness,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0156,concept_review,P2_sourcebody_context_review,homomorphism morphism,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0157,concept_review,P2_sourcebody_context_review,ideal ring theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0158,concept_review,P2_sourcebody_context_review,irreducible representation representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0159,concept_review,P2_sourcebody_context_review,isomorphism morphism,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0160,concept_review,P2_sourcebody_context_review,module module theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0161,concept_review,P2_sourcebody_context_review,prime ideal ring theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0162,concept_review,P2_sourcebody_context_review,quotient ring ring theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0163,concept_review,P2_sourcebody_context_review,representation representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0164,concept_review,P2_sourcebody_context_review,representation theory representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0165,concept_review,P2_sourcebody_context_review,finite-dimensional,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0166,concept_review,P2_sourcebody_context_review,quotient ring,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0167,concept_review,P2_sourcebody_context_review,operator,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0168,concept_review,P2_sourcebody_context_review,ring kz cyr,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0169,concept_review,P2_sourcebody_context_review,Lie group,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0170,concept_review,P2_sourcebody_context_review,character,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0171,concept_review,P2_sourcebody_context_review,irreducible representation,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0172,concept_review,P2_sourcebody_context_review,representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0173,concept_review,P2_sourcebody_context_review,ring az,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0174,concept_review,P2_sourcebody_context_review,abstract algebra course scope,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0175,concept_review,P2_sourcebody_context_review,algebra algebra core,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0176,concept_review,P2_sourcebody_context_review,automorphism morphism,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0177,concept_review,P2_sourcebody_context_review,basis theorem commutative algebra,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0178,concept_review,P2_sourcebody_context_review,completely reducible representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0179,concept_review,P2_sourcebody_context_review,endomorphism morphism,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0180,concept_review,P2_sourcebody_context_review,finitely generated finiteness,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0181,concept_review,P2_sourcebody_context_review,group algebra core,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0182,concept_review,P2_sourcebody_context_review,lie group representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0183,concept_review,P2_sourcebody_context_review,maximal ideal ring theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0184,concept_review,P2_sourcebody_context_review,module homomorphism module theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0185,concept_review,P2_sourcebody_context_review,principal ideal ring theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0186,concept_review,P2_sourcebody_context_review,ring ring theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0187,concept_review,P2_sourcebody_context_review,semisimple representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0188,concept_review,P2_sourcebody_context_review,submodule module theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0189,concept_review,P2_sourcebody_context_review,coefficient domain,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0190,concept_review,P2_sourcebody_context_review,prime function / primary function,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0191,concept_review,P2_sourcebody_context_review,relatively prime,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0192,concept_review,P2_sourcebody_context_review,residue class field,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0193,concept_review,P2_sourcebody_context_review,equivalence,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0194,concept_review,P2_sourcebody_context_review,finitely generated,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0195,concept_review,P2_sourcebody_context_review,free module,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0196,concept_review,P2_sourcebody_context_review,group representation,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0197,concept_review,P2_sourcebody_context_review,tensor product,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0198,concept_review,P2_sourcebody_context_review,cardinality,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0199,concept_review,P2_sourcebody_context_review,codomain,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0200,concept_review,P2_sourcebody_context_review,composition,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0201,concept_review,P2_sourcebody_context_review,equivalence relation,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0202,concept_review,P2_sourcebody_context_review,image range,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0203,concept_review,P2_sourcebody_context_review,injective,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0204,concept_review,P2_sourcebody_context_review,partial order,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0205,concept_review,P2_sourcebody_context_review,surjective,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0206,concept_review,P2_sourcebody_context_review,Noether/Noetherian,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0207,concept_review,P2_sourcebody_context_review,Noetherian,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0208,concept_review,P2_sourcebody_context_review,Noetherian/Noether,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0209,concept_review,P2_sourcebody_context_review,abstract algebra,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0210,concept_review,P2_sourcebody_context_review,basis theorem,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0211,concept_review,P2_sourcebody_context_review,endomorphism,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0212,concept_review,P2_sourcebody_context_review,group ring/group algebra,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0213,concept_review,P2_sourcebody_context_review,modern algebra,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0214,concept_review,P2_sourcebody_context_review,module homomorphism,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0215,concept_review,P2_sourcebody_context_review,principal ideal,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0216,concept_review,P2_sourcebody_context_review,semisimple,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0217,concept_review,P2_sourcebody_context_review,semisimple ring,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0218,concept_review,P2_sourcebody_context_review,simple module,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0219,concept_review,P2_sourcebody_context_review,bukva,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0220,concept_review,P2_sourcebody_context_review,cěly,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0221,concept_review,P2_sourcebody_context_review,daljny,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0222,concept_review,P2_sourcebody_context_review,davati,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0223,concept_review,P2_sourcebody_context_review,division ring field theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0224,concept_review,P2_sourcebody_context_review,dlugost,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0225,concept_review,P2_sourcebody_context_review,dopuščati,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0226,concept_review,P2_sourcebody_context_review,dělo,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0227,concept_review,P2_sourcebody_context_review,eksistovati,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0228,concept_review,P2_sourcebody_context_review,free module module theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0229,concept_review,P2_sourcebody_context_review,group algebra representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0230,concept_review,P2_sourcebody_context_review,group ring group algebra representation theory,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0231,concept_review,P2_sourcebody_context_review,imenno,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0232,concept_review,P2_sourcebody_context_review,izčezati,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
