src,dst,edge_type,weight,marker_uid
marker:MK6_2_000041,evidence:support,has_evidence_channel,0.75,MK6_2_000041
concept:theorem,lane:slavic_south,has_lane,0.75,MK6_2_000042
lane:slavic_south,lang:bg,has_language,0.75,MK6_2_000042
lang:bg,marker:MK6_2_000042,has_marker,0.75,MK6_2_000042
marker:MK6_2_000042,evidence:support,has_evidence_channel,0.75,MK6_2_000042
concept:theorem,lane:pan_romance,has_lane,0.6,MK6_2_000043
lane:pan_romance,lang:es,has_language,0.6,MK6_2_000043
lang:es,marker:MK6_2_000043,has_marker,0.6,MK6_2_000043
marker:MK6_2_000043,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000043
concept:theorem,lane:pan_romance,has_lane,0.6,MK6_2_000044
lane:pan_romance,lang:fr,has_language,0.6,MK6_2_000044
lang:fr,marker:MK6_2_000044,has_marker,0.6,MK6_2_000044
marker:MK6_2_000044,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000044
concept:theorem,lane:pan_romance,has_lane,0.6,MK6_2_000045
lane:pan_romance,lang:pt,has_language,0.6,MK6_2_000045
lang:pt,marker:MK6_2_000045,has_marker,0.6,MK6_2_000045
marker:MK6_2_000045,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000045
concept:theorem,lane:pan_romance,has_lane,0.6,MK6_2_000046
lane:pan_romance,lang:gl,has_language,0.6,MK6_2_000046
lang:gl,marker:MK6_2_000046,has_marker,0.6,MK6_2_000046
marker:MK6_2_000046,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000046
concept:theorem,lane:pan_romance,has_lane,0.6,MK6_2_000047
lane:pan_romance,lang:ca,has_language,0.6,MK6_2_000047
lang:ca,marker:MK6_2_000047,has_marker,0.6,MK6_2_000047
marker:MK6_2_000047,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000047
concept:theorem,lane:pan_romance,has_lane,0.6,MK6_2_000048
lane:pan_romance,lang:it,has_language,0.6,MK6_2_000048
lang:it,marker:MK6_2_000048,has_marker,0.6,MK6_2_000048
marker:MK6_2_000048,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000048
concept:theorem,lane:pan_romance,has_lane,0.6,MK6_2_000049
lane:pan_romance,lang:ro,has_language,0.6,MK6_2_000049
lang:ro,marker:MK6_2_000049,has_marker,0.6,MK6_2_000049
marker:MK6_2_000049,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000049
concept:theorem,lane:controlled_arabic,has_lane,0.6,MK6_2_000050
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000050
lang:ar,marker:MK6_2_000050,has_marker,0.6,MK6_2_000050
marker:MK6_2_000050,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000050
concept:theorem,lane:persianate,has_lane,0.6,MK6_2_000051
lane:persianate,lang:fa,has_language,0.6,MK6_2_000051
lang:fa,marker:MK6_2_000051,has_marker,0.6,MK6_2_000051
marker:MK6_2_000051,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000051
concept:theorem,lane:malay_indonesian,has_lane,0.6,MK6_2_000052
lane:malay_indonesian,lang:my_id,has_language,0.6,MK6_2_000052
lang:my_id,marker:MK6_2_000052,has_marker,0.6,MK6_2_000052
marker:MK6_2_000052,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000052
concept:extension (field),lane:interslavic,has_lane,0.2,MK6_2_000053
lane:interslavic,lang:isv,has_language,0.2,MK6_2_000053
lang:isv,marker:MK6_2_000053,has_marker,0.2,MK6_2_000053
marker:MK6_2_000053,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000053
concept:extension (field),lane:slavic_west,has_lane,0.75,MK6_2_000054
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000054
lang:cs,marker:MK6_2_000054,has_marker,0.75,MK6_2_000054
marker:MK6_2_000054,evidence:competitor,has_evidence_channel,0.75,MK6_2_000054
concept:extension (field),lane:slavic_west,has_lane,0.75,MK6_2_000055
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000055
lang:pl,marker:MK6_2_000055,has_marker,0.75,MK6_2_000055
marker:MK6_2_000055,evidence:competitor,has_evidence_channel,0.75,MK6_2_000055
concept:extension (field),lane:slavic_south,has_lane,0.75,MK6_2_000056
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000056
lang:sl,marker:MK6_2_000056,has_marker,0.75,MK6_2_000056
marker:MK6_2_000056,evidence:support,has_evidence_channel,0.75,MK6_2_000056
concept:extension (field),lane:slavic_south,has_lane,0.75,MK6_2_000057
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000057
lang:hr_sr,marker:MK6_2_000057,has_marker,0.75,MK6_2_000057
marker:MK6_2_000057,evidence:competitor,has_evidence_channel,0.75,MK6_2_000057
concept:splitting field,lane:slavic_east,has_lane,0.2,MK6_2_000058
lane:slavic_east,lang:uk,has_language,0.2,MK6_2_000058
lang:uk,marker:MK6_2_000058,has_marker,0.2,MK6_2_000058
marker:MK6_2_000058,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000058
concept:splitting field,lane:slavic_east,has_lane,0.2,MK6_2_000059
lane:slavic_east,lang:ru,has_language,0.2,MK6_2_000059
lang:ru,marker:MK6_2_000059,has_marker,0.2,MK6_2_000059
marker:MK6_2_000059,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000059
concept:splitting field,lane:interslavic,has_lane,0.2,MK6_2_000060
lane:interslavic,lang:isv,has_language,0.2,MK6_2_000060
lang:isv,marker:MK6_2_000060,has_marker,0.2,MK6_2_000060
marker:MK6_2_000060,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000060
concept:splitting field,lane:slavic_west,has_lane,0.75,MK6_2_000061
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000061
lang:cs,marker:MK6_2_000061,has_marker,0.75,MK6_2_000061
marker:MK6_2_000061,evidence:competitor,has_evidence_channel,0.75,MK6_2_000061
concept:splitting field,lane:slavic_west,has_lane,0.75,MK6_2_000062
lane:slavic_west,lang:sk,has_language,0.75,MK6_2_000062
lang:sk,marker:MK6_2_000062,has_marker,0.75,MK6_2_000062
marker:MK6_2_000062,evidence:competitor,has_evidence_channel,0.75,MK6_2_000062
concept:splitting field,lane:slavic_west,has_lane,0.75,MK6_2_000063
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000063
lang:pl,marker:MK6_2_000063,has_marker,0.75,MK6_2_000063
marker:MK6_2_000063,evidence:competitor,has_evidence_channel,0.75,MK6_2_000063
concept:splitting field,lane:slavic_south,has_lane,0.75,MK6_2_000064
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000064
lang:sl,marker:MK6_2_000064,has_marker,0.75,MK6_2_000064
marker:MK6_2_000064,evidence:support,has_evidence_channel,0.75,MK6_2_000064
concept:trace,lane:interslavic,has_lane,0.2,MK6_2_000065
lane:interslavic,lang:isv,has_language,0.2,MK6_2_000065
lang:isv,marker:MK6_2_000065,has_marker,0.2,MK6_2_000065
marker:MK6_2_000065,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000065
concept:trace,lane:slavic_west,has_lane,0.75,MK6_2_000066
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000066
lang:cs,marker:MK6_2_000066,has_marker,0.75,MK6_2_000066
marker:MK6_2_000066,evidence:competitor,has_evidence_channel,0.75,MK6_2_000066
concept:trace,lane:slavic_west,has_lane,0.75,MK6_2_000067
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000067
lang:pl,marker:MK6_2_000067,has_marker,0.75,MK6_2_000067
marker:MK6_2_000067,evidence:competitor,has_evidence_channel,0.75,MK6_2_000067
concept:trace,lane:slavic_south,has_lane,0.75,MK6_2_000068
lane:slavic_south,lang:bg,has_language,0.75,MK6_2_000068
lang:bg,marker:MK6_2_000068,has_marker,0.75,MK6_2_000068
marker:MK6_2_000068,evidence:support,has_evidence_channel,0.75,MK6_2_000068
concept:covariant,lane:controlled_arabic,has_lane,0.2,MK6_2_000069
lane:controlled_arabic,lang:ar,has_language,0.2,MK6_2_000069
lang:ar,marker:MK6_2_000069,has_marker,0.2,MK6_2_000069
marker:MK6_2_000069,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000069
concept:covariant,lane:persianate,has_lane,0.2,MK6_2_000070
lane:persianate,lang:fa,has_language,0.2,MK6_2_000070
lang:fa,marker:MK6_2_000070,has_marker,0.2,MK6_2_000070
marker:MK6_2_000070,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000070
concept:covariant,lane:malay_indonesian,has_lane,0.2,MK6_2_000071
lane:malay_indonesian,lang:my_id,has_language,0.2,MK6_2_000071
lang:my_id,marker:MK6_2_000071,has_marker,0.2,MK6_2_000071
marker:MK6_2_000071,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000071
concept:determinant,lane:slavic_east,has_lane,0.6,MK6_2_000072
lane:slavic_east,lang:uk,has_language,0.6,MK6_2_000072
lang:uk,marker:MK6_2_000072,has_marker,0.6,MK6_2_000072
marker:MK6_2_000072,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000072
concept:determinant,lane:slavic_east,has_lane,0.6,MK6_2_000073
lane:slavic_east,lang:ru,has_language,0.6,MK6_2_000073
lang:ru,marker:MK6_2_000073,has_marker,0.6,MK6_2_000073
marker:MK6_2_000073,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000073
concept:determinant,lane:slavic_west,has_lane,0.75,MK6_2_000074
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000074
lang:cs,marker:MK6_2_000074,has_marker,0.75,MK6_2_000074
marker:MK6_2_000074,evidence:support,has_evidence_channel,0.75,MK6_2_000074
concept:determinant,lane:slavic_west,has_lane,0.75,MK6_2_000075
lane:slavic_west,lang:sk,has_language,0.75,MK6_2_000075
lang:sk,marker:MK6_2_000075,has_marker,0.75,MK6_2_000075
marker:MK6_2_000075,evidence:support,has_evidence_channel,0.75,MK6_2_000075
concept:determinant,lane:slavic_west,has_lane,0.75,MK6_2_000076
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000076
lang:pl,marker:MK6_2_000076,has_marker,0.75,MK6_2_000076
marker:MK6_2_000076,evidence:competitor,has_evidence_channel,0.75,MK6_2_000076
concept:determinant,lane:slavic_south,has_lane,0.75,MK6_2_000077
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000077
lang:sl,marker:MK6_2_000077,has_marker,0.75,MK6_2_000077
marker:MK6_2_000077,evidence:support,has_evidence_channel,0.75,MK6_2_000077
concept:determinant,lane:slavic_south,has_lane,0.75,MK6_2_000078
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000078
lang:hr_sr,marker:MK6_2_000078,has_marker,0.75,MK6_2_000078
marker:MK6_2_000078,evidence:support,has_evidence_channel,0.75,MK6_2_000078
concept:determinant,lane:controlled_arabic,has_lane,0.6,MK6_2_000079
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000079
lang:ar,marker:MK6_2_000079,has_marker,0.6,MK6_2_000079
marker:MK6_2_000079,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000079
concept:determinant,lane:persianate,has_lane,0.6,MK6_2_000080
lane:persianate,lang:fa,has_language,0.6,MK6_2_000080
lang:fa,marker:MK6_2_000080,has_marker,0.6,MK6_2_000080
marker:MK6_2_000080,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000080
concept:determinant,lane:malay_indonesian,has_lane,0.6,MK6_2_000081
lane:malay_indonesian,lang:my_id,has_language,0.6,MK6_2_000081
lang:my_id,marker:MK6_2_000081,has_marker,0.6,MK6_2_000081
marker:MK6_2_000081,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000081
concept:polynomial,lane:slavic_east,has_lane,0.6,MK6_2_000082
lane:slavic_east,lang:uk,has_language,0.6,MK6_2_000082
lang:uk,marker:MK6_2_000082,has_marker,0.6,MK6_2_000082
marker:MK6_2_000082,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000082
concept:polynomial,lane:interslavic,has_lane,0.6,MK6_2_000083
lane:interslavic,lang:isv,has_language,0.6,MK6_2_000083
lang:isv,marker:MK6_2_000083,has_marker,0.6,MK6_2_000083
marker:MK6_2_000083,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000083
concept:polynomial,lane:interslavic,has_lane,0.6,MK6_2_000084
lane:interslavic,lang:isv_cyr,has_language,0.6,MK6_2_000084
lang:isv_cyr,marker:MK6_2_000084,has_marker,0.6,MK6_2_000084
marker:MK6_2_000084,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000084
concept:polynomial,lane:slavic_west,has_lane,0.75,MK6_2_000085
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000085
lang:cs,marker:MK6_2_000085,has_marker,0.75,MK6_2_000085
marker:MK6_2_000085,evidence:support,has_evidence_channel,0.75,MK6_2_000085
concept:polynomial,lane:slavic_west,has_lane,0.75,MK6_2_000086
lane:slavic_west,lang:sk,has_language,0.75,MK6_2_000086
lang:sk,marker:MK6_2_000086,has_marker,0.75,MK6_2_000086
marker:MK6_2_000086,evidence:support,has_evidence_channel,0.75,MK6_2_000086
concept:polynomial,lane:slavic_west,has_lane,0.75,MK6_2_000087
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000087
lang:pl,marker:MK6_2_000087,has_marker,0.75,MK6_2_000087
marker:MK6_2_000087,evidence:competitor,has_evidence_channel,0.75,MK6_2_000087
concept:polynomial,lane:slavic_south,has_lane,0.75,MK6_2_000088
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000088
lang:sl,marker:MK6_2_000088,has_marker,0.75,MK6_2_000088
marker:MK6_2_000088,evidence:support,has_evidence_channel,0.75,MK6_2_000088
concept:polynomial,lane:slavic_south,has_lane,0.75,MK6_2_000089
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000089
lang:hr_sr,marker:MK6_2_000089,has_marker,0.75,MK6_2_000089
marker:MK6_2_000089,evidence:support,has_evidence_channel,0.75,MK6_2_000089
concept:polynomial,lane:controlled_arabic,has_lane,0.6,MK6_2_000090
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000090
lang:ar,marker:MK6_2_000090,has_marker,0.6,MK6_2_000090
marker:MK6_2_000090,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000090
concept:polynomial,lane:persianate,has_lane,0.6,MK6_2_000091
lane:persianate,lang:fa,has_language,0.6,MK6_2_000091
lang:fa,marker:MK6_2_000091,has_marker,0.6,MK6_2_000091
marker:MK6_2_000091,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000091
concept:polynomial,lane:malay_indonesian,has_lane,0.6,MK6_2_000092
lane:malay_indonesian,lang:my_id,has_language,0.6,MK6_2_000092
lang:my_id,marker:MK6_2_000092,has_marker,0.6,MK6_2_000092
marker:MK6_2_000092,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000092
