"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P10-ZH-X014","P10-ZH-T014","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_C_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_C_TRANSLATOR_RETURN.md discontinuity entries","extrem unstetig / total unstetig","极端不连续 / 完全不连续","極端不連續 / 完全不連續","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","极端不连续 is locally defined by arbitrary approximation of prescribed output values near every input.","ordinary pointwise discontinuity; 处处不连续 automatically; identification of extrem and total without the source distinction","mixed/contested","Qualitative debt: the producer calques are intelligible in Mainland prose but are not asserted as community-standard labels, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X015","P10-ZH-T015","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_B_TRANSLATOR_RETURN.md Wohlordnung rows","Wohlordnung / Wohlordnungssatz","良序 / 良序定理","良序 / 良序定理","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A total order in which every nonempty subset has a least element, used in the producer's transfinite construction.","a merely convenient or aesthetically good ordering; ordinary ascending numerical order","modern Sino-xenic coinage/calque","Qualitative debt: 良序 is strongly Mainland-normalized, while theorem naming and regional forms were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X016","P10-ZH-T016","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_B_TRANSLATOR_RETURN.md Mächtigkeit rows","Mächtigkeit","势","勢","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","Cardinality, including equality with the cardinality of the continuum.","algebraic power or exponent; physical strength; analytic magnitude; measure","mixed/contested","Qualitative debt: 势 is established Mainland set-theory shorthand but collides with ordinary meanings and regional 基數 preferences were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X017","P10-ZH-T017","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex note defining coefficients; worker_returns/P10_A_TRANSLATOR_RETURN.md row rationale Funktion","rationale Funktion","有理函数","有理函數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A quotient of polynomials with rational-number coefficients, as the producer note states.","a function taking only rational values; ordinary-language rational behavior; any rational function over an unstated coefficient field","modern Sino-xenic coinage/calque","Qualitative debt: 有理函数 is standard Mainland wording but hides the local coefficient restriction, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X018","P10-ZH-T018","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex relation argument; worker_returns/P10_B_TRANSLATOR_RETURN.md row ganze rationale Funktion","ganze rationale Funktion","整有理函数","整有理函數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","The polynomial-like numerator functions H used to transport vanishing and nonvanishing relations.","an entire holomorphic function; any rational function with poles; an integer-valued function","mixed/contested","Qualitative debt: 整有理函数 is a literal Mainland producer form with serious entire-function and polynomial attractors, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X019","P10-ZH-T019","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_B_TRANSLATOR_RETURN.md row Abbildungskörper","Abbildungskörper","映射域","映射域","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A field of images with transported operations.","a bare codomain; scalar range; a geometric image; the mapping function itself","mixed/contested","Qualitative debt: 映射域 is Mainland-readable but 像域 may be more idiomatic and regional standards were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X020","P10-ZH-T020","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_B_TRANSLATOR_RETURN.md irreduzible row","irreduzible Gleichung / Funktion","不可约方程 / 不可约函数","不可約方程 / 不可約函數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","Polynomial irreducibility in the local field-extension induction.","an irreducible differential equation; an arbitrary unsimplifiable function; prime numbers; topological connectedness","mixed/contested","Qualitative debt: 不可约 is Mainland-standard-looking, while 方程/函数 reflects historical nouns and requires checker attention; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X021","P10-ZH-T021","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex clauses defining f(vartheta); worker_returns/P10_B_TRANSLATOR_RETURN.md row Nullstelle","Nullstelle","根","根","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A root of the one displayed polynomial relation in the construction.","a zero coefficient; the origin; a common zero of an ideal; an empty position","Sino-xenic inherited","Qualitative debt: 根 is deeply normalized in Mainland algebra but 零点 and regional context choices were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X022","P10-ZH-T022","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex concluding induction; worker_returns/P10_B_TRANSLATOR_RETURN.md row Adjunktion","Adjunktion","添入","添入","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","Field adjunction with closure under the relevant field operations.","an adjoint operator; grammatical adjunct; bare set union; informal addition with no generated field","mixed/contested","Qualitative debt: 添入 is plain Mainland producer prose rather than a fixed technical noun, and 添元/adjunction regional practice was not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X023","P10-ZH-T023","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex final abstract-field paragraph; worker_returns/P10_B_TRANSLATOR_RETURN.md row Primkörper","Primkörper","素域","素域","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","The smallest subfield of the abstract field in the producer explanation.","a prime ideal; a field consisting of prime numbers; any initially chosen coefficient field","modern Sino-xenic coinage/calque","Qualitative debt: 素域 is standard-looking Mainland terminology but can attract prime-ideal senses and regional 体/域 choices were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X024","P10-ZH-T024","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex well-order induction; worker_returns/P10_B_TRANSLATOR_RETURN.md row Induktionsschluß","Induktionsschluß","归纳论证","歸納論證","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A possibly transfinite induction step tied to the well-order construction.","empirical induction; finite induction on polynomial degree automatically; a mere concluding inference","modern Sino-xenic coinage/calque","Qualitative debt: 归纳论证 is neutral Mainland prose but may understate transfinite structure, and regional terminology was not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X025","P10-ZH-T025","segments/zh-Hans-CN/P10_C_zh-Hans-CN.tex rank discussion; worker_returns/P10_C_TRANSLATOR_RETURN.md proposal P10-C-ZH-P002","Unstetigkeitswerte","不连续性值","不連續性值","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","Attainable or approximable output values associated with the source-defined extreme discontinuity.","input discontinuity points; ordinary function values; cluster values with an imported modern limit-theory definition","modern Sino-xenic coinage/calque","Qualitative debt: 不连续性值 is a transparent Mainland producer coinage with no community or regional validation; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X026","P10-ZH-T026","segments/zh-Hans-CN/P10_C_zh-Hans-CN.tex numbered rank cases; worker_returns/P10_C_TRANSLATOR_RETURN.md proposal P10-C-ZH-P003","Rang vier/drei/zwei/eins","秩为四/三/二/一","秩為四/三/二/一","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","No relation gives rank four; one, two, or three relations give rank three, two, or one.","matrix rank without the local definition; group order; polynomial degree; 四阶/三阶","modern Sino-xenic coinage/calque","Qualitative debt: 秩 is standard Mainland linear-algebra vocabulary, but the unusual local convention and regional phrasing require independent review; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P10-ZH-X027","P10-ZH-T027","segments/zh-Hans-CN/P10_C_zh-Hans-CN.tex rank-four and rank-three cases; worker_returns/P10_C_TRANSLATOR_RETURN.md proposal P10-C-ZH-P004","lineare Mannigfaltigkeit","线性流形","線性流形","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","The family determined by the displayed real linear relations; modern affine-versus-linear refinement remains open.","a modern smooth manifold with asserted differentiable structure; an algebraic variety automatically; a vector space necessarily through the origin","mixed/contested","Qualitative debt: 线性流形 is a Mainland-oriented historical calque that may over-specify modern structure and has no regional validation; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
