"adverse_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_choice","trap_or_adverse_reading","contextual_reason_for_exclusion","alternative_held_for_independent_review","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_status","review_state"
"P10-ZH-A011","P10-ZH-T011","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_B_TRANSLATOR_RETURN.md rows Abschnittskörper","Abschnittskörper","截段域","a geometric section field; a piecewise domain; an arbitrary subfield unrelated to the well-order","A well-order initial-segment field in the induction.","初段域; 前段域; 截域","mixed/contested","Qualitative debt: 截段域 is a transparent Mainland coinage without external historical evidence, while 初段域 is a strong alternate; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A012","P10-ZH-T012","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex section 1; worker_returns/P10_A_TRANSLATOR_RETURN.md row Integritätsbereich","Integritätsbereich","整环","an integrally closed domain; a complete ring; an integer-only domain; a field automatically","A commutative domain without zero divisors in the local mapping definition.","整域; 无零因子环; 完整域","modern Sino-xenic coinage/calque","Qualitative debt: 整环 is Mainland-standard-looking, while 整域 and regional 环/環 conventions were not independently researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A013","P10-ZH-T013","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_C_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_C_TRANSLATOR_RETURN.md Wertsystem entries","Wertsystem","值组 / 值系统","an ethical value system; one scalar value; an independently adjudicated tuple structure","Plural or organized values in the basis construction and complex-value discussion.","值系; 数值组; 复数值组","mixed/contested","Qualitative debt: A and C diverge between 值组 and 值系统 in Mainland prose, while regional practice is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A014","P10-ZH-T014","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_C_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_C_TRANSLATOR_RETURN.md discontinuity entries","extrem unstetig / total unstetig","极端不连续 / 完全不连续","ordinary pointwise discontinuity; 处处不连续 automatically; identification of extrem and total without the source distinction","极端不连续 is locally defined by arbitrary approximation of prescribed output values near every input.","极度不连续; 处处不连续; 全不连续","mixed/contested","Qualitative debt: the producer calques are intelligible in Mainland prose but are not asserted as community-standard labels, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A015","P10-ZH-T015","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_B_TRANSLATOR_RETURN.md Wohlordnung rows","Wohlordnung / Wohlordnungssatz","良序 / 良序定理","a merely convenient or aesthetically good ordering; ordinary ascending numerical order","A total order in which every nonempty subset has a least element, used in the producer's transfinite construction.","良序关系; 良排序; 良序原理","modern Sino-xenic coinage/calque","Qualitative debt: 良序 is strongly Mainland-normalized, while theorem naming and regional forms were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A016","P10-ZH-T016","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_B_TRANSLATOR_RETURN.md Mächtigkeit rows","Mächtigkeit","势","algebraic power or exponent; physical strength; analytic magnitude; measure","Cardinality, including equality with the cardinality of the continuum.","基数; 势数; 集合势","mixed/contested","Qualitative debt: 势 is established Mainland set-theory shorthand but collides with ordinary meanings and regional 基數 preferences were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A017","P10-ZH-T017","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex note defining coefficients; worker_returns/P10_A_TRANSLATOR_RETURN.md row rationale Funktion","rationale Funktion","有理函数","a function taking only rational values; ordinary-language rational behavior; any rational function over an unstated coefficient field","A quotient of polynomials with rational-number coefficients, as the producer note states.","有理数系数有理函数; 分式函数; 有理式","modern Sino-xenic coinage/calque","Qualitative debt: 有理函数 is standard Mainland wording but hides the local coefficient restriction, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A018","P10-ZH-T018","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex relation argument; worker_returns/P10_B_TRANSLATOR_RETURN.md row ganze rationale Funktion","ganze rationale Funktion","整有理函数","an entire holomorphic function; any rational function with poles; an integer-valued function","The polynomial-like numerator functions H used to transport vanishing and nonvanishing relations.","整式有理函数; 多项式; 有理整函数","mixed/contested","Qualitative debt: 整有理函数 is a literal Mainland producer form with serious entire-function and polynomial attractors, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A019","P10-ZH-T019","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_B_TRANSLATOR_RETURN.md row Abbildungskörper","Abbildungskörper","映射域","a bare codomain; scalar range; a geometric image; the mapping function itself","A field of images with transported operations.","像域; 映像域; 映射体","mixed/contested","Qualitative debt: 映射域 is Mainland-readable but 像域 may be more idiomatic and regional standards were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A020","P10-ZH-T020","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_B_TRANSLATOR_RETURN.md irreduzible row","irreduzible Gleichung / Funktion","不可约方程 / 不可约函数","an irreducible differential equation; an arbitrary unsimplifiable function; prime numbers; topological connectedness","Polynomial irreducibility in the local field-extension induction.","不可约多项式; 既约不可分解式; 不可分解方程","mixed/contested","Qualitative debt: 不可约 is Mainland-standard-looking, while 方程/函数 reflects historical nouns and requires checker attention; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A021","P10-ZH-T021","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex clauses defining f(vartheta); worker_returns/P10_B_TRANSLATOR_RETURN.md row Nullstelle","Nullstelle","根","a zero coefficient; the origin; a common zero of an ideal; an empty position","A root of the one displayed polynomial relation in the construction.","零点; 方程根; 零根","Sino-xenic inherited","Qualitative debt: 根 is deeply normalized in Mainland algebra but 零点 and regional context choices were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A022","P10-ZH-T022","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex concluding induction; worker_returns/P10_B_TRANSLATOR_RETURN.md row Adjunktion","Adjunktion","添入","an adjoint operator; grammatical adjunct; bare set union; informal addition with no generated field","Field adjunction with closure under the relevant field operations.","伴随; 扩充; 添加; 添元","mixed/contested","Qualitative debt: 添入 is plain Mainland producer prose rather than a fixed technical noun, and 添元/adjunction regional practice was not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A023","P10-ZH-T023","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex final abstract-field paragraph; worker_returns/P10_B_TRANSLATOR_RETURN.md row Primkörper","Primkörper","素域","a prime ideal; a field consisting of prime numbers; any initially chosen coefficient field","The smallest subfield of the abstract field in the producer explanation.","基本域; 最小子域; prime field","modern Sino-xenic coinage/calque","Qualitative debt: 素域 is standard-looking Mainland terminology but can attract prime-ideal senses and regional 体/域 choices were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A024","P10-ZH-T024","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex well-order induction; worker_returns/P10_B_TRANSLATOR_RETURN.md row Induktionsschluß","Induktionsschluß","归纳论证","empirical induction; finite induction on polynomial degree automatically; a mere concluding inference","A possibly transfinite induction step tied to the well-order construction.","归纳推理; 超限归纳步骤; 归纳法","modern Sino-xenic coinage/calque","Qualitative debt: 归纳论证 is neutral Mainland prose but may understate transfinite structure, and regional terminology was not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A025","P10-ZH-T025","segments/zh-Hans-CN/P10_C_zh-Hans-CN.tex rank discussion; worker_returns/P10_C_TRANSLATOR_RETURN.md proposal P10-C-ZH-P002","Unstetigkeitswerte","不连续性值","input discontinuity points; ordinary function values; cluster values with an imported modern limit-theory definition","Attainable or approximable output values associated with the source-defined extreme discontinuity.","不连续值; 聚值; 极限值","modern Sino-xenic coinage/calque","Qualitative debt: 不连续性值 is a transparent Mainland producer coinage with no community or regional validation; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A026","P10-ZH-T026","segments/zh-Hans-CN/P10_C_zh-Hans-CN.tex numbered rank cases; worker_returns/P10_C_TRANSLATOR_RETURN.md proposal P10-C-ZH-P003","Rang vier/drei/zwei/eins","秩为四/三/二/一","matrix rank without the local definition; group order; polynomial degree; 四阶/三阶","No relation gives rank four; one, two, or three relations give rank three, two, or one.","四秩/三秩; 四阶/三阶; rank 4/rank 3","modern Sino-xenic coinage/calque","Qualitative debt: 秩 is standard Mainland linear-algebra vocabulary, but the unusual local convention and regional phrasing require independent review; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P10-ZH-A027","P10-ZH-T027","segments/zh-Hans-CN/P10_C_zh-Hans-CN.tex rank-four and rank-three cases; worker_returns/P10_C_TRANSLATOR_RETURN.md proposal P10-C-ZH-P004","lineare Mannigfaltigkeit","线性流形","a modern smooth manifold with asserted differentiable structure; an algebraic variety automatically; a vector space necessarily through the origin","The family determined by the displayed real linear relations; modern affine-versus-linear refinement remains open.","线性簇; 线性多样体; 线性空间; 仿射流形","mixed/contested","Qualitative debt: 线性流形 is a Mainland-oriented historical calque that may over-specify modern structure and has no regional validation; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
