"decision_id","source_locator","exact_german_phrase","concept_scope","zh_hans_cn_choice","sense_window","excluded_senses","alternatives_considered","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_form","controlled_hant_status","independent_check_status","producer_note"
"P10-ZH-T011","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_B_TRANSLATOR_RETURN.md rows Abschnittskörper","Abschnittskörper","the field generated by rational combinations of basis elements preceding a fixed element in the well-order","截段域","A well-order initial-segment field in the induction.","a geometric section field; a piecewise domain; an arbitrary subfield unrelated to the well-order","初段域; 前段域; 截域","mixed/contested","Qualitative debt: 截段域 is a transparent Mainland coinage without external historical evidence, while 初段域 is a strong alternate; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","截段域","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The repeated producer choice is not claimed as established terminology."
"P10-ZH-T012","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex section 1; worker_returns/P10_A_TRANSLATOR_RETURN.md row Integritätsbereich","Integritätsbereich","an integral domain contrasted with a field because quotients need not remain inside it","整环","A commutative domain without zero divisors in the local mapping definition.","an integrally closed domain; a complete ring; an integer-only domain; a field automatically","整域; 无零因子环; 完整域","modern Sino-xenic coinage/calque","Qualitative debt: 整环 is Mainland-standard-looking, while 整域 and regional 环/環 conventions were not independently researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","整環","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The producer intentionally chose 整环 over the drafting witness's 整域."
"P10-ZH-T013","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_C_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_C_TRANSLATOR_RETURN.md Wertsystem entries","Wertsystem","a grouped assignment or system of function values","值组 / 值系统","Plural or organized values in the basis construction and complex-value discussion.","an ethical value system; one scalar value; an independently adjudicated tuple structure","值系; 数值组; 复数值组","mixed/contested","Qualitative debt: A and C diverge between 值组 and 值系统 in Mainland prose, while regional practice is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","值組 / 值系統","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The internal producer variation remains explicit."
"P10-ZH-T014","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_C_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_C_TRANSLATOR_RETURN.md discontinuity entries","extrem unstetig / total unstetig","historical labels for a locally dense-output property and a differently used literature term","极端不连续 / 完全不连续","极端不连续 is locally defined by arbitrary approximation of prescribed output values near every input.","ordinary pointwise discontinuity; 处处不连续 automatically; identification of extrem and total without the source distinction","极度不连续; 处处不连续; 全不连续","mixed/contested","Qualitative debt: the producer calques are intelligible in Mainland prose but are not asserted as community-standard labels, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","極端不連續 / 完全不連續","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The source-defined distinction is retained as an adverse-control pair."
"P10-ZH-T015","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_B_TRANSLATOR_RETURN.md Wohlordnung rows","Wohlordnung / Wohlordnungssatz","a well-order and the theorem used to select and construct bases","良序 / 良序定理","A total order in which every nonempty subset has a least element, used in the producer's transfinite construction.","a merely convenient or aesthetically good ordering; ordinary ascending numerical order","良序关系; 良排序; 良序原理","modern Sino-xenic coinage/calque","Qualitative debt: 良序 is strongly Mainland-normalized, while theorem naming and regional forms were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","良序 / 良序定理","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The producer files use a stable surface form."
"P10-ZH-T016","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_A_TRANSLATOR_RETURN.md and P10_B_TRANSLATOR_RETURN.md Mächtigkeit rows","Mächtigkeit","set-theoretic cardinality of the bases and the continuum","势","Cardinality, including equality with the cardinality of the continuum.","algebraic power or exponent; physical strength; analytic magnitude; measure","基数; 势数; 集合势","mixed/contested","Qualitative debt: 势 is established Mainland set-theory shorthand but collides with ordinary meanings and regional 基數 preferences were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","勢","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The cardinality sense is made explicit in every evidence row."
"P10-ZH-T017","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex note defining coefficients; worker_returns/P10_A_TRANSLATOR_RETURN.md row rationale Funktion","rationale Funktion","a rational function whose coefficients are also rational numbers in the local convention","有理函数","A quotient of polynomials with rational-number coefficients, as the producer note states.","a function taking only rational values; ordinary-language rational behavior; any rational function over an unstated coefficient field","有理数系数有理函数; 分式函数; 有理式","modern Sino-xenic coinage/calque","Qualitative debt: 有理函数 is standard Mainland wording but hides the local coefficient restriction, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","有理函數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The sense window carries the source-note restriction recorded by the producer."
"P10-ZH-T018","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex relation argument; worker_returns/P10_B_TRANSLATOR_RETURN.md row ganze rationale Funktion","ganze rationale Funktion","a historical rational expression with no effective denominator in the local identity argument","整有理函数","The polynomial-like numerator functions H used to transport vanishing and nonvanishing relations.","an entire holomorphic function; any rational function with poles; an integer-valued function","整式有理函数; 多项式; 有理整函数","mixed/contested","Qualitative debt: 整有理函数 is a literal Mainland producer form with serious entire-function and polynomial attractors, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","整有理函數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The B return explicitly marks the historical class as open."
"P10-ZH-T019","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_B_TRANSLATOR_RETURN.md row Abbildungskörper","Abbildungskörper","the image field corresponding to a source or initial-segment field under the map","映射域","A field of images with transported operations.","a bare codomain; scalar range; a geometric image; the mapping function itself","像域; 映像域; 映射体","mixed/contested","Qualitative debt: 映射域 is Mainland-readable but 像域 may be more idiomatic and regional standards were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","映射域","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The row is distinct from Abbildungssystem but leaves possible convergence open."
"P10-ZH-T020","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex; worker_returns/P10_B_TRANSLATOR_RETURN.md irreduzible row","irreduzible Gleichung / Funktion","the irreducible polynomial relation over the stated initial-segment field and its transported counterpart","不可约方程 / 不可约函数","Polynomial irreducibility in the local field-extension induction.","an irreducible differential equation; an arbitrary unsimplifiable function; prime numbers; topological connectedness","不可约多项式; 既约不可分解式; 不可分解方程","mixed/contested","Qualitative debt: 不可约 is Mainland-standard-looking, while 方程/函数 reflects historical nouns and requires checker attention; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","不可約方程 / 不可約函數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The producer does not normalize the historical Funktion to 多项式 silently."
"P10-ZH-T021","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex clauses defining f(vartheta); worker_returns/P10_B_TRANSLATOR_RETURN.md row Nullstelle","Nullstelle","a value annihilating the displayed irreducible polynomial relation","根","A root of the one displayed polynomial relation in the construction.","a zero coefficient; the origin; a common zero of an ideal; an empty position","零点; 方程根; 零根","Sino-xenic inherited","Qualitative debt: 根 is deeply normalized in Mainland algebra but 零点 and regional context choices were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","根","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The producer prefers the equation-root reading over a literal zero-place calque."
"P10-ZH-T022","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex concluding induction; worker_returns/P10_B_TRANSLATOR_RETURN.md row Adjunktion","Adjunktion","adjoining a basis element to an isomorphic initial-segment field","添入","Field adjunction with closure under the relevant field operations.","an adjoint operator; grammatical adjunct; bare set union; informal addition with no generated field","伴随; 扩充; 添加; 添元","mixed/contested","Qualitative debt: 添入 is plain Mainland producer prose rather than a fixed technical noun, and 添元/adjunction regional practice was not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","添入","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The action-oriented form follows the translated segment."
"P10-ZH-T023","segments/zh-Hans-CN/P10_B_zh-Hans-CN.tex final abstract-field paragraph; worker_returns/P10_B_TRANSLATOR_RETURN.md row Primkörper","Primkörper","the prime subfield generated from the unit by field operations","素域","The smallest subfield of the abstract field in the producer explanation.","a prime ideal; a field consisting of prime numbers; any initially chosen coefficient field","基本域; 最小子域; prime field","modern Sino-xenic coinage/calque","Qualitative debt: 素域 is standard-looking Mainland terminology but can attract prime-ideal senses and regional 体/域 choices were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","素域","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The sense window binds 素 to the prime-subfield construction."
"P10-ZH-T024","segments/zh-Hans-CN/P10_A_zh-Hans-CN.tex and P10_B_zh-Hans-CN.tex well-order induction; worker_returns/P10_B_TRANSLATOR_RETURN.md row Induktionsschluß","Induktionsschluß","the induction along the well-order propagating isomorphism of successive initial-segment fields","归纳论证","A possibly transfinite induction step tied to the well-order construction.","empirical induction; finite induction on polynomial degree automatically; a mere concluding inference","归纳推理; 超限归纳步骤; 归纳法","modern Sino-xenic coinage/calque","Qualitative debt: 归纳论证 is neutral Mainland prose but may understate transfinite structure, and regional terminology was not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","歸納論證","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The alternatives retain the stronger 超限 cue for checker review."
"P10-ZH-T025","segments/zh-Hans-CN/P10_C_zh-Hans-CN.tex rank discussion; worker_returns/P10_C_TRANSLATOR_RETURN.md proposal P10-C-ZH-P002","Unstetigkeitswerte","output values locally approachable by the function near the input under discussion","不连续性值","Attainable or approximable output values associated with the source-defined extreme discontinuity.","input discontinuity points; ordinary function values; cluster values with an imported modern limit-theory definition","不连续值; 聚值; 极限值","modern Sino-xenic coinage/calque","Qualitative debt: 不连续性值 is a transparent Mainland producer coinage with no community or regional validation; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","不連續性值","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The row explicitly distinguishes values from points of discontinuity."
"P10-ZH-T026","segments/zh-Hans-CN/P10_C_zh-Hans-CN.tex numbered rank cases; worker_returns/P10_C_TRANSLATOR_RETURN.md proposal P10-C-ZH-P003","Rang vier/drei/zwei/eins","the source-defined rank determined inversely by the number of independent linear relations among x,y,X,Y","秩为四/三/二/一","No relation gives rank four; one, two, or three relations give rank three, two, or one.","matrix rank without the local definition; group order; polynomial degree; 四阶/三阶","四秩/三秩; 四阶/三阶; rank 4/rank 3","modern Sino-xenic coinage/calque","Qualitative debt: 秩 is standard Mainland linear-algebra vocabulary, but the unusual local convention and regional phrasing require independent review; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","秩為四/三/二/一","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The graph keeps the source-defined relation count in the sense node."
"P10-ZH-T027","segments/zh-Hans-CN/P10_C_zh-Hans-CN.tex rank-four and rank-three cases; worker_returns/P10_C_TRANSLATOR_RETURN.md proposal P10-C-ZH-P004","lineare Mannigfaltigkeit","a one- or two-dimensional historical linear family of locally approachable values","线性流形","The family determined by the displayed real linear relations; modern affine-versus-linear refinement remains open.","a modern smooth manifold with asserted differentiable structure; an algebraic variety automatically; a vector space necessarily through the origin","线性簇; 线性多样体; 线性空间; 仿射流形","mixed/contested","Qualitative debt: 线性流形 is a Mainland-oriented historical calque that may over-specify modern structure and has no regional validation; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 10 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","線性流形","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The C return explicitly leaves affine-versus-linear modernization to a checker."
