relative_path,rule_id,occurrences,source_sha256,public_sha256,semantic_scope
CANON_BINDER_RECEIPT_20260804.md,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,4,672567B27EF2AB80AE0158F3EBBEA8255D86F0AA6876AF8A88EB81D0C29A9EFC,C437F825E6259B253F9BC6F032CB07DA6EA2BE7157655D27FC7534783FC8547D,private path/operator token only; mathematical text unchanged
evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.jsonl,OPERATOR_NAME,269,D825FC810574A54CDD3B7C97370EC5FFCA8F21A567664D721C2C6FA8EFF021F7,0B0060C4BD7E7FCD8C64B32BC065422FFACB9F917B6F3D83EEB516E3AE2734D7,private path/operator token only; mathematical text unchanged
evidence/structural_index/build_and_validate_structural_index.ps1,PRIVATE_INTERLANGUAGE_ROOT,1,26F7DCBFE1F9D407A9845BD331F02B60D4D7026F5B389C130B4CC50F5852FC85,D516A45D7F19C8C41140B7D5E0DA8DA66A9D5D2957FC3EADBE3515CD668932C1,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U01_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0,3C2A1B50F99DCAFBAA63D1FAE0FEE053F5E1394CCD4EEFD7CA8413E8CC8A442A,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U02_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E,AA1B383FEE2133352AC532AC569583155E4926A2BB5EB91187BB88F5F9626F07,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U03_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF,B960A139FD8A6D770985CC5AB802148162F4330534E6DA56D6BCEE01AAB6B3B6,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U04_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,16D83FC0EE14E8CE45B530946A0F490A04B36985303A6670868EBC31822779CD,946B463A475EB45D9A9D94D4D1C5FA13FE4884151C061B45EDEB25B157D0B2CD,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U05_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0,70461AD48CED9494079529B19C640E219171A6CC71AA28A43B8B4C21102868B7,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U06_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,DEB580BB167B165B3DE40777A9F18B9E6D356FBE3CB2E552BB202E374E99A164,794BE6CD2B10151FC9B7DB3159762B6F554657DE5EE9FACD0B2FA707A540845F,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U07_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,458C2DEF857180D29A71BE9E977498EA50C8688CB0297CA87E79AE0CE2EF505A,0F8CA16ECC03B72C6AC3239EA924FA88AB2DC870EC8E192E17A70C9D50AB4DE4,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U08_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,D231193F8933E00701296564D113A677A505FCE761FF1F0DDC2EAB0B07D90D12,89CB6A42C1E4F894293E173CB595CEE6DEC347B6E402224B0A35FAC8D1D465A8,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U09_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,0051DCA8B4FF39B374FBE61D88BBF39F0E99A9A767B28073B2212A967C4DA00A,0A641B4CAF7D95D64E60703CC99188C1BBC9E3A25FFE1A1F374312F8755126CE,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U10_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,B3A79835C998F7C056C6C7721C432EEE4DE6ED5D54B652FC242B7C3C814EC7A0,A0CEBC77C8B5BA36FA9BD2A36A6B4CF6B982E21D8B9EFFE712BF637E5FE712A5,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U11_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,A0DD197BA74A1C065B18652C1C8EA830E56461C5C23A73E1020011ECA9E1FE84,EF08977FF0DEFD6F01AD66DDED6773C75AF2A7905CA5998C05C3653DC30560A1,private path/operator token only; mathematical text unchanged
targets/Noether_P41_Korean_U12_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,33E5D1EBE1620A9AD2E3E4E22EB6E3689D0CBDC238010306CF62083A8DA517E3,77A99E8F9338D4A12456C59BEABC74DCD267449BA4C5A393A6A8464F9ED75DC0,private path/operator token only; mathematical text unchanged
