authority_pdf_page	source_volume_page	paper_folio	archive_path	finding	disposition
11	255	255	old_recombined_qc/tex/Paper_23_original.tex	Broad prose agrees, but the candidate normalizes printed wording and drops subscripts and superscripts in the polynomial-form, Stokes, and nilpotent-tower formulas.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
11	255	255	diagram_witness/images/D023_p011_diag01.png	Page-local diagram witness compared only after source freeze; placement is informative, but every symbol, arrow, and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
11	255	255	diagram_witness/images/D023_p011_diag02.png	Page-local diagram witness compared only after source freeze; placement is informative, but every symbol, arrow, and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
11	255	255	diagram_witness/images/D023_p011_diag03.png	Page-local diagram witness compared only after source freeze; placement is informative, but every symbol, arrow, and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
12	256	256	batch06_current/tex/Paper_23_cleaned.tex	Broad prose agrees, but the candidate collapses the authority's distinction between tensor-R and tensor-sub-Q-R and does not preserve every Postnikov arrow label and orientation.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
12	256	256	old_recombined_qc/tex/Paper_23_original.tex	Broad prose agrees, but the candidate collapses the authority's distinction between tensor-R and tensor-sub-Q-R and does not preserve every Postnikov arrow label and orientation.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
12	256	256	diagram_witness/images/D023_p012_diag01.png	Page-local diagram witness compared only after source freeze; placement is informative, but every symbol, arrow, and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
12	256	256	diagram_witness/images/D023_p012_diag02.png	Page-local diagram witness compared only after source freeze; placement is informative, but every symbol, arrow, and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
12	256	256	diagram_witness/images/D023_p012_diag03.png	Page-local diagram witness compared only after source freeze; placement is informative, but every symbol, arrow, and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
13	257	257	batch06_current/tex/Paper_23_cleaned.tex	The inherited TeX changes the transgressive datum from alpha in H^k(F;Q) and a Q-polynomial representative to e in H^n(F;R) and a generic closed representative; it is not safe as authority. The inherited TeX writes the opening fibration variable as p rather than the authority glyph rho. The inherited TeX adds a tilde to the authority's unaccented universal-tower P_X and adds a subscript d to the later proof-definition domain of tilde-rho, even though that later authority line has an unsubscripted tensor product (the lemma statement above separately has tensor_d).	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
13	257	257	old_recombined_qc/tex/Paper_23_original.tex	The inherited TeX changes the transgressive datum from alpha in H^k(F;Q) and a Q-polynomial representative to e in H^n(F;R) and a generic closed representative; it is not safe as authority. The inherited TeX writes the opening fibration variable as p rather than the authority glyph rho. The inherited TeX adds a tilde to the authority's unaccented universal-tower P_X and adds a subscript d to the later proof-definition domain of tilde-rho, even though that later authority line has an unsubscripted tensor product (the lemma statement above separately has tensor_d).	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
13	257	257	diagram_witness/images/D023_p013_diag01.png	The overinclusive crop is a legible full-page witness covering the Postnikov paragraph, Hirsch Lemma 3.1, its proof maps, and the principal-fibration example. Every symbol and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
14	258	258	batch06_current/tex/Paper_23_cleaned.tex	The inherited TeX writes A(V_n^*) where the authority crop uses Lambda(V_n^*) and writes the differential domain as V_n without the star. The crop confirms that the source differential domain is V_n^*; the current frozen-snapshot marker below records whether the earlier V^* omission remains.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
14	258	258	old_recombined_qc/tex/Paper_23_original.tex	The inherited TeX writes A(V_n^*) where the authority crop uses Lambda(V_n^*) and writes the differential domain as V_n without the star. The crop confirms that the source differential domain is V_n^*; the current frozen-snapshot marker below records whether the earlier V^* omission remains.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
14	258	258	diagram_witness/images/D023_p014_diag01.png	The crop is a legible full-page witness covering the universal K(pi,n) fibration, Converse Hirsch Lemma 3.2, the six-arrow characteristic-class square, and the first composition diagram. Every symbol and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
15	259	259	batch06_current/tex/Paper_23_cleaned.tex	The inherited TeX changes the authority's long two-way arrow between M_X and P_X tensor Q to an isomorphism symbol. The inherited TeX substitutes pi_1(M_M) tensor_R C for the authority object pi_1(E_M^* tensor_R C), a semantic object change. diag01 supplies no mathematical witness and must not be counted as independent corroboration.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
15	259	259	old_recombined_qc/tex/Paper_23_original.tex	The inherited TeX changes the authority's long two-way arrow between M_X and P_X tensor Q to an isomorphism symbol. The inherited TeX substitutes pi_1(M_M) tensor_R C for the authority object pi_1(E_M^* tensor_R C), a semantic object change. diag01 supplies no mathematical witness and must not be counted as independent corroboration.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
15	259	259	diagram_witness/images/D023_p015_diag01.png	diag01 is a detector false positive containing only a running-header fragment; diag02 is the useful body crop and clearly shows the reverse composition, Theorem 3.3, Corollary 3.4, and map statements. Every symbol and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
15	259	259	diagram_witness/images/D023_p015_diag02.png	diag01 is a detector false positive containing only a running-header fragment; diag02 is the useful body crop and clearly shows the reverse composition, Theorem 3.3, Corollary 3.4, and map statements. Every symbol and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
16	260	260	batch06_current/tex/Paper_23_cleaned.tex	The inherited TeX changes the Massey representative to alpha wedge rho + (-1)^(a+1) sigma wedge gamma, changing order and variable assignment. The inherited TeX silently regularizes the visibly plural source wording to singular; it is therefore not a literal source witness.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
16	260	260	old_recombined_qc/tex/Paper_23_original.tex	The inherited TeX changes the Massey representative to alpha wedge rho + (-1)^(a+1) sigma wedge gamma, changing order and variable assignment. The inherited TeX silently regularizes the visibly plural source wording to singular; it is therefore not a literal source witness.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
16	260	260	diagram_witness/images/D023_p016_diag01.png	The crop is a legible full-page witness for Section 4, the Massey-product representative, four formality clauses, and the homotopy-commutative square. Every symbol and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
17	261	261	batch06_current/tex/Paper_23_cleaned.tex	The inherited TeX replaces the visible M_1^(1), M_2^(1) labels by M_(M^3)^(1), M_(M^3)^(2). The inherited TeX reverses the authority's psi/phi generator order and swaps their differentials, a semantic corruption. Its expanded algebra decomposition omits the visible V_1 term and does not literally match the authority's P[V_2 plus V_4 plus ...] tensor Lambda[V_1 plus V_3 plus ...].	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
17	261	261	old_recombined_qc/tex/Paper_23_original.tex	The inherited TeX replaces the visible M_1^(1), M_2^(1) labels by M_(M^3)^(1), M_(M^3)^(2). The inherited TeX reverses the authority's psi/phi generator order and swaps their differentials, a semantic corruption. Its expanded algebra decomposition omits the visible V_1 term and does not literally match the authority's P[V_2 plus V_4 plus ...] tensor Lambda[V_1 plus V_3 plus ...].	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
17	261	261	diagram_witness/images/D023_p017_diag01.png	diag01 contains the running header and top of the matrix; diag02 carries the remaining matrix/body, both nonformal examples, the algebra decomposition, Theorem 4.1, and the forward proof. Every symbol and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
17	261	261	diagram_witness/images/D023_p017_diag02.png	diag01 contains the running header and top of the matrix; diag02 carries the remaining matrix/body, both nonformal examples, the algebra decomposition, Theorem 4.1, and the forward proof. Every symbol and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
18	262	262	batch06_current/tex/Paper_23_cleaned.tex	The inherited TeX rewrites the conjugate exterior factor using T''(M)^* (mathematically related but not literal), adds Id to J restricted to T'(M), changes psi to phi, and omits p,q>=0. The inherited TeX supplies starred cohomology notation where the crop's printed notation is H_d(M) and H_(d^c)(M); no literal substitution is accepted from it.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
18	262	262	old_recombined_qc/tex/Paper_23_original.tex	The inherited TeX rewrites the conjugate exterior factor using T''(M)^* (mathematically related but not literal), adds Id to J restricted to T'(M), changes psi to phi, and omits p,q>=0. The inherited TeX supplies starred cohomology notation where the crop's printed notation is H_d(M) and H_(d^c)(M); no literal substitution is accepted from it.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
18	262	262	diagram_witness/images/D023_p018_diag01.png	The crop is a legible full-page witness for the converse of Theorem 4.1, the start of Section 5, the complex tangent/exterior decompositions, and the d^c identities. Every symbol and relation was independently resolved against the controlling authority raster.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
19	263	263	batch06_current/tex/Paper_23_cleaned.tex	The assigned inherited TeX span begins with 'On any complex manifold' and therefore does not contain or corroborate the page-top polar-coordinate paragraph or the three displayed formulas for d, d^c, and dd^c; those are corroborated only by the inherited pixel crop and remain controlled by the frozen source. Inherited TeX line 668 inserts a tensor product in sum_i omega_i tensor bar(omega_i), whereas the printed page and frozen source use juxtaposition sum_i omega_i bar(omega_i). This is a mathematical witness conflict, not a source correction. The inherited TeX combines the two printed (5.2) display lines into one numbered equation. Its formulas are otherwise present, but the printed display topology is not preserved exactly. Agreement between the cleaned and old TeX files is not independent corroboration because their assigned spans are identical; neither TeX witness is promoted.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
19	263	263	old_recombined_qc/tex/Paper_23_original.tex	The assigned inherited TeX span begins with 'On any complex manifold' and therefore does not contain or corroborate the page-top polar-coordinate paragraph or the three displayed formulas for d, d^c, and dd^c; those are corroborated only by the inherited pixel crop and remain controlled by the frozen source. Inherited TeX line 668 inserts a tensor product in sum_i omega_i tensor bar(omega_i), whereas the printed page and frozen source use juxtaposition sum_i omega_i bar(omega_i). This is a mathematical witness conflict, not a source correction. The inherited TeX combines the two printed (5.2) display lines into one numbered equation. Its formulas are otherwise present, but the printed display topology is not preserved exactly. Agreement between the cleaned and old TeX files is not independent corroboration because their assigned spans are identical; neither TeX witness is promoted.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
19	263	263	diagram_witness/images/D023_p019_diag01.png	The manifest-selected 1862x2700 page crop and 382x227 equation-detail crop were inspected at original resolution. Their pixels and both manifest rows agree on page 19 / folio 263, the declared crop hashes, and the bound prior source-PDF hash. Together they visibly retain the polar-coordinate d, d^c, and dd^c displays; the Hermitian pairing ending in T(M) with no prime; equation (5.1); the two metric displays; the Kähler definition; and both parts of (5.2). PASS records completion of this comparison only; every inherited object remains ZERO_ACCEPTED and no source-layer change is authorized.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
19	263	263	diagram_witness/images/D023_p019_diag02.png	The manifest-selected 1862x2700 page crop and 382x227 equation-detail crop were inspected at original resolution. Their pixels and both manifest rows agree on page 19 / folio 263, the declared crop hashes, and the bound prior source-PDF hash. Together they visibly retain the polar-coordinate d, d^c, and dd^c displays; the Hermitian pairing ending in T(M) with no prime; equation (5.1); the two metric displays; the Kähler definition; and both parts of (5.2). PASS records completion of this comparison only; every inherited object remains ZERO_ACCEPTED and no source-layer change is authorized.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
20	264	264	batch06_current/tex/Paper_23_cleaned.tex	Inherited TeX lines 683-685 replace the two printed defining equations by nabla_H(xi,eta)=d(xi,eta)-(nabla_H xi,eta)-(xi,nabla_H eta)=0 and omit the separate nabla_H'' xi=bar-partial xi display. Mentioning nabla_H^{0,1} later in prose does not restore the omitted equation. Inherited TeX line 698 writes the flat metric on C without the printed exponent n. Inherited TeX line 707 changes the printed proof direction (i) implies (ii) to (i) iff (ii); line 718 likewise changes (ii) implies (iii) to (ii) iff (iii). Inherited TeX lines 707-710 rename printed alpha_{i,j} to sigma_{i,j} and change omega_{i,j}=alpha_{i,j}-bar(alpha_{j,i}) into partial omega_{i,j}=sigma_{i,j}-bar(sigma_{j,i}), adding an operator not present on the page. Inherited TeX lines 712-715 collapse the printed five-line partial-A computation and omit the two explicit canceling double sums and their signs/conjugations. It retains only a shortened start and conclusion, so it is incomplete evidence for the derivation. Inherited TeX line 718 normalizes the authority's printed omega_i=phi_i+sqrt(-1)phi_{n+1} to phi_{n+i}. The frozen source intentionally preserves the printed n+1 anomaly, so this is a witness conflict. Inherited TeX line 720 inserts a tensor product in sum_alpha phi_alpha tensor phi_alpha where the printed page and frozen source use juxtaposition. This is a mathematical witness conflict. The two TeX spans are identical and therefore provide only one dependent textual witness; no inherited evidence is promoted.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
20	264	264	old_recombined_qc/tex/Paper_23_original.tex	Inherited TeX lines 683-685 replace the two printed defining equations by nabla_H(xi,eta)=d(xi,eta)-(nabla_H xi,eta)-(xi,nabla_H eta)=0 and omit the separate nabla_H'' xi=bar-partial xi display. Mentioning nabla_H^{0,1} later in prose does not restore the omitted equation. Inherited TeX line 698 writes the flat metric on C without the printed exponent n. Inherited TeX line 707 changes the printed proof direction (i) implies (ii) to (i) iff (ii); line 718 likewise changes (ii) implies (iii) to (ii) iff (iii). Inherited TeX lines 707-710 rename printed alpha_{i,j} to sigma_{i,j} and change omega_{i,j}=alpha_{i,j}-bar(alpha_{j,i}) into partial omega_{i,j}=sigma_{i,j}-bar(sigma_{j,i}), adding an operator not present on the page. Inherited TeX lines 712-715 collapse the printed five-line partial-A computation and omit the two explicit canceling double sums and their signs/conjugations. It retains only a shortened start and conclusion, so it is incomplete evidence for the derivation. Inherited TeX line 718 normalizes the authority's printed omega_i=phi_i+sqrt(-1)phi_{n+1} to phi_{n+i}. The frozen source intentionally preserves the printed n+1 anomaly, so this is a witness conflict. Inherited TeX line 720 inserts a tensor product in sum_alpha phi_alpha tensor phi_alpha where the printed page and frozen source use juxtaposition. This is a mathematical witness conflict. The two TeX spans are identical and therefore provide only one dependent textual witness; no inherited evidence is promoted.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
20	264	264	diagram_witness/images/D023_p020_diag01.png	The manifest-selected 1856x2768 page crop was inspected at original resolution. Its pixels and the CSV/JSONL manifest entries agree on page 20 / folio 264, crop hash, dimensions, and prior source-PDF binding. The crop visibly preserves the two defining connection equations, definitions (ii)-(iv), (5.3), the full five-line partial-A calculation, implication directions, the printed phi_{n+1} index, and the terminal metric display. PASS records completed review only; the inherited crop and TeX remain ZERO_ACCEPTED.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
21	265	265	batch06_current/tex/Paper_23_cleaned.tex	Inherited TeX lines 723-725 merge the two separately displayed parts of (5.4) into one numbered equation. The mathematics is present, but the authority's display topology is not literal. Inherited TeX line 730 replaces the printed and frozen T'(M) plus overline(T'(M)) by T'(M) plus T''(M). This may be a conventional synonym, but it is not a literal witness for the barred printed summand and is recorded as a conflict/normalization limit. Inherited TeX line 738 weakens the printed biconditional in (5.5) to the one-way phrase 'if it is valid for the flat metric'; the reverse implication is lost. Inherited TeX lines 744-746 reverse the left/right order of the two zero commutators in (5.6). The two zero identities remain mathematically equivalent, but the printed ordering is not preserved exactly. The cleaned and old TeX spans are identical and cannot independently corroborate one another; no TeX or pixel witness is promoted or used to revise the frozen source.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
21	265	265	old_recombined_qc/tex/Paper_23_original.tex	Inherited TeX lines 723-725 merge the two separately displayed parts of (5.4) into one numbered equation. The mathematics is present, but the authority's display topology is not literal. Inherited TeX line 730 replaces the printed and frozen T'(M) plus overline(T'(M)) by T'(M) plus T''(M). This may be a conventional synonym, but it is not a literal witness for the barred printed summand and is recorded as a conflict/normalization limit. Inherited TeX line 738 weakens the printed biconditional in (5.5) to the one-way phrase 'if it is valid for the flat metric'; the reverse implication is lost. Inherited TeX lines 744-746 reverse the left/right order of the two zero commutators in (5.6). The two zero identities remain mathematically equivalent, but the printed ordering is not preserved exactly. The cleaned and old TeX spans are identical and cannot independently corroborate one another; no TeX or pixel witness is promoted or used to revise the frozen source.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
21	265	265	diagram_witness/images/D023_p021_diag01.png	The manifest-selected 1854x2893 page crop was inspected at original resolution. Its pixels and both manifest formats agree on page 21 / folio 265, crop hash, dimensions, and prior source-PDF binding. The crop visibly preserves the two-line (5.4), the 2-by-2 connection matrix, the barred tangent summand and barred connection, the geodesic-coordinate proof, the biconditional in (5.5), the printed commutator order in (5.6), the Laplacian expansion, and (5.7). PASS means the bounded semantic comparison was completed; the inherited material remains ZERO_ACCEPTED.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
