"current_head","branch_relative_path","branch_blob_sha1","branch_blob_bytes","local_packet_path","local_exists","local_bytes","local_sha256","visibility_status","source_use_label"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/R3_FD3754D1_PACKET_SUMMARY_COUNTS.csv","caabc6c48a9a2842a1a58d836adcd068723fa733","1259","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_PACKET_SUMMARY_COUNTS.csv","True","1259","ab7953d88c51c6bee0199d01cd9038a15475d37b66e68e738317cc2ab0635a6c","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/R3_FD3754D1_REVIEW_ONLY_LANGUAGE_BOUNDARY_GUARDS.csv","abe5b99460e8eddf48376ff85042833c7348621d","1609","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_REVIEW_ONLY_LANGUAGE_BOUNDARY_GUARDS.csv","True","1609","927636ef4d3f64c41dce76d78d4145c386d73491be933c06b5bd49c115414c1b","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/R3_FD3754D1_SOURCE_USE_ADVERSE_FABLE_BOUNDARY_LEDGER.csv","1157788601d69c11999a9dce3b65ba3f90a05e36","1142","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_SOURCE_USE_ADVERSE_FABLE_BOUNDARY_LEDGER.csv","True","1142","f41b5dad8e1d4ea065389ed607cbe47cdce72ff63ae4c596b9a9eb7adea6527f","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/R3_FD3754D1_VISIBLE_SIBLING_SCAN_AND_WAKE_DECISION.csv","4f36de7ec007201de2f446a6a7c056a0d2c62e2f","450","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_VISIBLE_SIBLING_SCAN_AND_WAKE_DECISION.csv","True","450","83ae15085d3e1c4c3f88c345efe7d6f8cc4bb8f66a0fb92b916dc1a2b081aa12","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/README.md","76858da2edd6e16a5cff5a73ddf21e36df547b51","1408","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\README.md","True","1408","76f0862f5daca6662686b58388cf89924ff3545cbbe3392308054ab2960478be","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/SHA256SUMS.txt","c7e36ae622a6a57d484b963b7468fb43fabd331d","6139","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\SHA256SUMS.txt","True","6139","c125f69c4a6fe104c84957fa56e52311f4cd1cff0124763540c9c191762db0cc","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","e61d90ae44b876c598d5b0be44f6a81d22ec748f","3699","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","True","3699","c5a67055b1b03ad387ca1e3e8a5a0b473425253e812e518acdf15006d5153b76","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","63768bb3bce792efe8179ac492fd8e74142755b8","10156","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","True","10156","eb973e65e33a3c7af831713a1cd514cb8006217dd8819c59d4c1bf5712128b27","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv","176f632aed436c522248d188227f18d0e4b965fa","3120","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv","True","3120","cacb18fd8619199347c6cdca94f33810baef6b2182249ba200e4ccac583c6aba","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","6005983a8f162fe70520221441b5cf64c3494622","3975789","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","True","3975789","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","3d351dc8225411ce103ffaeb3286f3f9706e7a49","2511","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","True","2511","9cd64fd135ff979bd7a2d03d01e30e7067d848833c6c28699183bd330d0c117e","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","e4a7462e9cb69b971d4b77b46608955aa187733f","4816","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","True","4816","f75555c5f3b76b5e5c6c12b76d204027460b47814e20add374658a33bc148b78","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","37b5f7258bf6687846b20044310a05261a7774fc","175540","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","True","175540","edd62bbcd6777276e3ce5cf0f6e4c1f95b223fab8fab955934a5dba9692236d7","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv","4617ba86425bfc02b6f3873a721987a9fbff5e9e","741","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv","True","741","44e0947de63f2b04caab6506045104e9e818a25957c90891d09c143e3055169b","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv","46d724fe8f946e68f9bd786d3f2ff59903b55b28","57073","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv","True","57073","d19ce36d4c4ba0d3dc8cdd905744d5a16c9c089adba83736283e53c4096e2aee","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/branch_visible_arabic_faa2c330_copy/BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv","55d64d2764ce81ea2c5b31881c5975b853c07778","1034","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv","True","1034","668f5376aa29ccb697fb8d66b1a330994f966ac707ba89eb06837f140fb8e5d0","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
