"branch_head","support_id","source_evidence_id","language_gate","route_to_lane","concept","target_rendering","source_file_claim","source_context_locator","resolved_source_path","resolved_sha256","source_resolution_status","formula_neighboring_usage_note","term_alternatives_or_register_notes","reviewer_question","output_label","hard_boundary"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0011","AR-NOETH-001-E011","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-31:utf16-57","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0012","AR-NOETH-001-E012","ar","Arabic RTL draft lane only","ideal","المثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-31:utf16-55","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0013","AR-NOETH-001-E013","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-35:utf16-69","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0014","AR-NOETH-001-E014","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-36:utf16-3","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0015","AR-NOETH-001-E015","ar","Arabic RTL draft lane only","ideal","المثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-36:utf16-1","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0016","AR-NOETH-001-E016","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-37:utf16-43","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0017","AR-NOETH-001-E017","ar","Arabic RTL draft lane only","ideal","المثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-37:utf16-67","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0018","AR-NOETH-001-E018","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-38:utf16-41","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0019","AR-NOETH-001-E019","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-40:utf16-49","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0020","AR-NOETH-001-E020","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-41:utf16-56","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0021","AR-NOETH-001-E021","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-42:utf16-48","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0022","AR-NOETH-001-E022","ar","Arabic RTL draft lane only","ideal","المثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-42:utf16-46","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0023","AR-NOETH-001-E023","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-43:utf16-81","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0024","AR-NOETH-001-E024","ar","Arabic RTL draft lane only","ideal","المثالي","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-43:utf16-79","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0025","AR-NOETH-002-E001","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","pdf-page-1:line-22:utf16-31","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0026","AR-NOETH-002-E002","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","pdf-page-1:line-23:utf16-30","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0027","AR-NOETH-002-E003","ar","Arabic RTL draft lane only","matrix / matrix ring context","مصفوفة","source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","pdf-page-1:line-23:utf16-80","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15","resolved-source-context","Use only as a matrix or matrix-ring neighbor; not enough by itself for invariant-theory term promotion.","source form only; no accepted terminology claim","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0028","AR-NOETH-002-E004","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","pdf-page-1:line-25:utf16-29","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0029","AR-NOETH-002-E005","ar","Arabic RTL draft lane only","ideal","المثالي","source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","pdf-page-1:line-25:utf16-27","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0030","AR-NOETH-002-E006","ar","Arabic RTL draft lane only","ideal","مثالي","source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","pdf-page-2:line-18:utf16-96","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0031","AR-NOETH-002-E007","ar","Arabic RTL draft lane only","ideal","المثالي","source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","pdf-page-2:line-18:utf16-94","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15","resolved-source-context","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","مثالي | المثاليات; Arabic-only support","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
