"language","local_id","local_source_path","local_byte_count","local_sha256","represented_in_current_witness_table","topic_term_hits","context_or_source_hit_path","base_candidate_sources","coverage_status","evidence_artifacts","live_status","payload_or_probe","source_canon_action","relevance_or_gap_note","license_or_access_signal","title_or_local_title","category_or_topic_counts","hash_match_status","non_claim_boundary"
"French","1009.2195v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1009.2195v1.source","24643","ea18e2bdb94821ce12db5f1abc02e0882a8da57f598b9e2a7fb47acccf2a36f1","false","","","broad","local_low_signal_tex_weak_or_mixed_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","not_live_checked_low_signal_local_triage_only","tar_archive_extracted / local_english_or_mixed_signal","low_signal_local_tex_weak_or_mixed_not_promoted","Low-signal local TeX/source metadata was inspected; no live arXiv verification was attempted in this pass. Keep candidate-only unless future source-canon priorities require live metadata/license/access checks.","arXiv source package present locally; live license/API not rechecked in this pass; no license-clearance claim","\@nx\@dblarg \@xp\@nx","module:86; ideal:8; invariant:27","local_hash_matches_prior=True","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1010.0341v3","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1010.0341v3.source","10013","b5160ffb370947a4a9447ac56dfc973bcda2f3658c88e2bf05648ea09a2fd8fe","false","","","broad","local_low_signal_tex_french_math_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","not_live_checked_low_signal_local_triage_only","tar_archive_extracted / local_french_signal_present","low_signal_local_tex_french_math_candidate_not_promoted","Low-signal local TeX/source metadata was inspected; no live arXiv verification was attempted in this pass. Keep candidate-only unless future source-canon priorities require live metadata/license/access checks.","arXiv source package present locally; live license/API not rechecked in this pass; no license-clearance claim","Un theoreme de l'application ouverte sur les corps values algebriquement clos","module:2; anneau:2; corps:20","local_hash_matches_prior=True","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1104.1507v4","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1104.1507v4.source","55857","81ba0c43b9ea19cebef5c166192de4e824c317fdd1467475f7118a5f8cc3c44c","false","Hilbert","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_1104.1507v4_hostu-revis.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_RATE_LIMIT_GAP_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LOCAL_TEX_METADATA_PROBE_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_VERIFICATION_RETRY_20260705.csv","api_and_eprint_http_200_after_retry","source_archive_from_arxiv_eprint / application/gzip","live_arxiv_verified_adjacent_french_candidate_not_promoted","Live arXiv metadata/e-print verified and local source hash matches; adjacent French mathematical candidate remains not promoted.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","Sur l'homologie des groupes unitaires à coefficients polynomiaux","math.KT / Hilbert:3; module:26; anneau:42; corps:48; invariant:4","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1104.3350v3","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1104.3350v3.source","56316","a0055358bd073fbc2ab67ede86386ba039c809f13e6ca68881787d432fb5d785","false","Hilbert","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_1104.3350v3_CTK230712.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_RATE_LIMIT_GAP_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LOCAL_TEX_METADATA_PROBE_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_VERIFICATION_RETRY_20260705.csv","api_and_eprint_http_200_after_retry","source_archive_from_arxiv_eprint / application/gzip","live_arxiv_verified_adjacent_french_candidate_not_promoted","Live arXiv metadata/e-print verified and local source hash matches; adjacent French mathematical candidate remains not promoted.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","Cycles de codimension 2 et H^3 non ramifié pour les variétés sur les corps finis","math.AG / Hilbert:3; module:33; anneau:8; corps:159; invariant:8","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1109.0527v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1109.0527v2.source","46477","cafdb610c85a829964d60fe37e3a77474e54d65ab1ad2879c826f2ccf8a853df","false","","","broad","local_low_signal_tex_weak_or_mixed_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","not_live_checked_low_signal_local_triage_only","gzip_single_file_extracted / local_english_or_mixed_signal","low_signal_local_tex_weak_or_mixed_not_promoted","Low-signal local TeX/source metadata was inspected; no live arXiv verification was attempted in this pass. Keep candidate-only unless future source-canon priorities require live metadata/license/access checks.","arXiv source package present locally; live license/API not rechecked in this pass; no license-clearance claim","Lagrangian-invariant sheaves and functors for abelian varieties","module:6; invariant:41","local_hash_matches_prior=True","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1110.2366v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1110.2366v1.source","29083","bf437ec6c1c3a617713e9c866ab251be3f3ea007c4eb0cba2e0b096ac91839d6","false","","","broad","local_low_signal_tex_weak_or_mixed_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","not_live_checked_low_signal_local_triage_only","tar_archive_extracted / local_english_or_mixed_signal","low_signal_local_tex_weak_or_mixed_not_promoted","Low-signal local TeX/source metadata was inspected; no live arXiv verification was attempted in this pass. Keep candidate-only unless future source-canon priorities require live metadata/license/access checks.","arXiv source package present locally; live license/API not rechecked in this pass; no license-clearance claim","Title label1","invariant:26","local_hash_matches_prior=True","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1202.4716v3","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1202.4716v3.source","11042","a97501f4cb1c3fc4646b9ef6d86a07afa78a8120870585169bb0a9f761bdb2c0","false","","","broad","local_low_signal_tex_weak_or_mixed_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","not_live_checked_low_signal_local_triage_only","gzip_single_file_extracted / local_english_or_mixed_signal","low_signal_local_tex_weak_or_mixed_not_promoted","Low-signal local TeX/source metadata was inspected; no live arXiv verification was attempted in this pass. Keep candidate-only unless future source-canon priorities require live metadata/license/access checks.","arXiv source package present locally; live license/API not rechecked in this pass; no license-clearance claim","Amenable groups with a locally invariant order are locally indicable","invariant:73","local_hash_matches_prior=True","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1202.6578v3","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1202.6578v3.source","19402","4c53e88a42db36f0d67db0a2f846cfe1be3f6ffca17a8e9a501fc96979f857e1","false","","","broad","local_low_signal_tex_weak_or_mixed_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","not_live_checked_low_signal_local_triage_only","gzip_single_file_extracted / local_english_or_mixed_signal","low_signal_local_tex_weak_or_mixed_not_promoted","Low-signal local TeX/source metadata was inspected; no live arXiv verification was attempted in this pass. Keep candidate-only unless future source-canon priorities require live metadata/license/access checks.","arXiv source package present locally; live license/API not rechecked in this pass; no license-clearance claim","Simultaneity as an Invariant Equivalence Relation","module:4; invariant:81","local_hash_matches_prior=True","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1204.0960v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1204.0960v2.source","157725","143502e411721b79fe05fd0c5a644c6088d7ff3ae56e21ac880462b12c6759d2","false","","","broad","local_low_signal_tex_weak_or_mixed_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","not_live_checked_low_signal_local_triage_only","tar_archive_extracted / local_english_or_mixed_signal","low_signal_local_tex_weak_or_mixed_not_promoted","Low-signal local TeX/source metadata was inspected; no live arXiv verification was attempted in this pass. Keep candidate-only unless future source-canon priorities require live metadata/license/access checks.","arXiv source package present locally; live license/API not rechecked in this pass; no license-clearance claim","Khovanov module and the detection of unlinks","module:126; ideal:2; invariant:25","local_hash_matches_prior=True","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1205.6530v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1205.6530v1.source","22616","0837846b522f9f07d6d4ed490c251e58f61c50bbd4e3d9b90f8429245cf0914f","false","invariant","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1205.6530v1.source","broad","live_arxiv_screened_excluded_or_mixed","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH2_LIVE_ARXIV_VERIFICATION_20260705.csv","api_and_eprint_http_200","source_archive_from_arxiv_eprint / application/gzip","english_shift_invariant_false_positive_not_promoted","English title/abstract; local hit is shift-invariant/functional-analysis language, not French target-language invariant-theory evidence.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","Shift-invariant spaces on SI/Z Lie groups","math.FA / invariant","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1211.4431v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1211.4431v2.source","41145","81db04948c4df45bb6244ba6b2ab6f082ba97123db5e08cbb32e95031148b1d8","false","","","broad","local_low_signal_tex_weak_or_mixed_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","not_live_checked_low_signal_local_triage_only","tar_archive_extracted / local_english_or_mixed_signal","low_signal_local_tex_weak_or_mixed_not_promoted","Low-signal local TeX/source metadata was inspected; no live arXiv verification was attempted in this pass. Keep candidate-only unless future source-canon priorities require live metadata/license/access checks.","arXiv source package present locally; live license/API not rechecked in this pass; no license-clearance claim","Multivariable Lubin-Tate ( , ) -modules \\�and filtered -modules","Noether:1; module:107; corps:6; ideal:10","local_hash_matches_prior=True","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1303.5221v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1303.5221v2.source","6862","5ae7d3df459c4a03abe0057bee24bac461d82b6f2f14f7fa4c2054de1b21f0a5","false","","","broad","local_low_signal_tex_french_math_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","not_live_checked_low_signal_local_triage_only","tar_archive_extracted / local_french_signal_present","low_signal_local_tex_french_math_candidate_not_promoted","Low-signal local TeX/source metadata was inspected; no live arXiv verification was attempted in this pass. Keep candidate-only unless future source-canon priorities require live metadata/license/access checks.","arXiv source package present locally; live license/API not rechecked in this pass; no license-clearance claim","Le groupe de Brauer non ramifie sur un corps global de caracteristique positive","anneau:5; corps:23; invariant:1","local_hash_matches_prior=True","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
