"status","path","category","r3_relevance","source_use_label"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/CJK_NATIVE_BLOCKERS_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/CJK_NATIVE_SOURCE_USE_FABLE_ROLLUP_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/FABLE_SOURCE_USE_ADVERSE_LEDGER_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/MANIFEST.csv","coordination-route","context-only","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/PERSIANATE_TAJIK_25B_COUNTS_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/PERSIANATE_TAJIK_BLOCKERS_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/PERSIANATE_TAJIK_SOURCE_USE_GAP_ROLLUP_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/R6_IDLE_BLOCKERS_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/R6_IDLE_COUNTS_2BD.csv","coordination-route","context-only","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/R6_IDLE_FABLE_ADVERSE_ROLLUP_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/R6_IDLE_SOURCE_USE_ROLLUP_2BD.csv","coordination-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/README.md","coordination-route","context-only","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/SHA256SUMS.txt","coordination-route","context-only","branch-verification-generated-audit"
"A","coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/SUMMARY.json","coordination-route","context-only","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/B3_UPLOADER_READY_SUMMARY.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/MANIFEST.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/PACKAGE_VALIDATION.json","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BLOCKERS_AND_RECOVERY_ROWS.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BRANCH_COMMITS_FROM_25B9A6DF.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BRANCH_DELTA_CATEGORY_COUNTS.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BRANCH_DELTA_FROM_25B9A6DF.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BRANCH_VISIBLE_ROOT_SUMMARY.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_MICRO_EVIDENCE_BRANCH_VISIBLE_ROWS.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_SUPERSEDED_LOCAL_ATTEMPT_LEDGER.csv","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/README.md","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/SHA256SUMS.txt","r3-sidecar-package","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/B3_ACTION_SUMMARY.csv","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/BRANCH_PR_STATE.csv","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/MANIFEST.csv","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/PACKAGE_FILE_LEDGER.csv","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/PACKAGE_MANIFEST_REPLAY.csv","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/PACKAGE_SHA256SUMS_REPLAY.csv","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/README.md","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/SAFETY_SCAN_HITS.csv","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/SHA256SUMS.txt","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/VALIDATION_ISSUES.csv","b3-package-route","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/b3/B3_ROUTE.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/blockers/R6_2BD3E449_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","r6-adjacent-context-only","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_2BD3E449_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_2BD3E449_LOCAL_HEAD_NAMED_FILE_HITS.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_2BD3E449_PAYLOAD_FRONTIER_CORRECTION.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/ethics/R6_2BD3E449_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/fable/R6_2BD3E449_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","r6-adjacent-context-only","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_2BD3E449_PRIOR_PACKAGE_SHA_VERIFY.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/logs/LOGBOOK_EXCERPT_20260706.md","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/mutual-watch/R6_2BD3E449_MUTUAL_WATCH_OBSERVATION.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_2BD3E449_CROSS_LANE_CONTEXT_BOUNDARY.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_2BD3E449_SOURCE_USE_CONTINUATION_LEDGER.csv","r6-adjacent-context-only","r3-relevant-or-adjacent-route","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_2BD3E449_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_2BD3E449_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","r6-adjacent-context-only","context-only","branch-verification-generated-audit"
