row_id,lane,target_language_or_access_target,source_title,source_author_or_owner,topic_tags,evidence_tier,source_type,source_url,local_path,license_or_access_signal,sha256_or_other_hash,byte_count_or_status,source_language,is_target_language_witness,is_source_level_tex_or_archive,is_pdf_docx_or_text_fallback,upload_policy,gap_or_blocker_note,source_package_status,non_claim_boundary,provenance_note,next_action
R7SEAR011,SEA/Pacific,Cebuano,DepEd LRMDS detail 5774 Cebuano math locator,Department of Education Philippines,Cebuano;Sinugbuanong Binisaya;lower mathematics;DepEd,C_HTML_REMOTE_HASHED_LOWER_MATH_ROUTE,remote HTML educational item page,https://lrmds.deped.gov.ph/detail/5774,remote_hash_only_no_local_payload,Public DepEd LRMDS detail route; site terms/copyright apply; no license clearance claimed,C5D9AC7245814B710D34578B523F598E431EDF01F23FD1AECF5E7C11F7A3A0DC,36016,Cebuano/English item context,true_lower_math_locator_only,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Lower-grade item locator with Cebuano/Sinugbuanong Binisaya context; not higher-algebra proof prose.,not_applicable_lower_math_route_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Current detail page exposes related Mathematics and Sinugbuanong Binisaya item metadata.,Use only as lower-math source-return locator.
R7SEAR012,SEA/Pacific,Cebuano,DepEd LRMDS detail 4533 Cebuano math locator,Department of Education Philippines,Cebuano;Sinugbuanong Binisaya;lower mathematics;DepEd,C_HTML_REMOTE_HASHED_LOWER_MATH_ROUTE,remote HTML educational item page,https://lrmds.deped.gov.ph/detail/4533,remote_hash_only_no_local_payload,Public DepEd LRMDS detail route; site terms/copyright apply; no license clearance claimed,DDEC10413F744F34BEC8266FCED3B057857936AF0531E8C9C3F57F1C50B47DE8,38263,Cebuano/English item context,true_lower_math_locator_only,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Lower-grade item locator with Cebuano/Sinugbuanong Binisaya context; not higher-algebra proof prose.,not_applicable_lower_math_route_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Current detail page exposes related Mathematics and Sinugbuanong Binisaya item metadata.,Use only as lower-math source-return locator.
R7SEAR013,SEA/Pacific,Hiligaynon,DepEd LRMDS subject listing page 10,Department of Education Philippines,Hiligaynon;DepEd;lower mathematics;listing,C_HTML_REMOTE_HASHED_LISTING,remote HTML listing page,https://lrmds.deped.gov.ph/list/kto12/subject/233?page=10,remote_hash_only_no_local_payload,Public DepEd LRMDS listing route; site terms/copyright apply; no license clearance claimed,BB0472425C6411C9EE9409F78C1810F5A1893D15FBE60A93D097E08275815AE4,44968,English/listing context,false_listing_not_exact_text,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Listing page is not exact Hiligaynon mathematics text and not higher-algebra proof prose.,not_applicable_listing_route_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Current listing page hashes but does not expose exact target-language math source content in this pass.,Search item-level Hiligaynon math pages before any stronger use.
R7SEAR014,SEA/Pacific,Filipino_Tagalog_Ilocano,Cambium G10 Filipino glossary PDF,Cambium Assessment portal,Filipino;G10 math glossary;access blocker,ACCESS_BLOCKER,remote PDF probe,https://wa.portal.cambiumast.com/content/contentresources/en/G10-Filipino-Glossary_F6_Final.pdf,not_downloaded_access_blocked,Public URL returns HTTP 403 from current direct tooling; no license clearance claimed,Response status code does not indicate success: 403 (Forbidden).,ERR,Filipino title route,false_blocked_route,false,false,manifest_only_no_raw_source_body_payload_for_language_lane,HTTP 403 blocks current exact capture; earlier local hash remains in older audit but no new payload is captured here.,blocked_pdf_route_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Current status remains access-blocked and glossary-only even if captured elsewhere.,Prefer native-country mathematical source witnesses.
R7SEAR015,SEA/Pacific,Tagalog,Intermediate school level mathematics glossary English-Tagalog,NYS Statewide Language RBERN / NYU Metro Center,Tagalog;mathematics glossary;grades 6-8;algebra vocabulary,B_PDF_REMOTE_HASHED_TERMINOLOGY_GLOSSARY,remote PDF terminology glossary,https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/msmath/intermediate_level_6-8_math_tagalog.pdf,remote_hash_only_temp_extract_deleted_no_output_payload,PDF text permits educational download/print/dissemination language; no blanket license clearance claimed,030844A711475E19F56FD976C7D0F4A7FDC2243469B074B5088CA479BE6DAA48,410207,English/Tagalog,true_glossary_witness_not_proof_authority,false,true_pdf_text_fallback_manifest_only,manifest_only_remote_hash_no_pdf_payload,Glossary contains mathematics/algebra vocabulary but is not higher-algebra proof prose or native-country source canon or source-level TeX.,no_tex_or_source_package_found_for_pdf_route,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Temporary text probe found English-Tagalog glossary framing and algebra/function anchors; temp files were deleted.,Keep as glossary/source-pointer only; search Filipino/Tagalog publication or university sources.
R7SEAR016,SEA/Pacific,Hmong_Miao,Cambium G10 Hmong glossary PDF,Cambium Assessment portal,Hmong;G10 math glossary;access blocker,ACCESS_BLOCKER,remote PDF probe,https://wa.portal.cambiumast.com/content/contentresources/en/G10-Hmong-Glossary_F6_Final.pdf,not_downloaded_access_blocked,Public URL returns HTTP 403 from current direct tooling; no license clearance claimed,Response status code does not indicate success: 403 (Forbidden).,ERR,Hmong title route,false_blocked_route,false,false,manifest_only_no_raw_source_body_payload_for_language_lane,HTTP 403 blocks current exact capture; no higher-algebra source content captured.,blocked_pdf_route_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Current status remains access-blocked and glossary-only even if captured elsewhere.,Search local/community math/STEM source witnesses beyond testing glossaries.
R7SEAR017,SEA/Pacific,Hmong_Miao,Cambium G4 Hmong glossary PDF,Cambium Assessment portal,Hmong;G4 math glossary;access blocker,ACCESS_BLOCKER,remote PDF probe,https://wa.portal.cambiumast.com/content/contentresources/en/G4-Hmong-Glossary_F6_Final.pdf,not_downloaded_access_blocked,Public URL returns HTTP 403 from current direct tooling; no license clearance claimed,Response status code does not indicate success: 403 (Forbidden).,ERR,Hmong title route,false_blocked_route,false,false,manifest_only_no_raw_source_body_payload_for_language_lane,HTTP 403 blocks current exact capture; no higher-algebra source content captured.,blocked_pdf_route_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Current status changed to/currently remains blocked despite earlier local capture in older audit.,Search local/community math/STEM source witnesses beyond testing glossaries.
R7SEAR018,SEA/Pacific,Mien_Yao,Mien Global free resources page,Mien Global,Mien/Yao;language resource;source discovery gap,C_HTML_REMOTE_HASHED_LANGUAGE_CONTEXT,remote HTML language-resource page,https://www.mienglobal.org/free-resources,remote_hash_only_no_local_payload,Public language-resource page; no math source license/access claim; no license clearance claimed,71DDC161EA8D5A422B335E3B56D018DD73BA4D552AD32D247E7EF9DEBDF95384,134251,English/Mien resource context,false_language_resource_only,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Language-resource context only; no mathematics source witness captured.,not_applicable_language_context_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Current hash refreshes the resource locator but does not close math evidence.,Continue direct Mien/Yao math/STEM source discovery.
R7SEAR019,SEA/Pacific,Mon,Omniglot Mon language and alphabet page,Omniglot,Mon;language context;source discovery gap,C_HTML_REMOTE_HASHED_LANGUAGE_CONTEXT,remote HTML language-context page,https://www.omniglot.com/writing/mon.htm,remote_hash_only_no_local_payload,Public language-context page; no math source license/access claim; no license clearance claimed,C19A7897FFA275F5677336735CD1312679BED0A4757D37100417B0337E784B1D,26289,English/Mon language context,false_language_context_only,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Language-context page only; no mathematics source witness captured.,not_applicable_language_context_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Current hash refreshes the Mon gap locator only.,Continue direct Mon math/STEM source discovery.
R7SEAR020,SEA/Pacific,Khmer_Lao_Santali,GitHub source-package search for Khmer/Lao/Santali math routes,GitHub public code and repository search,Khmer;Lao;Santali;TeX/source-package search;gap,GAP_SOURCE_PACKAGE_SEARCH,GitHub code and repository search manifest row,https://github.com/search?q=%22Khmer%22+%22mathematics+terms%22+%22TeX%22&type=code,not_applicable_zero_result_query,Public GitHub search surface; zero matching code/repository results from bounded gh searches on 2026-07-05,gh_search_code_and_repos_exit0_empty_json,0_results,not_applicable,false,false,false,manifest_only_search_result_no_payload,No matching public TeX/source package or repository found for Khmer/Lao/Santali query clusters in this pass.,no_matching_public_github_code_or_repo_results,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Queries covered Khmer mathematics terms TeX, Mathematics Terms English Khmer, Lao Grade 5 mathematics TeX, JICA Lao mathematics textbook, Santali Olchiki Mathematics, and A New Mathamatics in Olchiki.,Retain as source-package gap row.
R7SEAR021,SEA/Pacific,Philippine_Languages,GitHub source-package search for Cebuano/Hiligaynon DepEd math routes,GitHub public code and repository search,Cebuano;Hiligaynon;DepEd;source-package search;gap,GAP_SOURCE_PACKAGE_SEARCH,GitHub code and repository search manifest row,https://github.com/search?q=%22Cebuano%22+%22mathematics%22+%22DepEd%22&type=code,not_applicable_zero_result_query,Public GitHub search surface; zero matching code/repository results from bounded gh searches on 2026-07-05,gh_search_code_and_repos_exit0_empty_json,0_results,not_applicable,false,false,false,manifest_only_search_result_no_payload,No matching public TeX/source package or repository found for Cebuano/Hiligaynon DepEd math route clusters in this pass.,no_matching_public_github_code_or_repo_results,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Queries covered Cebuano mathematics DepEd and Hiligaynon mathematics DepEd.,Retain as source-package gap row.
R7SEAR022,SEA/Pacific,Zhuang,Zhuang mathematics source-discovery gap,Search-gap row,Zhuang;mathematics textbook;source discovery gap,SEARCH_GAP,search-gap manifest row,https://www.google.com/search?q=Zhuang+language+mathematics+textbook+PDF+mathematics+terminology,not_applicable_search_gap,Search gap carried from prior audit; no direct source URL verified in this pass; no license clearance claimed,not_applicable_search_gap,not_applicable,not_applicable,false,false,false,manifest_only_gap_row_no_payload,No direct Zhuang mathematics or STEM source witness found in this lane pass.,no_source_route_found,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Preserves the explicit gap rather than hiding the missing source witness.,Continue targeted source discovery through Chinese/Zhuang education repositories or owner-lane handoff.
