"artifact","sha256","bytes","role","snapshot_scope"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/english_pdf_p115.png","8A04FBF2B8A017DACA4BAA71A69664F842575CF58EC80F737296376F68024A40","317341","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/english_pdf_p119.png","173683BADADBE03896EE13C132B0BE0CD0F102FB97365D889061CEAA46DA7776","323546","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/english_pdf_p121.png","D48F2F1C4154BF5FC8AC55C96E8E1CBFE84004212C8F43AA1328E22C6F3FF079","238200","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/english_pdf_p123.png","6B00C815EA0BDB22B8CB9D8B3F1F79E83E389340128B7F8886D361FF064DAEA0","210276","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/english_pdf_p124.png","33EECFA5E7BF664DD6EF46812D7C4F30C39F08B612865A07C2D1BC4E0040FFE8","265118","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/english_pdf_p128.png","50040E151320DD9CC6D9403A217406ACC527AE1EB4EB5CCE052F09A4645A10B9","216515","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/english_pdf_p129.png","A5E5A94448022A1D3CF482BDBA75F5106259F228A3225183DED45EEB96DD3B8A","194940","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/english_pdf_p135.png","08576031E1120F2430CE51B6D4395EF7AA09372828256C0C4649BC6DE8D67DA1","264246","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_contact_sheet.png","EBC7E1B689323BEF306718873E651057561A0620D942B3960E42B7F76636643B","1427014","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p156.png","AB175DAA762F38B32ABDEDEE074E47C0C778D176F5B1118D207B5C93F0281157","106042","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p158.png","8D50678F889A5384666EF387194F64D83DBCCAA283C37C23FEC9373D0AECAD3B","69310","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p161.png","99D4055FF8FFE084C809545AB2713A40CE5E6C8F93D5C0C274941A5F191F7585","108085","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p183.png","DA0CF290D8C648CA98AC6DD1DD59BA4D90F36E974D3906134F826A053339D417","96423","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p188.png","EAF5F8828CA66611832E79330A5C714B2FC74BBBD5B916F55717445387599C2C","90686","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p193.png","9F2B0BC313B914F85217A2C27323785DFC497638C0AE2629AB1D97D7BFA9CFD3","106442","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p196.png","BE1C8E2EB2C09C4A456DEEFDDFAA64712CF130041C59F921A306765DFAC73947","97111","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p198.png","949A48F821CD2523B7C74B72CD008B2AA8DE855394E2DCE77281CD531E74E5FB","78458","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p199.png","57B816F57FB270010D52603F7B983FD7802A6AB85C0720F65E464A3FBC7F5AFA","90993","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p200.png","DBA9C6B63B0B5AFF3B83953FA8042CCDC2EF0487D9159693BB7A84AF5DE89717","87182","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p204.png","6CF0B2105B8A73F78B24480A0C5427725E30A1033747376FE07C864736D70099","72879","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p205.png","63E8CEA1428BA84CA909834EA1D80563E3926DC48C4CC45ACB69BCDD69BF1A10","82534","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p211.png","A945E1C3DE15E4D173B9D07A43FDC9FDBB5B8DBDB6A416D6143262289369C7F8","89621","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/renders/scan_pdf_p212.png","7AAB7DCFF4A522EB84A10798BE4FFAD389C49F4D1A70C0E9683B33D89411F694","96357","rendered-visual-qa","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/REPAIR_EVIDENCE_LEDGER.csv","FFA30E50D72237E7D71F602E524C91590A7441C30AA036682FAF99A33496EC9B","7968","ledger-or-machine-audit","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/SOURCE_FORMULA_COMPARISON.md","8C3359F70F5983613FCBD951A8BAA62A36B389104A609CB520989A2A759F6669","4441","review-report-or-cursor","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/STABLE_LIVE_REVALIDATION.md","2A0C7D1160F373AE018FADD7C2481A4461AD0C8411F2BCC5A30DDB8698048B94","1703","review-report-or-cursor","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/STRUCTURAL_PARITY_DIFFERENCES.csv","BB7463EA3ACF033057342D2A25D630634656871EB256860A745D2E509A106217","1603","ledger-or-machine-audit","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/STRUCTURAL_PARITY_SUMMARY.csv","096C5255696B156B4188CA278F23E8EF791B1243B5F8A7F7ACA69FEB53ABFF8F","1174","ledger-or-machine-audit","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/TERMINOLOGY_REJECTED_CHOICES.csv","B090EF637117FFDCFFA79579B3C8E7576861C5334DD986820042AAADF84A041E","3723","ledger-or-machine-audit","III B semantic tranche evidence"
"tmp/sga5_audits/iiib_semantic_tranche_20260717/TRANCHE_REPORT.md","1FD76962094CDD33AC98207355D14CF989342582F6DA79ED124FEE4265A4ADD8","6595","review-report-or-cursor","III B semantic tranche evidence"
