status,path,top_root,signal_terms,path_class,source_use_decision,non_claim_boundary
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv,interlanguage-sidecar,source_use;adverse;fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv,interlanguage-sidecar,source_use;adverse;interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_HEAD_VERIFICATION_20260706.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_R3_0D_INPUTS_READ_20260706.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_FORMULA_INTERLINEAR_NOTES.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_SOURCE_WITNESS_INDEX_FILTER.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_TERM_ALTERNATIVES_SOURCE_GATED.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_DURABLE_STATE_POINTERS.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_REVIEW_ONLY_BOUNDARY_GUARDS.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ROW_COUNT_LEDGER.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_SOURCE_USE_ADVERSE_LEDGER.csv,interlanguage-sidecar,source_use;adverse;interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/HEARTBEAT_20260706.md,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/MANIFEST.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/PACKAGE_SUMMARY_FAA2C330_ARABIC_CONTINUATION_20260706.csv,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/PACKAGE_VALIDATION.json,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/README.md,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/SESSION_LOGBOOK_20260706.md,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/SHA256SUMS.txt,interlanguage-sidecar,interlanguage,other-lane-with-generic-source-use-signal,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/cjk-native-faa2c330-branch-advance-source-boundary-20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706/ACTIVE_SESSION_STATE.md,interlanguage-sidecar,cjk;interlanguage,cjk-native-source-packet,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/cjk-native-faa2c330-branch-advance-source-boundary-20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706_B3_UPLOADER_ROUTE.csv,interlanguage-sidecar,cjk;interlanguage,cjk-native-source-packet,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/cjk-native-faa2c330-branch-advance-source-boundary-20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706_BLOCKERS_AND_NEXT_ACTIONS.csv,interlanguage-sidecar,cjk;interlanguage,cjk-native-source-packet,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/cjk-native-faa2c330-branch-advance-source-boundary-20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706_BRANCH_DRIFT_0D148231_TO_FAA2C330.csv,interlanguage-sidecar,cjk;interlanguage,cjk-native-source-packet,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/cjk-native-faa2c330-branch-advance-source-boundary-20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706_BRANCH_DRIFT_CONTENT_CJK_SIGNAL_SCAN.csv,interlanguage-sidecar,cjk;interlanguage,cjk-native-source-packet,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/cjk-native-faa2c330-branch-advance-source-boundary-20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706_CARRY_FORWARD_0D_PROBE_REFERENCES.csv,interlanguage-sidecar,cjk;interlanguage,cjk-native-source-packet,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/cjk-native-faa2c330-branch-advance-source-boundary-20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706/CJK_NATIVE_FAA2C330_BRANCH_ADVANCE_SOURCE_BOUNDARY_20260706_SIBLING_WAKE_LEDGER.csv,interlanguage-sidecar,cjk;interlanguage,cjk-native-source-packet,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
