"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P42-ZH-X011","P42-ZH-T011","opening; § III definition and proofs","Verzweigungsstellen","分歧位","分歧位","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","Places at which ramification occurs and where the local components enter the refined region definition.","branch points of a covering only; divergent locations; finite prime ideals only","modern Sino-xenic coinage/calque","Medium: 分歧位 is concise Mainland number-theory usage; regional terminology was not consulted.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
"P42-ZH-X012","P42-ZH-T012","§ I title and theorem; § II proof of theorem 1","Matrizeneinheiten","矩阵单位","矩陣單位","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","Elements c_ik satisfying the standard matrix-unit multiplication relations under the trace-dual basis.","the identity matrix; unit entries of a matrix; a matrix basis with no multiplication relation","modern Sino-xenic coinage/calque","Medium: 矩阵单位 is the Mainland lexical base; its possible regional preference against 矩阵单元 is untested.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
"P42-ZH-X013","P42-ZH-T013","§ I title and theorem; § II opening and proof of theorem 1","Komplementärbasen","互补基","互補基","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","A basis and the basis complementary to it under Sp(a_j·ã_l)=δ_jl.","bases of complementary vector subspaces; orthogonal bases for an unspecified form; set-theoretic complements","mixed/contested","High: 互补基 inherits the Simplified-Chinese wording but may under-specify trace duality; regional convention is unknown.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
"P42-ZH-X014","P42-ZH-T014","§ I equations (2b) and theorem; § II theorem 2 remark and proofs","Spur / Spurenbildung","迹 / 取迹作用","跡 / 取跡作用","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","The field trace Sp from k to the base, and its induced role in products involving E_G.","a geometric trace; a path left by motion; matrix trace without the field-extension context","Sino-xenic inherited","Medium: 迹 is shared mathematical vocabulary but the inherited Mainland prose choice 取迹作用 is not regionally validated.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
"P42-ZH-X015","P42-ZH-T015","§ II theorems 2–4a and proofs; § III theorem 1","Linksideal und reziprokes Rechtsideal","左理想及其互逆右理想","左理想及其互逆右理想","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","A left ideal L and a right ideal R whose products recover the source and target maximal orders.","a left-sided political ideal; numerical reciprocals; merely dual modules; one-sided ideals without the inverse product identities","Sino-xenic inherited","Medium: 左理想/右理想 are standard Mainland forms, while 互逆 is a producer disambiguation not regionally checked.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
"P42-ZH-X016","P42-ZH-T016","§ II theorem 4 and proof","Ordnung von a","a 的阶","a 的階","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","The order/multiplier ring of the module a whose occurrence is characterized by [O_a,k].","the cardinality of a; the degree of a; the position of a in a sequence; Hauptordnung without qualification","unresolved","High: the terse Mainland form a 的阶 is seriously open to group-order or cardinality readings; a checker must assess whether 乘子阶 is preferable.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
"P42-ZH-X017","P42-ZH-T017","§ II transition before the auxiliary lemma","Quotientenring nach p","关于 p 的商环","關於 p 的商環","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","The ring 𝔬_p of p-integral elements whose denominators are prime to p, i.e. the localization specified by the following definition.","the residue quotient 𝔬/p; a generic quotient by an ideal; a field of fractions with every denominator","mixed/contested","High: 商环 follows the historical/inherited Mandarin wording but strongly attracts the modern quotient-ring sense; independent review is essential.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
"P42-ZH-X018","P42-ZH-T018","§ II transition and auxiliary lemma","Erweiterungsmodul C_p","扩张模 C_p","擴張模 C_p","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","The scalar extension/localization C_p=C𝔬_p of an 𝔬-module at the prime p.","an Ext-module in homological algebra; a module extending another by a short exact sequence; any proper overmodule","modern Sino-xenic coinage/calque","High: 扩张模 is Mainland-compressed and can attract homological extension senses; the formula must remain attached.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
"P42-ZH-X019","P42-ZH-T019","§ III definition","einfache normale Algebra","中心单代数","中心單代數","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","A finite-dimensional simple algebra whose center is the base field Ω in the paper's historical usage.","a merely simple algebra described as normal; a normal field extension; a normal operator algebra","modern Sino-xenic coinage/calque","High: the modern Mainland normalization 中心单代数 replaces the literal historical wording and needs independent historical review.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
"P42-ZH-X020","P42-ZH-T020","§ III theorems 1 and 3","zur Differente prime Ideale","与不同理想互素的理想","與不同理想互素的理想","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","not consulted and not authorized as Chinese evidence","Ideals prime to the different (Differente) of the relevant extension, not ideals that merely differ from one another.","pairwise distinct ideals; ideals prime to their set-theoretic difference; difference ideals in elementary algebra","mixed/contested","High: Mainland 不同理想 is visually identical to ordinary 'different ideals' and is a severe lexical trap; independent checker review is mandatory.","producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent","independent check absent; pending"
