"term_id","language_lane","english_concept","draft_target_rendering","sufficiency_transition_decision","current_reader_status","source_slice_ids","german_or_control_anchor","source_context_note","term_alternatives_or_register_note","formula_neighboring_usage_note","interlinear_or_linguistic_scaffold","evidence_basis_summary","draft_confidence","mathematical_domain","native_review_status","canonical_approval_status","nonclaim_boundary","next_action"
"term-fr-0011","french","endomorphism","endomorphisme","covered_draft_allowed_with_source_context_note","translated_slice_addendum_source_bridge","R15","Homomorphismus in sich / Homomorphismen in sich","German source uses Homomorphismus-in-sich / Homomorphismen in sich; audited English control renders this as endomorphism(s). Draft only; keep German historical wording visible to reviewers.","","Near Homomorphismus-in-sich wording; keep the historical German anchor visible when using endomorphism in draft.","DE: Homomorphismus in sich / Homomorphismen in sich | EN: endomorphism | FRENCH: endomorphisme","German/source slice covered; target-language source-canon sidecars record 85 TeX/source hits across 20 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0012","french","homomorphism","homomorphisme","covered_draft_allowed","translated_slice","R08;R14","Homomorphismus","","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: Homomorphismus | EN: homomorphism | FRENCH: homomorphisme","German/source slice covered; target-language source-canon sidecars record 542 TeX/source hits across 24 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0013","french","isomorphism","isomorphisme","covered_draft_allowed","translated_slice","R08;R14","isomorph / Isomorphismus","","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: isomorph / Isomorphismus | EN: isomorphism | FRENCH: isomorphisme","German/source slice covered; target-language source-canon sidecars record 1470 TeX/source hits across 56 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0014","french","Noetherian ring","anneau noethérien","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R02;R03;R06","Endlichkeitsbedingung / finite-chain theorem","Modern Noetherian term anchored to German Endlichkeitsbedingung / finite-chain source.","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian ring | FRENCH: anneau noethérien","German/source slice covered; target-language source-canon sidecars record 24 TeX/source hits across 6 files where available.","medium_high_draft","noetherian","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0015","french","Noetherian","noethérien","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R02;R03;R06","Endlichkeitsbedingung / finite-chain theorem","Modern Noetherian adjective anchored to German Endlichkeitsbedingung / finite-chain source.","noethérienne with feminine nouns; noethériens/noethériennes in plural","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian | FRENCH: noethérien","German/source slice covered; target-language source-canon sidecars record 362 TeX/source hits across 16 files where available.","medium_high_draft","noetherian","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0016","french","irreducible","irréductible","covered_draft_allowed","translated_slice","R04;R07;R12;R13","irreduzibel","","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: irreduzibel | EN: irreducible | FRENCH: irréductible","German/source slice covered; target-language source-canon sidecars record 162 TeX/source hits across 14 files where available.","medium_high_draft","representation_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0017","french","representation","représentation","covered_draft_allowed","translated_slice","R11;R12;R13","Darstellung","","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: Darstellung | EN: representation | FRENCH: représentation","German/source slice covered; target-language source-canon sidecars record 176 TeX/source hits across 43 files where available.","medium_high_draft","representation_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0018","french","ring","anneau","covered_draft_allowed","translated_slice","R03","Ring / Ringbereich","Ringbereich rendered contextually as anneau / domaine annulaire.","","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source.","DE: Ring / Ringbereich | EN: ring | FRENCH: anneau","German/source slice covered; target-language source-canon sidecars record 1164 TeX/source hits across 57 files where available.","medium_high_draft","ring_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0019","french","ideal","idéal","covered_draft_allowed","translated_slice","R03;R04;R05","Ideal","","idéaux plural","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source.","DE: Ideal | EN: ideal | FRENCH: idéal","German/source slice covered; target-language source-canon sidecars record 699 TeX/source hits across 36 files where available.","medium_high_draft","ring_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0020","french","maximal ideal","idéal maximal","covered_draft_allowed_with_source_context_note","translated_slice_addendum_source_bridge","R16","Primideale bridge in polynomial quotient zero-point context","German/source-fidelity witness uses distinct Primideale; audited English control renders the polynomial quotient zero-point ideals as distinct maximal ideals. Draft only; do not generalize this bridge to unrelated Primideal contexts.","","Near polynomial quotient zero-point ideals; maximal-ideal rendering is a source bridge and must not be generalized to every Primideal occurrence.","DE: Primideale bridge in polynomial quotient zero-point context | EN: maximal ideal | FRENCH: idéal maximal","German/source slice covered; target-language source-canon sidecars record 122 TeX/source hits across 18 files where available.","medium_high_draft","ring_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0021","french","prime ideal","idéal premier","covered_draft_allowed","translated_slice","R05;R07;R09","Primideal","","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Primideal | EN: prime ideal | FRENCH: idéal premier","German/source slice covered; target-language source-canon sidecars record 127 TeX/source hits across 12 files where available.","medium_high_draft","ring_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0001","spanish","algebra","álgebra","covered_draft_allowed","translated_slice","R01","Algebra / noncommutative algebra","","","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence.","DE: Algebra / noncommutative algebra | EN: algebra | SPANISH: álgebra","German/source slice covered; target-language source-canon sidecars record 417 TeX/source hits across 52 files where available.","medium_high_draft","algebra_core","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0002","spanish","Hilbert basis","base de Hilbert","covered_draft_allowed","translated_slice","R02;R07","Hilbertsches Theorem / Modulbasis / Basissaetze","","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Hilbertsches Theorem / Modulbasis / Basissaetze | EN: Hilbert basis | SPANISH: base de Hilbert","German/source slice covered; target-language source-canon sidecars record 4 TeX/source hits across 4 files where available.","medium_high_draft","commutative_algebra","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0003","spanish","localization","localización","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R09","Quotientenring / localized quotient-ring construction","German source uses Quotientenring/localized notation rather than literal Lokalisierung.","","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence.","DE: Quotientenring / localized quotient-ring construction | EN: localization | SPANISH: localización","German/source slice covered; target-language source-canon sidecars record 6 TeX/source hits across 5 files where available.","medium_high_draft","commutative_algebra","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0004","spanish","Hilbert basis theorem","teorema de la base de Hilbert","covered_draft_allowed","translated_slice","R02;R07","Hilbertsches Theorem / theorem on module bases","","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Hilbertsches Theorem / theorem on module bases | EN: Hilbert basis theorem | SPANISH: teorema de la base de Hilbert","German/source slice covered; target-language source-canon sidecars record 2 TeX/source hits across 2 files where available.","medium_high_draft","commutative_algebra","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0005","spanish","commutative algebra","álgebra conmutativa","covered_draft_allowed","translated_slice","R01","kommutative Algebra","","","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence.","DE: kommutative Algebra | EN: commutative algebra | SPANISH: álgebra conmutativa","German/source slice covered; target-language source-canon sidecars record 19 TeX/source hits across 12 files where available.","medium_high_draft","commutative_algebra","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0006","spanish","field","cuerpo","covered_draft_allowed","translated_slice","R10","Koerper","Spanish campo not used in this corpus slice.","campo only if a local source/context explicitly prefers it","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence.","DE: Koerper | EN: field | SPANISH: cuerpo","German/source slice covered; target-language source-canon sidecars record 1452 TeX/source hits across 42 files where available.","medium_high_draft","field_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0007","spanish","finitely generated","finitamente generado","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R02;R03;R06","endliche Basis / finitely generated modern scaffold","Modern Spanish phrase used for finite-basis/finitely generated contexts; not a literal rendering of every endlich phrase.","de generación finita; de tipo finito when the source context is finite-type rather than generated-by-finite-set","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: endliche Basis / finitely generated modern scaffold | EN: finitely generated | SPANISH: finitamente generado","German/source slice covered; target-language source-canon sidecars record 314 TeX/source hits across 28 files where available.","medium_high_draft","finiteness","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0008","spanish","module","módulo","covered_draft_allowed","translated_slice","R06;R08;R10","Modul","","","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source.","DE: Modul | EN: module | SPANISH: módulo","German/source slice covered; target-language source-canon sidecars record 571 TeX/source hits across 47 files where available.","medium_high_draft","module_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0009","spanish","quotient module","módulo cociente","covered_draft_allowed","translated_slice","R08;R12","Restklassenmodul / M/U","Restklassenmodul rendered as módulo cociente / módulo de clases residuales.","módulo factor in some teaching registers","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: Restklassenmodul / M/U | EN: quotient module | SPANISH: módulo cociente","German/source slice is covered; target-language exact TeX hits are weak or zero, so retain evidence-gap/review flag.","medium_draft","module_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0010","spanish","tensor product","producto tensorial","uncovered_source_acquisition_gap_retained","deepened_blocker_no_usable_tensor_anchor","","Tensorprodukt absent; noisy otimes only","Coordinator recheck corrected prior wording: LocalCodex has noisy \\otimes hits, but no direct Tensorprodukt/Tensor/tensor prose hit and no usable tensor-product source context; local Romance evidence supports terminology only; Spanish original queue page had 0 exact page hits. No corpus prose until canon German source slice names or explains tensor product.","","Formula-neighboring blocker: noisy otimes/product material is not a named tensor-product prose anchor; do not create corpus prose from formula symbol alone.","DE: Tensorprodukt absent; noisy otimes only | EN: tensor product | SPANISH: producto tensorial","Target-language term witnesses exist, but source-corpus/German anchor is insufficient for corpus prose.","medium_draft","module_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Do not add corpus prose; continue source acquisition/gap tracking until a canon German source slice names or explains the concept."
"term-es-0011","spanish","submodule","submódulo","covered_draft_allowed","translated_slice","R06;R10;R12","Untermodul","","","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source.","DE: Untermodul | EN: submodule | SPANISH: submódulo","German/source slice covered; target-language source-canon sidecars record 30 TeX/source hits across 8 files where available.","medium_high_draft","module_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0012","spanish","automorphism","automorfismo","covered_draft_allowed","translated_slice","R14","Automorphismenring / Automorphismen","","","Near morphism/representation notation; preserve the -morphism or representation register and avoid over-normalizing historical prose.","DE: Automorphismenring / Automorphismen | EN: automorphism | SPANISH: automorfismo","German/source slice covered; target-language source-canon sidecars record 209 TeX/source hits across 28 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0013","spanish","endomorphism","endomorfismo","covered_draft_allowed_with_source_context_note","translated_slice_addendum_source_bridge","R15","Homomorphismus in sich / Homomorphismen in sich","German source uses Homomorphismus-in-sich / Homomorphismen in sich; audited English control renders this as endomorphism(s). Draft only; keep German historical wording visible to reviewers.","","Near Homomorphismus-in-sich wording; keep the historical German anchor visible when using endomorphism in draft.","DE: Homomorphismus in sich / Homomorphismen in sich | EN: endomorphism | SPANISH: endomorfismo","German/source slice covered; target-language source-canon sidecars record 20 TeX/source hits across 9 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0014","spanish","homomorphism","homomorfismo","covered_draft_allowed","translated_slice","R08;R14","Homomorphismus","","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: Homomorphismus | EN: homomorphism | SPANISH: homomorfismo","German/source slice covered; target-language source-canon sidecars record 984 TeX/source hits across 51 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0015","spanish","isomorphism","isomorfismo","covered_draft_allowed","translated_slice","R08;R14","isomorph / Isomorphismus","","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: isomorph / Isomorphismus | EN: isomorphism | SPANISH: isomorfismo","German/source slice covered; target-language source-canon sidecars record 403 TeX/source hits across 43 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0016","spanish","Noetherian ring","anillo noetheriano","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R02;R03;R06","Endlichkeitsbedingung / finite-chain theorem","Modern Noetherian term anchored to German Endlichkeitsbedingung / finite-chain source.","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian ring | SPANISH: anillo noetheriano","German/source slice covered; target-language source-canon sidecars record 78 TeX/source hits across 14 files where available.","medium_high_draft","noetherian","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0017","spanish","Noetherian","noetheriano","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R02;R03;R06","Endlichkeitsbedingung / finite-chain theorem","Modern Noetherian adjective anchored to German Endlichkeitsbedingung / finite-chain source.","noetheriana with feminine nouns; noetherianos/noetherianas in plural","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian | SPANISH: noetheriano","German/source slice covered; target-language source-canon sidecars record 262 TeX/source hits across 19 files where available.","medium_high_draft","noetherian","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0018","spanish","irreducible","irreducible","covered_draft_allowed","translated_slice","R04;R07;R12;R13","irreduzibel","","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: irreduzibel | EN: irreducible | SPANISH: irreducible","German/source slice covered; target-language source-canon sidecars record 844 TeX/source hits across 45 files where available.","medium_high_draft","representation_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0019","spanish","representation","representación","covered_draft_allowed","translated_slice","R11;R12;R13","Darstellung","","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: Darstellung | EN: representation | SPANISH: representación","German/source slice covered; target-language source-canon sidecars record 14 TeX/source hits across 4 files where available.","medium_draft","representation_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-es-0020","spanish","irreducible representation","representación irreducible","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R12;R13","irreduzible Darstellungsklasse / Darstellung","Covered through reducible/irreducible representation class contexts; needs specialist review.","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: irreduzible Darstellungsklasse / Darstellung | EN: irreducible representation | SPANISH: representación irreducible","German/source slice covered; target-language source-canon sidecars record 3 TeX/source hits across 2 files where available.","medium_draft","representation_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
