lexeme_id,candidate_bridge_form,language_code,language_lane,supporting_forms,adverse_forms,false_friend_notes,branch_weights_json,marginal_intelligibility_score,dominance_penalty,evidence_caution_factor,source_ref_factor,final_status,notes
CJK-LEX-character-representation-theory-5a7b66bce9,지표,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-commutative-ring-ring-theory-b40e387929,可換環,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-commutative-ring-ring-theory-b40e387929,交换环,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-commutative-ring-ring-theory-b40e387929,가환환,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-completely-reducible-representation-theory-d22f422070,完全可約,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-036,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.835333,0.333333,0.720000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-completely-reducible-representation-theory-d22f422070,完全可约,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-036,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-division-ring-field-theory-2e268b1c8b,除环,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-020,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 1.0}",0.768667,0.666667,0.720000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-endomorphism-morphism-5bcd9120df,自己準同型,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-030,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.835333,0.333333,0.720000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-endomorphism-morphism-5bcd9120df,自同态,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-030,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-field-field-theory-1d40eb4882,体,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-field-field-theory-1d40eb4882,域,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-field-field-theory-1d40eb4882,체,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-finite-dimensional-finiteness-d24cfc9ac9,有限次元,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-finite-dimensional-finiteness-d24cfc9ac9,有限维,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-finite-dimensional-finiteness-d24cfc9ac9,유한 차원,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-finitely-generated-finiteness-cc560d2947,有限生成,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-023,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-finitely-generated-finiteness-cc560d2947,有限生成,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-023,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-free-module-module-theory-913bb6ea21,自由加群,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-024,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.866667,0.666667,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-group-algebra-core-94d9fad17c,群,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 0.5, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-group-algebra-core-94d9fad17c,군,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 0.5, ""simplified_chinese"": 0.5}",0.542400,0.333333,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-group-algebra-representation-theory-1e375bf418,群代数,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-037,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 1.0}",0.866667,0.666667,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-group-ring-group-algebra-representation-theory-a73ff04914,群環／群代数,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-038,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.709167,0.666667,0.550000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-homomorphism-morphism-27a5eb3cf1,準同型,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.902000,0.000000,0.720000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-homomorphism-morphism-27a5eb3cf1,同态,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-homomorphism-morphism-27a5eb3cf1,준동형사상,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-ideal-ring-theory-41fc9ed208,イデアル,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-ideal-ring-theory-41fc9ed208,理想,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-ideal-ring-theory-41fc9ed208,아이디얼,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-irreducible-representation-representation-theory-8f325aed9d,既約表現,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-irreducible-representation-representation-theory-8f325aed9d,不可约表示,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-irreducible-representation-representation-theory-8f325aed9d,기약 표현,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-isomorphism-morphism-8867fe1ae0,同型,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-isomorphism-morphism-8867fe1ae0,同构,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-isomorphism-morphism-8867fe1ae0,동형사상,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-lie-group-representation-theory-3b2b2ae437,リー群,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.5, ""simplified_chinese"": 0.0}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-lie-group-representation-theory-3b2b2ae437,리 군,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.5, ""simplified_chinese"": 0.0}",0.542400,0.333333,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
