form_id,lexeme_id,active_row_id,language_code,language_lane,family,branch,script,source_form,normalized_form,source_document,source_location,witness_category,source_use_label,draft_status,source_context_note,formula_neighboring_usage_note,interlinear_or_semiconstructed_scaffold,register_note,caution_status,non_claim_boundary
CJK-COVERED-DRAFT-20260705-035,CJK-LEX-semisimple-representation-theory-91d1747f02,term-zh-hans-0023,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,半单,半单,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",semisimple :: 半单 :: domain=representation_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=manual_representation_check.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-007,CJK-LEX-completely-reducible-representation-theory-d22f422070,term-ja-0028,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,完全可約,完全可約,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",completely reducible :: 完全可約 :: domain=representation_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=source_backed_limited; no native-review or accepted-terminology claim.,covered_with_limited_source_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-036,CJK-LEX-completely-reducible-representation-theory-d22f422070,term-zh-hans-0024,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,完全可约,完全可约,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",completely reducible :: 完全可约 :: domain=representation_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=manual_representation_check.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-008,CJK-LEX-character-representation-theory-5a7b66bce9,term-ja-0029,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,指標,指標,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",character :: 指標 :: domain=representation_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=source_backed_limited; no native-review or accepted-terminology claim.,covered_with_limited_source_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-037,CJK-LEX-character-representation-theory-5a7b66bce9,term-zh-hans-0025,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,特征标,特征标,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",character :: 特征标 :: domain=representation_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=manual_representation_check.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-073,CJK-LEX-character-representation-theory-5a7b66bce9,term-ko-draft-0033,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,지표,지표,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",character :: 지표 :: domain=representation_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_kms_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-009,CJK-LEX-irreducible-representation-representation-theory-8f325aed9d,term-ja-0030,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,既約表現,既約表現,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",irreducible representation :: 既約表現 :: domain=representation_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-034,CJK-LEX-irreducible-representation-representation-theory-8f325aed9d,term-zh-hans-0022,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,不可约表示,不可约表示,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",irreducible representation :: 不可约表示 :: domain=representation_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=manual_representation_check.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-074,CJK-LEX-irreducible-representation-representation-theory-8f325aed9d,term-ko-draft-0037,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,기약 표현,기약 표현,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",irreducible representation :: 기약 표현 :: domain=representation_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-010,CJK-LEX-group-ring-group-algebra-representation-theory-a73ff04914,term-ja-0031,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,群環／群代数,群環／群代数,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",group ring/group algebra :: 群環／群代数 :: domain=representation_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=needs_context_check; no native-review or accepted-terminology claim.,covered_with_context_check_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-011,CJK-LEX-representation-representation-theory-2862c17405,term-ja-0032,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,表現,表現,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",representation :: 表現 :: domain=representation_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-039,CJK-LEX-representation-representation-theory-2862c17405,term-zh-hans-0027,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,表示,表示,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",representation :: 表示 :: domain=representation_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
