"current_head","language_gate","concept","term","term_type","source_text_path","line_number","line_sha256","short_context","source_use_label","boundary"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","3","3af59484d578502b9740b55e24588b9618605505ef03d7d222fe3ec5d9a98036","""C2-DRAFT-0002"",""ar"",""Noetherian ring"",""حلقات نوثرية"",""AR-NOETH-001-E002"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arab","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","4","d637e86f358a80af6baa0adbb1fe387d9df09067ee25a43a32d6f5d3ade3dec8","""C2-DRAFT-0003"",""ar"",""Noetherian ring"",""النوثرية"",""AR-NOETH-001-E003"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic R","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","5","677cdb0ed94347ddc1ad970904be02e503f478992efa05440560c949343df364","""C2-DRAFT-0004"",""ar"",""ideal"",""مثالي"",""AR-NOETH-001-E004"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft lane","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","6","5534c081bbdc6d3c30a289df984cd3642eefde11fef9cc066e08c12bd373d98e","""C2-DRAFT-0005"",""ar"",""Noetherian ring"",""النوثرية"",""AR-NOETH-001-E005"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic R","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","7","869ea73fbc118bba7c7390fee49083c1c27b9473d64be24188254f0ca3ff4516","""C2-DRAFT-0006"",""ar"",""ideal"",""مثالي"",""AR-NOETH-001-E006"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft lane","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","8","9afee83535aa46a8aa29bde7191392ec6462aa826cb4d75126b767bd564b3bbe","""C2-DRAFT-0007"",""ar"",""Noetherian ring"",""الحلقة النوثرية"",""AR-NOETH-001-E007"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""A","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","9","c579332ac3d1071dfcd37ad573075389a78f79dc5229ec1f9e4b2f0fabfe7bc2","""C2-DRAFT-0008"",""ar"",""Noetherian ring"",""النوثرية"",""AR-NOETH-001-E008"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic R","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","10","45921430b5ba44944103b6504a565ec91b1e25466e0f2960cd618aad6a248110","""C2-DRAFT-0009"",""ar"",""ideal"",""مثالي"",""AR-NOETH-001-E009"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft lane","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","11","921019ac2170de2db79c15bfe9f6785c5dae89395bc012e76797996dadd27514","""C2-DRAFT-0010"",""ar"",""ideal"",""مثالي"",""AR-NOETH-001-E010"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft lane","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","12","90f6694ccb168ca9f47df69b28eec0c7d77798ba7e3a7d81ed4cf068bdf21b02","""C2-DRAFT-0011"",""ar"",""ideal"",""مثالي"",""AR-NOETH-001-E011"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft lane","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","13","ce6120dfe002cc12c9b7269b4b36a1d78e115f14c60d5b712956649250be2007","""C2-DRAFT-0012"",""ar"",""ideal"",""المثالي"",""AR-NOETH-001-E012"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","14","29914461272ef9784e020f7272126f99d4c17f9941f1f05740a82b5577ecd8ac","""C2-DRAFT-0013"",""ar"",""ideal"",""مثالي"",""AR-NOETH-001-E013"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft lane","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","15","292540fb0fd8a4be05cf198756b2a2681e279399d9c06bf3043fd9a31704ee06","""C2-DRAFT-0014"",""ar"",""ideal"",""مثالي"",""AR-NOETH-001-E014"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft lane","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","16","356ab6b7b2deef1d1585a62e0ccf6bdf399c0217116183f945b7d4e8e15e0fb0","""C2-DRAFT-0015"",""ar"",""ideal"",""المثالي"",""AR-NOETH-001-E015"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","ideal","concept_english","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","17","260af35b75d5b27e9cd7091d339159d0dc0c2d2e1def9ccbc6183adc57593f7b","""C2-DRAFT-0016"",""ar"",""ideal"",""مثالي"",""AR-NOETH-001-E016"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft lane","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","13","ce6120dfe002cc12c9b7269b4b36a1d78e115f14c60d5b712956649250be2007","""C2-DRAFT-0012"",""ar"",""ideal"",""المثالي"",""AR-NOETH-001-E012"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","16","356ab6b7b2deef1d1585a62e0ccf6bdf399c0217116183f945b7d4e8e15e0fb0","""C2-DRAFT-0015"",""ar"",""ideal"",""المثالي"",""AR-NOETH-001-E015"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","18","e2333455ce34e534d6b7238b211204ea80f203f23102401172d4bb0f52e7eba9","""C2-DRAFT-0017"",""ar"",""ideal"",""المثالي"",""AR-NOETH-001-E017"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","23","dfde37596f34ae21e5c390c7ce66e7d7bbf2710420b947fe8fa47ad036d62c19","""C2-DRAFT-0022"",""ar"",""ideal"",""المثالي"",""AR-NOETH-001-E022"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","25","86adbad2494612e91f7663870231d202a2ef78324fc8fcb089c317c1699e6e6d","""C2-DRAFT-0024"",""ar"",""ideal"",""المثالي"",""AR-NOETH-001-E024"",""AR-NOETH-001"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","30","ab1b01c7ab57a9945a35d775227ac0c2bcd934ba0e98990b455e7c48645230e6","""C2-DRAFT-0029"",""ar"",""ideal"",""المثالي"",""AR-NOETH-002-E005"",""AR-NOETH-002"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","32","bd7a80cdf811ee36f005d929c62aa76aad45d493cfcc3d739db7518e781cbf72","""C2-DRAFT-0031"",""ar"",""ideal"",""المثالي"",""AR-NOETH-002-E007"",""AR-NOETH-002"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","34","85b23c37dda8f12067033318f5e5fe766d31d5b6d356481270587648c15292a3","""C2-DRAFT-0033"",""ar"",""ideal"",""المثالي"",""AR-NOETH-002-E009"",""AR-NOETH-002"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","37","a473915aa0bf4b89f93167e2c85e4e2d2a21ad1f7ef26477031914f7f2f1fa2a","""C2-DRAFT-0036"",""ar"",""ideal"",""المثالي"",""AR-NOETH-002-E013"",""AR-NOETH-002"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","40","ed11889dff979a9858f19354e756504e6d215abd8b1caea3e020f29540e05bd4","""C2-DRAFT-0039"",""ar"",""ideal"",""المثالي"",""AR-NOETH-002-E016"",""AR-NOETH-002"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","42","9cffe199b0e09a027b1a24a6517b0bbe59e7d8974579488b3dffefb61b2fcad8","""C2-DRAFT-0041"",""ar"",""ideal"",""المثالي"",""AR-NOETH-002-E018"",""AR-NOETH-002"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_DRAFT_ELIGIBILITY.csv","44","4fdabf7c8032feee303b62ee0761f12ce68055388238dbe7bbb3fa005c971f05","""C2-DRAFT-0043"",""ar"",""ideal"",""المثالي"",""AR-NOETH-002-E020"",""AR-NOETH-002"",""True"",""source-file-present; extracted-text-hash-verified"",""True"",""Arabic RTL draft la","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\SOURCE_GATED_UNLOCK_ROWS_CARRIED_FORWARD.csv","3","79b5e48b0cf5739caca0e0b76789950c6f4b20b4f0117037e9dc0d28cd035ef3","""DU-AR-IDEAL-001"",""ar"",""ideal"",""مثالي | المثاليات"",""AR-NOETH-001-E001 | AR-NOETH-001-E002 | AR-NOETH-001-E003 | AR-NOETH-001-E004 | AR-NOETH-001-E005 | AR-NOETH","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\TERM_CONTEXT_EXTRACTION_ROUTE.csv","13","a257f04270f886ce1b779fd99646b8d79cdf6b00e6e83e40da43e1883a6396a9","""AR-NOETH-001-E012"",""AR-NOETH-001"",""ar"",""Noetherian ring; ideal; Prüfer/arithmetical rings"",""المثالي"",""extracted-text\AR-NOETH-001.txt"",""source-bodies\ar\AR-NOE","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\TERM_CONTEXT_EXTRACTION_ROUTE.csv","16","adc2b9dbd3525e4f4e97f3a52b840188137663c84661e4fb1405ae74460d097c","""AR-NOETH-001-E015"",""AR-NOETH-001"",""ar"",""Noetherian ring; ideal; Prüfer/arithmetical rings"",""المثالي"",""extracted-text\AR-NOETH-001.txt"",""source-bodies\ar\AR-NOE","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\TERM_CONTEXT_EXTRACTION_ROUTE.csv","18","a730ca7b54b049e822ad9aad5143992a4556f5ca132461d47ba81a96148c3de5","""AR-NOETH-001-E017"",""AR-NOETH-001"",""ar"",""Noetherian ring; ideal; Prüfer/arithmetical rings"",""المثالي"",""extracted-text\AR-NOETH-001.txt"",""source-bodies\ar\AR-NOE","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\TERM_CONTEXT_EXTRACTION_ROUTE.csv","23","7f45621d48a2c59efae1aa75f4aef096f74df8b8ae2e6088c5e07b61c2ce5872","""AR-NOETH-001-E022"",""AR-NOETH-001"",""ar"",""Noetherian ring; ideal; Prüfer/arithmetical rings"",""المثالي"",""extracted-text\AR-NOETH-001.txt"",""source-bodies\ar\AR-NOE","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\TERM_CONTEXT_EXTRACTION_ROUTE.csv","25","11dfc34d5cf01804ff7a5676e8640e46393c9f3249f4c9e2ce7b8a37d94ed0af","""AR-NOETH-001-E024"",""AR-NOETH-001"",""ar"",""Noetherian ring; ideal; Prüfer/arithmetical rings"",""المثالي"",""extracted-text\AR-NOETH-001.txt"",""source-bodies\ar\AR-NOE","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\TERM_CONTEXT_EXTRACTION_ROUTE.csv","30","8046f264a7550ff7ac38bed1c5f4f2167d13459cf545053f58562346c678bc0b","""AR-NOETH-002-E005"",""AR-NOETH-002"",""ar"",""Noetherian/Artinian matrix-ring examples; Kronecker/Hadamard products"",""المثالي"",""extracted-text\AR-NOETH-002.txt"",""sou","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\TERM_CONTEXT_EXTRACTION_ROUTE.csv","32","25d3bf14c499b804ad6c8bfc9c7eac5cfa523fe24b7424fb8a33f14498498c7c","""AR-NOETH-002-E007"",""AR-NOETH-002"",""ar"",""Noetherian/Artinian matrix-ring examples; Kronecker/Hadamard products"",""المثالي"",""extracted-text\AR-NOETH-002.txt"",""sou","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
"81db4ba945379e7c267ac6b5049f207e5746e65e","ar","ideal","المثالي","target_rendering","source-canon-recovery\r3-extraction-correctness-source-use-audit-20260706\TERM_CONTEXT_EXTRACTION_ROUTE.csv","34","ae70b0d4dbe557eed16e11d10772cc52083c5a7006a27f7a4927581c7831eb5f","""AR-NOETH-002-E009"",""AR-NOETH-002"",""ar"",""Noetherian/Artinian matrix-ring examples; Kronecker/Hadamard products"",""المثالي"",""extracted-text\AR-NOETH-002.txt"",""sou","source-text-occurrence-hit","occurrence evidence only; not native-reviewed, not accepted terminology, no bridge promotion or gate merge"
