target_id,latex_label,aux_locator,baseline_pdf_destination,expose,context,kind,title,compiled_page,source_relpath,source_line,source_occurrence_count,compiled_status
sga1.e01.cor.4-8,I.4.8,I.4.8,proposition.34,I,e01,cor,,4,SGA1_English_source_sync_workpass.tex,518,1,baseline_aux_present
sga1.e01.def.4-9,I.4.9,I.4.9,proposition.35,I,e01,def,,4,SGA1_English_source_sync_workpass.tex,533,1,baseline_aux_present
sga1.e01.prop.4-10,I.4.10,I.4.10,proposition.36,I,e01,prop,,4,SGA1_English_source_sync_workpass.tex,550,1,baseline_aux_present
sga1.e01.sec.5,I.5,I.5,section*.39,I,e01,sec,The fundamental property of étale morphisms,4,drafts/SGA1_I_5_English_source_draft.texfrag,7,1,baseline_aux_present
sga1.e01.thm.5-1,I.5.1,I.5.1,proposition.40,I,e01,thm,,4,drafts/SGA1_I_5_English_source_draft.texfrag,10,1,baseline_aux_present
sga1.e01.cor.5-2,I.5.2,I.5.2,proposition.41,I,e01,cor,,5,drafts/SGA1_I_5_English_source_draft.texfrag,54,1,baseline_aux_present
sga1.e01.cor.5-3,I.5.3,I.5.3,proposition.42,I,e01,cor,,5,drafts/SGA1_I_5_English_source_draft.texfrag,64,1,baseline_aux_present
sga1.e01.cor.5-4,I.5.4,I.5.4,proposition.44,I,e01,cor,,5,drafts/SGA1_I_5_English_source_draft.texfrag,87,1,baseline_aux_present
sga1.e01.thm.5-5,I.5.5,I.5.5,proposition.45,I,e01,thm,,5,drafts/SGA1_I_5_English_source_draft.texfrag,103,1,baseline_aux_present
sga1.e01.cor.5-6,I.5.6,I.5.6,proposition.47,I,e01,cor,``Extension theorem for liftings'',6,drafts/SGA1_I_5_English_source_draft.texfrag,146,1,baseline_aux_present
sga1.e01.prop.5-7,I.5.7,I.5.7,proposition.48,I,e01,prop,,6,drafts/SGA1_I_5_English_source_draft.texfrag,169,1,baseline_aux_present
sga1.e01.cor.5-8,I.5.8,I.5.8,proposition.49,I,e01,cor,,6,drafts/SGA1_I_5_English_source_draft.texfrag,190,1,baseline_aux_present
sga1.e01.cor.5-9,I.5.9,I.5.9,proposition.50,I,e01,cor,,6,drafts/SGA1_I_5_English_source_draft.texfrag,204,1,baseline_aux_present
sga1.e01.sec.6,I.6,I.6,section*.52,I,e01,sec,Application to étale extensions of complete local rings,7,drafts/SGA1_I_6_English_source_draft.texfrag,7,1,baseline_aux_present
sga1.e01.thm.6-1,I.6.1,I.6.1,proposition.53,I,e01,thm,,7,drafts/SGA1_I_6_English_source_draft.texfrag,17,1,baseline_aux_present
sga1.e01.cor.6-2,I.6.2,I.6.2,proposition.54,I,e01,cor,,7,drafts/SGA1_I_6_English_source_draft.texfrag,35,1,baseline_aux_present
sga1.e01.sec.7,I.7,I.7,section*.55,I,e01,sec,Local construction of unramified and étale morphisms,7,drafts/SGA1_I_7_English_source_draft.texfrag,7,1,baseline_aux_present
sga1.e01.prop.7-1,I.7.1,I.7.1,proposition.56,I,e01,prop,,7,drafts/SGA1_I_7_English_source_draft.texfrag,11,1,baseline_aux_present
sga1.e01.cor.7-2,I.7.2,I.7.2,proposition.57,I,e01,cor,,7,drafts/SGA1_I_7_English_source_draft.texfrag,27,1,baseline_aux_present
sga1.e01.cor.7-3,I.7.3,I.7.3,proposition.58,I,e01,cor,,8,drafts/SGA1_I_7_English_source_draft.texfrag,56,1,baseline_aux_present
sga1.e01.cor.7-4,I.7.4,I.7.4,proposition.59,I,e01,cor,,8,drafts/SGA1_I_7_English_source_draft.texfrag,67,1,baseline_aux_present
sga1.e01.cor.7-5,I.7.5,I.7.5,proposition.60,I,e01,cor,,8,drafts/SGA1_I_7_English_source_draft.texfrag,85,1,baseline_aux_present
sga1.e01.thm.7-6,I.7.6,I.7.6,proposition.61,I,e01,thm,,8,drafts/SGA1_I_7_English_source_draft.texfrag,111,1,baseline_aux_present
sga1.e01.cor.7-7,I.7.7,I.7.7,proposition.62,I,e01,cor,,8,drafts/SGA1_I_7_English_source_draft.texfrag,132,1,baseline_aux_present
sga1.e01.cor.7-8,I.7.8,I.7.8,proposition.63,I,e01,cor,,8,drafts/SGA1_I_7_English_source_draft.texfrag,144,1,baseline_aux_present
sga1.e01.lem.7-9,I.7.9,I.7.9,proposition.66,I,e01,lem,,9,drafts/SGA1_I_7_English_source_draft.texfrag,190,1,baseline_aux_present
sga1.e01.lem.7-10,I.7.10,I.7.10,proposition.68,I,e01,lem,,9,drafts/SGA1_I_7_English_source_draft.texfrag,212,1,baseline_aux_present
sga1.e01.sec.8,I.8,I.8,section*.71,I,e01,sec,Infinitesimal lifting of étale schemes,10,drafts/SGA1_I_8_English_source_draft.texfrag,8,1,baseline_aux_present
sga1.e01.prop.8-1,I.8.1,I.8.1,proposition.72,I,e01,prop,,10,drafts/SGA1_I_8_English_source_draft.texfrag,11,1,baseline_aux_present
sga1.e01.cor.8-2,I.8.2,I.8.2,proposition.75,I,e01,cor,,11,drafts/SGA1_I_8_English_source_draft.texfrag,79,1,baseline_aux_present
sga1.e01.thm.8-3,I.8.3,I.8.3,proposition.76,I,e01,thm,,11,drafts/SGA1_I_8_English_source_draft.texfrag,88,1,baseline_aux_present
sga1.e01.cor.8-4,I.8.4,I.8.4,proposition.77,I,e01,cor,,11,drafts/SGA1_I_8_English_source_draft.texfrag,133,1,baseline_aux_present
sga1.e01.sec.9,I.9,I.9,section*.80,I,e01,sec,Permanence properties,13,drafts/SGA1_I_9_1_English_source_draft.texfrag,11,1,baseline_aux_present
sga1.e01.prop.9-1,I.9.1,I.9.1,proposition.81,I,e01,prop,,13,drafts/SGA1_I_9_1_English_source_draft.texfrag,38,1,baseline_aux_present
sga1.e01.cor.9-2,I.9.2,I.9.2,proposition.82,I,e01,cor,,13,drafts/SGA1_I_9_2_English_source_draft.texfrag,10,1,baseline_aux_present
sga1.e01.prop.9-2,prop:I.9.2,I.9.2,proposition.84,I,e01,prop,,13,drafts/SGA1_I_9_2_English_source_draft.texfrag,28,1,baseline_aux_present
sga1.e01.cor.9-3,I.9.3,I.9.3,proposition.85,I,e01,cor,,13,drafts/SGA1_I_9_3_English_source_draft.texfrag,14,1,baseline_aux_present
sga1.e01.cor.9-4,I.9.4,I.9.4,proposition.86,I,e01,cor,,14,drafts/SGA1_I_9_4_English_source_draft.texfrag,10,1,baseline_aux_present
sga1.e01.thm.9-5,I.9.5,I.9.5,proposition.88,I,e01,thm,,14,drafts/SGA1_I_9_5_English_source_draft.texfrag,11,1,baseline_aux_present
sga1.e01.eq.star,eq:I.9.5.*,{*},AMS.92,I,e01,eq,Second proof,15,drafts/SGA1_I_9_5_P2_English_source_draft.texfrag,53,1,baseline_aux_present
sga1.e01.lem.9-6,I.9.6,I.9.6,proposition.94,I,e01,lem,,15,drafts/SGA1_I_9_5_P2_English_source_draft.texfrag,75,1,baseline_aux_present
sga1.e01.cor.9-7,I.9.7,I.9.7,proposition.95,I,e01,cor,,15,drafts/SGA1_I_9_5_P2_English_source_draft.texfrag,87,1,baseline_aux_present
sga1.e01.cor.9-8,I.9.8,I.9.8,proposition.97,I,e01,cor,,15,drafts/SGA1_I_9_5_P2_English_source_draft.texfrag,107,1,baseline_aux_present
sga1.e01.cor.9-9,I.9.9,I.9.9,proposition.99,I,e01,cor,,16,drafts/SGA1_I_9_5_P2_English_source_draft.texfrag,130,1,baseline_aux_present
sga1.e01.cor.9-10,I.9.10,I.9.10,proposition.101,I,e01,cor,,16,drafts/SGA1_I_9_10_English_source_draft.texfrag,2,1,baseline_aux_present
sga1.e01.cor.9-11,I.9.11,I.9.11,proposition.102,I,e01,cor,,16,drafts/SGA1_I_9_11_English_source_draft.texfrag,2,1,baseline_aux_present
sga1.e01.cor.9-12,I.9.12,I.9.12,proposition.104,I,e01,cor,,16,drafts/SGA1_I_9_12_English_source_draft.texfrag,8,1,baseline_aux_present
sga1.e01.sec.10,I.10,I.10,section*.106,I,e01,sec,Étale coverings of a normal scheme,16,drafts/SGA1_I_10_1_English_source_draft.texfrag,2,1,baseline_aux_present
sga1.e01.prop.10-1,I.10.1,I.10.1,proposition.107,I,e01,prop,,16,drafts/SGA1_I_10_1_English_source_draft.texfrag,5,1,baseline_aux_present
sga1.e01.cor.10-2,I.10.2,I.10.2,proposition.110,I,e01,cor,,17,drafts/SGA1_I_10_2_English_source_draft.texfrag,9,1,baseline_aux_present
sga1.e01.cor.10-3,I.10.3,I.10.3,proposition.113,I,e01,cor,,17,drafts/SGA1_I_10_3_English_source_draft.texfrag,9,1,baseline_aux_present
sga1.e01.prop.10-4,I.10.4,I.10.4,proposition.115,I,e01,prop,,18,drafts/SGA1_I_10_4_English_source_draft.texfrag,11,1,baseline_aux_present
sga1.e01.cor.10-5,I.10.5,I.10.5,proposition.117,I,e01,cor,,18,drafts/SGA1_I_10_5_English_source_draft.texfrag,13,1,baseline_aux_present
sga1.e01.cor.10-6,I.10.6,I.10.6,proposition.119,I,e01,cor,,18,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,8,1,baseline_aux_present
sga1.e01.prop.10-7,I.10.7,I.10.7,proposition.120,I,e01,prop,,19,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,61,1,baseline_aux_present
sga1.e01.cor.10-8,I.10.8,I.10.8,proposition.122,I,e01,cor,,19,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,75,1,baseline_aux_present
sga1.e01.prop.10-9,I.10.9,I.10.9,proposition.124,I,e01,prop,,19,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,82,1,baseline_aux_present
sga1.e01.cor.10-10,I.10.10,I.10.10,proposition.125,I,e01,cor,,19,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,93,1,baseline_aux_present
sga1.e01.thm.10-11,I.10.11,I.10.11,proposition.126,I,e01,thm,,19,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,106,1,baseline_aux_present
sga1.e01.cor.10-12,I.10.12,I.10.12,proposition.128,I,e01,cor,,20,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,139,1,baseline_aux_present
sga1.e01.sec.11,I.11,I.11,section*.129,I,e01,sec,Some complements,20,drafts/SGA1_I_11_English.texfrag,4,1,baseline_aux_present
sga1.e02.chapter.unnamed,II,II,chapter*.131,II,e02,chapter,Smooth morphisms: generalities and differential properties,23,drafts/SGA1_II_1_English.texfrag,4,1,baseline_aux_present
sga1.e02.sec.1,II.1,II.1,section*.132,II,e02,sec,Generalities,23,drafts/SGA1_II_1_English.texfrag,11,1,baseline_aux_present
sga1.e02.eq.1-1,eq:II.1.1,II.1.1,equation*.133,II,e02,eq,Generalities,23,drafts/SGA1_II_1_English.texfrag,16,1,baseline_aux_present
sga1.e02.eq.1-2,eq:II.1.2,II.1.2,equation*.134,II,e02,eq,Generalities,23,drafts/SGA1_II_1_English.texfrag,27,1,baseline_aux_present
sga1.e02.eq.1-3,eq:II.1.3,II.1.3,equation*.135,II,e02,eq,Generalities,23,drafts/SGA1_II_1_English.texfrag,34,1,baseline_aux_present
sga1.e02.def.1-1,II.1.1,II.1.1,sectiondefinition.136,II,e02,def,,23,drafts/SGA1_II_1_English.texfrag,45,1,baseline_aux_present
sga1.e02.prop.1-1,prop:II.1.1,II.1.1,proposition.139,II,e02,prop,,23,drafts/SGA1_II_1_English.texfrag,74,1,baseline_aux_present
sga1.e02.cor.1-2,II.1.2,II.1.2,proposition.140,II,e02,cor,,23,drafts/SGA1_II_1_English.texfrag,81,1,baseline_aux_present
sga1.e02.prop.1-3,II.1.3,II.1.3,proposition.141,II,e02,prop,,24,drafts/SGA1_II_1_English.texfrag,91,1,baseline_aux_present
sga1.e02.cor.1-4,II.1.4,II.1.4,proposition.142,II,e02,cor,,24,drafts/SGA1_II_1_English.texfrag,104,1,baseline_aux_present
sga1.e02.sec.1-5,II.1.5,II.1.5,section*.144,II,e02,sec,Remark \theproposition ,24,drafts/SGA1_II_1_English.texfrag,130,1,baseline_aux_present
sga1.e02.sec.2,II.2,II.2,section*.145,II,e02,sec,Some criteria for smoothness of a morphism,24,drafts/SGA1_II_2_English.texfrag,4,1,baseline_aux_present
sga1.e02.thm.2-1,II.2.1,II.2.1,proposition.146,II,e02,thm,,24,drafts/SGA1_II_2_English.texfrag,7,1,baseline_aux_present
sga1.e02.cor.2-2,II.2.2,II.2.2,proposition.147,II,e02,cor,,24,drafts/SGA1_II_2_English.texfrag,47,1,baseline_aux_present
sga1.e02.prop.2-3,II.2.3,II.2.3,proposition.148,II,e02,prop,,25,drafts/SGA1_II_2_English.texfrag,97,1,baseline_aux_present
sga1.e02.sec.2-4,II.2.4,II.2.4,section*.150,II,e02,sec,Remarks \theproposition ,25,drafts/SGA1_II_2_English.texfrag,130,1,baseline_aux_present
sga1.e02.prop.2-5,II.2.5,II.2.5,proposition.153,II,e02,prop,,26,drafts/SGA1_II_2_English.texfrag,153,1,baseline_aux_present
sga1.e02.cor.2-6,II.2.6,II.2.6,proposition.154,II,e02,cor,,26,drafts/SGA1_II_2_English.texfrag,180,1,baseline_aux_present
sga1.e02.sec.3,II.3,II.3,section*.155,II,e02,sec,Permanence properties,26,drafts/SGA1_II_3_English.texfrag,4,1,baseline_aux_present
sga1.e02.prop.3-1,II.3.1,II.3.1,proposition.156,II,e02,prop,,26,drafts/SGA1_II_3_English.texfrag,7,1,baseline_aux_present
sga1.e02.eq.3-1,eq:II.3.1,II.3.1,equation*.157,II,e02,eq,Permanence properties,26,drafts/SGA1_II_3_English.texfrag,27,1,baseline_aux_present
sga1.e02.eq.3-2,eq:II.3.2,II.3.2,equation*.159,II,e02,eq,Permanence properties,26,drafts/SGA1_II_3_English.texfrag,43,1,baseline_aux_present
sga1.e02.sec.4,II.4,II.4,section*.160,II,e02,sec,Differential properties of smooth morphisms,27,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,5,1,baseline_aux_present
sga1.e02.eq.4-1,eq:II.4.1,II.4.1,equation*.161,II,e02,eq,Differential properties of smooth morphisms,27,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,17,1,baseline_aux_present
sga1.e02.eq.4-1-bis,eq:II.4.1bis,{4.1\(\mathrm  {bis}\)},AMS.162,II,e02,eq,Differential properties of smooth morphisms,27,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,25,1,baseline_aux_present
sga1.e02.eq.4-2,eq:II.4.2,II.4.2,equation*.163,II,e02,eq,Differential properties of smooth morphisms,27,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,31,1,baseline_aux_present
sga1.e02.eq.4-2-bis,eq:II.4.2bis,{4.2\(\mathrm  {bis}\)},AMS.164,II,e02,eq,Differential properties of smooth morphisms,27,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,44,1,baseline_aux_present
sga1.e02.lem.4-1,II.4.1,II.4.1,proposition.165,II,e02,lem,,27,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,52,1,baseline_aux_present
sga1.e02.lem.4-2,II.4.2,II.4.2,proposition.166,II,e02,lem,,27,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,86,1,baseline_aux_present
sga1.e02.thm.4-3,II.4.3,II.4.3,proposition.167,II,e02,thm,,27,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,105,1,baseline_aux_present
sga1.e02.cor.4-4,II.4.4,II.4.4,proposition.168,II,e02,cor,,28,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,124,1,baseline_aux_present
sga1.e02.cor.4-5,II.4.5,II.4.5,proposition.169,II,e02,cor,,28,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,174,1,baseline_aux_present
sga1.e02.cor.4-6,II.4.6,II.4.6,proposition.170,II,e02,cor,,29,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,212,1,baseline_aux_present
sga1.e02.sec.4-7,II.4.7,II.4.7,section*.172,II,e02,sec,Remarks \theproposition ,29,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,233,1,baseline_aux_present
sga1.e02.cor.4-8,II.4.8,II.4.8,proposition.173,II,e02,cor,,29,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,251,1,baseline_aux_present
sga1.e02.eq.4-3,eq:II.4.3,II.4.3,equation*.174,II,e02,eq,Remarks \theproposition ,29,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,276,1,baseline_aux_present
sga1.e02.eq.4-3-bis,eq:II.4.3bis,{4.3\(\mathrm  {bis}\)},AMS.175,II,e02,eq,Remarks \theproposition ,29,drafts/SGA1_II_4_OPENING_THROUGH_4_8_English.texfrag,296,1,baseline_aux_present
sga1.e02.prop.4-9,II.4.9,II.4.9,proposition.176,II,e02,prop,,29,drafts/SGA1_II_4_9_THROUGH_4_13_English.texfrag,5,1,baseline_aux_present
sga1.e02.thm.4-10,II.4.10,II.4.10,proposition.179,II,e02,thm,,31,drafts/SGA1_II_4_9_THROUGH_4_13_English.texfrag,137,1,baseline_aux_present
sga1.e02.cor.4-11,II.4.11,II.4.11,proposition.181,II,e02,cor,,31,drafts/SGA1_II_4_9_THROUGH_4_13_English.texfrag,222,1,baseline_aux_present
sga1.e02.cor.4-12,II.4.12,II.4.12,proposition.182,II,e02,cor,,32,drafts/SGA1_II_4_9_THROUGH_4_13_English.texfrag,259,1,baseline_aux_present
sga1.e02.cor.4-13,II.4.13,II.4.13,proposition.183,II,e02,cor,,32,drafts/SGA1_II_4_9_THROUGH_4_13_English.texfrag,282,1,baseline_aux_present
sga1.e02.rem.4-14,II.4.14,II.4.14,proposition.184,II,e02,rem,,32,drafts/SGA1_II_4_LINES_3500_3727_English.texfrag,4,1,baseline_aux_present
sga1.e02.thm.4-15,II.4.15,II.4.15,proposition.187,II,e02,thm,,34,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,5,1,baseline_aux_present
sga1.e02.cor.4-16,II.4.16,II.4.16,proposition.188,II,e02,cor,,34,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,21,1,baseline_aux_present
sga1.e02.cor.4-17,II.4.17,II.4.17,proposition.190,II,e02,cor,,35,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,94,1,baseline_aux_present
sga1.e02.cor.4-18,II.4.18,II.4.18,proposition.191,II,e02,cor,,35,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,143,1,baseline_aux_present
sga1.e02.eq.4-4,eq:II.4.4,II.4.4,equation*.193,II,e02,eq,Remarks II.4.18,36,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,194,1,baseline_aux_present
sga1.e02.eq.4-5,eq:II.4.5,II.4.5,equation*.194,II,e02,eq,Remarks II.4.18,36,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,209,1,baseline_aux_present
sga1.reader.index.indnot-ad1,indnot:ad1,II.4.7,equation*.194,,reader,index,Remarks II.4.18,36,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,215,1,baseline_aux_present
sga1.reader.index.indnot-bb,indnot:bb,II.4.7,equation*.194,,reader,index,Remarks II.4.18,36,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,233,1,baseline_aux_present
sga1.e02.eq.4-6,eq:II.4.6,II.4.6,equation*.195,II,e02,eq,Remarks II.4.18,36,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,236,1,baseline_aux_present
sga1.e02.sec.5,II.5,II.5,section*.199,II,e02,sec,Case of a base field,37,drafts/SGA1_II_5_OPENING_THROUGH_5_5_English.texfrag,5,1,baseline_aux_present
sga1.e02.prop.5-1,II.5.1,II.5.1,proposition.200,II,e02,prop,,37,drafts/SGA1_II_5_OPENING_THROUGH_5_5_English.texfrag,9,1,baseline_aux_present
sga1.e02.cor.5-2,II.5.2,II.5.2,proposition.201,II,e02,cor,,37,drafts/SGA1_II_5_OPENING_THROUGH_5_5_English.texfrag,41,1,baseline_aux_present
sga1.e02.eq.5-1,eq:II.5.1,II.5.1,equation*.202,II,e02,eq,Case of a base field,38,drafts/SGA1_II_5_OPENING_THROUGH_5_5_English.texfrag,57,1,baseline_aux_present
sga1.e02.cor.5-3,II.5.3,II.5.3,proposition.203,II,e02,cor,,38,drafts/SGA1_II_5_OPENING_THROUGH_5_5_English.texfrag,70,1,baseline_aux_present
sga1.e02.prop.5-4,II.5.4,II.5.4,proposition.204,II,e02,prop,,38,drafts/SGA1_II_5_OPENING_THROUGH_5_5_English.texfrag,84,1,baseline_aux_present
sga1.e02.thm.5-5,II.5.5,II.5.5,proposition.205,II,e02,thm,,38,drafts/SGA1_II_5_OPENING_THROUGH_5_5_English.texfrag,95,1,baseline_aux_present
sga1.e02.cor.5-6,II.5.6,II.5.6,proposition.206,II,e02,cor,,38,drafts/SGA1_II_5_6_THROUGH_5_7_English.texfrag,2,1,baseline_aux_present
sga1.e02.cor.5-7,II.5.7,II.5.7,proposition.208,II,e02,cor,,39,drafts/SGA1_II_5_6_THROUGH_5_7_English.texfrag,55,1,baseline_aux_present
sga1.e02.cor.5-8,II.5.8,II.5.8,proposition.209,II,e02,cor,,39,drafts/SGA1_II_5_8_THROUGH_5_10_English.texfrag,2,1,baseline_aux_present
sga1.e02.cor.5-9,II.5.9,II.5.9,proposition.210,II,e02,cor,,40,drafts/SGA1_II_5_8_THROUGH_5_10_English.texfrag,51,1,baseline_aux_present
sga1.e02.cor.5-10,II.5.10,II.5.10,proposition.211,II,e02,cor,,40,drafts/SGA1_II_5_8_THROUGH_5_10_English.texfrag,98,1,baseline_aux_present
sga1.e02.sec.5.key-ii-fin-errata,II.fin.errata,II.5,section*.212,II,e02,sec,Errata,40,drafts/SGA1_II_ERRATA_AND_III_HEADING_English.texfrag,2,1,baseline_aux_present
sga1.e03.chapter.unnamed,III,III,chapter*.213,III,e03,chapter,Smooth morphisms: lifting properties,41,drafts/SGA1_II_ERRATA_AND_III_HEADING_English.texfrag,36,1,baseline_aux_present
sga1.e03.sec.1,III.1,III.1,section*.214,III,e03,sec,Formally smooth homomorphisms,41,drafts/SGA1_III_1_OPENING_THROUGH_1_3_English.texfrag,2,1,baseline_aux_present
sga1.e03.def.1-1,III.1.1,III.1.1,proposition.215,III,e03,def,,41,drafts/SGA1_III_1_OPENING_THROUGH_1_3_English.texfrag,20,1,baseline_aux_present
sga1.e03.rem.1-2,III.1.2,III.1.2,proposition.217,III,e03,rem,,41,drafts/SGA1_III_1_OPENING_THROUGH_1_3_English.texfrag,55,1,baseline_aux_present
sga1.e03.lem.1-3,III.1.3,III.1.3,proposition.219,III,e03,lem,,42,drafts/SGA1_III_1_OPENING_THROUGH_1_3_English.texfrag,87,1,baseline_aux_present
sga1.e03.prop.1-4,III.1.4,III.1.4,proposition.220,III,e03,prop,,42,drafts/SGA1_III_1_4_THROUGH_1_9_English.texfrag,5,1,baseline_aux_present
sga1.e03.prop.1-5,III.1.5,III.1.5,proposition.221,III,e03,prop,,42,drafts/SGA1_III_1_4_THROUGH_1_9_English.texfrag,53,1,baseline_aux_present
sga1.e03.cor.1-6,III.1.6,III.1.6,proposition.222,III,e03,cor,,43,drafts/SGA1_III_1_4_THROUGH_1_9_English.texfrag,112,1,baseline_aux_present
sga1.e03.cor.1-7,III.1.7,III.1.7,proposition.223,III,e03,cor,,43,drafts/SGA1_III_1_4_THROUGH_1_9_English.texfrag,134,1,baseline_aux_present
sga1.e03.sec.1-8,III.1.8,III.1.8,section*.225,III,e03,sec,Remark \theproposition ,44,drafts/SGA1_III_1_4_THROUGH_1_9_English.texfrag,153,1,baseline_aux_present
