residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,normalized_locator,classification,target_label,target_id,reason,context,context_sha256,source_sha256_at_adjudication,status
sga1.residual.sha256.9180f4b251d9699342dffd79dc64c152cd971b451c72c065ffe503057e14d891,sga1.candidate.sha256.9180f4b251d9699342dffd79dc64c152cd971b451c72c065ffe503057e14d891,drafts/SGA1_II_2_English.texfrag,144,53,"IV, 7.8",IV.7.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"algebras and their localizations.\footnote{Cf.\ EGA~IV, 7.8.}",141D94C312D5DB5B669843417892FD45B899DA9356EAAF3910E950FA5ADAAD46,DB0FFB53C58FF380EEF3EE48992431C71CF5E38C39B3F8FDD89474451C87479D,reviewed_positive_residual
sga1.residual.sha256.ad3570ca74b9a0b39d33a76ba2f408327890a0d65f7938544fb2787a0d4b787a,sga1.candidate.sha256.ad3570ca74b9a0b39d33a76ba2f408327890a0d65f7938544fb2787a0d4b787a,drafts/SGA1_II_2_English.texfrag,147,32,"IV, 5.12.10",IV.5.12.10,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"of Hironaka,\footnote{Cf.\ EGA~IV, 5.12.10.} which can sometimes be used to",0F7065ED92E9CE498664EA1AF5E93CF906F404C181F9184EA93DBEC2C93FD985,DB0FFB53C58FF380EEF3EE48992431C71CF5E38C39B3F8FDD89474451C87479D,reviewed_positive_residual
sga1.residual.sha256.078c5e54c957fa503f963b17ff6c25155c83ff5cfe695f0957634be7f7905ab9,sga1.candidate.sha256.078c5e54c957fa503f963b17ff6c25155c83ff5cfe695f0957634be7f7905ab9,drafts/SGA1_II_3_English.texfrag,41,49,"IV, 6.1",IV.6.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"we obtain\footnote{For these formulas, cf.\ EGA~IV, 6.1 and~6.3.}",D67D57085B5EC3E78CE33374E135F1FE828037994CB41E1DAB2E234618026034,6BCA001AC974953B72B1C67D09C03A2A41D7BD63AB383E63B8534B42A4132BD4,reviewed_positive_residual
sga1.residual.sha256.f12ad9b3cc4f2d80648a7a36ed0af1e173f3d3cbda826ea1f4680bdaa7c72142,sga1.candidate.sha256.f12ad9b3cc4f2d80648a7a36ed0af1e173f3d3cbda826ea1f4680bdaa7c72142,drafts/SGA1_II_3_English.texfrag,41,61,6.3,II.6.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"we obtain\footnote{For these formulas, cf.\ EGA~IV, 6.1 and~6.3.}",D67D57085B5EC3E78CE33374E135F1FE828037994CB41E1DAB2E234618026034,6BCA001AC974953B72B1C67D09C03A2A41D7BD63AB383E63B8534B42A4132BD4,reviewed_positive_residual
sga1.residual.sha256.012fbe7f9bd7de48470cc5b8f691275dfc7e25b953e2a088781ab191c71ecdf1,sga1.candidate.sha256.012fbe7f9bd7de48470cc5b8f691275dfc7e25b953e2a088781ab191c71ecdf1,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,155,12,Remarks II.4.18,II.4.18,structural_declaration,II.4.18,sga1.e02.cor.4-18,"source-visible declaration, not a reference edge",\paragraph{Remarks II.4.18.},7D26F04B900AC039E8BE9504AAC77D3716E2955ACA75CE90048138F8C866F972,95A61761136123E2A64EC2B5D8E2D9A74E12224D06AA3A73DFC8E7464FB6A841,reviewed_positive_residual
sga1.residual.sha256.72f23d5bac78ba9e75de9ac033388da69a5935ed6c3e1ee024ce7ad1060f0352,sga1.candidate.sha256.72f23d5bac78ba9e75de9ac033388da69a5935ed6c3e1ee024ce7ad1060f0352,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,254,5,"IV, 16.8",IV.16.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"EGA~IV, 16.8--16.12.}",D23CAE0CEECA6A12E41244A5565AA4E6A2F8B4B376E4D203426331770981B7C8,95A61761136123E2A64EC2B5D8E2D9A74E12224D06AA3A73DFC8E7464FB6A841,reviewed_positive_residual
sga1.residual.sha256.d6560fe9cec117ad6abfa511f263da13c0a761d8ca11dea60d4cf5a516d08a7a,sga1.candidate.sha256.d6560fe9cec117ad6abfa511f263da13c0a761d8ca11dea60d4cf5a516d08a7a,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,254,15,16.12,II.16.12,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"EGA~IV, 16.8--16.12.}",D23CAE0CEECA6A12E41244A5565AA4E6A2F8B4B376E4D203426331770981B7C8,95A61761136123E2A64EC2B5D8E2D9A74E12224D06AA3A73DFC8E7464FB6A841,reviewed_positive_residual
sga1.residual.sha256.7673192aa5043eb209b4670778df80d6ad3384dcb62575e803e5e26479ae6b3f,sga1.candidate.sha256.7673192aa5043eb209b4670778df80d6ad3384dcb62575e803e5e26479ae6b3f,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,284,12,Remark II.4.19,II.4.19,structural_declaration,,,"source-visible declaration, not a reference edge",\paragraph{Remark II.4.19.},399F469C8D586A66B6EE46AC14EBAE1DBB63D7CFF164822896AA34B114C0EDA0,95A61761136123E2A64EC2B5D8E2D9A74E12224D06AA3A73DFC8E7464FB6A841,reviewed_positive_residual
sga1.residual.sha256.8c08d84b5d22a1d52a67d3bf220af53e0909f8dd83aa2d1edd4dd12f469f09ee,sga1.candidate.sha256.8c08d84b5d22a1d52a67d3bf220af53e0909f8dd83aa2d1edd4dd12f469f09ee,drafts/SGA1_II_4_15_THROUGH_4_19_English.texfrag,299,58,15.1.7,II.15.1.7,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"terminology adopted in EGA~\(\mathrm{0}_{\mathrm{IV}}\), 15.1.7.}",A347FAF4CEC2D204CEFADF1D4DEFBB50CA04B614261D9DF5D0DDD0EA6C2715DF,95A61761136123E2A64EC2B5D8E2D9A74E12224D06AA3A73DFC8E7464FB6A841,reviewed_positive_residual
sga1.residual.sha256.d30b9a205bd6164118c79c09e5849c3df1b95fd900374bc525d6d2b4f803690d,sga1.candidate.sha256.d30b9a205bd6164118c79c09e5849c3df1b95fd900374bc525d6d2b4f803690d,drafts/SGA1_II_4_LINES_3500_3727_English.texfrag,85,19,15.1.7,II.15.1.7,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"$0_{\textup{IV}}$~15.1.7 and 15.1.11.}, \ie if for every $i$ such that $1",8B47316D51B80AF8DA3BFC6F85C9A638D5C8C103C31EC156E6BBD3AAEA2898F3,FE100F51FB6FD0692B57C03F0298B212246A7F1A1AAA15FBC906B70A2F955C7A,reviewed_positive_residual
sga1.residual.sha256.9b5a147b2c4f0a5cba49f67cfe8d3bc23c9566309bec3fdda84d08aad9f35747,sga1.candidate.sha256.9b5a147b2c4f0a5cba49f67cfe8d3bc23c9566309bec3fdda84d08aad9f35747,drafts/SGA1_II_4_LINES_3500_3727_English.texfrag,85,30,15.1.11,II.15.1.11,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"$0_{\textup{IV}}$~15.1.7 and 15.1.11.}, \ie if for every $i$ such that $1",8B47316D51B80AF8DA3BFC6F85C9A638D5C8C103C31EC156E6BBD3AAEA2898F3,FE100F51FB6FD0692B57C03F0298B212246A7F1A1AAA15FBC906B70A2F955C7A,reviewed_positive_residual
sga1.residual.sha256.58a4c55a8cbb800dd82fea2f449134f8ba4bea873397c302974603f88dccbef0,sga1.candidate.sha256.58a4c55a8cbb800dd82fea2f449134f8ba4bea873397c302974603f88dccbef0,drafts/SGA1_II_4_LINES_3500_3727_English.texfrag,193,1,IV 17,IV.17,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"IV 17, 18}, probably by",F63E2FC029F86A67FB86754D129F1408605BA94F1831D0C908D2FA9947D65B87,FE100F51FB6FD0692B57C03F0298B212246A7F1A1AAA15FBC906B70A2F955C7A,reviewed_positive_residual
sga1.residual.sha256.3927d379f24e0b4e22bfb67abfab726fb19deddc9db03098549cc302a9b4b6f5,sga1.candidate.sha256.3927d379f24e0b4e22bfb67abfab726fb19deddc9db03098549cc302a9b4b6f5,drafts/SGA1_II_ERRATA_AND_III_HEADING_English.texfrag,18,17,Chapter~V,V,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"\emph{Algèbre}, Chapter~V, §9, Theorem~2. Choose a nonzero polynomial",EAA1C909C8EB4AD9C16DA0EB9654A7F44A2283AAD8056DF7107216C1A6703535,F6222E4F6F45C28081242FCD57110CABF9332D88FBADE0AD35DF9BB9F1C425BD,reviewed_positive_residual
sga1.residual.sha256.c41197e67beba4c3de1a20e2b416d5b2fd6ecd89f312d0f6e85ca5e4814d9709,sga1.candidate.sha256.c41197e67beba4c3de1a20e2b416d5b2fd6ecd89f312d0f6e85ca5e4814d9709,drafts/SGA1_IV_6_English.texfrag,6,61,"IV, 1.8",IV.1.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"\footnote{See EGA~\(\mathrm{0}_{\mathrm{III}}\), 9, and EGA~IV, 1.8",BDF8BA7665931D4760BC0D4705E1AEBD94F8B3B8288B3B977BEBCDC8DC6D43ED,BB5B881EFD09A7473D44ACA3436F227F90F7785635D16B12FE1C9FB64D6CFB2C,reviewed_positive_residual
sga1.residual.sha256.164a1ff54ba06e4f5d2bd347d7875601dfe867127006b62e5f3529bc4a182d39,sga1.candidate.sha256.164a1ff54ba06e4f5d2bd347d7875601dfe867127006b62e5f3529bc4a182d39,drafts/SGA1_IV_6_English.texfrag,7,5,1.10,IV.1.10,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,and 1.10.},C1A391343128442F6372CA4AE63799FEC6CFD756CB08B990055D75882FFC4954,BB5B881EFD09A7473D44ACA3436F227F90F7785635D16B12FE1C9FB64D6CFB2C,reviewed_positive_residual
sga1.residual.sha256.6883d9610e1ed5c51de171c08d1940b0cfcc1c2febaeeb7f35b68388e54b7d67,sga1.candidate.sha256.6883d9610e1ed5c51de171c08d1940b0cfcc1c2febaeeb7f35b68388e54b7d67,drafts/SGA1_IV_6_English.texfrag,106,51,"IV, 12.1.1.5",IV.12.1.1.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"first negative, even when \(f\) is étale; see EGA~IV, 12.1.1.5, and",7CA4393E5AE46C695218F24FA826FC94287C88011305292832AD78615D3EFC7E,BB5B881EFD09A7473D44ACA3436F227F90F7785635D16B12FE1C9FB64D6CFB2C,reviewed_positive_residual
sga1.residual.sha256.f6dc987b68647df2bcdbbd64be5b6d00a4c569e4aa9705a571b5fe4e10c1ef5a,sga1.candidate.sha256.f6dc987b68647df2bcdbbd64be5b6d00a4c569e4aa9705a571b5fe4e10c1ef5a,drafts/SGA1_IV_6_English.texfrag,107,12,"IV, 33",IV.33,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"EGA Errata~IV, 33.}",A90ADD0C50203319485F65243F7EEC382DD000A3659747CAFB526E5843A95141,BB5B881EFD09A7473D44ACA3436F227F90F7785635D16B12FE1C9FB64D6CFB2C,reviewed_positive_residual
sga1.residual.sha256.39d4e1ebe27e2bc6a4f70a96fdee42f33d75f9fa85630c0768bfea8a4db5ea7d,sga1.candidate.sha256.39d4e1ebe27e2bc6a4f70a96fdee42f33d75f9fa85630c0768bfea8a4db5ea7d,drafts/SGA1_IV_INTRODUCTION_English.texfrag,8,47,Chapter~IV,IV,external_work_reference,,,"forthcoming EGA chapter, not SGA 1 Exposé IV",exposés. A more detailed study will appear in Chapter~IV of the,BCD1D630F26A53A8A3A60B941CC4B79770578A7666ECB7F6B189CA1F9FFFEFD3,82DE5AAF19C01C73813E927BA65E0E1D75C762AF1504EA36214012F2F24ED962,reviewed_positive_residual
sga1.residual.sha256.51c4004fc38612844a54203cbb1e7715edd71416393e94981818006ee7f1f48b,sga1.candidate.sha256.51c4004fc38612844a54203cbb1e7715edd71416393e94981818006ee7f1f48b,drafts/SGA1_IV_INTRODUCTION_English.texfrag,10,1,"IV, 11",IV.11,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"IV, 11 and 12.}, where the following situation is treated",D4A9D220B389A7D106D23095447DCF695BA63B67162F2E345FDD6F508CB69839,82DE5AAF19C01C73813E927BA65E0E1D75C762AF1504EA36214012F2F24ED962,reviewed_positive_residual
sga1.residual.sha256.29212879be97ef1d4af189b3d4314417af43db2c140deb543a8c421962890d6c,sga1.candidate.sha256.29212879be97ef1d4af189b3d4314417af43db2c140deb543a8c421962890d6c,drafts/SGA1_IV_INTRODUCTION_English.texfrag,37,58,Chapter~I,I,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"rings.\footnote{N.~Bourbaki, \emph{Algèbre commutative}, Chapter~I",97BB32A6AED93121FF4BA63676FCE815AE8C4284957700152782E1345A73CC1C,82DE5AAF19C01C73813E927BA65E0E1D75C762AF1504EA36214012F2F24ED962,reviewed_positive_residual
sga1.residual.sha256.dd9305b4745f75f7a36a5d51de47e6718c11aab8a25c536329bbd8cfe7d9478c,sga1.candidate.sha256.dd9305b4745f75f7a36a5d51de47e6718c11aab8a25c536329bbd8cfe7d9478c,drafts/SGA1_IX_4_English.texfrag,164,35,IV~8,IV.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,limit process in the style of EGA IV~8.}.,3128E68F9680EB5429A6D631ADEA940BAB577BC7ABC7C2642EF436E6A4BD8D40,E21C3DC9353CEE5FF8F11D71F0352CD1124B0BA6B3B63A210A4D7744915CB34A,reviewed_positive_residual
sga1.residual.sha256.827615068ea58cec027434e7f59ec57317d9ed2ba045732f95c5eae5cf1bda6a,sga1.candidate.sha256.827615068ea58cec027434e7f59ec57317d9ed2ba045732f95c5eae5cf1bda6a,drafts/SGA1_IX_4_English.texfrag,276,24,IV~14.3.13,IV.14.3.13,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,shows\footnote{\Cf EGA IV~14.3.13 and~14.5.4.} that there exists an,D7DB86ABB2EFE5FCD889D53F339843CCBE94F07C2F798336800EF5E693C5D63A,E21C3DC9353CEE5FF8F11D71F0352CD1124B0BA6B3B63A210A4D7744915CB34A,reviewed_positive_residual
sga1.residual.sha256.7bbc5828f9321fcfacbbb0fd1dacbb5afcb1f6b659d4667c81614c48b31dfe5a,sga1.candidate.sha256.7bbc5828f9321fcfacbbb0fd1dacbb5afcb1f6b659d4667c81614c48b31dfe5a,drafts/SGA1_IX_4_English.texfrag,276,39,14.5.4,IX.14.5.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,shows\footnote{\Cf EGA IV~14.3.13 and~14.5.4.} that there exists an,D7DB86ABB2EFE5FCD889D53F339843CCBE94F07C2F798336800EF5E693C5D63A,E21C3DC9353CEE5FF8F11D71F0352CD1124B0BA6B3B63A210A4D7744915CB34A,reviewed_positive_residual
sga1.residual.sha256.982c64c435c52951f927de22446c68c8f0615acf5704f25da19ba59aeadf024f,sga1.candidate.sha256.982c64c435c52951f927de22446c68c8f0615acf5704f25da19ba59aeadf024f,drafts/SGA1_IX_4_English.texfrag,293,64,IV~8,IV.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"an easy reduction to the case in the text, in the style of EGA~IV~8, \cf SGA~4",342979BF44D7D120C5D2F51A25B7D6F79C977E945C11E1D68E6107121A533CE0,E21C3DC9353CEE5FF8F11D71F0352CD1124B0BA6B3B63A210A4D7744915CB34A,reviewed_positive_residual
sga1.residual.sha256.452c6397ad9ac33d66a97cd43a924e4b96a699213eb686c18b2483469f484efe,sga1.candidate.sha256.452c6397ad9ac33d66a97cd43a924e4b96a699213eb686c18b2483469f484efe,drafts/SGA1_IX_4_English.texfrag,294,1,VIII~1.1,VIII.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,VIII~1.1.}).,55FC20668EC2251BA362CC88B9043B0A842EFBA895D43585535508538FCD62EB,E21C3DC9353CEE5FF8F11D71F0352CD1124B0BA6B3B63A210A4D7744915CB34A,reviewed_positive_residual
sga1.residual.sha256.6430bc60cb0c44c949bf9aa12e873ce956b2fe64cbd567dffeb96b7da2f6142c,sga1.candidate.sha256.6430bc60cb0c44c949bf9aa12e873ce956b2fe64cbd567dffeb96b7da2f6142c,drafts/SGA1_IX_4_English.texfrag,337,53,III~3,III.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"finiteness and comparison for proper morphisms (EGA~III~3,~4,~5). The same is not true of the following result:",D621ECADA41F33CF91B3CEF6BC68AC660830014D4FD04860F8D630080FDB2E86,E21C3DC9353CEE5FF8F11D71F0352CD1124B0BA6B3B63A210A4D7744915CB34A,reviewed_positive_residual
sga1.residual.sha256.9d70c46c24011396a2354d8fd649cd576f3fe729a6e524d95ebdc83332efb71f,sga1.candidate.sha256.9d70c46c24011396a2354d8fd649cd576f3fe729a6e524d95ebdc83332efb71f,drafts/SGA1_IX_6_B_English.texfrag,156,28,XV~1.15,XV.1.15,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"and surjective; \cf SGA~4, XV~1.15.}. This is at least true if the",7137D7DF38372C6FD06467713F64BB875694CA876B60A73C073E410105D1D084,D91DA34E1F340461D4D48D8CAC532FDAEB4CAEFB971BAD2697642A0A5A290693,reviewed_positive_residual
sga1.residual.sha256.0f1ad4f89f1f782f64e418fc61e1eb6af6fb4e5f54132f2564db53709d40e48b,sga1.candidate.sha256.0f1ad4f89f1f782f64e418fc61e1eb6af6fb4e5f54132f2564db53709d40e48b,drafts/SGA1_IX_OPENING_AND_1_English.texfrag,176,37,"III, 5",III.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"sheaves in algebraic geometry} (EGA~III, 5; \cf also",F422CC7C4A349F6461901B19A46753EAAFF6FFCB29B8E62E6E4989E1001FA256,570A842851090EC477F3EC5F8B1E471105210EB7CE6865AA01395A976BCA0003,reviewed_positive_residual
sga1.residual.sha256.654c09960a4e5dbdb384c5bdb2b83fb1b43961d4bc1ad23c55a3b260c4b0422d,sga1.candidate.sha256.654c09960a4e5dbdb384c5bdb2b83fb1b43961d4bc1ad23c55a3b260c4b0422d,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,30,55,Chapter~IV,IV,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(whose proof will appear in the \emph{multiplodoque}, Chapter~IV, no.~15,",AE4779A09ED36C8B9BDF301574919A73246F74BAEC6A8489DBA71E320E07E338,6B809571314941399BFF5EBF0F054E8BDB58D6FF106E08D7E97BF4463980A7EB,reviewed_positive_residual
sga1.residual.sha256.7544fe7a910d0eda65efc92013a3e5c0609dcff6634b4c8cac4cdd177f399365,sga1.candidate.sha256.7544fe7a910d0eda65efc92013a3e5c0609dcff6634b4c8cac4cdd177f399365,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,71,20,"IV, 15.5.1",IV.15.5.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"\footnote{Cf.\ EGA~IV, 15.5.1.}",4C9EF9368DCA325CE0D5E61B08A398018CEE24EAC2C3EAEB0E8CAF8BFB8EE6FD,6B809571314941399BFF5EBF0F054E8BDB58D6FF106E08D7E97BF4463980A7EB,reviewed_positive_residual
sga1.residual.sha256.cb9da3563e7c194cd727a233845bae4056df977e32b6d2a9b17110aa69a0c184,sga1.candidate.sha256.cb9da3563e7c194cd727a233845bae4056df977e32b6d2a9b17110aa69a0c184,drafts/SGA1_I_11_English.texfrag,16,61,Chapter~VI,VI,external_work_reference,,,"future multiplodoque chapter, not SGA 1 Exposé VI",the identification process precise; it will be explained in Chapter~VI of,0FB19BE04976A04A78D76818B04A40F0C2AEA4FBEBB942CBB3EB837C44996FE2,B59EED6CD875BA2E13A7078F7B52736BB8A305C1FBA45B3BD494A6AB90802415,reviewed_positive_residual
sga1.residual.sha256.56ee446b9ca656abf74180db8973782e799bba5c4b15cec5b45f1b6bc61a2021,sga1.candidate.sha256.56ee446b9ca656abf74180db8973782e799bba5c4b15cec5b45f1b6bc61a2021,drafts/SGA1_I_11_English.texfrag,107,5,"IV, 18.10.3",IV.18.10.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"EGA~IV, 18.10.3, using a variant of Proposition~\ref{I.9.5} for",7BEDBFC1B350694014A4F8B65B3C4816A779E1E000668102FE5D2C00455347AC,B59EED6CD875BA2E13A7078F7B52736BB8A305C1FBA45B3BD494A6AB90802415,reviewed_positive_residual
sga1.residual.sha256.271498e72e9d8c4c51cafce3c3d3fbd1c178f47d72cf4afbbce4af9ab1db6f3d,sga1.candidate.sha256.271498e72e9d8c4c51cafce3c3d3fbd1c178f47d72cf4afbbce4af9ab1db6f3d,drafts/SGA1_I_8_English_source_draft.texfrag,59,19,Chapter~I,I,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"We know from EGA, Chapter~I, that there exist a \(Y\)-scheme~\(X\) of",C97A8B4F8544CA7AE505911BE4416AC1A3263400F7D55EE85A64CE19DD450580,4C25DB6731B4AC26CBDB65E8F5EA2B289A95CA7ADACAC7DD0464451B81F5BCA8,reviewed_positive_residual
