"package_relative_path","original_relative_path","original_absolute_path","bucket","witness_class","source_type_or_extension","size_bytes","sha256","matched_source_url_or_locator","matched_license_or_access_signal","matched_topic_language_tags","matched_rtl_or_script_note","matched_status_or_gap_note","matched_evidence_ledgers","package_note","language_boundary","non_claim_boundary"
"source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/حلقة__رياضيات__oldid_75116766.wiki.txt","20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/حلقة__رياضيات__oldid_75116766.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\حلقة__رياضيات__oldid_75116766.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","6595","CCF371C68549D7590DE25003FCC6D3A7C9961B999D4338277CCDA83193298227","https://ar.wikipedia.org/wiki/%D8%AD%D9%84%D9%82%D8%A9_%28%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A7%D8%AA%29","Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;ring;abstract algebra;binary operations;ideals adjacent","Arabic RTL wikitext with inline math tags; provenance only, not PDF/TeX layout proof.","active_raw_text_witness","NOETHER_ARABIC_RTL_MEDIAWIKI_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/حلقية__رياضيات__oldid_75116824.wiki.txt","20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/حلقية__رياضيات__oldid_75116824.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\حلقية__رياضيات__oldid_75116824.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","2793","8B5519D05F1B4000AC695D03F717600167E2CA5B93555D243B90B9145A1D1504","https://ar.wikipedia.org/wiki/%D8%AD%D9%84%D9%82%D9%8A%D8%A9_%28%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A7%D8%AA%29","Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;module;حلقية;مودول;ring coefficients;vector-space adjacent;homological algebra adjacent","Arabic RTL wikitext with module/math formula tags; provenance only.","active_raw_text_witness","NOETHER_ARABIC_RTL_MEDIAWIKI_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/زمرة__رياضيات__oldid_75199155.wiki.txt","20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/زمرة__رياضيات__oldid_75199155.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\زمرة__رياضيات__oldid_75199155.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","101653","9EE18CBE01DD2845B3E248E4FD3BF1F6863D2CDF7D815582B7A17D66F84124E0","https://ar.wikipedia.org/wiki/%D8%B2%D9%85%D8%B1%D8%A9_%28%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A7%D8%AA%29","Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;group;abstract algebra;group theory;symmetry;automorphism adjacent","Arabic RTL wikitext with formulas and templates; provenance only, not reader QA.","active_raw_text_witness","NOETHER_ARABIC_RTL_MEDIAWIKI_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/شباه_oldid_75235422.wiki.txt","20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/شباه_oldid_75235422.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\شباه_oldid_75235422.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","4103","148178221B31F83F8B1E7C6C0A1F0844D7980E41DD476D99DF2AE7AC88E5D91C","https://ar.wikipedia.org/wiki/%D8%B4%D8%A8%D8%A7%D9%87","Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;homomorphism-adjacent;groups;homology/homomorphism ambiguity;تشاكل","Arabic RTL wikitext; includes math notation; provenance only.","active_raw_text_witness_cautioned","NOETHER_ARABIC_RTL_MEDIAWIKI_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/نظرية_الزمر_oldid_75472653.wiki.txt","20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/نظرية_الزمر_oldid_75472653.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\نظرية_الزمر_oldid_75472653.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","13238","F1D1832F54A86DE26B36C07A2D73FCB313AA5C37912C0B3D2F5782808319B513","https://ar.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%D9%8A%D8%A9_%D8%A7%D9%84%D8%B2%D9%85%D8%B1","Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;group theory;abstract algebra;permutation groups;Galois theory adjacent","Arabic RTL wikitext; provenance only.","active_raw_text_witness","NOETHER_ARABIC_RTL_MEDIAWIKI_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_oldid_217433.wiki.txt","20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_oldid_217433.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_oldid_217433.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","2158","9C0EE62A2F9F4491469EAF86AAA8B083F3716E46DD8FBE5F6F2B0325E8046E8A","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;algebra;book shelf;linear algebra;abstract algebra","Arabic RTL wikitext book-index style; source-text provenance only, not layout QA.","active_raw_text_witness","NOETHER_ARABIC_RTL_WIKIBOOKS_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_تجريدي_oldid_214163.wiki.txt","20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_تجريدي_oldid_214163.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_تجريدي_oldid_214163.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","2732","65B881E25F0E82C83F791883D77F5880615E15EF8C213282D2B181D0603E9DBC","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AA%D8%AC%D8%B1%D9%8A%D8%AF%D9%8A","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;abstract algebra;groups;rings;fields;algebra structures","Arabic RTL wikitext; source-text provenance only.","active_raw_text_witness","NOETHER_ARABIC_RTL_WIKIBOOKS_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_تجريدي_حلقات_oldid_214164.wiki.txt","20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_تجريدي_حلقات_oldid_214164.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_تجريدي_حلقات_oldid_214164.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","373","2DE49F2E7947596748849E6FD1AFECAD26A436B6CBA8F642B55B8D669D5E12CC","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AA%D8%AC%D8%B1%D9%8A%D8%AF%D9%8A/%D8%AD%D9%84%D9%82%D8%A7%D8%AA","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;rings;abstract algebra;stub page","Arabic RTL wikitext stub; provenance only.","active_raw_text_witness_cautioned","NOETHER_ARABIC_RTL_WIKIBOOKS_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_oldid_224129.wiki.txt","20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_oldid_224129.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_خطي_oldid_224129.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","442","DE953F95C0C6D8A2ED892D2D1F0999A61BD452F31511B2A27AB862CFC8D8092C","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;linear algebra;book shelf","Arabic RTL wikitext book-index page; provenance only.","active_raw_text_witness","NOETHER_ARABIC_RTL_WIKIBOOKS_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_المصفوفات_oldid_97873.wiki.txt","20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_المصفوفات_oldid_97873.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_خطي_المصفوفات_oldid_97873.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","3060","F1FADB95A074728BF7B5C6A03468EEFD63BA000BE75A9BE4302B2CD3479FC87E","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%A7%D9%84%D9%85%D8%B5%D9%81%D9%88%D9%81%D8%A7%D8%AA","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;linear algebra;matrices","Arabic RTL wikitext; provenance only.","revalidated_existing_witness","NOETHER_ARABIC_RTL_WIKIBOOKS_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_جملة_المعادلات_الخطية_oldid_210610.wiki.txt","20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_جملة_المعادلات_الخطية_oldid_210610.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_خطي_جملة_المعادلات_الخطية_oldid_210610.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","3696","1C42729D36326EAAE4F8C528D26B9777D61A0DCD87840FFB6CEB295BA4FD72DC","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%AC%D9%85%D9%84%D8%A9_%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%84%D8%A7%D8%AA_%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A9","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;linear algebra;linear systems;equations","Arabic RTL wikitext; provenance only.","revalidated_existing_witness","NOETHER_ARABIC_RTL_WIKIBOOKS_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/native-text/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_فضاءات_شعاعية_oldid_97875.wiki.txt","20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_فضاءات_شعاعية_oldid_97875.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_خطي_فضاءات_شعاعية_oldid_97875.wiki.txt","source-bodies/native-text","native_mediawiki_source_text",".txt","737","E4BBD32F0E8122CC11841F4BBB9966E1093D7DEC96FBFAA8D768105A5744C542","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D9%81%D8%B6%D8%A7%D8%A1%D8%A7%D8%AA_%D8%B4%D8%B9%D8%A7%D8%B9%D9%8A%D8%A9","Wikibooks/Wikimedia raw text license signal: CC BY-SA/GFDL per Wikimedia terms; signal only, no clearance claim.","Arabic;linear algebra;vector spaces;فضاءات شعاعية","Arabic RTL wikitext; provenance only.","active_raw_text_witness","NOETHER_ARABIC_RTL_WIKIBOOKS_SOURCE_TEXT_PROBE_20260705.csv","Raw wiki source text copied as native text witness, not OCR.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
