"package_relative_path","source_use_label","role_summary","language_boundary","non_claim_boundary"
"extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.bigendian_strings.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.unicode_strings.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T203500Z_arabic_fable_source_recovery_probe/downloads/archive_math_dictionary_ar_en_fr_djvu.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T213000Z_arabic_source_canon_round2/extracted-text/arabacademy_math_dic_eng_ar.first8.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T213000Z_arabic_source_canon_round2/extracted-text/hiast_kouba_algebra_vol2_2017.first8.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T213000Z_arabic_source_canon_round2/extracted-text/tiaret_mokhtari_algebrelineaire.first8.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"generated-draft/non-canonical/ARABIC_ACTIVE_ROW_DRAFT_SUPPORT_20260705.csv","generated-draft","generated non-canonical Arabic draft support kept outside source bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"generated-draft/non-canonical/ARABIC_ACTIVE_ROW_DRAFT_SUPPORT_20260705.md","generated-draft","generated non-canonical Arabic draft support kept outside source bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"generated-draft/non-canonical/README.md","generated-draft","generated non-canonical Arabic draft support kept outside source bodies","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"LOGBOOK.md","method-note","method, README, logbook, or package note","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"logs/LOGBOOK_EXCERPT_20260705.md","method-note","method, README, logbook, or package note","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf_download_probe.bin","rejected","failed/ambiguous download or rejected binary evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf_download_probe.bin","rejected","failed/ambiguous download or rejected binary evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf_alt.bin","rejected","failed/ambiguous download or rejected binary evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.bin","rejected","failed/ambiguous download or rejected binary evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.epub.blocked.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.epub.blocked.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf_download_probe.bin","rejected","failed/ambiguous download or rejected binary evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.pdftotext.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.pdftotext.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.pdftotext.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/svu_chapter4_rings_fields.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/tripoli_math_bachelor_program.blocker.txt","rejected","failed/ambiguous download or rejected binary evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/tripoli_math_bachelor_program.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/yarmouk_bscmath_2025.blocker.txt","rejected","failed/ambiguous download or rejected binary evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/yarmouk_bscmath_2025.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/alfreed_rings_fields_book_metadata.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.pandoc.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.pdftotext.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T203500Z_arabic_fable_source_recovery_probe/downloads/archive_math_dictionary_ar_en_fr_djvu.txt.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T203500Z_arabic_fable_source_recovery_probe/downloads/eldesouky_arabic_latex_repo_page.html.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T203500Z_arabic_fable_source_recovery_probe/downloads/shamra_invariance_systems_ar_page.html.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T203500Z_arabic_fable_source_recovery_probe/downloads/yraffah_arabic_latex_book_github_page.html.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T203500Z_arabic_fable_source_recovery_probe/downloads/yraffah_arabic_latex_book.tex.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T213000Z_arabic_source_canon_round2/downloads/arabacademy_math_dic_eng_ar.pdf.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T213000Z_arabic_source_canon_round2/downloads/arabacademy_math_dic_eng_ar.pdf.headers.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T213000Z_arabic_source_canon_round2/downloads/hiast_kouba_algebra_vol2_2017.pdf.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T213000Z_arabic_source_canon_round2/downloads/hiast_kouba_algebra_vol2_2017.pdf.headers.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T213000Z_arabic_source_canon_round2/downloads/nagwa_arabic_math.dtx.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T213000Z_arabic_source_canon_round2/downloads/nagwa_arabic_math.dtx.headers.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T213000Z_arabic_source_canon_round2/downloads/nagwa_latex_cls_README.md.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T213000Z_arabic_source_canon_round2/downloads/nagwa_latex_cls_README.md.headers.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T213000Z_arabic_source_canon_round2/downloads/omaritthawi_arabic_mathjax_LICENSE.txt.curl.err.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
