layer	printed_page	s03_text_sha256	s04_text_sha256	text_equal	pixels_equal	expected_source_backed_revision	result
fr	79	99A2DD4A0D26CA91DDBD38E8396F19D79DF946176153643C12DADEC06F5D72D0	99A2DD4A0D26CA91DDBD38E8396F19D79DF946176153643C12DADEC06F5D72D0	True	True	False	EXACT_UNCHANGED_PAGE
fr	80	C08BA1A17F2424CAD8692CF4594CF74935070D2F23F946FE4141573CA234E04B	C08BA1A17F2424CAD8692CF4594CF74935070D2F23F946FE4141573CA234E04B	True	True	False	EXACT_UNCHANGED_PAGE
fr	81	DEB23895BB6AC183B440D4297DD60341FB3B9F0796DA73B49FC346B4DEF14091	DEB23895BB6AC183B440D4297DD60341FB3B9F0796DA73B49FC346B4DEF14091	True	True	False	EXACT_UNCHANGED_PAGE
fr	82	A18317E01797DE4DD1B9E84F376EE4C3762A44FC48E812B7FAAA0044BB37E60C	A18317E01797DE4DD1B9E84F376EE4C3762A44FC48E812B7FAAA0044BB37E60C	True	True	False	EXACT_UNCHANGED_PAGE
fr	83	BF201DFB07FA5B5ACC597D42B928399B1B1F9FAB82A7BD409FC6B7D0EF5C12ED	BF201DFB07FA5B5ACC597D42B928399B1B1F9FAB82A7BD409FC6B7D0EF5C12ED	True	True	False	EXACT_UNCHANGED_PAGE
fr	84	8FD24002D0E12135CDC6BFDD2AC6D3A7ECAC41AFC34B724CD76BC39BCFFFCA22	8FD24002D0E12135CDC6BFDD2AC6D3A7ECAC41AFC34B724CD76BC39BCFFFCA22	True	True	False	EXACT_UNCHANGED_PAGE
fr	85	1FA4BB6E21852A648300B6CF14FAAC89FFD141AB77B8C2D09962623A420A5C69	1FA4BB6E21852A648300B6CF14FAAC89FFD141AB77B8C2D09962623A420A5C69	True	True	False	EXACT_UNCHANGED_PAGE
fr	86	F380F031D9006AF9A3E5CAA873F3F9134491B5FA4A19E7E815CED16E0C3D6511	F380F031D9006AF9A3E5CAA873F3F9134491B5FA4A19E7E815CED16E0C3D6511	True	True	False	EXACT_UNCHANGED_PAGE
fr	87	3363FD9A3F50433B096FFF0718BB9841B0A1D3836779861980B928505BFA3325	3363FD9A3F50433B096FFF0718BB9841B0A1D3836779861980B928505BFA3325	True	True	False	EXACT_UNCHANGED_PAGE
fr	88	E9A72344BDFEED63AB43B57DBF82AFB09DC7303B57024A61AA787DE1952260D7	E9A72344BDFEED63AB43B57DBF82AFB09DC7303B57024A61AA787DE1952260D7	True	True	False	EXACT_UNCHANGED_PAGE
fr	89	8E7E9100C6357516368C1655EE4B9F97F614B009F32E7D25E1C4D6CBE5BAF3B4	8FB8849FB6014EF0478B28E9511E76FEC4B977AE994CF465C7914415CAB482EE	False	False	True	SOURCE_BACKED_REVISION
fr	90	FA81C583EF70F17D8BB30117B2A45738BFE7240E31D3008468CAC3F95A482A9B	FA81C583EF70F17D8BB30117B2A45738BFE7240E31D3008468CAC3F95A482A9B	True	True	False	EXACT_UNCHANGED_PAGE
fr	91	801326C774056030246E252B169D8E760F0FCE030D6A090089D437236B619FE6	801326C774056030246E252B169D8E760F0FCE030D6A090089D437236B619FE6	True	True	False	EXACT_UNCHANGED_PAGE
fr	92	CA1EB0705F64792237BAAEE46B261355FE39D048BAB7918005774AFA88C316B9	CA1EB0705F64792237BAAEE46B261355FE39D048BAB7918005774AFA88C316B9	True	True	False	EXACT_UNCHANGED_PAGE
fr	93	86C4782F4F0A57C3CD0B79F069487E3DF44DFD7F1E867F407E6A6B2BCFB10284	86C4782F4F0A57C3CD0B79F069487E3DF44DFD7F1E867F407E6A6B2BCFB10284	True	True	False	EXACT_UNCHANGED_PAGE
fr	94	4A9BD0E0BA34D9352784E8DC4CCCDE46BAF8CBC5A4B0601688ADCA83C8FA0B7D	4A9BD0E0BA34D9352784E8DC4CCCDE46BAF8CBC5A4B0601688ADCA83C8FA0B7D	True	True	False	EXACT_UNCHANGED_PAGE
fr	95	5AF7A56A96A7F4F409A1DA2FD897DE99A977E4DE8404D3DC981B47B49BBBFAB7	5AF7A56A96A7F4F409A1DA2FD897DE99A977E4DE8404D3DC981B47B49BBBFAB7	True	True	False	EXACT_UNCHANGED_PAGE
fr	96	BA70170B759D9A3E0027155464186A4FE554DDECDA32B69DA80CABEAE1ED2648	BA70170B759D9A3E0027155464186A4FE554DDECDA32B69DA80CABEAE1ED2648	True	True	False	EXACT_UNCHANGED_PAGE
fr	97	0CDD64B5C4287AF0F4F690AED3BB0D33C072EF8A644F7E26D242FFB04896DE5D	0CDD64B5C4287AF0F4F690AED3BB0D33C072EF8A644F7E26D242FFB04896DE5D	True	True	False	EXACT_UNCHANGED_PAGE
fr	98	59A689FFCC909CF1225D050E4CD4287D980E348CF3914AE554D9D0C020582F29	59A689FFCC909CF1225D050E4CD4287D980E348CF3914AE554D9D0C020582F29	True	True	False	EXACT_UNCHANGED_PAGE
en	65	D50E955CEF4C6A3CE2496A108CBAE9EE636BC476FF762A978A52FBDFD01B23DA	D50E955CEF4C6A3CE2496A108CBAE9EE636BC476FF762A978A52FBDFD01B23DA	True	False	True	SOURCE_BACKED_REVISION
en	66	94709ED4C2FE17287672D5BF77F49F0B37EF2800CD4D1588FF0531F98ECA0DE3	94709ED4C2FE17287672D5BF77F49F0B37EF2800CD4D1588FF0531F98ECA0DE3	True	True	False	EXACT_UNCHANGED_PAGE
en	67	BB83432B016FFE7ADBA4082084763BC3C9BF449698F3E607D612CA6740E40E3E	BB83432B016FFE7ADBA4082084763BC3C9BF449698F3E607D612CA6740E40E3E	True	True	False	EXACT_UNCHANGED_PAGE
en	68	7D4373037011C69AF78BFE5451BF4D9152D3FB04588CBE616EE44385EF499908	ADBD13DF544DEA28713053D4BD4EB5DF84418E812E972B0CAE1E11B1C5307BF5	False	False	True	SOURCE_BACKED_REVISION
en	69	358A27B167A99866009028FAE16AB3DBAEA3458ECAD51CF46586DB4320B59485	358A27B167A99866009028FAE16AB3DBAEA3458ECAD51CF46586DB4320B59485	True	True	False	EXACT_UNCHANGED_PAGE
en	70	1B96BDB0027198CC2D6B299DA3F358C2F092106CA9C5B14DBD3E908535D4E1F3	1B96BDB0027198CC2D6B299DA3F358C2F092106CA9C5B14DBD3E908535D4E1F3	True	True	False	EXACT_UNCHANGED_PAGE
en	71	602B136C729793B6AA0F06965C5B43B197CB759BE6ABE46D7434D85264148606	602B136C729793B6AA0F06965C5B43B197CB759BE6ABE46D7434D85264148606	True	True	False	EXACT_UNCHANGED_PAGE
en	72	BE6C77195DA3C36DC8D580997649076F4D4024AED7AA11676562C4D9207B0B35	F0EDB8A2C6C2880A4C13BB0A6186C665987A6CE3571C64403B9F97B095F7ABBC	False	False	True	SOURCE_BACKED_REVISION
en	73	80FB4DCDA0B1D23BE2504FF15053C4040CAD5CC29B3F533259BAD12C5E9E3441	F89C3E79005E5EB9758DB6C6A3D5FBC7299829AC1F1FDBF8D2FC59391DF0C5CE	False	False	True	SOURCE_BACKED_REVISION
en	74	FB3360A4BE1CC1DDBF916F69B68C804581997841D05DDFCF7C2DD5D1110A86AD	979FF2DF9A5DE66301BCF3B14D3DCF06AD0BA56690017092E29D55DA8A47395C	False	False	True	SOURCE_BACKED_REVISION
en	75	C913AA04571698BE7CE38B1E5ECA7E163A66B288A5C1C2B08DE6CCEED0DB613A	C913AA04571698BE7CE38B1E5ECA7E163A66B288A5C1C2B08DE6CCEED0DB613A	True	True	False	EXACT_UNCHANGED_PAGE
en	76	A0CD526E46F7F5782604D090A4D96F584E3D0AACC8C1A2784F50700ADB0EEC3F	A0CD526E46F7F5782604D090A4D96F584E3D0AACC8C1A2784F50700ADB0EEC3F	True	True	False	EXACT_UNCHANGED_PAGE
en	77	8EC3E857DC3C597DCD6374F2DED54969B38387994AF937874A585E2609E665B0	8EC3E857DC3C597DCD6374F2DED54969B38387994AF937874A585E2609E665B0	True	True	False	EXACT_UNCHANGED_PAGE
en	78	8DCFFF9F87CAA0A221D47291AC5BE4493E599BBEF4630D3D7283C624ED4DA2ED	8DCFFF9F87CAA0A221D47291AC5BE4493E599BBEF4630D3D7283C624ED4DA2ED	True	True	False	EXACT_UNCHANGED_PAGE
en	79	285BB2363457922AFB1461F0198318E9CE7AD93D0FD4AC5C1871F05AC0ECB5F7	285BB2363457922AFB1461F0198318E9CE7AD93D0FD4AC5C1871F05AC0ECB5F7	True	True	False	EXACT_UNCHANGED_PAGE
en	80	6B843ED91C591ACAF3918C64F56A8947DF61550B2ED514F34D57CF7D112F3602	6B843ED91C591ACAF3918C64F56A8947DF61550B2ED514F34D57CF7D112F3602	True	True	False	EXACT_UNCHANGED_PAGE
en	81	5D44A75D5B049767E5ACB74A7265E78E78CFE4C9983948647D195D35BBD30B4B	5D44A75D5B049767E5ACB74A7265E78E78CFE4C9983948647D195D35BBD30B4B	True	True	False	EXACT_UNCHANGED_PAGE
en	82	ED108E52A36F8E408B754F022E7B66B0EAD84FED3F662C5252AE3BE0AA74686C	ED108E52A36F8E408B754F022E7B66B0EAD84FED3F662C5252AE3BE0AA74686C	True	True	False	EXACT_UNCHANGED_PAGE
en	83	737AAD693BDA68118A22ED3E5D417397BF59864E1BACF8B5B09EB97FAF26C38B	737AAD693BDA68118A22ED3E5D417397BF59864E1BACF8B5B09EB97FAF26C38B	True	True	False	EXACT_UNCHANGED_PAGE
en	84	E961319BAF0C79E86F5AD1029B694B1FE58CC6556E2D7DB8C98692770D230426	E961319BAF0C79E86F5AD1029B694B1FE58CC6556E2D7DB8C98692770D230426	True	True	False	EXACT_UNCHANGED_PAGE
en	85	DD2E0BF2A4E3CFEE158EC052372671BB9DF52F7E0EE8A789E2322446D6408277	DD2E0BF2A4E3CFEE158EC052372671BB9DF52F7E0EE8A789E2322446D6408277	True	True	False	EXACT_UNCHANGED_PAGE
en	86	0A79A8457C5F722001E0395C852F1907CEF95720316BAF8F31E912E7A8F7B736	0A79A8457C5F722001E0395C852F1907CEF95720316BAF8F31E912E7A8F7B736	True	True	False	EXACT_UNCHANGED_PAGE
en	87	6988ACB10DA56023404ED3712CD8BF3C08D5DD6CC51B8374BA7F5C4A91A08403	6988ACB10DA56023404ED3712CD8BF3C08D5DD6CC51B8374BA7F5C4A91A08403	True	True	False	EXACT_UNCHANGED_PAGE
en	88	DB1B604AA2AE2FC65B14886294BFC344EB9A9F198E5D31B8FDD82484593F8ADA	EEC5F0E3450708BA5D65FE4AB9E3F817215C979E0AF87FFA49C383D3FC762AD0	False	False	True	SOURCE_BACKED_REVISION
en	89	60378D22DEBD5B5E579E4F71F7D58EBF9681936BFAF7BA3064619BB9255CE323	97BEA31012342D54E270D62A4EFFBDA4DCA5F34A099B59382C305FDF4AA0D4F1	False	False	True	SOURCE_BACKED_REVISION
en	90	461612D58A768CA324A57DEDA6FD09139D2A2A4E77D015E93E0D951DDE08B4E8	3F0768D489A64CCA921681260E173741099D433F51E79D9651C70624F4626B57	False	False	True	SOURCE_BACKED_REVISION
en	91	E24B95C8FF15E237FA78860EB95495C3D179C6DCC3FF47141E59D88EBC85B93B	FAB24DDE9A23393FBE8E63B16726CE6BD9D6A28D3232AC60B14C8A76F34473A4	False	False	True	SOURCE_BACKED_REVISION
en	92	56496295FAB2A780593C530D722BC6851F0AA6D529139451E8B0571B630A66FC	43AEDE7921488DC95D0D221F4DDA47A393D8B148E49E872F19EFEE5CFE0577C3	False	False	True	SOURCE_BACKED_REVISION
en	93	427B170F5C9135312C8841E5CB4145250E81C3017B86C4CC3CAB449CFEE81B96	929E10238E0BA31E34FE3833C120362CC3F1CF04F82C5FB2F7DF44A91CBA6CAD	False	False	True	SOURCE_BACKED_REVISION
en	94	090ED75E113C87A2AE1AD23C4D46E6748ED9624581F4854E3BE281A1338AB557	090ED75E113C87A2AE1AD23C4D46E6748ED9624581F4854E3BE281A1338AB557	True	True	False	EXACT_UNCHANGED_PAGE
en	95	D56D3899F0EDC5FA35D7F34884B0C89AF8D1EB84626D60E7D8199C6847976154	D56D3899F0EDC5FA35D7F34884B0C89AF8D1EB84626D60E7D8199C6847976154	True	True	False	EXACT_UNCHANGED_PAGE
en	96	D69586F3C45C2BFB8851577716D45E80DD09A2564403965489C20D1C56D3D56A	82CED423D90D72F7069F4E6831B8F5D3DF28F04920F9504643B1297F62EB94FF	False	False	True	SOURCE_BACKED_REVISION
en	97	6B8A917D759A340A97671CD744A62D3340351BE636F0FF4447B123FFB8A212C5	6B8A917D759A340A97671CD744A62D3340351BE636F0FF4447B123FFB8A212C5	True	True	False	EXACT_UNCHANGED_PAGE
en	98	B56444F2D5B1DCED40785EC3F4CE64051CC1FE926EC6212987AC28DE4F83DD8A	B56444F2D5B1DCED40785EC3F4CE64051CC1FE926EC6212987AC28DE4F83DD8A	True	True	False	EXACT_UNCHANGED_PAGE
