printed_page	full_pdf_page	scope_leaf	unit_id	segment	placement	french_tex	english_tex	cross_language_math	source_review	manual_evidence
66	83	4	p066.u03	2	inline	x^2-A	x^2-A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u03	3	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u03	4	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u03	5	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u03	6	inline	x^2-A	x^2-A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u03	7	inline	x^4-A	x^4-A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u04	1	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u04	2	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u04	3	inline	x^2-A	x^2-A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u04	4	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u04	5	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u04	6	inline	A^{\frac{p-1}{2}}\equiv1\md{p}	A^{\frac{p-1}{2}}\equiv1\md{p}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u04	7	inline	A^{\frac{p-1}{4}}\equiv\pm1\md{p}	A^{\frac{p-1}{4}}\equiv\pm1\md{p}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u04	8	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u04	9	inline	x^4-A	x^4-A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u05	1	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u05	2	inline	p=4n+1	p=4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u05	3	inline	A^{\frac{p-1}{4}}\equiv1	A^{\frac{p-1}{4}}\equiv1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u05	4	inline	A^{\frac{p-1}{4}}\equiv-1\md{p}	A^{\frac{p-1}{4}}\equiv-1\md{p}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u05	5	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u05	6	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u05	7	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u05	8	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	1	inline	A=-1	A=-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	2	inline	-1	-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	3	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	4	inline	8n+5	8n+5	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	5	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	6	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	7	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	8	inline	A'	A'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	9	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
66	83	4	p066.u06	10	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/66
67	84	5	p067.u01	1	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u01	2	inline	A'	A'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u01	3	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u01	4	inline	AA'	AA'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u01	5	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u01	6	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u01	7	inline	A'	A'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u01	8	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u01	9	inline	AA'	AA'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u01	10	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	1	inline	A'=-1	A'=-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	2	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	3	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	4	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	5	inline	-A	-A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	6	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	7	inline	8n+5	8n+5	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	8	inline	A	A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	9	inline	-A	-A	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u02	10	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	1	inline	x^4-2	x^4-2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	2	inline	x^2-2	x^2-2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	3	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	4	inline	8n+7	8n+7	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	5	inline	x^2-2	x^2-2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	6	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	7	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	8	inline	p=t^2+2u^2	p=t^2+2u^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	9	inline	u	u	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	10	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	11	inline	u=2^\nu kk'k''\ldots	u=2^\nu kk'k''\ldots	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	12	inline	2^\nu	2^\nu	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	13	inline	2	2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	14	inline	u	u	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	15	inline	k	k	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	16	inline	k'	k'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	17	inline	k''	k''	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	18	inline	\ldots	\ldots	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	19	inline	t^2+2u^2=p	t^2+2u^2=p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	20	inline	t^2\equiv p\md{k}	t^2\equiv p\md{k}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	21	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	22	inline	k	k	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	23	inline	\leg{p}{k}=1	\leg{p}{k}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	24	inline	c	c	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	25	inline	M	M	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	26	inline	c	c	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	27	inline	\leg{M}{c}	\leg{M}{c}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	28	inline	c	c	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	29	inline	M^{\frac{c-1}{2}}	M^{\frac{c-1}{2}}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	30	inline	1	1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	31	inline	-1	-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	32	inline	M	M	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	33	inline	c	c	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	34	inline	\leg{p}{k}=1	\leg{p}{k}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
67	84	5	p067.u03	35	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/67
68	85	6	p068.u01	1	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u01	2	inline	\leg{k}{p}=1	\leg{k}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u01	3	display	\leg{k'}{p}=1,\quad \leg{k''}{p}=1,\quad\text{etc.}	\leg{k'}{p}=1,\quad \leg{k''}{p}=1,\quad\text{etc.}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u01	4	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u01	5	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u01	6	inline	\leg{2}{p}=1	\leg{2}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u01	7	inline	\leg{2^\nu}{p}=1	\leg{2^\nu}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u01	8	display	\leg{2^\nu kk'k''\ldots}{p}=\leg{u}{p}=1.	\leg{2^\nu kk'k''\ldots}{p}=\leg{u}{p}=1.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	1	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	2	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	3	inline	8n+7	8n+7	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	4	inline	g	g	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	5	inline	g'	g'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	6	inline	g''	g''	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	7	inline	\ldots	\ldots	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	8	inline	h	h	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	9	inline	h'	h'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	10	inline	h''	h''	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	11	inline	\ldots	\ldots	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	12	inline	8n+3	8n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	13	inline	8n+5	8n+5	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	14	display	t=gg'g''\ldots\times hh'h''\ldots,	t=gg'g''\ldots\times hh'h''\ldots,	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	15	inline	p=t^2+2u^2	p=t^2+2u^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u02	16	display	"\begin{aligned}
\leg{2p}{g}&=1, &\leg{2p}{g'}&=1, &\leg{2p}{g''}&=1, &\text{etc.}\\
\leg{2p}{h}&=1, &\leg{2p}{h'}&=1, &\leg{2p}{h''}&=1, &\text{etc.}
\end{aligned}"	"\begin{aligned}
\leg{2p}{g}&=1, &\leg{2p}{g'}&=1, &\leg{2p}{g''}&=1, &\text{etc.}\\
\leg{2p}{h}&=1, &\leg{2p}{h'}&=1, &\leg{2p}{h''}&=1, &\text{etc.}
\end{aligned}"	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u03	1	display	"\begin{aligned}
\leg{2}{g}&=1, &\leg{2}{g'}&=1, &\leg{2}{g''}&=1, &\text{etc.}\\
\leg{2}{h}&=-1, &\leg{2}{h'}&=-1, &\leg{2}{h''}&=-1, &\text{etc.}
\end{aligned}"	"\begin{aligned}
\leg{2}{g}&=1, &\leg{2}{g'}&=1, &\leg{2}{g''}&=1, &\text{etc.}\\
\leg{2}{h}&=-1, &\leg{2}{h'}&=-1, &\leg{2}{h''}&=-1, &\text{etc.}
\end{aligned}"	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u04	1	display	"\begin{aligned}
\leg{p}{g}&=1, &\leg{p}{g'}&=1, &\leg{p}{g''}&=1, &\text{etc.}\\
\leg{p}{h}&=-1, &\leg{p}{h'}&=-1, &\leg{p}{h''}&=-1, &\text{etc.}
\end{aligned}"	"\begin{aligned}
\leg{p}{g}&=1, &\leg{p}{g'}&=1, &\leg{p}{g''}&=1, &\text{etc.}\\
\leg{p}{h}&=-1, &\leg{p}{h'}&=-1, &\leg{p}{h''}&=-1, &\text{etc.}
\end{aligned}"	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
68	85	6	p068.u05	1	display	"\begin{aligned}
\leg{g}{p}&=1, &\leg{g'}{p}&=1, &\leg{g''}{p}&=1, &\text{etc.}\\
\leg{h}{p}&=-1, &\leg{h'}{p}&=-1, &\leg{h''}{p}&=-1, &\text{etc.}
\end{aligned}"	"\begin{aligned}
\leg{g}{p}&=1, &\leg{g'}{p}&=1, &\leg{g''}{p}&=1, &\text{etc.}\\
\leg{h}{p}&=-1, &\leg{h'}{p}&=-1, &\leg{h''}{p}&=-1, &\text{etc.}
\end{aligned}"	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/68
69	86	7	p069.u01	1	display	\leg{gg'g''\ldots\times hh'h''\ldots}{p}=\leg{t}{p}=\pm1,	\leg{gg'g''\ldots\times hh'h''\ldots}{p}=\leg{t}{p}=\pm1,	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	2	inline	h	h	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	3	inline	h'	h'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	4	inline	h''	h''	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	5	inline	\ldots	\ldots	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	6	inline	t=gg'g''\ldots\times hh'h''\ldots	t=gg'g''\ldots\times hh'h''\ldots	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	7	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	8	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	9	inline	8n+7	8n+7	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	10	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	11	inline	8n+3	8n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	12	inline	8n+5	8n+5	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u01	13	display	"\begin{aligned}
\leg{t}{p}&=1, &&\text{lorsque }t=8n+1\quad\text{ou}\quad8n+7,\\
\leg{t}{p}&=-1, &&\text{lorsque }t=8n+3\quad\text{ou}\quad8n+5.
\end{aligned}"	"\begin{aligned}
\leg{t}{p}&=1, &&\text{when }t=8n+1\quad\text{or}\quad8n+7,\\
\leg{t}{p}&=-1, &&\text{when }t=8n+3\quad\text{or}\quad8n+5.
\end{aligned}"	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	1	inline	t^2+2u^2=p	t^2+2u^2=p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	2	display	t^2\equiv-2u^2\md{p}.	t^2\equiv-2u^2\md{p}.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	3	inline	\dfrac{p-1}{4}	\dfrac{p-1}{4}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	4	inline	\left(\dfrac{p-1}{4}\text{ étant pair}\right)	\left(\dfrac{p-1}{4}\text{ being even}\right)	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	5	display	t^{\frac{p-1}{2}}\equiv2^{\frac{p-1}{4}}u^{\frac{p-1}{2}}\md{p},	t^{\frac{p-1}{2}}\equiv2^{\frac{p-1}{4}}u^{\frac{p-1}{2}}\md{p},	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	6	inline	\leg{u}{p}=1	\leg{u}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	7	display	t^{\frac{p-1}{2}}\equiv2^{\frac{p-1}{4}}\md{p}.	t^{\frac{p-1}{2}}\equiv2^{\frac{p-1}{4}}\md{p}.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	8	inline	\pm2	\pm2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	9	inline	p=8n+1	p=8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	10	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	11	inline	\leg{t}{p}=1	\leg{t}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u02	12	inline	\leg{t}{p}=-1	\leg{t}{p}=-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u03	1	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u03	2	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u03	3	inline	p=t^2+2u^2	p=t^2+2u^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u03	4	inline	\pm2	\pm2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u03	5	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
69	86	7	p069.u03	6	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/69
