layer	reader_page	path	bytes	sha256	renderer	result
fr	25	qa/s04/poppler/fr/page-25.png	183049	E3EC50A52E722CF556F20D1ECF80937E560506DE0127BFAA8C63BA6419F0CACD	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
fr	26	qa/s04/poppler/fr/page-26.png	189372	24C65421E79C610E1F7DB5426DC51416ECFFD4160A72D1EE21D79AAC6FFD6603	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
fr	27	qa/s04/poppler/fr/page-27.png	198146	BF2E4FA249B29FF733D62EC1FD3A53E4BE55887B118CAAA1F98D3C174BF252AC	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
fr	28	qa/s04/poppler/fr/page-28.png	154734	1637EC66A144015C7573546DB12A05E172EB8C1378A3ABC7C6D2906CE4C8EA73	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
fr	29	qa/s04/poppler/fr/page-29.png	160134	BD6AA2FB5706272F3941C6A8F7B3CCEDDA01EFB540FC043AB265F1932CE3BD2E	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
fr	30	qa/s04/poppler/fr/page-30.png	180359	4E0CB5160107900BB175045549303DD4E7D89155A57E0011D0A8C637C1967485	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
fr	31	qa/s04/poppler/fr/page-31.png	183281	DAB2FC48DD6623C2363CB9F56E9E7B60C997D4F9395A4CB2D93475A639CCC409	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
fr	32	qa/s04/poppler/fr/page-32.png	166478	342DBA46B5FBEB4BCF8ABF1FB76B7DD09CFB725F7FA06FE0650156F9D872657B	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
fr	33	qa/s04/poppler/fr/page-33.png	193620	0AB4F20DC9C56DB42C4EC68913E4C1CD3AEB23B8295F792A04709C162C942CCB	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
fr	34	qa/s04/poppler/fr/page-34.png	207109	1D4458D49EE6F7177DA58E9ECB95246DB45D185AC178B24613F8F273E521C714	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	1	qa/s04/poppler/en/page-01.png	178807	99C21A15324EE016CDCD03F53AE380E650AAF29CC888F30C99EBA632BC5AFC15	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	2	qa/s04/poppler/en/page-02.png	223468	A2A02020661057FBA6AAF69C19245EA52CE34817BE823BBEAB005A41AE4691A3	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	3	qa/s04/poppler/en/page-03.png	213181	8655B2EE5872A974FF0BC0F719DC0AFDB6908A94249DCDD75A2A7A154C53654A	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	4	qa/s04/poppler/en/page-04.png	139688	B21DC3A48D1A5BE74C02001B8405D67D4C31BA2CC2BC64F550B0066EA0E5798E	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	5	qa/s04/poppler/en/page-05.png	173211	5A577180DB6A922B600086A4BC9CAD2B16A33A2177C1C9AD216DB2B2FE1107ED	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	6	qa/s04/poppler/en/page-06.png	221869	130AEB08D1F6A8216AF7B73578A404580A3DB8981EF5A462FE044C26156DCD57	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	7	qa/s04/poppler/en/page-07.png	209385	F567DA922EF96EB74FD7E10B232FFA56CE46EB23F428BB6109492A83C1804150	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	8	qa/s04/poppler/en/page-08.png	141343	19172A26906E28BFA4B844B37D6332E6425E2A17ED4F3413A3A6D46F509DAE9B	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	9	qa/s04/poppler/en/page-09.png	154366	5BF89D9C265D482AC17BF6CCD63D92B046BACAD71FD1C5C5F4FF34E6BF51D38D	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	10	qa/s04/poppler/en/page-10.png	183561	931E66B4E7CF4A7F79FD61EF3C4B7ADF87E7C79CD6B5611192A64F5628A8C5C3	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	11	qa/s04/poppler/en/page-11.png	195156	F5B196705667668E62266CFEC02D34C39979BFDCD2DFFA72C53A913668A9EDE8	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	12	qa/s04/poppler/en/page-12.png	181181	DF8ECF95890F0F26C6417E0E13B7E67A50FF74036DCABCFAC42C9F53BBE936CB	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	13	qa/s04/poppler/en/page-13.png	204763	1B49C77D839D24A82AE522BC99020D2835F27804F4F5C4A69A8A0BE5F604068E	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	14	qa/s04/poppler/en/page-14.png	213424	03E75C232B3F9B42AD635A30AA25ECE2E279D2234FF9F2047CD6026DAD4350FC	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	15	qa/s04/poppler/en/page-15.png	138404	83F58C3DC3931A18800596DD99DE6EABBE2C1427DC09CA4098A314FEB012C5F0	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	16	qa/s04/poppler/en/page-16.png	186820	1000585C9EE10A810091BA07F8BC311579F202903D2ED38A7504C6622B3A2AF1	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	17	qa/s04/poppler/en/page-17.png	194106	88A06658A0147C7634DE1EE81F8A8860FCBF100E9B6BC364E0D4598B91E6371A	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	18	qa/s04/poppler/en/page-18.png	197236	58EBB70CF6FA6705CC728C440C52106D73539A9B86B71E7A43022CE69AD10732	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	19	qa/s04/poppler/en/page-19.png	175453	14EA93D7FD5A89910A3CC2BC8F54DD29B220B5DF465A508872D6A7B883B5234C	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	20	qa/s04/poppler/en/page-20.png	211857	136822150527D66E22DA63626D2DEAB42F0C10198144584A7614F7C4C8CCE4D8	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	21	qa/s04/poppler/en/page-21.png	214645	0153032CBD2DF7722E639980366F7BB4D2811EE1A164043119FB4CDFEFF42DC3	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	22	qa/s04/poppler/en/page-22.png	203252	A035E691EB8D70F7DEA3216BC53CC739E885776009AD7625F3027BCD0817EAF1	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	23	qa/s04/poppler/en/page-23.png	146658	31C1FC0A3E97E2E5A7B81FD50F8C617BE113A32A8E27B21D9C8E5494624FB01B	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	24	qa/s04/poppler/en/page-24.png	208903	3727A59C265CE76847E39A5A65293F370CECEA8F844826F4E5AD9CE8E854D81F	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	25	qa/s04/poppler/en/page-25.png	189859	678ADEF1C837100A88D8EF76072535D9A3A64DEEF9F5A5808CEEEFC034FC6265	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	26	qa/s04/poppler/en/page-26.png	193241	3432C5213851793F39F68AB929EFD3CE0003E9D8A6B4CB3C172081754748BDA5	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	27	qa/s04/poppler/en/page-27.png	195019	D633EEA3591B051BC9F404B199D04BDD4224630C46319750546E80E90E5F36E9	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	28	qa/s04/poppler/en/page-28.png	155979	3ED3FE7317A0ECA8D8292149656AEFE305D58D30B872460F05C3BEC04D27D373	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	29	qa/s04/poppler/en/page-29.png	160502	BDE2F9C458D1B3C0E22043664CB8CFF82033217989B00121E1B02CDB56353253	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	30	qa/s04/poppler/en/page-30.png	180804	270F6D81386F440AD3BBFCDF3A3090B1E1B116B0B86D4C53EC40F2C8CF1EBA28	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	31	qa/s04/poppler/en/page-31.png	184420	3F14E56504C12E2A16A87A005E4A6A928CBC420B6F9AABBE7F5B3B0FCDA8FEDD	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	32	qa/s04/poppler/en/page-32.png	165804	80DDB71070B973C3BC3908AF233860140DAFAC8487AB4F5A8E9CC05E66C49AF2	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	33	qa/s04/poppler/en/page-33.png	197429	5B6282F7440CC4BA93EAFBFBF29FD1DE1208C124FDC0FB22138BE1817A2F9D88	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
en	34	qa/s04/poppler/en/page-34.png	206377	C2F09CF8CA3E474530A8F964E7CC3CA8537D79C4C7EB2B99AAF0AC8EA50D9C85	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
apparatus	1	qa/s04/poppler/apparatus/page-1.png	209999	9C0F952FA19CB6931F705C460C570A4ED54940AC354686836686C3B8C1F7A5CA	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
apparatus	2	qa/s04/poppler/apparatus/page-2.png	284894	151E442179424F9FF999407675B263BCCD2A6D7493BA9392EB4F544F88A953B5	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
apparatus	3	qa/s04/poppler/apparatus/page-3.png	250376	7D17BB4C7B8E2ABE9836BD8531002DD9563993CDF01D48DB826998BBB8247F58	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
apparatus	4	qa/s04/poppler/apparatus/page-4.png	298930	89AC12756E364DE73ABF4D600A71C3508A2D8D7B1C37CEF318D170B5A5626710	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
apparatus	5	qa/s04/poppler/apparatus/page-5.png	96214	CCADDCEEEB28B8BA36A1252B16CE6AC667BC69729FE13EFE955406FAFA3F2272	pdftoppm126dpi	RENDERED_WITHOUT_DIAGNOSTIC
