"source_artifact","path","length","sha256"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_eigenvalue_regional_future_slice_20260704T041521Z.csv","55827","878306706E373C462E1153BABB59ACF038B85922DF8AB3E2A01F621AC98D4B25"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_eigenvalue_regional_future_slice_20260704T041521Z.json","86932","7F96781500A7784EAA3F080D95807FF180A00907E6A309F7C94A7D0A77263374"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_hefferon_first_slice_linear_algebra_seed_20260704T041521Z.csv","44547","21A07B5D057CA77D9A0D0B1553CE382EF4DC9CF6328BB3D4A5DCD672C6638613"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_hefferon_first_slice_linear_algebra_seed_20260704T041521Z.json","63479","AA6095C650FF5FFEADB1D3E24B0F82C8E83C26873C95B8DE7EF757DDF8177ABC"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_paper01_60_term_route_ledger_20260704T041521Z.csv","140957","FEB0336BC38607330887DDC7EC16CE01287EDF6AB3737B069832CAAFF9A82298"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_paper01_60_term_route_ledger_20260704T041521Z.json","216910","5C4679B76424482DF1F607C4EDB9A2E0B5F95B675677CF8E3C13371C87329629"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_persian_farsi_linear_system_microdraft_20260704T041521Z.csv","31276","F47D3F2F30188DB8F736354B3FB04C403FC7D4DDFAEA213ABFE5EF606C1AB236"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_persian_farsi_linear_system_microdraft_20260704T041521Z.json","47709","2254DB190802FE738356782630B842738BA03BA1A408F88FFD6137178A159320"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_persian_farsi_vector_space_microdraft_20260704T041521Z.csv","29341","9B42C233F5C7CF979F3DDA56EA4776EE2A3243BF6BDF2578F8BB19654F6ECBB2"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_persian_farsi_vector_space_microdraft_20260704T041521Z.json","44534","3E561C0A664CE4EDEFB7F95C89C0E6D5837BD9CACA11E35830BE5165238963B0"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_tajik_cyrillic_vector_space_microdraft_20260704T041521Z.csv","27047","E8E7E9189E21256C0AC198417F9BE0F647258D1CB014B192AFA9685709DBBA0C"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_tajik_cyrillic_vector_space_microdraft_20260704T041521Z.json","41000","B70169BBCF42D7FAA1EEC4A90A8A2F84A62C347C5E509551DD4BAD47E3C233E3"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_urdu_hindustani_linear_system_microdraft_20260704T041521Z.csv","24518","7487E412F6C61F7D614EB27E4B2444D468D6995CABF3F1B2CA51BE98128C25D5"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_urdu_hindustani_linear_system_microdraft_20260704T041521Z.json","37231","F41B3BB21BE5EDA26F3DFCECD79189633684A3BF73436BFBFD68429F5A4AF495"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_urdu_hindustani_vector_space_microdraft_20260704T041521Z.csv","22458","E79FD1819D2498F14E5BAA2FE65655CC4E69CFB7BA2B2C1A19430B144EB2D167"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_urdu_hindustani_vector_space_microdraft_20260704T041521Z.json","33931","C58BFCBC399479C483574056B1F0D947EBA39E0BA3E01F9C97CC2C1988B58781"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_wikibooks_hefferon_crosscheck_20260704T041521Z.csv","33046","4A8291B0EECEE1120FEB6819FBB5802A24E9410D1DC26166CA64FFED84A58079"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_wikibooks_hefferon_crosscheck_20260704T041521Z.json","43279","9430853B83B8F6358AD2EFCA8B9703F4BF8CD681CC68638DBBDA16FDB4BEDD50"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\R3_DURABLE_BLOCKER_ROWS_20260704T041521Z.csv","125159","A8BE168A7C1FF56B69306A3B4AB79B855C14067D36F01E31F5AB523701E4CE6C"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\R3_DURABLE_BLOCKER_ROWS_20260704T041521Z.json","186040","6D617CE7BA8AB3D3EF097684ADB7B0AF0C3CD1B5E5D1F470D1707686B8853AE3"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\R3_DURABLE_SUPPORT_ROWS_20260704T041521Z.csv","371903","A44554E5F85449065F2CF874E1CBEFD6408410981CA69133D12E9A533BDAB50B"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\R3_DURABLE_SUPPORT_ROWS_20260704T041521Z.json","579299","4D45C067D043844574AB8FAB50686E098F4CEA9A6F79A140C3745DC4F1E2F14F"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041828Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041828Z\manifest_20260704T041828Z.json","1449","1E8327A685BE1EEBAF95F2347D06088E69501BDE27237489DB8438FFA59BEA69"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041828Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041828Z\R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041828Z.json","1420","19AEC470CDD456420F027C846A776ED2294F75E7FA64167951E85FFA99D9003C"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041828Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041828Z\R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041828Z.md","1006","2EFB0250A252553B7C464667440881AC00045E60AB821A56257A687AAB635D32"
