row_uid,term_id,term_id_duplicate_count_in_state_c,source_term,chosen_form_latin,chosen_form_cyrillic,concept_current,f10_flag,safe_to_show_external,required_fix,route,route_key,c2_priority,shelf_langs,E_state_C,W_state_C,S_state_C,I,X,D1_state_C,KL_state_C,E_w0_projection,W_w0_projection,S_w0_projection,D1_w0_projection,KL_w0_projection,branch_delta_W_w0,branch_delta_S_w0,witness_writeback_level,witness_writeback_concept,old_reason_class,old_status,old_reviewer_need,old_source_pointer,old_ws_support_hits,old_ws_competitor_hits,old_ws_support_branches,old_ws_competitor_branches,old_ws_support_langs,old_ws_competitor_langs,old_ws_support_score,old_ws_adverse_competitor_score,old_weighted_score_action_class,old_weighted_score_sensitivity,old_weighted_current_equal_branch,old_weighted_current_dependence_pd,old_weighted_top_equal_branch,old_best_noncurrent_mean_MAG,old_writeback_status,old_writeback_candidate_weight,old_writeback_note,old_operational_term_weight_0_100,old_operational_weight_band,old_recommended_action_band,w0_filtered_candidate,w0_hold_targeted_review,w0_concept,w0_spotcheck_verdict,w0_codex_action,support_channel_present,adverse_channel_present,gap_channel_present,candidate_channel_present,v3_action_band
stateC_0336__ISV-ganzzahlige_funktionen--c_lo_islne_funkcije,ISV-ganzzahlige_funktionen--cěločislne_funkcije,1,,cěločislne funkcije,,coefficient,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,source_fidelity;disambiguation,unstated,True,noether_paper35_source_fidelity_terms.json,,,,,,,,,,,,,,,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",27.7,D_underwitnessed,C_context_candidate_writeback,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0337__ISV-ganzzahlige_integrit_tsbasis--celo_islena_integral,ISV-ganzzahlige_integritätsbasis--celočislena_integral,1,,celočislena integralna baza,целочислена интегрална база,basis,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,1.0,1.0,,,unstated,unstated,True,noether_paper06_section15_terms.json,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,True,False,basis,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,True,True,CANDIDATE_W0_filtered_add_WS_after_row_context
stateC_0338__ISV-ganzzahlige_invariante--c_lo_islovy_invarian,ISV-ganzzahlige_invariante--cěločislovy_invarian,1,,cěločislovy invariant,,invariant,F10-2,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,3.0,1.0,1.0,0.0,0.0,2.586409289858933,0.14834174943487521,3.0,1.0,1.0,2.586409289858933,0.14834174943487521,0.0,0.0,concept_shelf,invariant,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,True,False,False,OVERCLAIM_backfill_needed
stateC_0339__ISV-ganzzahlige_matrizen--c_lo_iselne_matrice,ISV-ganzzahlige_matrizen--cěločiselne_matrice,1,,cěločiselne matrice,целочиселне матрице,matrix,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,matric,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper19_terms.json,590,56,south|west,west,bg|hr|pl,cs|sk,0.6122,0.3878,confirm_current,stable,1.0,0.8181818181818182,matrica,-0.6544080610198153,Q2_ACCEPT_low_confidence_component_support,0.45,"window shows matrix/table context; acceptable only as component concept support, not exact Noether row",26.3,D_underwitnessed,C_context_candidate_writeback,False,False,,,,True,True,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0340__ISV-ganzzahliger_relativ-ganzer_bereich_erst--celo_islena_relativn,ISV-ganzzahliger_relativ-ganzer_bereich_erst--celočislena_relativn,1,,celočislena relativno cěla oblast prvogo roda,целочислена релативно цела област првого рода,extension of the first kind,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,extension of the first kind,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper06_section15_terms.json,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0341__ISV-ganzzahligkeit_der_darstellung--integralnost_predsta,ISV-ganzzahligkeit_der_darstellung--integralnost_predsta,1,,integralnost predstavjenja,интегралност представьеньа,integral,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,integral,False,all_shelves,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,representation,source_fidelity,unstated,True,noether_paper05_terms.json,,,,,,,,,,,,,,,,0.0,,62.2,B_usable_candidate_or_balanced,F_missing_witness_backfill,False,False,,,,True,False,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0342__ISV-gegenseitig_relativprim--vzaimno_relativno_pr,ISV-gegenseitig_relativprim--vzaimno_relativno_pr,1,,vzaimno relativno proste,взаимно релативно просте,irreducible,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,irreducible,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,,,,,,,,,,,,,,,blocked_P0_sense_or_specialist,0.0,trap/specialist row: KWIC specialist review required before any evidence can count,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0343__ISV-geht_in_dem_diskriminantenideal_auf--vhodi_v_diskriminant,ISV-geht_in_dem_diskriminantenideal_auf--vhodi_v_diskriminant,1,,vhodi v diskriminantny ideal,,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,True,True,CANDIDATE_W0_filtered_add_WS_after_row_context
stateC_0344__ISV-gemeinsame_nullstelle--ob_na_nuleva_to_ka,ISV-gemeinsame_nullstelle--občna_nuleva_točka,1,,občna nuleva točka,,corollary,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,corollary,True,es;fr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_post45_source_fidelity_terms.json,15,186,south,south|west,hr,bg|cs|hr|pl,0.3464,0.6536,variant_or_doublet_note,stable,0.6666666666666666,0.45454545454545453,korolar?,-0.2530503161625156,Q3_PROOF_REGISTER_LATEX_ENVIRONMENT_OR_PREAMBLE,0.0,"window mostly theorem-environment/preamble labels; supports register marker weakly, not term-row witness",7.5,E_gap_or_adverse,A_review_adverse_or_competitor,False,False,,,,True,True,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0345__ISV-gemeinsame_nullstellen--ob_e_nule,ISV-gemeinsame_nullstellen--obče_nule,1,,obče nule,обче нуле,corollary,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,corollary,True,es;fr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper18_terms.json,15,186,south,south|west,hr,bg|cs|hr|pl,0.3464,0.6536,variant_or_doublet_note,stable,0.6666666666666666,0.45454545454545453,korolar?,-0.2530503161625156,Q3_PROOF_REGISTER_LATEX_ENVIRONMENT_OR_PREAMBLE,0.0,"window mostly theorem-environment/preamble labels; supports register marker weakly, not term-row witness",7.5,E_gap_or_adverse,A_review_adverse_or_competitor,False,False,,,,True,True,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0346__ISV-gemischte_gruppe--sm_ana_grupa,ISV-gemischte_gruppe--směšana_grupa,1,,směšana grupa,,group,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,group,,,,,,,,,,,,,,,,,,,,,,,,,True,False,group,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0347__ISV-gesamtformenreihe--c_ly_r_d_form,ISV-gesamtformenreihe--cěly_ręd_form,1,Gesamtformenreihe,cěly ręd form,целы ряд форм,form,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,provisional,True,noether_paper02_section01_terms.json,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0348__ISV-gesamtheit_aller_funktionen--c_lost_vseh_funkcij,ISV-gesamtheit_aller_funktionen--cělost_vseh_funkcij,1,,cělost vseh funkcij,целост всех функциј,coefficient,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper06_section03_terms.json,,,,,,,,,,,,,,,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",27.7,D_underwitnessed,C_context_candidate_writeback,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0349__ISV-gesamtheit_aller_gesamtheit_der_restklas--c_lokupnost,ISV-gesamtheit_aller_gesamtheit_der_restklas--cělokupnost,1,,cělokupnost,,identity (relation),F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,identity (relation),False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0350__ISV-gesetz_der_unbeschr_nkten_und_eindeutige--zakon_neograni_enogo,ISV-gesetz_der_unbeschränkten_und_eindeutige--zakon_neograničenogo,1,,zakon neograničenogo i jednoznačnogo odčitanja,закон неограниченого и једнозначного одчитаньа,set,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,set,True,es;fa;fr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,1261,734,south|west,south|west,bg|cs|hr|sk|sl,cs|hr|pl|sl|sr,0.5197,0.4803,confirm_current,stable,1.0,0.9090909090909091,množstvo?,-0.4292558262950071,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",24.9,D_underwitnessed,C_context_candidate_writeback,False,False,,,,True,True,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0351__ISV-gewichtsbedingungen_symmetriebedingungen--uslovja_v_sy_uslovja,ISV-gewichtsbedingungen_symmetriebedingungen--uslovja_věsy_uslovja,1,,uslovja věsy / uslovja simetrije,,simetri,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,simetri,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0352__ISV-gew_hnliche_lineare_differentialgleichun--oby_no_linearno_dife,ISV-gewöhnliche_lineare_differentialgleichun--obyčno_linearno_dife,1,,obyčno linearno diferencialno uravnenje 2-go reda,,coefficient,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0353__ISV-gleichheits-_und_verkn_pfungsbeziehungen--odnosi_ravnosti_i_od,ISV-gleichheits-_und_verknüpfungsbeziehungen--odnosi_ravnosti_i_od,1,,odnosi ravnosti i odnosi operacij,,least common multiple,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,least common multiple,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0354__ISV-gleichung_niedrigsten_grades--uravnenje_najni_ego,ISV-gleichung_niedrigsten_grades--uravnenje_najnižšego,1,,uravnenje najnižšego stepena,,equation,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,equation,True,ar;bg;cs;es;fa;fr;hr;pl;sk;sl,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0355__ISV-gleichungen_mit_vorgeschriebener_gruppe--uravnenja_s_zadanoj_,ISV-gleichungen_mit_vorgeschriebener_gruppe--uravnenja_s_zadanoj_,1,,uravnenja s zadanoj grupoj,,equation,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,equation,True,ar;bg;cs;es;fa;fr;hr;pl;sk;sl,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0356__ISV-grad_eines_primideals--stepenj_prostogo_ide,ISV-grad_eines_primideals--stepenj_prostogo_ide,1,Grad eines Primideals,stepenj prostogo ideala,степењ простого идеала,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,1.0,1.0,,,unstated,unstated,True,noether_paper24_section06_terms.json,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,True,True,CANDIDATE_W0_filtered_add_WS_after_row_context
stateC_0357__ISV-grenzbereiche--grani_ne_oblasti,ISV-grenzbereiche--granične_oblasti,1,,granične oblasti,,extension of the first kind,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,extension of the first kind,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0358__ISV-groesster_gemeinsamer_teiler_kleinstes_g--najve_i_ob_i_d_lite,ISV-groesster_gemeinsamer_teiler_kleinstes_g--največši_obči_dělite,1,,največši obči dělitelj / najmene obče mnogokratno,,least common multiple,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,least common multiple,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0359__ISV-grundbereiche--osnovne_oblasti,ISV-grundbereiche--osnovne_oblasti,1,Grundbereiche,osnovne oblasti,,extension of the first kind,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,extension of the first kind,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,source_fidelity,unstated,True,noether_paper30_section03_terms.json,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0360__ISV-grundfaltungen--osnovne_svijanja,ISV-grundfaltungen--osnovne_svijanja,1,Grundfaltungen,osnovne svijanja,основне свијаньа,folding,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,folding,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native,stable_given_faltung,True,noether_paper02_section01_terms.json;logbook:2026-06-09: Paper 02 §1 Interslavic Decisions,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0361__ISV-grundform--osnovna_forma,ISV-grundform--osnovna_forma,1,,osnovna forma,основна форма,form,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native,unstated,True,noether_paper06_section03_terms.json;logbook:2026-06-10: Paper 02 §5 Interslavic Decisions,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0362__ISV-grundform_grundformensystem--osnovna_forma_sistem,ISV-grundform_grundformensystem--osnovna_forma_sistem,1,,osnovna forma / sistema osnovnyh form,,form,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0363__ISV-grundformen--osnovne_formy,ISV-grundformen--osnovne_formy,1,,osnovne formy,основне формы,form,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper06_section01_terms.json,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0364__ISV-grundideal--osnovny_ideal,ISV-grundideal--osnovny_ideal,1,,osnovny ideal,основны идеал,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,1.0,1.0,,,pan_slavic_native;source_fidelity,unstated,True,noether_paper22_terms.json;noether_paper24_section01_terms.json;noether_paper25_terms.json;noether_paper38_source_fidelity_terms.json,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,True,True,CANDIDATE_W0_filtered_add_WS_after_row_context
stateC_0365__ISV-grundideal_i-ter_stufe--osnovny_ideal_i-go_n,ISV-grundideal_i-ter_stufe--osnovny_ideal_i-go_n,1,Grundideal i-ter Stufe,osnovny ideal i-go nivoja,основны идеал i-го нивоја,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,1.0,1.0,,,unstated,unstated,True,noether_paper24_section02_terms.json,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,True,True,CANDIDATE_W0_filtered_add_WS_after_row_context
stateC_0366__ISV-grundmodul--osnovny_modul,ISV-grundmodul--osnovny_modul,1,,osnovny modul,основны модул,unclassified,F10-4,yes_with_definition,keep explicit definition at first use; mark authority-needed in review packet,,,,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native;coinage,unstated,True,noether_paper18_terms.json;noether_paper22_section01_terms.json;noether_paper22_terms.json;noether_paper24_section01_terms.json,,,,,,,,,,,,,,,,0.0,,4.7,E_gap_or_adverse,D_authority_or_specialist_needed,False,False,,,,True,False,True,False,AUTHORITY_or_specialist_review
stateC_0367__ISV-grundmodul_grundideal--osnovny_modul_osnovn,ISV-grundmodul_grundideal--osnovny_modul_osnovn,1,,osnovny modul / osnovny ideal,основны модул / основны идеал,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,1.0,1.0,,,unstated,unstated,True,noether_paper22_section04_terms.json;noether_paper22_terms.json,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,True,True,CANDIDATE_W0_filtered_add_WS_after_row_context
stateC_0368__ISV-gruppendeterminante--grupova_determinanta,ISV-gruppendeterminante--grupova_determinanta,1,,grupova determinanta,групова детерминанта,determinant,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,determinant,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,3.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper34_section23_source_fidelity_terms.json,34,19,south|west,west,cs|hr|sk|sl,pl,0.5427,0.4573,variant_or_doublet_note,stable,1.0,0.8181818181818182,determinanta,-0.5986422551427004,Q3_ACCEPT_low_confidence_component_support,0.35,"determinant term present, but windows are not all algebra/Noether-specific",26.7,D_underwitnessed,C_context_candidate_writeback,False,False,,,,True,True,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0369__ISV-gruppeneinteilung_der_zugeh_rigen_primid--grupno_razd_ljenje_p,ISV-gruppeneinteilung_der_zugehörigen_primid--grupno_razděljenje_p,1,,grupno razděljenje pridruženih prostyh idealov,групно раздељенье придруженых простых идеалов,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,prime ideal,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",88.2,A_high_support_or_apply_ready,C_context_candidate_writeback,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0370__ISV-gruppeneinteilung_nach_nicht-teilerfremd--grupno_razd_ljenje_p,ISV-gruppeneinteilung_nach_nicht-teilerfremd--grupno_razděljenje_p,1,,grupno razděljenje po nevzaimnoj prostosti,групно раздельенье по невзаимној простости,grup,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,grup,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
