row_uid,term_id,src_state,dst_state,channel,weight,state,evidence,note
stateC_0004__ISV-a_b_c_d_a_b--a_b_c_d_a_b,ISV-a_b_c_d_a_b--a_b_c_d_a_b,q2_CONCEPT::unclassified,"q3_ISV_FORM::A) / B) / C) / D), a) / b)",form_realization,1.0,state_C,chosen_form_latin,
stateC_0004__ISV-a_b_c_d_a_b--a_b_c_d_a_b,ISV-a_b_c_d_a_b--a_b_c_d_a_b,"q3_ISV_FORM::A) / B) / C) / D), a) / b)",q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0004__ISV-a_b_c_d_a_b--a_b_c_d_a_b,ISV-a_b_c_d_a_b--a_b_c_d_a_b,"q3_ISV_FORM::A) / B) / C) / D), a) / b)",q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0004__ISV-a_b_c_d_a_b--a_b_c_d_a_b,ISV-a_b_c_d_a_b--a_b_c_d_a_b,"q3_ISV_FORM::A) / B) / C) / D), a) / b)",q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0004__ISV-a_b_c_d_a_b--a_b_c_d_a_b,ISV-a_b_c_d_a_b--a_b_c_d_a_b,"q3_ISV_FORM::A) / B) / C) / D), a) / b)",q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0005__ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_d_ljiva__rez_,ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_děljiva_črez_,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0005__ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_d_ljiva__rez_,ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_děljiva_črez_,q1_SOURCE::unknown_source,q2_CONCEPT::determinant,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0005__ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_d_ljiva__rez_,ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_děljiva_črez_,q2_CONCEPT::determinant,"q3_ISV_FORM::a jest děljiva črez t / ideal a, kratny od t",form_realization,1.0,state_C,chosen_form_latin,
stateC_0005__ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_d_ljiva__rez_,ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_děljiva_črez_,"q3_ISV_FORM::a jest děljiva črez t / ideal a, kratny od t",q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0005__ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_d_ljiva__rez_,ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_děljiva_črez_,"q3_ISV_FORM::a jest děljiva črez t / ideal a, kratny od t",q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0005__ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_d_ljiva__rez_,ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_děljiva_črez_,"q3_ISV_FORM::a jest děljiva črez t / ideal a, kratny od t",q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0005__ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_d_ljiva__rez_,ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_děljiva_črez_,"q3_ISV_FORM::a jest děljiva črez t / ideal a, kratny od t",q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0006__ISV-abbildungsfunktionen--funkcije_odobra_enja,ISV-abbildungsfunktionen--funkcije_odobraženja,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0006__ISV-abbildungsfunktionen--funkcije_odobra_enja,ISV-abbildungsfunktionen--funkcije_odobraženja,q1_SOURCE::unknown_source,q2_CONCEPT::coefficient,concept_link,1.0,state_C,tail_route_key,A_probe_covered_concept
stateC_0006__ISV-abbildungsfunktionen--funkcije_odobra_enja,ISV-abbildungsfunktionen--funkcije_odobraženja,q2_CONCEPT::coefficient,q3_ISV_FORM::funkcije odobraženja,form_realization,1.0,state_C,chosen_form_latin,
stateC_0006__ISV-abbildungsfunktionen--funkcije_odobra_enja,ISV-abbildungsfunktionen--funkcije_odobraženja,q3_ISV_FORM::funkcije odobraženja,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0006__ISV-abbildungsfunktionen--funkcije_odobra_enja,ISV-abbildungsfunktionen--funkcije_odobraženja,q3_ISV_FORM::funkcije odobraženja,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0006__ISV-abbildungsfunktionen--funkcije_odobra_enja,ISV-abbildungsfunktionen--funkcije_odobraženja,q3_ISV_FORM::funkcije odobraženja,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0006__ISV-abbildungsfunktionen--funkcije_odobra_enja,ISV-abbildungsfunktionen--funkcije_odobraženja,q3_ISV_FORM::funkcije odobraženja,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0007__ISV-abbildungsk_rper_abbildungsbereich--polje_obrazov_oblast,ISV-abbildungskörper_abbildungsbereich--polje_obrazov_oblast,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0007__ISV-abbildungsk_rper_abbildungsbereich--polje_obrazov_oblast,ISV-abbildungskörper_abbildungsbereich--polje_obrazov_oblast,q1_SOURCE::unknown_source,q2_CONCEPT::unclassified,concept_link,1.0,state_C,,
stateC_0007__ISV-abbildungsk_rper_abbildungsbereich--polje_obrazov_oblast,ISV-abbildungskörper_abbildungsbereich--polje_obrazov_oblast,q2_CONCEPT::unclassified,q3_ISV_FORM::polje obrazov / oblast obrazov,form_realization,1.0,state_C,chosen_form_latin,
stateC_0007__ISV-abbildungsk_rper_abbildungsbereich--polje_obrazov_oblast,ISV-abbildungskörper_abbildungsbereich--polje_obrazov_oblast,q3_ISV_FORM::polje obrazov / oblast obrazov,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0007__ISV-abbildungsk_rper_abbildungsbereich--polje_obrazov_oblast,ISV-abbildungskörper_abbildungsbereich--polje_obrazov_oblast,q3_ISV_FORM::polje obrazov / oblast obrazov,q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0007__ISV-abbildungsk_rper_abbildungsbereich--polje_obrazov_oblast,ISV-abbildungskörper_abbildungsbereich--polje_obrazov_oblast,q3_ISV_FORM::polje obrazov / oblast obrazov,q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
stateC_0007__ISV-abbildungsk_rper_abbildungsbereich--polje_obrazov_oblast,ISV-abbildungskörper_abbildungsbereich--polje_obrazov_oblast,q3_ISV_FORM::polje obrazov / oblast obrazov,q5_DECISION::CURRENT_low_priority_or_document,decision,1.0,state_C,F10-0,yes
stateC_0008__ISV-abbildungssystem--odobra_aju_i_sistem,ISV-abbildungssystem--odobražajuči_sistem,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0008__ISV-abbildungssystem--odobra_aju_i_sistem,ISV-abbildungssystem--odobražajuči_sistem,q1_SOURCE::unknown_source,q2_CONCEPT::sistem,concept_link,1.0,state_C,concept_link,B_intl_stem_probeable
stateC_0008__ISV-abbildungssystem--odobra_aju_i_sistem,ISV-abbildungssystem--odobražajuči_sistem,q2_CONCEPT::sistem,q3_ISV_FORM::odobražajuči sistem,form_realization,1.0,state_C,chosen_form_latin,
stateC_0008__ISV-abbildungssystem--odobra_aju_i_sistem,ISV-abbildungssystem--odobražajuči_sistem,q3_ISV_FORM::odobražajuči sistem,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0008__ISV-abbildungssystem--odobra_aju_i_sistem,ISV-abbildungssystem--odobražajuči_sistem,q3_ISV_FORM::odobražajuči sistem,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0008__ISV-abbildungssystem--odobra_aju_i_sistem,ISV-abbildungssystem--odobražajuči_sistem,q3_ISV_FORM::odobražajuči sistem,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0008__ISV-abbildungssystem--odobra_aju_i_sistem,ISV-abbildungssystem--odobražajuči_sistem,q3_ISV_FORM::odobražajuči sistem,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0009__ISV-abelsche_gruppenk_rper--abelove_grupypolja,ISV-abelsche_gruppenkörper--abelove_grupypolja,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0009__ISV-abelsche_gruppenk_rper--abelove_grupypolja,ISV-abelsche_gruppenkörper--abelove_grupypolja,q1_SOURCE::unknown_source,q2_CONCEPT::field,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0009__ISV-abelsche_gruppenk_rper--abelove_grupypolja,ISV-abelsche_gruppenkörper--abelove_grupypolja,q2_CONCEPT::field,q3_ISV_FORM::Abelove grupy/polja,form_realization,1.0,state_C,chosen_form_latin,
stateC_0009__ISV-abelsche_gruppenk_rper--abelove_grupypolja,ISV-abelsche_gruppenkörper--abelove_grupypolja,q3_ISV_FORM::Abelove grupy/polja,q4_SUPPORT_E,support_E,3.0,state_C,state_C_witness_vector,
stateC_0009__ISV-abelsche_gruppenk_rper--abelove_grupypolja,ISV-abelsche_gruppenkörper--abelove_grupypolja,q3_ISV_FORM::Abelove grupy/polja,q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0009__ISV-abelsche_gruppenk_rper--abelove_grupypolja,ISV-abelsche_gruppenkörper--abelove_grupypolja,q3_ISV_FORM::Abelove grupy/polja,q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
stateC_0009__ISV-abelsche_gruppenk_rper--abelove_grupypolja,ISV-abelsche_gruppenkörper--abelove_grupypolja,q3_ISV_FORM::Abelove grupy/polja,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,q1_SOURCE::unknown_source,q2_CONCEPT::ideal,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,q2_CONCEPT::ideal,"q3_ISV_FORM::glavny ideal, izvedeny iz p",form_realization,1.0,state_C,chosen_form_latin,
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,"q3_ISV_FORM::glavny ideal, izvedeny iz p",q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,"q3_ISV_FORM::glavny ideal, izvedeny iz p",q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,"q3_ISV_FORM::glavny ideal, izvedeny iz p",q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,"q3_ISV_FORM::glavny ideal, izvedeny iz p",q4_CANDIDATE_SUPPORT_W,candidate_support_W,1.0,state_C,W0_filtered_candidate,not certified
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,"q3_ISV_FORM::glavny ideal, izvedeny iz p",q4_CANDIDATE_SUPPORT_S,candidate_support_S,1.0,state_C,W0_filtered_candidate,not certified
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,"q3_ISV_FORM::glavny ideal, izvedeny iz p",q5_DECISION::CANDIDATE_W0_filtered_add_WS_after_row_context,decision,1.0,state_C,F10-1,review
stateC_0011__ISV-abh_ngigkeiten_zwischen_den_lagrangesche--zavisnosti_med_u_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0011__ISV-abh_ngigkeiten_zwischen_den_lagrangesche--zavisnosti_med_u_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,q1_SOURCE::unknown_source,q2_CONCEPT::module,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0011__ISV-abh_ngigkeiten_zwischen_den_lagrangesche--zavisnosti_med_u_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,q2_CONCEPT::module,q3_ISV_FORM::zavisnosti medžu Lagranževymi izrazami,form_realization,1.0,state_C,chosen_form_latin,
stateC_0011__ISV-abh_ngigkeiten_zwischen_den_lagrangesche--zavisnosti_med_u_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,q3_ISV_FORM::zavisnosti medžu Lagranževymi izrazami,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0011__ISV-abh_ngigkeiten_zwischen_den_lagrangesche--zavisnosti_med_u_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,q3_ISV_FORM::zavisnosti medžu Lagranževymi izrazami,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0011__ISV-abh_ngigkeiten_zwischen_den_lagrangesche--zavisnosti_med_u_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,q3_ISV_FORM::zavisnosti medžu Lagranževymi izrazami,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0011__ISV-abh_ngigkeiten_zwischen_den_lagrangesche--zavisnosti_med_u_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,q3_ISV_FORM::zavisnosti medžu Lagranževymi izrazami,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,1.0,state_C,,hold_not_bulk_writeback
stateC_0011__ISV-abh_ngigkeiten_zwischen_den_lagrangesche--zavisnosti_med_u_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,q3_ISV_FORM::zavisnosti medžu Lagranževymi izrazami,q5_DECISION::HOLD_targeted_review_not_writeback,decision,1.0,state_C,F10-1,review
stateC_0012__ISV-abschnittsk_rper_kvartheta--polje_po_etnogo_odr_,ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0012__ISV-abschnittsk_rper_kvartheta--polje_po_etnogo_odr_,ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,q1_SOURCE::unknown_source,q2_CONCEPT::unclassified,concept_link,1.0,state_C,,
stateC_0012__ISV-abschnittsk_rper_kvartheta--polje_po_etnogo_odr_,ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,q2_CONCEPT::unclassified,q3_ISV_FORM::polje početnogo odrězka K(vartheta),form_realization,1.0,state_C,chosen_form_latin,
stateC_0012__ISV-abschnittsk_rper_kvartheta--polje_po_etnogo_odr_,ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,q3_ISV_FORM::polje početnogo odrězka K(vartheta),q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0012__ISV-abschnittsk_rper_kvartheta--polje_po_etnogo_odr_,ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,q3_ISV_FORM::polje početnogo odrězka K(vartheta),q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0012__ISV-abschnittsk_rper_kvartheta--polje_po_etnogo_odr_,ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,q3_ISV_FORM::polje početnogo odrězka K(vartheta),q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
stateC_0012__ISV-abschnittsk_rper_kvartheta--polje_po_etnogo_odr_,ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,q3_ISV_FORM::polje početnogo odrězka K(vartheta),q5_DECISION::CURRENT_low_priority_or_document,decision,1.0,state_C,F10-0,yes
stateC_0013__ISV-absolut-irreduzibel--absolutno_ireducibil,ISV-absolut-irreduzibel--absolutno_ireducibil,q0_START,q1_SOURCE::absolut-irreduzibel,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0013__ISV-absolut-irreduzibel--absolutno_ireducibil,ISV-absolut-irreduzibel--absolutno_ireducibil,q1_SOURCE::absolut-irreduzibel,q2_CONCEPT::field,concept_link,1.0,state_C,tail_route_key,A_probe_covered_concept
stateC_0013__ISV-absolut-irreduzibel--absolutno_ireducibil,ISV-absolut-irreduzibel--absolutno_ireducibil,q2_CONCEPT::field,q3_ISV_FORM::absolutno ireducibilny,form_realization,1.0,state_C,chosen_form_latin,
stateC_0013__ISV-absolut-irreduzibel--absolutno_ireducibil,ISV-absolut-irreduzibel--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilny,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0013__ISV-absolut-irreduzibel--absolutno_ireducibil,ISV-absolut-irreduzibel--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilny,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0013__ISV-absolut-irreduzibel--absolutno_ireducibil,ISV-absolut-irreduzibel--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilny,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0013__ISV-absolut-irreduzibel--absolutno_ireducibil,ISV-absolut-irreduzibel--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilny,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,0.5004,state_C,south|west,
stateC_0013__ISV-absolut-irreduzibel--absolutno_ireducibil,ISV-absolut-irreduzibel--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilny,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0014__ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0014__ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q1_SOURCE::unknown_source,q2_CONCEPT::field,concept_link,1.0,state_C,tail_route_key,A_probe_covered_concept
stateC_0014__ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q2_CONCEPT::field,q3_ISV_FORM::absolutno ireducibilno predstavjenje,form_realization,1.0,state_C,chosen_form_latin,
stateC_0014__ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilno predstavjenje,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0014__ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilno predstavjenje,q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0014__ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilno predstavjenje,q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
stateC_0014__ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilno predstavjenje,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,0.5004,state_C,south|west,
stateC_0014__ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM::absolutno ireducibilno predstavjenje,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0015__ISV-absolut_algebraischer_k_rper--absolutno_algebrai_n,ISV-absolut_algebraischer_körper--absolutno_algebraičn,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0015__ISV-absolut_algebraischer_k_rper--absolutno_algebrai_n,ISV-absolut_algebraischer_körper--absolutno_algebraičn,q1_SOURCE::unknown_source,q2_CONCEPT::unclassified,concept_link,1.0,state_C,,
stateC_0015__ISV-absolut_algebraischer_k_rper--absolutno_algebrai_n,ISV-absolut_algebraischer_körper--absolutno_algebraičn,q2_CONCEPT::unclassified,q3_ISV_FORM::absolutno algebraično polje,form_realization,1.0,state_C,chosen_form_latin,
stateC_0015__ISV-absolut_algebraischer_k_rper--absolutno_algebrai_n,ISV-absolut_algebraischer_körper--absolutno_algebraičn,q3_ISV_FORM::absolutno algebraično polje,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0015__ISV-absolut_algebraischer_k_rper--absolutno_algebrai_n,ISV-absolut_algebraischer_körper--absolutno_algebraičn,q3_ISV_FORM::absolutno algebraično polje,q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0015__ISV-absolut_algebraischer_k_rper--absolutno_algebrai_n,ISV-absolut_algebraischer_körper--absolutno_algebraičn,q3_ISV_FORM::absolutno algebraično polje,q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
