"request_row_id","preflight_row_id","queue_item_id","candidate_form_id","source_form_id","term_id","language_lane","english_concept","mathematical_domain","priority","pages_checked","pages_with_exact_term_occurrence","candidate_note_values_sha256","required_candidate_fields_complete","primary_confirmation_role_class","request_route_label","non_personal_route_required","addressee_or_owner_role","dispatch_medium","local_standard_route","license_context_note","request_question_scope","request_question_count","request_status","dispatch_status","return_status","confirmation_status","application_allowed_now","apply_status","reviewer_packet_population_allowed","reviewer_packet_population_performed","source_text_copied","source_language_terms_copied","personal_contact_details_copied","native_review_status","canonical_approval_status","request_decision"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0020","preflight-confirm-apply-candidate-filled-note-form-term-fr-0020","confirm-apply-candidate-filled-note-form-term-fr-0020","candidate-filled-note-form-term-fr-0020","note-form-term-fr-0020","term-fr-0020","french","maximal ideal","ring_theory","medium","15","7","9962BCD4341FE81C94B577FF7CE816D79ADFE311F589ADC91BB5C744FBC0DFFA","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0021","preflight-confirm-apply-candidate-filled-note-form-term-fr-0021","confirm-apply-candidate-filled-note-form-term-fr-0021","candidate-filled-note-form-term-fr-0021","note-form-term-fr-0021","term-fr-0021","french","prime ideal","ring_theory","medium","16","8","0F298044D438BE4D0D6F3DF7409F49DC5FF958AE7EC3F8530FFEB361C5826237","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0001","preflight-confirm-apply-candidate-filled-note-form-term-fr-0001","confirm-apply-candidate-filled-note-form-term-fr-0001","candidate-filled-note-form-term-fr-0001","note-form-term-fr-0001","term-fr-0001","french","algebra","algebra_core","normal","60","60","532914E27A49A591C8139B267A4A49A497C57EB2CF8469582E0C7905DD0B2FE7","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0002","preflight-confirm-apply-candidate-filled-note-form-term-fr-0002","confirm-apply-candidate-filled-note-form-term-fr-0002","candidate-filled-note-form-term-fr-0002","note-form-term-fr-0002","term-fr-0002","french","commutative algebra","commutative_algebra","normal","14","14","E19A47FBC7229CE7BD157F4A14599E0BEA967F47F9EC818756DFC8AB44D61189","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0003","preflight-confirm-apply-candidate-filled-note-form-term-fr-0003","confirm-apply-candidate-filled-note-form-term-fr-0003","candidate-filled-note-form-term-fr-0003","note-form-term-fr-0003","term-fr-0003","french","Hilbert basis","commutative_algebra","normal","1","1","3B2F3836D8C4B6FB7B4D7CE78999158C5303AB0F667CFF06335338A61BFAE225","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0004","preflight-confirm-apply-candidate-filled-note-form-term-fr-0004","confirm-apply-candidate-filled-note-form-term-fr-0004","candidate-filled-note-form-term-fr-0004","note-form-term-fr-0004","term-fr-0004","french","localization","commutative_algebra","normal","14","14","6B79C1A895B82ADCAB4FAE877F3B88CD8B75746F6BECC74D6867FF94488541DA","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0005","preflight-confirm-apply-candidate-filled-note-form-term-fr-0005","confirm-apply-candidate-filled-note-form-term-fr-0005","candidate-filled-note-form-term-fr-0005","note-form-term-fr-0005","term-fr-0005","french","field","field_theory","normal","52","52","D94D26ECC11A56F60DBB89CDC234D2160F9A49B5170EA22AC5AE698B5DBF1229","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0010","preflight-confirm-apply-candidate-filled-note-form-term-fr-0010","confirm-apply-candidate-filled-note-form-term-fr-0010","candidate-filled-note-form-term-fr-0010","note-form-term-fr-0010","term-fr-0010","french","automorphism","morphism","normal","15","15","05E2CB6AEA37F568596C10CC2A6372ECB5E5BE066B828D97EDCD9C14B0547218","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0011","preflight-confirm-apply-candidate-filled-note-form-term-fr-0011","confirm-apply-candidate-filled-note-form-term-fr-0011","candidate-filled-note-form-term-fr-0011","note-form-term-fr-0011","term-fr-0011","french","endomorphism","morphism","normal","34","34","454FDA8E676F45E84253AF1AC206483AF092F4985AE2F048152B35109CB349F7","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0012","preflight-confirm-apply-candidate-filled-note-form-term-fr-0012","confirm-apply-candidate-filled-note-form-term-fr-0012","candidate-filled-note-form-term-fr-0012","note-form-term-fr-0012","term-fr-0012","french","homomorphism","morphism","normal","6","6","6763878D4B18C5A27FBB188ED0376B6967292E013B2D04D571AF03D20DAE0D47","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0013","preflight-confirm-apply-candidate-filled-note-form-term-fr-0013","confirm-apply-candidate-filled-note-form-term-fr-0013","candidate-filled-note-form-term-fr-0013","note-form-term-fr-0013","term-fr-0013","french","isomorphism","morphism","normal","53","53","CCCAA90749467FB267A4E9F2A0E9597AB52024E4F398ED026922B4D27D32DB65","True","native_or_near_native_french_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0009","preflight-confirm-apply-candidate-filled-note-form-term-ja-0009","confirm-apply-candidate-filled-note-form-term-ja-0009","candidate-filled-note-form-term-ja-0009","note-form-term-ja-0009","term-ja-0009","japanese","tensor product","module_theory","high","18","18","9F5417705E498A03118A6E90C17D7684F3C11B9D248EF4D75DF25B3E7E38C2F7","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0010","preflight-confirm-apply-candidate-filled-note-form-term-ja-0010","confirm-apply-candidate-filled-note-form-term-ja-0010","candidate-filled-note-form-term-ja-0010","note-form-term-ja-0010","term-ja-0010","japanese","module","module_theory","high","73","73","08C1C646A6F8047A34A289CCCAD9B71AFEFACFF6756E8698E3318491A7CF807F","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0011","preflight-confirm-apply-candidate-filled-note-form-term-ja-0011","confirm-apply-candidate-filled-note-form-term-ja-0011","candidate-filled-note-form-term-ja-0011","note-form-term-ja-0011","term-ja-0011","japanese","simple module","module_theory","high","1","1","E1FEDD7372C48D2665AD2D629A2CFDA3F59140AD3DBBAD7B6DFC7C19EE6C4B28","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0012","preflight-confirm-apply-candidate-filled-note-form-term-ja-0012","confirm-apply-candidate-filled-note-form-term-ja-0012","candidate-filled-note-form-term-ja-0012","note-form-term-ja-0012","term-ja-0012","japanese","free module","module_theory","high","21","21","1ABEC7BBBF0B4DF36B043BC48982D321F1A9BD9A8CC7670F4930FBFE9371A0C9","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0013","preflight-confirm-apply-candidate-filled-note-form-term-ja-0013","confirm-apply-candidate-filled-note-form-term-ja-0013","candidate-filled-note-form-term-ja-0013","note-form-term-ja-0013","term-ja-0013","japanese","submodule","module_theory","high","47","47","AB778DF8BD6AC668DB911F88B1B2DB90FE75913CDCD4998EA64BD5AF8DBAAE58","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0018","preflight-confirm-apply-candidate-filled-note-form-term-ja-0018","confirm-apply-candidate-filled-note-form-term-ja-0018","candidate-filled-note-form-term-ja-0018","note-form-term-ja-0018","term-ja-0018","japanese","Noether/Noetherian","noetherian","high","8","8","BE28FBF145A4076153C35912F25A9807E3C737235493A52A519FFB8CD947E646","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0019","preflight-confirm-apply-candidate-filled-note-form-term-ja-0019","confirm-apply-candidate-filled-note-form-term-ja-0019","candidate-filled-note-form-term-ja-0019","note-form-term-ja-0019","term-ja-0019","japanese","Noetherian","noetherian","high","1","1","2FC2ED2B19819897D47FA10E1C0255AB996AC8E05DBE4F8508834A220F3A0303","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0020","preflight-confirm-apply-candidate-filled-note-form-term-ja-0020","confirm-apply-candidate-filled-note-form-term-ja-0020","candidate-filled-note-form-term-ja-0020","note-form-term-ja-0020","term-ja-0020","japanese","Noetherian/Noether","noetherian","high","3","3","D7A54DE3A722C7B963753B205D6CAB724BFCC3250DAFDA23791C977FA6DCCCE5","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0025","preflight-confirm-apply-candidate-filled-note-form-term-ja-0025","confirm-apply-candidate-filled-note-form-term-ja-0025","candidate-filled-note-form-term-ja-0025","note-form-term-ja-0025","term-ja-0025","japanese","Harish-Chandra","representation_theory","high","5","5","282AD494D6FD8EFFEC20C850960B7D5F86386693BD8B582BED17101469CF5A93","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0026","preflight-confirm-apply-candidate-filled-note-form-term-ja-0026","confirm-apply-candidate-filled-note-form-term-ja-0026","candidate-filled-note-form-term-ja-0026","note-form-term-ja-0026","term-ja-0026","japanese","Lie group","representation_theory","high","3","3","BEE9C958478584A91288E124D4F9A19CD3A5F7A9E03C2E2F533AE96AE4906C4C","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0027","preflight-confirm-apply-candidate-filled-note-form-term-ja-0027","confirm-apply-candidate-filled-note-form-term-ja-0027","candidate-filled-note-form-term-ja-0027","note-form-term-ja-0027","term-ja-0027","japanese","semisimple","representation_theory","high","13","13","892BD8F164B76A6A5281674B79ECF14C4211541213EA32D7E83975C620FD4C1C","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0028","preflight-confirm-apply-candidate-filled-note-form-term-ja-0028","confirm-apply-candidate-filled-note-form-term-ja-0028","candidate-filled-note-form-term-ja-0028","note-form-term-ja-0028","term-ja-0028","japanese","completely reducible","representation_theory","high","5","5","BD7E7D144E6AC5325750930EFC777C141D027EC355132E6C0C042A3C7259F49A","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0029","preflight-confirm-apply-candidate-filled-note-form-term-ja-0029","confirm-apply-candidate-filled-note-form-term-ja-0029","candidate-filled-note-form-term-ja-0029","note-form-term-ja-0029","term-ja-0029","japanese","character","representation_theory","high","3","3","BCC250E69C7C511D0BBD0100917860FC27D70EFEEF5C433EDC1CF26FCFE72CF3","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0030","preflight-confirm-apply-candidate-filled-note-form-term-ja-0030","confirm-apply-candidate-filled-note-form-term-ja-0030","candidate-filled-note-form-term-ja-0030","note-form-term-ja-0030","term-ja-0030","japanese","irreducible representation","representation_theory","high","12","12","A165D12F0C8FAC56AF3931BDCCCE9BF1A97E9B8D5AC594DD16807C3461AE3731","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0031","preflight-confirm-apply-candidate-filled-note-form-term-ja-0031","confirm-apply-candidate-filled-note-form-term-ja-0031","candidate-filled-note-form-term-ja-0031","note-form-term-ja-0031","term-ja-0031","japanese","group ring/group algebra","representation_theory","high","3","3","837C74DD2A0BCC16A4899D8784A1CC75C004684AC9FC9E47E529576F727466A0","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0032","preflight-confirm-apply-candidate-filled-note-form-term-ja-0032","confirm-apply-candidate-filled-note-form-term-ja-0032","candidate-filled-note-form-term-ja-0032","note-form-term-ja-0032","term-ja-0032","japanese","representation","representation_theory","high","35","35","E8A66F7B9B38BD488CA744EBE75B61F6E6318A89BF0A2FE69782E8A9F3DE45F5","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0033","preflight-confirm-apply-candidate-filled-note-form-term-ja-0033","confirm-apply-candidate-filled-note-form-term-ja-0033","candidate-filled-note-form-term-ja-0033","note-form-term-ja-0033","term-ja-0033","japanese","representation theory","representation_theory","high","6","6","233D8D0F0840C74C19E0D30146281FA18A0DEEA99E7966DFB7FC1E4BEBF4B0C8","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
