adverse_or_gap_handling,branch_path,claim_boundary,csv_row_count,frontier,generated_utc,git_blob,local_source_body_path,next_action,payload_group,sha256,source_link_status,source_use_label,use_status
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-c033-branch-visibility-confirmation-20260707/NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707/SUMMARY.json,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,9bdf61e746c44a42dc96739a04a08e9d5c9fcb54,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0011_9bdf61e746_SUMMARY.json,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_c033_branch_visibility_confirmation,872128E7643AACA634E4D6ED0C8A08F83257303F765DB69432EAC1270DEB64B2,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;manifest_hash_validation;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/B3_HANDOFF_SENT_4065F6A4_R9_SYSTEMERROR_DEDUP.md,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,e4187b84e317e8cbbb478636c82757c82ff511e0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0012_e4187b84e3_B3_HANDOFF_SENT_4065F6A4_R9_SYSTEMERROR_DEDUP.md,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,0D4B2F7923A565A828AE814E9880E5C8F7E39E4F6B9F07BC537CE04677BA5AEF,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/BRANCH_REVERIFY_4065F6A4.csv,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,1,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,fac5e14d9235b6c2e344d57c0a075397fa31a266,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0013_fac5e14d92_BRANCH_REVERIFY_4065F6A4.csv,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,E89FA2AA7226B7359077A70DBE9F13E44B65D4C9849463946E956E301E858711,branch_blob_extracted_to_local_source_body_by_object_id,blocker_recovery_gap;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4_R9.csv,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,5,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,46dee9072ae02cd28a4834ce295e38e73942dfa8,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0014_46dee9072a_EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4_R9.csv,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,AA162D8CD9E486E0133717E745DA42FB64697C068ACB182EE20A5F6CA28DE61E,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/MANIFEST.csv,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,8,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,9795fdfe0511bd89344cde86d2074fee25684feb,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0015_9795fdfe05_MANIFEST.csv,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,388EE8F9710F23AFADB311F6B19455A5E7A25BF967469CA20D8849C7F8268285,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/R9_PACKET_INVENTORY_4065F6A4.csv,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,1,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,f07c797bc8f1e706cd4cd1fab344dd186ad125b8,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0016_f07c797bc8_R9_PACKET_INVENTORY_4065F6A4.csv,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,429197F2FE0799BB70B067F1329CE323842AE64903D0B844D1648C0C2EFE9DB3,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/R9_SOURCE_USE_GAP_FABLE_ADVERSE_ROUTE_4065F6A4.csv,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,bafce5189701fbff6f151bda5fff59fd90ff65b4,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0017_bafce51897_R9_SOURCE_USE_GAP_FABLE_ADVERSE_ROUTE_4065F6A4.csv,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,ED76D12CA457329EF2706A7A66102891E06A2DDBFE42168484F3E4C47A719AA0,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/README.md,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,da6c1898bfc17c913738a1655113d8d79b9a7783,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0018_da6c1898bf_README.md,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,ECB4C37E5ABFB37777D3FC9D6287419E6F0BED775A9745B238CCDAB4D47697BB,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/SHA256SUMS.txt,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,c264a62dab9e612f15ae2a7c1d0f623288f0f65f,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0019_c264a62dab_SHA256SUMS.txt,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,91790CFF5C457F94A2AB100B000B8D21B879A9E3AFBF9B7ABC3A10D8423D35A2,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/SIBLING_WAKE_LEDGER_4065F6A4_R9.csv,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,1,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,ee1f773f1cc33a5027cf2844f4442f5b220a9f62,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0020_ee1f773f1c_SIBLING_WAKE_LEDGER_4065F6A4_R9.csv,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,18C0DFEB6C61A5510DDC159BAA2030BADECCA52F79D8A79114B913FC062E04D0,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707/NON_SLAVIC_CORE_4065F6A4_R9_SYSTEMERROR_DEDUP_RECOVERY_ROUTE_20260707/SUMMARY.json,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,289675ef835fbe9b0a444cf8d0dba673a1b3ce56,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0021_289675ef83_SUMMARY.json,B3 can package; lane owners continue source-body/source-gated review only,non_slavic_core_4065_r9_systemerror_dedup_recovery_route,CA37C301AC2BC1B1FB6F714C251B8B85320746B37327803172F4F42D18739AE0,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;manifest_hash_validation;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,evidence_for_authority_routing_not_term_approval
preserve restrictive labels; no acceptance or bridge/pilot inference,interlanguage-sidecar/20260707/interlanguage-fable-4065f6a4-current-frontier-authority-routing/INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/ACTIVE_SESSION_STATE.md,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,2026-07-07T07:22:44Z,22275535395fef24e5040eb5579e8c9849189eba,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0022_2227553539_ACTIVE_SESSION_STATE.md,B3 can package; lane owners continue source-body/source-gated review only,interlanguage_fable_4065_current_frontier_authority_routing_upload,57B54E4B9E2E9616A48CC9460DFE6151D37D5870C268F75A0CF3ED855DC5257B,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;branch_weighting;marginal_intelligibility;b3_handoff;r6_ethics_authority;interslavic_boundary,evidence_for_authority_routing_not_term_approval
