authority_pdf_page	source_volume_page	paper_folio	archive_path	finding	disposition
1	299	299	zenodo_record_21803753/files/README.md	Checkpoint description only; no D026 page text.	ZERO_ACCEPTED lineage/metadata context only
1	299	299	zenodo_record_21803753/files/STATUS.json	States D026 is identity/boundary-only and production unopened.	ZERO_ACCEPTED lineage/metadata context only
1	299	299	zenodo_record_21804321/extracted_control/D026_ID.md	Byte-identical successor mirror of the identity receipt; no page edition.	ZERO_ACCEPTED lineage/metadata context only
1	299	299	zenodo_record_21804321/files/CONTROL_D010-D027.zip	Successor control context only; no D026 page edition.	ZERO_ACCEPTED lineage/metadata context only
2	300	300	batch06_current/pdf/cleaned_original_language_26.pdf	AGREEMENT on the broad local-epsilon-factor discussion. CORRECTIONS from authority: the additive character is psi, not theta; the phrase is 'nous n’en avons qu’à la représentation'; dx remains in the displayed definition and ensuing sentence; the global normalization is the integral over A_K/K of the tensor product of dx_v; (1.2.1) begins epsilon(V,s), not epsilon(K,s); W is uppercase; (1.2.4) independently reads 1/2-s, not s-1/2. WHOLE-WORK CANON: the defective phrase is restored as “nous n’avons affaire qu’à”; the authority’s reciprocity sign is ≃, not =.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
2	300	300	batch06_current/pdf/compiled_source_Paper_26.pdf	AGREEMENT on the broad local-epsilon-factor discussion. CORRECTIONS from authority: the additive character is psi, not theta; the phrase is 'nous n’en avons qu’à la représentation'; dx remains in the displayed definition and ensuing sentence; the global normalization is the integral over A_K/K of the tensor product of dx_v; (1.2.1) begins epsilon(V,s), not epsilon(K,s); W is uppercase; (1.2.4) independently reads 1/2-s, not s-1/2. WHOLE-WORK CANON: the defective phrase is restored as “nous n’avons affaire qu’à”; the authority’s reciprocity sign is ≃, not =.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
2	300	300	batch06_current/tex/Paper_26.tex	AGREEMENT on the broad local-epsilon-factor discussion. CORRECTIONS from authority: the additive character is psi, not theta; the phrase is 'nous n’en avons qu’à la représentation'; dx remains in the displayed definition and ensuing sentence; the global normalization is the integral over A_K/K of the tensor product of dx_v; (1.2.1) begins epsilon(V,s), not epsilon(K,s); W is uppercase; (1.2.4) independently reads 1/2-s, not s-1/2. WHOLE-WORK CANON: the defective phrase is restored as “nous n’avons affaire qu’à”; the authority’s reciprocity sign is ≃, not =.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
2	300	300	diagram_witness/images/D026_p002_diag01.png	Comparator-derived page witness agrees on psi, the adelic measure normalization, epsilon(V,s), uppercase W, and (1.2.4) exponent 1/2-s.	ZERO_ACCEPTED comparison witness only; no crop or page image promoted
2	300	300	old_recombined_qc/pdf/recombined_26.pdf	AGREEMENT on the broad local-epsilon-factor discussion. CORRECTIONS from authority: the additive character is psi, not theta; the phrase is 'nous n’en avons qu’à la représentation'; dx remains in the displayed definition and ensuing sentence; the global normalization is the integral over A_K/K of the tensor product of dx_v; (1.2.1) begins epsilon(V,s), not epsilon(K,s); W is uppercase; (1.2.4) independently reads 1/2-s, not s-1/2. WHOLE-WORK CANON: the defective phrase is restored as “nous n’avons affaire qu’à”; the authority’s reciprocity sign is ≃, not =.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
2	300	300	old_recombined_qc/tex/Paper_26.tex	AGREEMENT on the broad local-epsilon-factor discussion. CORRECTIONS from authority: the additive character is psi, not theta; the phrase is 'nous n’en avons qu’à la représentation'; dx remains in the displayed definition and ensuing sentence; the global normalization is the integral over A_K/K of the tensor product of dx_v; (1.2.1) begins epsilon(V,s), not epsilon(K,s); W is uppercase; (1.2.4) independently reads 1/2-s, not s-1/2. WHOLE-WORK CANON: the defective phrase is restored as “nous n’avons affaire qu’à”; the authority’s reciprocity sign is ≃, not =.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
3	301	301	batch06_current/pdf/cleaned_original_language_26.pdf	AGREEMENT on the theorem and surrounding argument. CORRECTIONS from authority: the page boundary has V_v, not V_0; Stiefel-Whitney indices are superscripts w^1,w^2; the target is the unit group marked by a multiplication sign; the arrows in (1.4.1) are labelled infl and (1), not i and f*; W is uppercase throughout.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
3	301	301	batch06_current/pdf/compiled_source_Paper_26.pdf	AGREEMENT on the theorem and surrounding argument. CORRECTIONS from authority: the page boundary has V_v, not V_0; Stiefel-Whitney indices are superscripts w^1,w^2; the target is the unit group marked by a multiplication sign; the arrows in (1.4.1) are labelled infl and (1), not i and f*; W is uppercase throughout.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
3	301	301	batch06_current/tex/Paper_26.tex	AGREEMENT on the theorem and surrounding argument. CORRECTIONS from authority: the page boundary has V_v, not V_0; Stiefel-Whitney indices are superscripts w^1,w^2; the target is the unit group marked by a multiplication sign; the arrows in (1.4.1) are labelled infl and (1), not i and f*; W is uppercase throughout.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
3	301	301	diagram_witness/images/D026_p003_diag01.png	Comparator-derived page witness agrees on V_v, superscript Stiefel-Whitney classes, the infl/(1)/inv map labels, and the theorem formula.	ZERO_ACCEPTED comparison witness only; no crop or page image promoted
3	301	301	old_recombined_qc/pdf/recombined_26.pdf	AGREEMENT on the theorem and surrounding argument. CORRECTIONS from authority: the page boundary has V_v, not V_0; Stiefel-Whitney indices are superscripts w^1,w^2; the target is the unit group marked by a multiplication sign; the arrows in (1.4.1) are labelled infl and (1), not i and f*; W is uppercase throughout.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
3	301	301	old_recombined_qc/tex/Paper_26.tex	AGREEMENT on the theorem and surrounding argument. CORRECTIONS from authority: the page boundary has V_v, not V_0; Stiefel-Whitney indices are superscripts w^1,w^2; the target is the unit group marked by a multiplication sign; the arrows in (1.4.1) are labelled infl and (1), not i and f*; W is uppercase throughout.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
4	302	302	batch06_current/pdf/cleaned_original_language_26.pdf	AGREEMENT on the actual section heading with 'représentations réelles' and on the propositions. REJECTION/CORRECTION: the inherited TeX/PDF does not reproduce the two commutative diagrams faithfully (rows are conflated and Ind, tr, and f_* labels/topology are lost or misplaced); authority diagrams were replayed independently with superscript w^1,w^2 notation.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
4	302	302	batch06_current/pdf/compiled_source_Paper_26.pdf	AGREEMENT on the actual section heading with 'représentations réelles' and on the propositions. REJECTION/CORRECTION: the inherited TeX/PDF does not reproduce the two commutative diagrams faithfully (rows are conflated and Ind, tr, and f_* labels/topology are lost or misplaced); authority diagrams were replayed independently with superscript w^1,w^2 notation.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
4	302	302	batch06_current/tex/Paper_26.tex	AGREEMENT on the actual section heading with 'représentations réelles' and on the propositions. REJECTION/CORRECTION: the inherited TeX/PDF does not reproduce the two commutative diagrams faithfully (rows are conflated and Ind, tr, and f_* labels/topology are lost or misplaced); authority diagrams were replayed independently with superscript w^1,w^2 notation.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
4	302	302	diagram_witness/images/D026_p004_diag01.png	Comparator-derived overinclusive crop agrees on (1.7) but includes folio/running matter; no crop promoted.	ZERO_ACCEPTED comparison witness only; no crop or page image promoted
4	302	302	diagram_witness/images/D026_p004_diag02.png	Comparator-derived page witness agrees on the 'réelles' heading and the topology/labels of the two commutative diagrams.	ZERO_ACCEPTED comparison witness only; no crop or page image promoted
4	302	302	old_recombined_qc/pdf/recombined_26.pdf	AGREEMENT on the actual section heading with 'représentations réelles' and on the propositions. REJECTION/CORRECTION: the inherited TeX/PDF does not reproduce the two commutative diagrams faithfully (rows are conflated and Ind, tr, and f_* labels/topology are lost or misplaced); authority diagrams were replayed independently with superscript w^1,w^2 notation.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
4	302	302	old_recombined_qc/tex/Paper_26.tex	AGREEMENT on the actual section heading with 'représentations réelles' and on the propositions. REJECTION/CORRECTION: the inherited TeX/PDF does not reproduce the two commutative diagrams faithfully (rows are conflated and Ind, tr, and f_* labels/topology are lost or misplaced); authority diagrams were replayed independently with superscript w^1,w^2 notation.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
4	302	302	zenodo_record_21803753/extracted_control/D026_ID.md	AGREEMENT on physical page 4: actual Section 2 heading 'réelles', Propositions 2.1-2.2, and two commutative diagrams; receipt remains boundary evidence only.	ZERO_ACCEPTED control receipt; no edition text promoted
5	303	303	batch06_current/pdf/cleaned_original_language_26.pdf	AGREEMENT on the proof strategy and the three diagrammatic constructions. CORRECTIONS from authority: the bundle is f_*V rather than f_V; the local system is ((Z/2)^k)^Q rather than an unspecified tilde; the dashed lift S_k to Spin(nk), all exact-sequence arrows, and the a+b vertical map are preserved independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
5	303	303	batch06_current/pdf/compiled_source_Paper_26.pdf	AGREEMENT on the proof strategy and the three diagrammatic constructions. CORRECTIONS from authority: the bundle is f_*V rather than f_V; the local system is ((Z/2)^k)^Q rather than an unspecified tilde; the dashed lift S_k to Spin(nk), all exact-sequence arrows, and the a+b vertical map are preserved independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
5	303	303	batch06_current/tex/Paper_26.tex	AGREEMENT on the proof strategy and the three diagrammatic constructions. CORRECTIONS from authority: the bundle is f_*V rather than f_V; the local system is ((Z/2)^k)^Q rather than an unspecified tilde; the dashed lift S_k to Spin(nk), all exact-sequence arrows, and the a+b vertical map are preserved independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
5	303	303	diagram_witness/images/D026_p005_diag01.png	Comparator-derived page witness agrees on the exact-sequence diagram, dashed lifting triangle, and additive obstruction diagram.	ZERO_ACCEPTED comparison witness only; no crop or page image promoted
5	303	303	old_recombined_qc/pdf/recombined_26.pdf	AGREEMENT on the proof strategy and the three diagrammatic constructions. CORRECTIONS from authority: the bundle is f_*V rather than f_V; the local system is ((Z/2)^k)^Q rather than an unspecified tilde; the dashed lift S_k to Spin(nk), all exact-sequence arrows, and the a+b vertical map are preserved independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
5	303	303	old_recombined_qc/tex/Paper_26.tex	AGREEMENT on the proof strategy and the three diagrammatic constructions. CORRECTIONS from authority: the bundle is f_*V rather than f_V; the local system is ((Z/2)^k)^Q rather than an unspecified tilde; the dashed lift S_k to Spin(nk), all exact-sequence arrows, and the a+b vertical map are preserved independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
6	304	304	batch06_current/pdf/cleaned_original_language_26.pdf	AGREEMENT on Lemmas/Proposition 2.3-2.6 and the Brauer-induction paragraph. CORRECTIONS from authority: retain the printed 'Une lemme analogue'; use det(V+W), not an editorial direct-sum substitution; r(chi)=Ind_{Z/n}^{D_n}([chi]-[1]), not Ind(chi)-[chi]-[1]; and do not insert a restriction symbol absent from the printed final identity. WHOLE-WORK CANON: “Lemma.” and “Une lemme” are repaired to “Lemme.” and “Un lemme”.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
6	304	304	batch06_current/pdf/compiled_source_Paper_26.pdf	AGREEMENT on Lemmas/Proposition 2.3-2.6 and the Brauer-induction paragraph. CORRECTIONS from authority: retain the printed 'Une lemme analogue'; use det(V+W), not an editorial direct-sum substitution; r(chi)=Ind_{Z/n}^{D_n}([chi]-[1]), not Ind(chi)-[chi]-[1]; and do not insert a restriction symbol absent from the printed final identity. WHOLE-WORK CANON: “Lemma.” and “Une lemme” are repaired to “Lemme.” and “Un lemme”.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
6	304	304	batch06_current/tex/Paper_26.tex	AGREEMENT on Lemmas/Proposition 2.3-2.6 and the Brauer-induction paragraph. CORRECTIONS from authority: retain the printed 'Une lemme analogue'; use det(V+W), not an editorial direct-sum substitution; r(chi)=Ind_{Z/n}^{D_n}([chi]-[1]), not Ind(chi)-[chi]-[1]; and do not insert a restriction symbol absent from the printed final identity. WHOLE-WORK CANON: “Lemma.” and “Une lemme” are repaired to “Lemme.” and “Un lemme”.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
6	304	304	diagram_witness/images/D026_p006_diag01.png	Comparator-derived page witness agrees on printed 'Lemma.', 'Une lemme analogue', the induction formula defining r(chi), and the terminal identity.	ZERO_ACCEPTED comparison witness only; no crop or page image promoted
6	304	304	old_recombined_qc/pdf/recombined_26.pdf	AGREEMENT on Lemmas/Proposition 2.3-2.6 and the Brauer-induction paragraph. CORRECTIONS from authority: retain the printed 'Une lemme analogue'; use det(V+W), not an editorial direct-sum substitution; r(chi)=Ind_{Z/n}^{D_n}([chi]-[1]), not Ind(chi)-[chi]-[1]; and do not insert a restriction symbol absent from the printed final identity. WHOLE-WORK CANON: “Lemma.” and “Une lemme” are repaired to “Lemme.” and “Un lemme”.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
6	304	304	old_recombined_qc/tex/Paper_26.tex	AGREEMENT on Lemmas/Proposition 2.3-2.6 and the Brauer-induction paragraph. CORRECTIONS from authority: retain the printed 'Une lemme analogue'; use det(V+W), not an editorial direct-sum substitution; r(chi)=Ind_{Z/n}^{D_n}([chi]-[1]), not Ind(chi)-[chi]-[1]; and do not insert a restriction symbol absent from the printed final identity. WHOLE-WORK CANON: “Lemma.” and “Une lemme” are repaired to “Lemme.” and “Un lemme”.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed authority page record
7	305	305	batch06_current/pdf/cleaned_original_language_26.pdf	AGREEMENT on the decomposition V=A+B+C, the one-dimensional-character reduction, and Lemmas 2.7-2.8. REJECTION/CORRECTION: the inherited expansion of Σ[ε_i] introduces an unprinted pairwise sum and [ε_i²]-terms, loses the authority's two nested-product tensor terms, changes the final nested product, and omits the printed ± in V=Σ±([α_iβ_i]-[α_i]-[β_i]+1). The authority formula chain was replayed independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
7	305	305	batch06_current/pdf/compiled_source_Paper_26.pdf	AGREEMENT on the decomposition V=A+B+C, the one-dimensional-character reduction, and Lemmas 2.7-2.8. REJECTION/CORRECTION: the inherited expansion of Σ[ε_i] introduces an unprinted pairwise sum and [ε_i²]-terms, loses the authority's two nested-product tensor terms, changes the final nested product, and omits the printed ± in V=Σ±([α_iβ_i]-[α_i]-[β_i]+1). The authority formula chain was replayed independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
7	305	305	batch06_current/tex/Paper_26.tex	AGREEMENT on the decomposition V=A+B+C, the one-dimensional-character reduction, and Lemmas 2.7-2.8. REJECTION/CORRECTION: the inherited expansion of Σ[ε_i] introduces an unprinted pairwise sum and [ε_i²]-terms, loses the authority's two nested-product tensor terms, changes the final nested product, and omits the printed ± in V=Σ±([α_iβ_i]-[α_i]-[β_i]+1). The authority formula chain was replayed independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
7	305	305	diagram_witness/images/D026_p007_diag01.png	Comparator-derived upper-page witness agrees on the decomposition and the initial character sum; no pixels or transcription were promoted.	ZERO_ACCEPTED comparison witness only; no crop or page image promoted
7	305	305	diagram_witness/images/D026_p007_diag02.png	Comparator-derived lower-page witness confirms the nested-product formula chain, the printed ± sign, Lemmas 2.7-2.8, and the page boundary.	ZERO_ACCEPTED comparison witness only; no crop or page image promoted
7	305	305	old_recombined_qc/pdf/recombined_26.pdf	AGREEMENT on the decomposition V=A+B+C, the one-dimensional-character reduction, and Lemmas 2.7-2.8. REJECTION/CORRECTION: the inherited expansion of Σ[ε_i] introduces an unprinted pairwise sum and [ε_i²]-terms, loses the authority's two nested-product tensor terms, changes the final nested product, and omits the printed ± in V=Σ±([α_iβ_i]-[α_i]-[β_i]+1). The authority formula chain was replayed independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
7	305	305	old_recombined_qc/tex/Paper_26.tex	AGREEMENT on the decomposition V=A+B+C, the one-dimensional-character reduction, and Lemmas 2.7-2.8. REJECTION/CORRECTION: the inherited expansion of Σ[ε_i] introduces an unprinted pairwise sum and [ε_i²]-terms, loses the authority's two nested-product tensor terms, changes the final nested product, and omits the printed ± in V=Σ±([α_iβ_i]-[α_i]-[β_i]+1). The authority formula chain was replayed independently.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
8	306	306	batch06_current/pdf/cleaned_original_language_26.pdf	AGREEMENT on the transitivity argument, the restriction to I′, the five reductions in 2.9, and the two terminal cases. CANONICAL REPAIR: the scan’s ‘et seuls χ et χ̄ figurant dans V|B’ has no finite predicate; the canon adopts ‘figurent’. The inherited branch agrees on this word but remains ZERO_ACCEPTED. G/(G′∩G″) and the page boundary were independently fixed.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
8	306	306	batch06_current/pdf/compiled_source_Paper_26.pdf	AGREEMENT on the transitivity argument, the restriction to I′, the five reductions in 2.9, and the two terminal cases. CANONICAL REPAIR: the scan’s ‘et seuls χ et χ̄ figurant dans V|B’ has no finite predicate; the canon adopts ‘figurent’. The inherited branch agrees on this word but remains ZERO_ACCEPTED. G/(G′∩G″) and the page boundary were independently fixed.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
8	306	306	batch06_current/tex/Paper_26.tex	AGREEMENT on the transitivity argument, the restriction to I′, the five reductions in 2.9, and the two terminal cases. CANONICAL REPAIR: the scan’s ‘et seuls χ et χ̄ figurant dans V|B’ has no finite predicate; the canon adopts ‘figurent’. The inherited branch agrees on this word but remains ZERO_ACCEPTED. G/(G′∩G″) and the page boundary were independently fixed.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
8	306	306	diagram_witness/images/D026_p008_diag01.png	Comparator-derived full-page witness confirms the printed ‘figurant’ error, the induction/transitivity proof, the five reductions, and Cases 1-2; no witness pixels or text were promoted.	ZERO_ACCEPTED comparison witness only; no crop or page image promoted
8	306	306	old_recombined_qc/pdf/recombined_26.pdf	AGREEMENT on the transitivity argument, the restriction to I′, the five reductions in 2.9, and the two terminal cases. CANONICAL REPAIR: the scan’s ‘et seuls χ et χ̄ figurant dans V|B’ has no finite predicate; the canon adopts ‘figurent’. The inherited branch agrees on this word but remains ZERO_ACCEPTED. G/(G′∩G″) and the page boundary were independently fixed.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
8	306	306	old_recombined_qc/tex/Paper_26.tex	AGREEMENT on the transitivity argument, the restriction to I′, the five reductions in 2.9, and the two terminal cases. CANONICAL REPAIR: the scan’s ‘et seuls χ et χ̄ figurant dans V|B’ has no finite predicate; the canon adopts ‘figurent’. The inherited branch agrees on this word but remains ZERO_ACCEPTED. G/(G′∩G″) and the page boundary were independently fixed.	ZERO_ACCEPTED; reject wholesale promotion; retain only the independently replayed canonical page record
