filename,status,additions,deletions,changes
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_VALIDATION.csv,added,13,0,13
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv,added,15,0,15
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv,added,21,0,21
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md,added,23,0,23
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt,added,14,0,14
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv,added,2,0,2
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_5C87F666_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv,added,5,0,5
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_5C87F666_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv,added,2,0,2
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_5C87F666_LOCAL_HEAD_NAMED_FILE_HITS.csv,added,1,0,1
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_5C87F666_ETHICS_AUTHORITY_CONTINUATION_MAP.csv,added,5,0,5
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_5C87F666_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv,added,4,0,4
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_5C87F666_PRIOR_PACKAGE_SHA_VERIFY.csv,added,15,0,15
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md,added,15,0,15
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_5C87F666_MUTUAL_WATCH_OBSERVATION.csv,added,2,0,2
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_5C87F666_SOURCE_USE_CONTINUATION_LEDGER.csv,added,5,0,5
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_5C87F666_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv,added,316,0,316
uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_5C87F666_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv,added,111,0,111
