"branch_head","base_head","status","path","delta_scope","file_signal","source_or_evidence","review_only_or_audit","gap_or_blocker","real_reviewer_return","mapping_count_delta","translation_count_delta","approval_count_delta","boundary"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_ROW_COUNT_LEDGER.csv","R3 0D/1233 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","R3 0D/1233 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_SOURCE_USE_ADVERSE_LEDGER.csv","R3 0D/1233 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_SOURCE_WITNESS_INDEX_REHEADED.csv","R3 0D/1233 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_TERM_ALTERNATIVES_SOURCE_GATED.csv","R3 0D/1233 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/README.md","R3 0D/1233 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/SHA256SUMS.txt","R3 0D/1233 source-gated boundary","sha256sum","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/B3_UPLOADER_READY_SUMMARY.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/DURABLE_STATE_POINTERS.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/MANIFEST.csv","R3 1233/C33 source-gated boundary","manifest","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/PACKAGE_VALIDATION.json","R3 1233/C33 source-gated boundary","package-validation","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","R3 1233/C33 source-gated boundary","gap/blocker","false","false","true","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_BRANCH_DELTA_FROM_C33.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","R3 1233/C33 source-gated boundary","gap/blocker","false","false","true","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_FORMULA_INTERLINEAR_NOTES.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_REVIEW_ONLY_BOUNDARY_GUARDS.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_ROW_COUNT_LEDGER.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_SOURCE_USE_ADVERSE_LEDGER.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_SOURCE_WITNESS_INDEX_REHEADED.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_TERM_ALTERNATIVES_SOURCE_GATED.csv","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/README.md","R3 1233/C33 source-gated boundary","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/SHA256SUMS.txt","R3 1233/C33 source-gated boundary","sha256sum","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/B3_UPLOADER_READY_SUMMARY.csv","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/DURABLE_STATE_POINTERS.csv","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/MANIFEST.csv","R3 C33 token-reset source-gated row refresh","manifest","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/PACKAGE_VALIDATION.json","R3 C33 token-reset source-gated row refresh","package-validation","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","R3 C33 token-reset source-gated row refresh","gap/blocker","false","false","true","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","R3 C33 token-reset source-gated row refresh","gap/blocker","false","false","true","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_FORMULA_INTERLINEAR_NOTES.csv","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_REVIEW_ONLY_BOUNDARY_GUARDS.csv","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_ROW_COUNT_LEDGER.csv","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_SOURCE_USE_ADVERSE_LEDGER.csv","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_SOURCE_WITNESS_INDEX_REHEADED.csv","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_TERM_ALTERNATIVES_SOURCE_GATED.csv","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/README.md","R3 C33 token-reset source-gated row refresh","source/provenance","true","false","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/SHA256SUMS.txt","R3 C33 token-reset source-gated row refresh","sha256sum","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/BLOCKERS_AND_B3_ACTIONS.csv","Old-B post-1233 readonly/delta audit","gap/blocker","false","false","true","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/BRANCH_PR_CHECKOUT_STATE.csv","Old-B post-1233 readonly/delta audit","state/doc","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/COMMITTED_LOGBOOK_HEARTBEAT_PATH_STATE.csv","Old-B post-1233 readonly/delta audit","state/doc","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/CURRENT_ROOT_HEARTBEAT_LOGBOOK_STATE_AT_GENERATION.csv","Old-B post-1233 readonly/delta audit","state/doc","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/DELTA_PATHS_DE6C_TO_A7D.csv","Old-B post-1233 readonly/delta audit","audit/review-only","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/DELTA_PATH_CLASS_COUNTS_DE6C_TO_A7D.csv","Old-B post-1233 readonly/delta audit","audit/review-only","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/DELTA_STATUS_COUNTS_DE6C_TO_A7D.csv","Old-B post-1233 readonly/delta audit","audit/review-only","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/MANIFEST.csv","Old-B post-1233 readonly/delta audit","manifest","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_FRONTIER_DIGESTS.csv","Old-B post-1233 readonly/delta audit","audit/review-only","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_FRONTIER_FILE_LEDGER.csv","Old-B post-1233 readonly/delta audit","audit/review-only","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_PATH_FILE_LEDGER.csv","Old-B post-1233 readonly/delta audit","audit/review-only","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
"faa2c330deb886098750dafb5c500e244e1333fe","1233d6f1557c831c23f6de8395182d8ae81e2217","A","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_ROOT_DIGESTS.csv","Old-B post-1233 readonly/delta audit","audit/review-only","false","true","false","false","0","0","0","branch-visible support/routing/source-use context only"
