"current_head","prior_source_head","source_table","language_gate","concept","target_rendering_or_term_alternative","source_context_locator","resolved_source_path","source_hash_status","term_status","boundary","head_refresh_note","carried_from_head","token_reset_recovery_note","current_head_boundary_note"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","fa_IR","Noetherian ring","نوتری","pdf-page-4:line-28:utf16-24","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","fa_IR","ideal","ایدهآل","pdf-page-4:line-30:utf16-37","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","fa_IR","field","میدان","pdf-page-6:line-11:utf16-40","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","fa_IR","ring","حلقه","pdf-page-1:line-17:utf16-33","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","Urdu Wikibooks linear algebra overview","لکیری الجبرا","line 2; 30 exact-context matches","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","Urdu Wikibooks linear algebra overview","سمتیہ","line 12; 136 exact-context matches","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","Urdu Wikibooks linear algebra overview","فضاء","line 12; 5 exact-context matches","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","Urdu Wikibooks linear algebra overview","ویژہ","line 14; 20 exact-context matches","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","Urdu Wikibooks linear algebra overview","ویژہ قدر","line 14; 1 exact-context matches","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","Urdu Wikibooks linear algebra overview","ویژہ سمتیہ","line 14; 1 exact-context matches","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","linear algebra foundations","مصفوفہ","line 3; 115 exact-context matches","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-001_bab1_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","linear algebra","لکیری الجبرا","UR-WB-LA-000-E001","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","simultaneous linear equations system","متواقت لکیری مساوات کا نظام","UR-WB-LA-000-E002","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","vector space","سمتیہ فضاء","UR-WB-LA-003-E003","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-003_bab3_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","inner product space","اندرونی حاصل ضرب فضاء","UR-WB-LA-005-E001","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-005_bab5_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","eigenvalue","ویژہ قدر","UR-WB-LA-006-E003","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-006_bab6_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","8e49192488fe23517eda3c58e5a7e1b7abf82bd0","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","ur_Arab","eigenvector","ویژہ سمتیہ","UR-WB-LA-006-E004","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-006_bab6_ur_wikibooks_linear_algebra_raw.wikitext","hash-match","generated-draft/non-canonical/source-gated support only","no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation-completion claim","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
