"package_relative_path","bytes","sha256"
"bodies/az/wikitext-20260629T101500Z/Set (mathematics)__Çoxluqlar.wiki","4329","88362c5448bc28122accb274981bc88722bc7a05a49800365b05cc0028ee4b72"
"bodies/az/wikitext-20260629T101500Z/Statistics__Statistika.wiki","21950","f241bf93295ffdb36ca0a87ea51e811c7f95b283e53046d6fb8fe819065a52c6"
"bodies/ba/prior-retry/bashkir_bashenc_algebra.html","52752","5f99d95fe529c45e234f95fd51aa7380e40d48cf3472e6e013e0138739ef108a"
"bodies/ba/prior-retry/bashkir_wikibooks_math_dictionary_a.html","75723","d53e91d492880c927e69babfc9abf2e2844e6591699076f6115a3d76099433ae"
"bodies/ba/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","42088","0116f3af3f3133f6daa5310726fedcbb00e48988ffb2960e655d8fa0f95651fe"
"bodies/ba/wikitext-20260629T101500Z/Differential equation__Дифференциаль тигеҙләмә.wiki","47872","0cf1aabfe92227f205f2595c607840daa39149d33d66a74f5ac97c9ba4949514"
"bodies/ba/wikitext-20260629T101500Z/Equation__Тигеҙләмә.wiki","37347","290b504075bc552a3e29f072ef91becb47e5d41fd4f5dab0833225aaf3950efb"
"bodies/ba/wikitext-20260629T101500Z/Field (mathematics)__Ялан (алгебра).wiki","16081","1110bd22fbf087acf901c29c7d916cbe23bd0ac978e174405440f09f61ebc7cc"
"bodies/ba/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","55932","e60628a6cd44e1398302f3e5fd8d846ee0e425cec798f8742125b9476d9784d3"
"bodies/ba/wikitext-20260629T101500Z/Group theory__Төркөмдәр теорияһы.wiki","49282","5081761dc036708951348ea2e738a2f0e003106c19a1b10074a29a9235baa6a7"
"bodies/ba/wikitext-20260629T101500Z/Linear algebra__Һыҙыҡлы алгебра.wiki","74880","cd6d82e4a0fe83b537e0113fb3869be9659b1c54853df774a0fb4f4aaecba44b"
"bodies/ba/wikitext-20260629T101500Z/Mathematics__Математика.wiki","17067","1356edd64de1d1280c16dfb4b1c55d5c709501ebf05b6de0cca804cded1f91c0"
"bodies/ba/wikitext-20260629T101500Z/Polynomial__Күпбыуын.wiki","14412","a866b9f7cf2b4dfdc2d6b1a53b0ebb16ea212adacd90454703de24548159851b"
"bodies/ba/wikitext-20260629T101500Z/Probability__Ихтималлыҡ.wiki","14465","722e140690669f29b445224893e8cdf29d03034f5534461fadd3cfbd77a5afa1"
"bodies/ba/wikitext-20260629T101500Z/Ring (mathematics)__Ҡулса (математика).wiki","43081","44d821f09fd2a071eb7c53734c5dae665fba051de2db25685732f501661ee4b2"
"bodies/ba/wikitext-20260629T101500Z/Set (mathematics)__Күмәклек.wiki","25373","bacaaacc9457fdb686a0db54da23dfb59e1de8f14de6bcb3723aa9d4d5f5e1e7"
"bodies/ba/wikitext-20260629T101500Z/Statistics__Статистика.wiki","15945","49829f9b4d36f573555d7763330a141e5a2ba8b448ef5adcf063d0864286d644"
"bodies/ba/wikitext-direct-20260705/DirectWikiAPI__Коммутатив ҡулса.wiki","14546","b65e6a3d65184941b2a7ec86023717907be828163b82d2a58c70d093ab0bd7fd"
"bodies/kk/current-web-hard-row-20260705/KK-WEB-20260705_auezov_606110.pdf","1512894","ea6ad5ddc7d65ba44d964c1c4bd8d58ef935bcdc0fcc7071c3b47c69c53c88b2"
"bodies/kk/current-web-hard-row-20260705/KK-WEB-20260705_univision_606140.html","145692","35d3973bfd84cc3bc82d06e66762eaf8c56996ecd95098e66adf1fee88b80750"
"bodies/kk/current-web-hard-row-20260705/KK-WEB-20260705_wikipedia_emmi_noether.html","104328","0490f2ae448c5b5034d3846efb622b96e90f341e6bddf324076423df4635ea4b"
"bodies/kk/external-leads/kazakh_aues_graph_invariants_html.txt","180130","656c7a339df73d35a4cb4a72da15b10b858555d9aa0d7021ec87306d4e27d739"
"bodies/kk/external-leads/kazakh_linear_algebra_html_invariant_theory.txt","8602","619491219ecaad88aa7711c2fbe2d1cedcdba1041a561192e566845c4dc80f32"
"bodies/kk/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","9075","3697bbb35238c411fb77aec41c40b7c514bf057dd7c09798a31ceac639400661"
"bodies/kk/wikitext-20260629T101500Z/Differential equation__Дифференциалдық теңдеу.wiki","2579","78ca4331ed7b2211f1ee6492a6fd881bbf025b15f827148cdb773811ac62619d"
"bodies/kk/wikitext-20260629T101500Z/Equation__Теңдеу.wiki","1276","24ffb483c53ab888b681ca05932a1bd3d7821e59101d1efef01dd539ea8a457e"
"bodies/kk/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","5263","0958e3d15dac337a83e116cf73c28303f4e10c86bb97f5525523ff369cc74786"
"bodies/kk/wikitext-20260629T101500Z/Ideal (ring theory)__Идеал (математикада).wiki","3386","8901a218eccb9b7d99c2e21664c947102bc16af97e8b2d5af075219188acc189"
"bodies/kk/wikitext-20260629T101500Z/Linear algebra__Сызықтық алгебра.wiki","2315","ce3e48104214dd1b76641b93a3ad1213890b90ac5078900340adf5119eeeecce"
"bodies/kk/wikitext-20260629T101500Z/Mathematics__Математика.wiki","17785","cafb3a2bc0b7ebe059bc812afb3777425f5898f710fd740492733accd7af1fa1"
"bodies/kk/wikitext-20260629T101500Z/Matrix (mathematics)__Матрица (математика).wiki","11486","3bc851a3031865db14542f4066e349669b22587add933aa3da9673fbe7220048"
"bodies/kk/wikitext-20260629T101500Z/Polynomial__Көпмүшелік.wiki","6227","66d76aee0a335b6c7f038da40f08175306dd06438e13dcd676c087db0574c2e3"
"bodies/kk/wikitext-20260629T101500Z/Probability__Ықтималдық.wiki","3283","f3813415bd91a269ba8e8911d5fac44ab36c3f0aa20f78f838e4cb6a189a01ae"
"bodies/kk/wikitext-20260629T101500Z/Set (mathematics)__Бөлік.wiki","1461","9609376202f6e9e2f72ad27dcc326b78c53c39e7130c4bf7d3431170370a6d55"
"bodies/kk/wikitext-20260629T101500Z/Statistics__Статистика.wiki","11328","579248428c40b5f91a8d2a2c4a300fe484f2cd9875088ec4d1c488c7b112ae56"
"bodies/kk/wikitext-direct-20260705/DirectWikiAPI__Сақина (түсінік).wiki","1208","4f30a5e6d5ab8630882db9344ca5d026ce4e96ffc4923369ba63bae893bbd63a"
"bodies/ky/current-probe/KY-CUR-055-001_polynomial_base_context.html","59325","bdbe18294e6efc931a61f6a09a40906ecc4ae17a82887593f22d2a4ff3801c8e"
"bodies/ky/current-probe/KY-CUR-055-002_official_STEM_polynomial_lesson_context.html","3897","77c8a65cd67396af65d01ed03a1103b1092520759d566f0924275326ae5f8f1e"
"bodies/ky/current-web-hard-row-20260706/KY-WEB-20260706_igu_abylasynova_glossary.pdf","210300","b0b8598d54a90fe8833b2143e201e131e6a4dcb8037d0482731d068ee4e58209"
"bodies/ky/pdf-witnesses/KY-PDF-001_Algebra_7_textbook_OKUMA_KG.pdf","11341691","f2173f19ddbc4ed8bb501c2d634a27593c0853758d79b1116133d73f20ddce4a"
"bodies/ky/pdf-witnesses/KY-PDF-002_Kyrgyz_mathematics_curriculum_PDF_edu_gov_kg.pdf","601365","34fd87987f76e5e25c2d7c29a3e1d5ca310e99193774adaca1d2fb7be4a5414c"
"bodies/ky/pdf-witnesses/KY-PDF-003_Algebra_8_PDF_Bizdin_kg.pdf","12053260","68011fc29ec571591c7c639c85e1b2b291844075d6cd8df27a85f9d8202d3612"
"bodies/ky/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","4419","9e2c4a37dc145fe42aa0d7e7e8c6a5660727ecbbad6968937b610dbfb17e496c"
"bodies/ky/wikitext-direct-20260705/DirectWikiAPI__Келтирилбес көп мүчө.wiki","2187","cbe0430732b580c7ce24b5b42d4624e70a31b4c8fff957c93aef10b5a84d9c24"
"bodies/ky/wikitext-direct-20260705/DirectWikiAPI__Көп мүчө.wiki","2762","097c923f576c3b06ef81fb0a3ad802dd7e647338cac5ba7343e387816fc7af0d"
"bodies/tk/current-source-gate/TK-CUR-051-001.html","3038","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea"
"bodies/tk/current-source-gate/TK-CUR-051-002.html","3038","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea"
"bodies/tk/current-source-gate/TK-CUR-051-003.html","193077","529140ad0cca99f844b4025e2adacf972b79ed8f49f48b517f7f7b563aca9b11"
"bodies/tk/current-source-gate/TK-CUR-051-004.pdf","811729","130f081ca7a90ecb9c023f24193ed4d3b4ef79e47b40262a82fcca8529cf84a0"
"bodies/tk/current-source-gate/TK-CUR-051-005.pdf","338182","59018cebcb3e7597e687aa44b7864d7dd8a30e98091844013d23eabc090a103b"
"bodies/tk/current-source-gate/TK-CUR-051-006.html","191","33cf6f3d6fdc4b34b93dbdae246dd89eb2d3f0ec2a4996e4c8c10e6e899a7c54"
"bodies/tk/prior-retry/turkmen_kitaphana_yokary_matematika_i.html","10894","099496e59b76c7f6825828c34ca3e5aaf2dd767b65172e10952f83e8cf0456ad"
"bodies/tk/wikitext-20260629T101500Z/Algebra__Algebra.wiki","1145","c778f2e8913baa7acbc0489828b5a2fab83a4a5b809042dbc5467b1bbc93b0cb"
"bodies/tk/wikitext-20260629T101500Z/Differential equation__Differensial deňlemeler.wiki","3855","a2e2ba0cf7fa8713736f5b5689c71edfd60d47a06f9e4da1da6f871a61274a32"
"bodies/tk/wikitext-20260629T101500Z/Equation__Deňleme.wiki","1638","cdca7501aade5919d8948ae0d96dfa9be32526061dadf5774063caa899249ff9"
"bodies/tk/wikitext-20260629T101500Z/Mathematics__Matematika.wiki","2161","d71bdf23d73edcc82fafdd3c1c80a15e03732b98150b30e8c76d0b1730dee77f"
"bodies/tk/wikitext-20260629T101500Z/Statistics__Statistika.wiki","140","50e54f58bb1eeee6367706d1781fc32b6f266e23358da5fe605c428c6d8ebe7b"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","455106","3a9eca7982417fb908762a0f13bc9b59c389bf35d95242cd7a027a38868007de"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/bblopts.cfg","139","9195cd6cece39993c391a42cdb1776940811a86623f384a2bdba55dc75122e9b"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen_log.txt","199396","9fb5367fefd832451d714df1b96ad7321fd2c200a3063da67f8ae23d4bd87c20"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen.txt","117174","d1e02ea8e09a27b44ae7a5c266c101e3118824acc4841b2fb01fab5bc73da338"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen2.txt","201962","b0da62ff5f2f07f6bf23532f98e38c4626e27ea65118245b304617c5da5a69de"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log.txt","164479","31010f2823f4319626b36c353fca961b4bb485b8421190fceab9a67fb9ae4f00"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log2.txt","93891","838d2ae6bc621fbcd960b893c696d634cbb042eb3c15c921e59e92051d284c35"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log3.txt","90441","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log4.txt","90441","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekA_olcum_teorisi.tex","14651","af4dbb9ef3fded9598651972f053ee80df7779bc5f60d5c0a20ceab5d54d538d"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekB_olasilik_dagilim_tablosu.tex","15372","16049fa718083f6e1a56d3bd361dc24088c6716201a737697bc3e4f6109c6d91"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekC_istatistik_tabloları.tex","20484","4c67c30109a55e023fa9f3e2b2267eef39694c6ad1eb6fb4e94e7a12f75ef424"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekD_terminoloji_sozlugu.tex","15089","1cfd72eb69d7b93b066d5975cf9e01a257c313c96b05181a09654a766e19b076"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekE_ispat_teknikleri.tex","15718","a5d6ef242436b092434e180909009f25474f2adba3c1917e2a115a690717f581"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekF_kaynaklar.tex","8793","2f079b74acb4ff5af02ece3e8465a3b2c069b86b3c697ab6b86ba16e25fd0417"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekG_kapsamli_ornekler.tex","38523","488862e4bb088341d35aa179e173ce31e51b1ee528889fe719176b5d49a32c97"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/maarif.sty","19237","35f90c20e9a529d46e410974f782d62a8f143e816921f5520bf308e1356cb46c"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/main-egitmen.tex","3365","dcee453f6274b4ce4082bd5252ffe53d60696cf91b23ad1b37a256b36d4e9ab2"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/main-ogrenci.tex","3147","f0c2b4a005543a9b916c30d225165a0d2a88fae29d31682e3a6f9b1fa561b3f4"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/olasilik.sty","7299","50aac400403d0760741630d2bf07c29a29d007c4f66bddf655e22d86a214b8c6"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum00_onbilgiler.tex","64413","9f81fc4dfc2da0604a5ce22d4507cf3c913e27ce2bd3150c1f4e4bb6f90d43f2"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum01_olcum_teorisi.tex","63510","6d061fefaa9ca1117a5111be38cde7435c535b4580a2f19d5bdc166c33c1d580"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum02_olasilik_uzaylari.tex","52171","b8a5c9bf1ab3be96de8943d35a85fc7732353ed81cc9287f9cf31519a41f5855"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum03_rasgele_degiskenler.tex","54160","aa3e52e871c05de50c0714c17be0ed1d67a0c937193c34cb6c6e3355c797a74b"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum04_beklenti.tex","52356","910b77e6138638fd452c977f1ff5c0d48f61ab4e6c027bed28c5084edfb2632e"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum05_dagilim_aileleri.tex","46962","ad3d2ee2e96a94a0da5aa088005e24c79fe3d819a6b4366a820361a5ac0bb012"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum06_donusumler.tex","38739","27c558aca098a0b87a551fa3f17729e119ee502693e68b300205217e68997e89"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum07_buyuk_sayilar.tex","45351","915666014619e5de0caadf395fdd9b5aeecec5f9a38b840f93ee840dc38230ef"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum08_merkezi_limit.tex","38753","f656402fca4f96fff62e8a7b49d9beee402a76648f664de3a474707af72c6635"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum09_martingaller.tex","28952","03a561509954c044e180d008af55b10c87554a4203f25b32bcc2c2705bdeb705"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum10_stokastik.tex","30221","647eebaae2b384912b4e284c910750974ac22c9a761353eae0f509c04180bdd4"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum11_istatistik_temelleri.tex","38239","a19caddfbbc6fbc026f99080050363fb2ec52709ca18acce7320cdb2b5ee5f35"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum12_nokta_tahmin.tex","43133","d42446bd947a3c99d6aef7260e2a2459f098e3d8a099d949a897b2ca149ebc11"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum13_guven_araliklari.tex","33845","1aea8c40a3fb6c3383476070032010d83ae8fcb71dfa12d5531b5e7541911f3d"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum14_hipotez_testi.tex","32624","66f988d520c8e0aa624142a52e7c716cb63c1383d18dd7f355b7cb1831c6a46e"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum15_dogrusal_modeller.tex","34875","0ad290424b40954fe5d06abd04353d7bb13c7fab4ade5bda9c83d53fe9213102"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum16_anova.tex","30333","616c8e17694a4f65d7eee76ac01a34302f42ac520bee4bfed89aff83a79d7ec9"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum17_parametresiz.tex","34721","2692f92f44a3757f4b5b2f611f1a6c26dc8ff124073bb96e1ca3bff58fd80827"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum18_asimptotik.tex","31545","c417693adc20cc591d26abb6e57c57943c767b2ab790652a51db885ebf72b57a"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/CLAUDE.md","8832","4afefe5631e67c8cd49039df1e1c3fa68f694cabe0969281e773a09e6c04f309"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/ornek_stil/maarif.sty","11375","ea5312bdc50bc067837c2877a2a76eb8244c3364eadbe1edb77f4c98c15cdffb"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/ornek_stil/topoloji.sty","1401","a48dc333fbd629003c24e2fe0e5977d3fef5f25cf3a6206bfc08dcd5bbe52394"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/README.md","5294","38b04265ae2fd2b3cb16bad25fbea7d18fea0425d6dbfd0ac1701dd85c453c45"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/00_PROJE_OZETI.md","4083","8a3480b5e64e2dc4a7a94768ca84b985094961eac20c47cd577a87d64e91d9de"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/01_ICINDEKILER_TASLAK.md","12184","8e2c8315e24526d213e5da611a6a4df6d65c52bb6d576d7312da5c79f9cb336a"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/02_KAYNAK_ANALIZI.md","33783","a632e26f04cc8c36c498cb0d2affd08112aaf751b26d2c87481d1fb38926da06"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/03_PEDAGOJIK_YAKLASIM.md","7584","d538d0e6b2ca538b94bcc2757456304bd1409c7140f0de67693b17bd9817462f"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/04_TERMINOLOJI_SOZLUGU.md","16739","9b0894e6d2471074c8a39e382724c5522a6e67e1569218c0129a83aac24bc3c5"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/05_BOLUM_YAZIM_SABLONU.md","16185","f63db84e4bd5ab74aa92f52b2badc3a7adb3e641ca07a33188b85c7b49bd901b"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/06_YAZIM_SIRASI.md","2431","05b5470956159fbb8a2d2db5f151f54944d135fed550fba68bd7a51798d65992"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/07_MAARIF_MODELI_UYUMU.md","7547","f0231984efe50113d52e320c456b0f759e6c9d2258403d97daa4de0f7e3fb93f"
"bodies/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.pdf","154321","d56f52306558e79cbd4483d925426b690783cf7585124c08badce206bf69a568"
"bodies/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.pdf","137808","ee56ac4eaa508fcbd1d977fb980014e86853d984d4cd3458e640b602a8c57f69"
"bodies/tr/TR-NOETH-001_bulentsarac_moduller.pdf","382060","753ef6adafc119b4f7325f2f14c5925f59c983fc1c80ebd15cac395fa75e3b0b"
"bodies/tr/TR-NOETH-002_marmara_asalimsi_idealler_thesis.pdf","732977","9eb96e717bcbf891b01c2e0585cbd52fab0e573b7bf097a30e3aa530a274738a"
"bodies/tt/current-probe/TT-CUR-055-001_source-archive_lexical_context.txt","2927241","7c66faedcd40d15f31743a8c27140b70187e22532401522fa653ce330b0b0e5b"
"bodies/tt/current-probe/TT-CUR-055-002_dictionary_polynomial_context.html","1049108","da63051d4dd6acbd90c57dcc9fd8061bc6a9f254a2f3035186104272f0ca427a"
"bodies/tt/current-probe/TT-CUR-055-003_low-authority_Noetherian_trap.html","5835","d1b1ed7a3b1248af351d4b2f69cccf8b1d51a707db93edb593842276faa1eace"
"bodies/tt/pdf-witnesses/TT-PDF-001_Algebra_7_work_program_edu_tatar_test_storage.pdf","964595","ff04e65278a2b678f8a46c36783e6f1c0514e5e60eb7c047a38c41e97f6b31c8"
"bodies/tt/pdf-witnesses/TT-PDF-002_Algebra_7_educational_minimum_edu_tatar.pdf","254188","8c6065a51152e3de7c530c071b19e90ff0b4e3f72c9ac25a5b3501c7cd3a8d78"
"bodies/tt/pdf-witnesses/TT-PDF-003_Fenni_Tatarstan_2014_issue_2.pdf","3543962","8a39a0992b2c3b760876be0072c3cd4b579bea824876633b296ad731356fbe2a"
"bodies/tt/prior-retry/tatar_kpfu_methodical_sources_dictionary_lead.html","111360","41b5a97c751407766d9a2db961617a5ac0c2cd42b867cf8a464240ca706babd4"
"bodies/tt/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","5174","00085b481c14140d7f448d1fbdb1ebef3376c8e29f5085f10f2620b19477df91"
"bodies/tt/wikitext-20260629T101500Z/Equation__Тигезләмә.wiki","2275","897b16236cbd260260aaf2a88ceeccdac2f37168eed6666cec2ff4143ec4cbcb"
"bodies/tt/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","2548","b5b74ae3290388954b75337149384c06a23afc3c8f9d0874cb0e8cc9856f5f5d"
"bodies/tt/wikitext-20260629T101500Z/Mathematics__Математика.wiki","4893","1cdf367b350c76b67d1adc82ff0dda51f705e95b74ca34cc3c029b046d1542d7"
"bodies/tt/wikitext-20260629T101500Z/Probability__Ихтималлык.wiki","2742","08279a8f8ecbb587c5f8bfcd1ec00863d39eb214ae9b56f40b2cfcef91d88928"
"bodies/tt/wikitext-20260629T101500Z/Statistics__Статистика.wiki","800","6df2eeced2616a674aeea023f768de8057f72922d0714ffe858cd7ae9be1f42d"
"bodies/ug/current-source-gate/UG-CUR-052-001.html","84366","e6a3c01ff060b55e3bf324e9a59d32f620da956246ceef3c38b4d5a1a87799ad"
"bodies/ug/current-source-gate/UG-CUR-052-002.html","84391","368a3a3e19e1b955b582ea18e8f7ddca8b47df264dd50b7e1a275a35c2f79a5a"
"bodies/ug/current-source-gate/UG-CUR-052-003.html","84420","4d355530fe4b26572610ba33cf73b988b94f7b8e1423a5572f2dd77d82cdc5db"
"bodies/ug/current-source-gate/UG-CUR-052-004.html","84428","1c53e86d7a30407a581aff74d0d74bba8f3aa1beb4495c2b2f1bf2a7ec36b977"
"bodies/ug/current-source-gate/UG-CUR-052-005.html","37138","b411227af3e2d3dde76d2f6db4d08732d5a476b500757d11d700043cf30a68c1"
"bodies/ug/current-source-gate/UG-CUR-052-006.html","36795","a98c51b94d00aaadb85c645ac260d1afbd223d67adc2370079645c204d79b679"
"bodies/ug/current-source-gate/UG-CUR-052-007.html","36939","55aed73a8427b687572e9ccf4a870ddcdee28f88fbf6081b064645abfdc14641"
