"current_head","source_packet","source_use_label_963f","source_row_head","source_use_label_e58","blocker_id","lane","category","gap_or_blocker","priority","observed_evidence","required_action","searched_paths_or_branch_context","active_recovery_search","next_recovery_action_81db","source_use_label","gate_guard","b3_route","boundary","blocker_origin"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-001","Arabic","branch-weighting","branch_weight_ledger.csv","P1-source-body-or-source-use","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_BRANCH_WEIGHT_LEDGER.csv","produce branch_weight_ledger.csv application rows linked to lane source bodies and hashes","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-046","Persianate/Tajik;Arabic","source-use","interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706/R3_212DFB_BRANCH_ADVANCE_GAP_AUDIT_20260706T074803Z/SOURCE_BODY_SOURCE_WITNESS_STATUS.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-047","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706/R3_212DFB_BRANCH_ADVANCE_GAP_AUDIT_20260706T074803Z/SOURCE_CONTEXT_NOTES_AR_FA_PERSIANATE_ADJACENT_LA.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-048","Persianate/Tajik;Arabic","source-use","interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706/R3_212DFB_BRANCH_ADVANCE_GAP_AUDIT_20260706T074803Z/SOURCE_USE_LABEL_ROWS.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-049","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/B3_UPLOADER_READY_SUMMARY.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-050","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/BLOCKERS_GAPS_NEXT_ACTIONS.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-051","Persianate/Tajik;Arabic","adverse/do-not-use;authority-boundary","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/DO_NOT_USE_GATE_BOUNDARY_MATRIX.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-052","Persianate/Tajik;Arabic","source-use;adverse/do-not-use","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-053","Persianate/Tajik;Arabic","authority-boundary","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/GATE_BOUNDARY_COUNTS.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-054","Persianate/Tajik;Arabic","source-use","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/LOCAL_SOURCE_BODY_AND_RECOVERY_FILE_INDEX.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-055","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/MANIFEST.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-056","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/PACKAGE_VALIDATION.json","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-057","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/README.md","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-058","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/RESOLVED_SOURCE_WITNESS_RECOVERY_ROWS.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-059","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SHA256SUMS.txt","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-060","Persianate/Tajik;Arabic","source-use","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_BODY_MANIFEST_ROWS.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-061","Persianate/Tajik;Arabic","marker/interlinear","interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
