"row_id","status","path","classification","r3_source_use_decision"
"delta-014","A","coordination/non-slavic-core-5c87f666-8lane-source-gate-route-20260706/NON_SLAVIC_CORE_5C87F666_8LANE_SOURCE_GATE_ROUTE_20260706/SUMMARY.json","non-slavic-core-route-context","coordination context only; no gate merge"
"delta-015","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/B3_UPLOADER_READY_SUMMARY.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-016","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/MANIFEST.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-017","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/PACKAGE_VALIDATION.json","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-018","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BLOCKERS_AND_RECOVERY_ROWS.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-019","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BRANCH_COMMITS_FROM_2B1FED31.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-020","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BRANCH_DELTA_FROM_2B1FED31.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-021","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BRANCH_VISIBLE_2B1_MANIFEST_ROWS.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-022","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BRANCH_VISIBLE_2B1_PACKET_HASH_CHECK.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-023","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_CARRIED_FORWARD_2B1_SOURCE_USE_GAP_ROWS.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-024","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_INCOMING_WAKE_DEDUP.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-025","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-026","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/README.md","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-027","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/SHA256SUMS.txt","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-028","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/B3_UPLOADER_READY_SUMMARY.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-029","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_BLOCKERS_AND_RECOVERY_CONTINUATION.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-030","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_CARRIED_FORWARD_FILE_INDEX.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-031","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_INCOMING_WAKE_DEDUP_CONTINUATION.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-032","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_SOURCE_USE_GAP_FABLE_ADVERSE_LEDGER.csv","r3-5c87-current-head-audit-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-033","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/B3_UPLOADER_READY_SUMMARY.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-034","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/MANIFEST.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-035","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/PACKAGE_VALIDATION.json","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-036","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_BLOCKERS_AND_RECOVERY_SAME_FRONTIER.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-037","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_CARRIED_FORWARD_FILE_INDEX.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-038","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_FABLE_SOURCE_USE_ADVERSE_SAME_FRONTIER_LEDGER.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-039","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_FRONTIER_VERIFICATION_SAME_FRONTIER.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-040","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_INCOMING_WAKE_DEDUP_SAME_FRONTIER.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-041","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/README.md","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-042","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/SHA256SUMS.txt","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-043","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/B3_UPLOADER_READY_SUMMARY.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-044","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/R3_5C87F666_BLOCKERS_AND_RECOVERY_ROWS.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-045","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/R3_5C87F666_CARRIED_FORWARD_2B1_SOURCE_USE_GAP_ROWS.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-046","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/R3_5C87F666_INCOMING_WAKE_DEDUP.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-047","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/R3_5C87F666_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3-5c87-same-frontier-dedup-branch-visible","verify branch-visible packet against local hashes; publication alone does not create new draft rows"
"delta-048","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_AUDIT.md","b3-transfer-audit-context","B3/context only"
"delta-049","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_COMMIT_PAYLOAD_AUDIT.csv","b3-transfer-audit-context","B3/context only"
"delta-050","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_MANIFEST.csv","b3-transfer-audit-context","B3/context only"
"delta-051","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_PLACEHOLDER_REVIEW.csv","b3-transfer-audit-context","B3/context only"
"delta-052","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_ROOT_SUMMARY.csv","b3-transfer-audit-context","B3/context only"
"delta-053","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_SHA256SUMS.txt","b3-transfer-audit-context","B3/context only"
"delta-054","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_VALIDATION.csv","b3-transfer-audit-context","B3/context only"
"delta-055","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-056","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-057","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-058","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-059","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-060","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_5C87F666_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-061","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_5C87F666_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-062","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_5C87F666_LOCAL_HEAD_NAMED_FILE_HITS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-063","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_5C87F666_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-064","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_5C87F666_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-065","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_5C87F666_PRIOR_PACKAGE_SHA_VERIFY.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-066","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-067","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_5C87F666_MUTUAL_WATCH_OBSERVATION.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-068","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_5C87F666_SOURCE_USE_CONTINUATION_LEDGER.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-069","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_5C87F666_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-070","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_5C87F666_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
