"manifest_id","relative_path","bytes","sha256","media_type","release_role","unit_id","source_scope","status","supersession","caveat"
"SGA2-X-R37-C38-PUB-011","01_remark3_7/independent_review/INDEPENDENT_REBUILD.pdf","201876","7641BB9C232ABF025E01A5252B425AB00D125FF26EA2065D8C9C7399C62C892B","application/pdf","independent_rebuild_pdf","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-012","01_remark3_7/independent_review/INDEPENDENT_VALIDATION.json","5202","B7A20DFAEF624A39CC894AD07AD84CD8FF7933C442EE064D975C1706415B7E67","application/json","independent_review_evidence","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-013","01_remark3_7/independent_review/PDF_REPRODUCIBILITY_COMPARISON.json","2616","03D229E07627B88F33E68D6403055384265A37AC6653B406EE9476DA03EFF4FC","application/json","independent_review_evidence","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-014","01_remark3_7/independent_review/RENDER_VISUAL_QA.md","1890","D45E3F042F9BD4F3CAF850F9A2A94F54F7BE2E18C59119C6AFC7A2499A5A8D53","text/markdown","independent_review_evidence","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-015","01_remark3_7/producer_evidence/artifact_tool/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson","60","ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146","application/x-ndjson","machine_ledger_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-016","01_remark3_7/producer_evidence/artifact_tool/ARTIFACT_TOOL_OVERVIEW.ndjson","22438","454EE84C9E1F839756587396CCD16031DDA3BD5F18E81CF1AA0DC7B3C1BCD831","application/x-ndjson","machine_ledger_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-017","01_remark3_7/producer_evidence/artifact_tool/ARTIFACT_TOOL_QA_PANEL_01.png","250925","8FC4DDF804AFA9D7BE83C8B63ACFC6C661904C086ADDE2C1143E582BCB29D169","image/png","machine_ledger_visual_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-018","01_remark3_7/producer_evidence/artifact_tool/ARTIFACT_TOOL_QA_PANEL_02.png","485698","9CD75240FC978D8BAD5F9B33C99BBDB2A21265BEDD63F276BD9DDAA18ACD8CB2","image/png","machine_ledger_visual_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-019","01_remark3_7/producer_evidence/artifact_tool/ARTIFACT_TOOL_QA_PANEL_03.png","436594","433D5940B80559EEF11EBA8C8B6719857E4C63AB9AE940E373D46B65AFD449EC","image/png","machine_ledger_visual_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-020","01_remark3_7/producer_evidence/artifact_tool/ARTIFACT_TOOL_RECEIPT.json","1883","C8AB75E2409B93089456FB87F1991DCB194040596BB31D4168192A61E9179671","application/json","machine_ledger_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-021","01_remark3_7/producer_evidence/artifact_tool/ARTIFACT_TOOL_REGION.ndjson","631","E564B04B35942EBC2B47FF672C232C1F05E9668822345695EDDD050B778A779B","application/x-ndjson","machine_ledger_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-022","01_remark3_7/producer_evidence/artifact_tool/ARTIFACT_TOOL_VISUAL_QA.md","1180","42DE8497C74F2877A497AB5D8C43BE7CEC38492F5F9096F9DB77F1940D737281","text/markdown","machine_ledger_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-023","01_remark3_7/producer_evidence/build/BUILD_PASS1_PUBLIC_SANITIZED.log","6895","87ECD13696DC58E4D559515FA245D2F87013CD71AC1D35A310C1EC6BE5BE5EBD","text/plain","privacy_sanitized_producer_build_log","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-024","01_remark3_7/producer_evidence/build/BUILD_PASS2_PUBLIC_SANITIZED.log","6762","7AE7D274911CFC9054A3707BF2DB510D6D13376EDE84D267664557217D8A3692","text/plain","privacy_sanitized_producer_build_log","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-025","01_remark3_7/producer_evidence/build/BUILD_PASS3_PUBLIC_SANITIZED.log","6762","7AE7D274911CFC9054A3707BF2DB510D6D13376EDE84D267664557217D8A3692","text/plain","privacy_sanitized_producer_build_log","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-026","01_remark3_7/producer_evidence/MACHINE_EVIDENCE.csv","20430","3DC582CA12EF675D4A81191DD6D28C4EF45929188596AE85F4658D42ADF98488","text/csv","producer_evidence","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-027","01_remark3_7/producer_evidence/MACHINE_EVIDENCE.jsonl","49811","0E9D63857F8C873D79EE30DBDB6B33E2577A70C411692342505C469CDD5ADA7A","application/x-ndjson","producer_evidence","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-028","01_remark3_7/producer_evidence/MACHINE_LEDGER_VALIDATION.json","1145","DAE57ED07335A62E573C700E4B4995C3F26BC768F3CB03BC886570818EA0C1A5","application/json","producer_evidence","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-029","01_remark3_7/producer_evidence/MACHINE_VALIDATION.json","4089","0343D7250852F293D35B331413043E215B37B64BC0FF4D54CC661779B12CC424","application/json","producer_evidence","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-030","01_remark3_7/producer_evidence/PRODUCER_FINAL_AUDIT_PASS.md","4068","EF17DEAF83049414A39A63B511051619F324F047BDEA489F9FDA42D8D9ACD77C","text/markdown","producer_evidence","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-031","01_remark3_7/producer_evidence/SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md","6286","46FE9837009153566C45E825BB3554046753339DEF0F9868E97DCD1358924050","text/markdown","producer_evidence","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-032","01_remark3_7/target/SGA2_Expose_X_Remark_3_7_English_SourceAligned.pdf","201876","699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269","application/pdf","english_reader_pdf","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-033","01_remark3_7/target/SGA2_Expose_X_Remark_3_7_English_SourceAligned.tex","1623","AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B","text/x-tex","editable_english_target","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-034","01_remark3_7/target/TARGET_EXTRACTED_TEXT.txt","1101","DE2D450407A5F029A23FC73DE8FC69E2FD59EF6FF2BBA1A9CC9E207F3D0DDE8A","text/plain","target_pdf_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-035","01_remark3_7/target/TARGET_PAGE_001_200DPI.png","149450","CF375B491B7A3AE36DC2AA891535C43ED62985B3D038E193590BFEA599A6907C","image/png","target_render_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-036","01_remark3_7/target/TARGET_PDFFONTS.txt","1425","438154D62AD32AAD013488AE922ADB6F375B48D720C055B215F4D5BFFBFC0706","text/plain","target_pdf_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-037","01_remark3_7/target/TARGET_PDFINFO.txt","663","B2BE226B7F7AB2F6B5657C5E36511E848976D1096B5C6453F43FA626412FB569","text/plain","target_pdf_qa","SGA2-X-R37","French3532-3534;raw3535;sub3536","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-038","02_corollary3_8/independent_review/build/BUILD_PASS1_PUBLIC_SANITIZED.log","23984","2BA68AB13820274668AF5E799A5DB3E9544963C7A5B77376940679734128863E","text/plain","privacy_sanitized_independent_build_log","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-039","02_corollary3_8/independent_review/build/BUILD_PASS2_PUBLIC_SANITIZED.log","23984","2BA68AB13820274668AF5E799A5DB3E9544963C7A5B77376940679734128863E","text/plain","privacy_sanitized_independent_build_log","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-040","02_corollary3_8/independent_review/build/BUILD_PASS3_PUBLIC_SANITIZED.log","23984","2BA68AB13820274668AF5E799A5DB3E9544963C7A5B77376940679734128863E","text/plain","privacy_sanitized_independent_build_log","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-041","02_corollary3_8/independent_review/INDEPENDENT_EVIDENCE.csv","12740","34337776D585F786B5D873C6CC473EBBF972AB64D4D306BAC9500A8457F2180D","text/csv","independent_review_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-042","02_corollary3_8/independent_review/INDEPENDENT_EVIDENCE.jsonl","28444","1504DD535D7941C3E43C27FF5AF1B96F0B48B9CA6748BE43E52E28A03997E840","application/x-ndjson","independent_review_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-043","02_corollary3_8/independent_review/INDEPENDENT_FINAL_AUDIT_PASS.md","2403","EE976A3E6FCCB2B9028443F3130736D06DF15BEDFC2172FBA8389BE49D9DE2F4","text/markdown","independent_review_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-044","02_corollary3_8/independent_review/INDEPENDENT_REBUILD_EXTRACTED_TEXT.txt","1030","2D84488EFC1FA13497CBCA9E6A555D66E33A1B0AE2C24F22311F965A3F04A9B6","text/plain","independent_review_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-045","02_corollary3_8/independent_review/INDEPENDENT_REBUILD_PAGE001_200DPI.png","133303","601912F151D06316F8B18897D1CAF75DDECFD35363DC215DE8F1A670E3600094","image/png","independent_render_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-046","02_corollary3_8/independent_review/INDEPENDENT_REBUILD.pdf","184318","B9B66D0D33C3172416AFFC7E38A5F50C095D6D25672EC7FB1BC5E19C71648C67","application/pdf","independent_rebuild_pdf","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-047","02_corollary3_8/independent_review/INDEPENDENT_SOURCE_TARGET_AUDIT.md","5071","3A1401B7FFB9EA9360687DCF5A7D9E6CF6E066B1FEEC167EFA44787906629FBF","text/markdown","independent_review_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-048","02_corollary3_8/independent_review/INDEPENDENT_VALIDATION.json","7488","3AB175EB1EDF86184F43760FA796158B03967C0DA1B41350CFEDA13D42915AA2","application/json","independent_review_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-049","02_corollary3_8/independent_review/INDEPENDENT_VISUAL_QA.md","1691","F91C1D1106D45D485F0D6FFDC87F901651AD1665C408F17C1B747D8755C77EE4","text/markdown","independent_review_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-050","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson","61","44B42BBC2FA2BBF67B44AB8B232A112CF94C577C317F8B4F242E70E8F343DB89","application/x-ndjson","machine_ledger_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-051","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_A_D.png","297515","C5C4822750CF8CAFC066FB362BEF492EB6F9B5367CB8D6177BC2A68FCF91F866","image/png","machine_ledger_visual_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-052","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_E_H.png","96817","6409BB2A053D7F019075E1A53B3E98F8F4F72BBA4979E1C043180DDC2B8841C4","image/png","machine_ledger_visual_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-053","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_I_L.png","319242","992000FE87B7628B0CB988B210D20DFA04D3DCF4FEBB91754CDBA528B9FF7B36","image/png","machine_ledger_visual_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-054","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_M_P.png","735834","455AE83888AA6CAA0A73C559611D1FD5C34F7903AB3107C3D4F611CD0CF36DBB","image/png","machine_ledger_visual_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-055","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_Q_T.png","410537","762BE441A71838ADF1B9CF0E64AA7CDDC3085CFAC7EC7594A0BE058102510BF7","image/png","machine_ledger_visual_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-056","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_U_Z.png","685399","923A5A38D9F99484915538B5781B5181917029424DEB9CEF3B945350D8A8488F","image/png","machine_ledger_visual_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-057","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_OVERVIEW.ndjson","24200","E73BC0D4F7FAFC28A152FDA995FD391812F2B392A95D84471C0450B3CFC8A333","application/x-ndjson","machine_ledger_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-058","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_RECEIPT.json","2015","2C63F6DBB3DB680A1E6FDC5DF23C62578C764769E961190C26316BDFDA0B287D","application/json","machine_ledger_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-059","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_REGION.ndjson","551","DB8C628F3E6F7ECE9145ACBF5F5119E5406CDE2154F202A7F30E157D7012B1DA","application/x-ndjson","machine_ledger_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-060","02_corollary3_8/producer_evidence/artifact_tool/ARTIFACT_TOOL_VISUAL_QA.md","1503","B47E86F1CE221BB9C6103E4BCC882597F24368839B4F6366DF8F6178C8172411","text/markdown","machine_ledger_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-061","02_corollary3_8/producer_evidence/AUTHORITY_ARTIFACT_LEDGER.csv","8354","225264EA4EF3165EBC0AAAED0742CEA14CFED1D6F3DA2C9A35EFCD30DFCC7509","text/csv","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-062","02_corollary3_8/producer_evidence/build/BUILD_PASS1_PUBLIC_SANITIZED.log","6855","4D8662FF15A6ECE82B5EAF1E55739486E909AC70559FA26142F2489AD9D409E3","text/plain","privacy_sanitized_producer_build_log","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-063","02_corollary3_8/producer_evidence/build/BUILD_PASS2_PUBLIC_SANITIZED.log","6855","4D8662FF15A6ECE82B5EAF1E55739486E909AC70559FA26142F2489AD9D409E3","text/plain","privacy_sanitized_producer_build_log","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-064","02_corollary3_8/producer_evidence/build/BUILD_PASS3_PUBLIC_SANITIZED.log","6855","4D8662FF15A6ECE82B5EAF1E55739486E909AC70559FA26142F2489AD9D409E3","text/plain","privacy_sanitized_producer_build_log","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-065","02_corollary3_8/producer_evidence/FORMULA_STRUCTURE_LEDGER.csv","5108","455484D318FC7F1A3A15D82A135E3FD03D26DD0C2AFEA23FB68EF45F0EC5745B","text/csv","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-066","02_corollary3_8/producer_evidence/MACHINE_EVIDENCE.csv","21614","1B4FF2A58E85BCD7A3C45AD7633BCBDCD0CD663070EF51B520D5B9B34E05D863","text/csv","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-067","02_corollary3_8/producer_evidence/MACHINE_EVIDENCE.jsonl","62875","E41272510B2DBC86286F0228766DC5EBBAAB6B0D03D4CD96815C855A1810130E","application/x-ndjson","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
