"relative_path","expected_sha256","actual_sha256","status"
"bodies/az/wikitext-20260629T101500Z/Polynomial__Çoxhədli.wiki","3e147c1827ae647d17741112647981eb9e0a8fb3bcad3a324ba3010bb530d5f8","3e147c1827ae647d17741112647981eb9e0a8fb3bcad3a324ba3010bb530d5f8","pass"
"bodies/az/wikitext-20260629T101500Z/Probability__Ehtimal.wiki","2aa334a53ed1710a72d50e0c8cd92aceb92606daa0629d573dcaf316db242883","2aa334a53ed1710a72d50e0c8cd92aceb92606daa0629d573dcaf316db242883","pass"
"bodies/az/wikitext-20260629T101500Z/Set (mathematics)__Çoxluqlar.wiki","88362c5448bc28122accb274981bc88722bc7a05a49800365b05cc0028ee4b72","88362c5448bc28122accb274981bc88722bc7a05a49800365b05cc0028ee4b72","pass"
"bodies/az/wikitext-20260629T101500Z/Statistics__Statistika.wiki","f241bf93295ffdb36ca0a87ea51e811c7f95b283e53046d6fb8fe819065a52c6","f241bf93295ffdb36ca0a87ea51e811c7f95b283e53046d6fb8fe819065a52c6","pass"
"bodies/ba/prior-retry/bashkir_bashenc_algebra.html","5f99d95fe529c45e234f95fd51aa7380e40d48cf3472e6e013e0138739ef108a","5f99d95fe529c45e234f95fd51aa7380e40d48cf3472e6e013e0138739ef108a","pass"
"bodies/ba/prior-retry/bashkir_wikibooks_math_dictionary_a.html","d53e91d492880c927e69babfc9abf2e2844e6591699076f6115a3d76099433ae","d53e91d492880c927e69babfc9abf2e2844e6591699076f6115a3d76099433ae","pass"
"bodies/ba/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","0116f3af3f3133f6daa5310726fedcbb00e48988ffb2960e655d8fa0f95651fe","0116f3af3f3133f6daa5310726fedcbb00e48988ffb2960e655d8fa0f95651fe","pass"
"bodies/ba/wikitext-20260629T101500Z/Differential equation__Дифференциаль тигеҙләмә.wiki","0cf1aabfe92227f205f2595c607840daa39149d33d66a74f5ac97c9ba4949514","0cf1aabfe92227f205f2595c607840daa39149d33d66a74f5ac97c9ba4949514","pass"
"bodies/ba/wikitext-20260629T101500Z/Equation__Тигеҙләмә.wiki","290b504075bc552a3e29f072ef91becb47e5d41fd4f5dab0833225aaf3950efb","290b504075bc552a3e29f072ef91becb47e5d41fd4f5dab0833225aaf3950efb","pass"
"bodies/ba/wikitext-20260629T101500Z/Field (mathematics)__Ялан (алгебра).wiki","1110bd22fbf087acf901c29c7d916cbe23bd0ac978e174405440f09f61ebc7cc","1110bd22fbf087acf901c29c7d916cbe23bd0ac978e174405440f09f61ebc7cc","pass"
"bodies/ba/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","e60628a6cd44e1398302f3e5fd8d846ee0e425cec798f8742125b9476d9784d3","e60628a6cd44e1398302f3e5fd8d846ee0e425cec798f8742125b9476d9784d3","pass"
"bodies/ba/wikitext-20260629T101500Z/Group theory__Төркөмдәр теорияһы.wiki","5081761dc036708951348ea2e738a2f0e003106c19a1b10074a29a9235baa6a7","5081761dc036708951348ea2e738a2f0e003106c19a1b10074a29a9235baa6a7","pass"
"bodies/ba/wikitext-20260629T101500Z/Linear algebra__Һыҙыҡлы алгебра.wiki","cd6d82e4a0fe83b537e0113fb3869be9659b1c54853df774a0fb4f4aaecba44b","cd6d82e4a0fe83b537e0113fb3869be9659b1c54853df774a0fb4f4aaecba44b","pass"
"bodies/ba/wikitext-20260629T101500Z/Mathematics__Математика.wiki","1356edd64de1d1280c16dfb4b1c55d5c709501ebf05b6de0cca804cded1f91c0","1356edd64de1d1280c16dfb4b1c55d5c709501ebf05b6de0cca804cded1f91c0","pass"
"bodies/ba/wikitext-20260629T101500Z/Polynomial__Күпбыуын.wiki","a866b9f7cf2b4dfdc2d6b1a53b0ebb16ea212adacd90454703de24548159851b","a866b9f7cf2b4dfdc2d6b1a53b0ebb16ea212adacd90454703de24548159851b","pass"
"bodies/ba/wikitext-20260629T101500Z/Probability__Ихтималлыҡ.wiki","722e140690669f29b445224893e8cdf29d03034f5534461fadd3cfbd77a5afa1","722e140690669f29b445224893e8cdf29d03034f5534461fadd3cfbd77a5afa1","pass"
"bodies/ba/wikitext-20260629T101500Z/Ring (mathematics)__Ҡулса (математика).wiki","44d821f09fd2a071eb7c53734c5dae665fba051de2db25685732f501661ee4b2","44d821f09fd2a071eb7c53734c5dae665fba051de2db25685732f501661ee4b2","pass"
"bodies/ba/wikitext-20260629T101500Z/Set (mathematics)__Күмәклек.wiki","bacaaacc9457fdb686a0db54da23dfb59e1de8f14de6bcb3723aa9d4d5f5e1e7","bacaaacc9457fdb686a0db54da23dfb59e1de8f14de6bcb3723aa9d4d5f5e1e7","pass"
"bodies/ba/wikitext-20260629T101500Z/Statistics__Статистика.wiki","49829f9b4d36f573555d7763330a141e5a2ba8b448ef5adcf063d0864286d644","49829f9b4d36f573555d7763330a141e5a2ba8b448ef5adcf063d0864286d644","pass"
"bodies/ba/wikitext-direct-20260705/DirectWikiAPI__Коммутатив ҡулса.wiki","b65e6a3d65184941b2a7ec86023717907be828163b82d2a58c70d093ab0bd7fd","b65e6a3d65184941b2a7ec86023717907be828163b82d2a58c70d093ab0bd7fd","pass"
"bodies/kk/current-web-hard-row-20260705/KK-WEB-20260705_auezov_606110.pdf","ea6ad5ddc7d65ba44d964c1c4bd8d58ef935bcdc0fcc7071c3b47c69c53c88b2","ea6ad5ddc7d65ba44d964c1c4bd8d58ef935bcdc0fcc7071c3b47c69c53c88b2","pass"
"bodies/kk/current-web-hard-row-20260705/KK-WEB-20260705_univision_606140.html","35d3973bfd84cc3bc82d06e66762eaf8c56996ecd95098e66adf1fee88b80750","35d3973bfd84cc3bc82d06e66762eaf8c56996ecd95098e66adf1fee88b80750","pass"
"bodies/kk/current-web-hard-row-20260705/KK-WEB-20260705_wikipedia_emmi_noether.html","0490f2ae448c5b5034d3846efb622b96e90f341e6bddf324076423df4635ea4b","0490f2ae448c5b5034d3846efb622b96e90f341e6bddf324076423df4635ea4b","pass"
"bodies/kk/external-leads/kazakh_aues_graph_invariants_html.txt","656c7a339df73d35a4cb4a72da15b10b858555d9aa0d7021ec87306d4e27d739","656c7a339df73d35a4cb4a72da15b10b858555d9aa0d7021ec87306d4e27d739","pass"
"bodies/kk/external-leads/kazakh_linear_algebra_html_invariant_theory.txt","619491219ecaad88aa7711c2fbe2d1cedcdba1041a561192e566845c4dc80f32","619491219ecaad88aa7711c2fbe2d1cedcdba1041a561192e566845c4dc80f32","pass"
"bodies/kk/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","3697bbb35238c411fb77aec41c40b7c514bf057dd7c09798a31ceac639400661","3697bbb35238c411fb77aec41c40b7c514bf057dd7c09798a31ceac639400661","pass"
"bodies/kk/wikitext-20260629T101500Z/Differential equation__Дифференциалдық теңдеу.wiki","78ca4331ed7b2211f1ee6492a6fd881bbf025b15f827148cdb773811ac62619d","78ca4331ed7b2211f1ee6492a6fd881bbf025b15f827148cdb773811ac62619d","pass"
"bodies/kk/wikitext-20260629T101500Z/Equation__Теңдеу.wiki","24ffb483c53ab888b681ca05932a1bd3d7821e59101d1efef01dd539ea8a457e","24ffb483c53ab888b681ca05932a1bd3d7821e59101d1efef01dd539ea8a457e","pass"
"bodies/kk/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","0958e3d15dac337a83e116cf73c28303f4e10c86bb97f5525523ff369cc74786","0958e3d15dac337a83e116cf73c28303f4e10c86bb97f5525523ff369cc74786","pass"
"bodies/kk/wikitext-20260629T101500Z/Ideal (ring theory)__Идеал (математикада).wiki","8901a218eccb9b7d99c2e21664c947102bc16af97e8b2d5af075219188acc189","8901a218eccb9b7d99c2e21664c947102bc16af97e8b2d5af075219188acc189","pass"
"bodies/kk/wikitext-20260629T101500Z/Linear algebra__Сызықтық алгебра.wiki","ce3e48104214dd1b76641b93a3ad1213890b90ac5078900340adf5119eeeecce","ce3e48104214dd1b76641b93a3ad1213890b90ac5078900340adf5119eeeecce","pass"
"bodies/kk/wikitext-20260629T101500Z/Mathematics__Математика.wiki","cafb3a2bc0b7ebe059bc812afb3777425f5898f710fd740492733accd7af1fa1","cafb3a2bc0b7ebe059bc812afb3777425f5898f710fd740492733accd7af1fa1","pass"
"bodies/kk/wikitext-20260629T101500Z/Matrix (mathematics)__Матрица (математика).wiki","3bc851a3031865db14542f4066e349669b22587add933aa3da9673fbe7220048","3bc851a3031865db14542f4066e349669b22587add933aa3da9673fbe7220048","pass"
"bodies/kk/wikitext-20260629T101500Z/Polynomial__Көпмүшелік.wiki","66d76aee0a335b6c7f038da40f08175306dd06438e13dcd676c087db0574c2e3","66d76aee0a335b6c7f038da40f08175306dd06438e13dcd676c087db0574c2e3","pass"
"bodies/kk/wikitext-20260629T101500Z/Probability__Ықтималдық.wiki","f3813415bd91a269ba8e8911d5fac44ab36c3f0aa20f78f838e4cb6a189a01ae","f3813415bd91a269ba8e8911d5fac44ab36c3f0aa20f78f838e4cb6a189a01ae","pass"
"bodies/kk/wikitext-20260629T101500Z/Set (mathematics)__Бөлік.wiki","9609376202f6e9e2f72ad27dcc326b78c53c39e7130c4bf7d3431170370a6d55","9609376202f6e9e2f72ad27dcc326b78c53c39e7130c4bf7d3431170370a6d55","pass"
"bodies/kk/wikitext-20260629T101500Z/Statistics__Статистика.wiki","579248428c40b5f91a8d2a2c4a300fe484f2cd9875088ec4d1c488c7b112ae56","579248428c40b5f91a8d2a2c4a300fe484f2cd9875088ec4d1c488c7b112ae56","pass"
"bodies/kk/wikitext-direct-20260705/DirectWikiAPI__Сақина (түсінік).wiki","4f30a5e6d5ab8630882db9344ca5d026ce4e96ffc4923369ba63bae893bbd63a","4f30a5e6d5ab8630882db9344ca5d026ce4e96ffc4923369ba63bae893bbd63a","pass"
"bodies/ky/current-probe/KY-CUR-055-001_polynomial_base_context.html","bdbe18294e6efc931a61f6a09a40906ecc4ae17a82887593f22d2a4ff3801c8e","bdbe18294e6efc931a61f6a09a40906ecc4ae17a82887593f22d2a4ff3801c8e","pass"
"bodies/ky/current-probe/KY-CUR-055-002_official_STEM_polynomial_lesson_context.html","77c8a65cd67396af65d01ed03a1103b1092520759d566f0924275326ae5f8f1e","77c8a65cd67396af65d01ed03a1103b1092520759d566f0924275326ae5f8f1e","pass"
"bodies/ky/current-web-hard-row-20260706/KY-WEB-20260706_igu_abylasynova_glossary.pdf","b0b8598d54a90fe8833b2143e201e131e6a4dcb8037d0482731d068ee4e58209","b0b8598d54a90fe8833b2143e201e131e6a4dcb8037d0482731d068ee4e58209","pass"
"bodies/ky/pdf-witnesses/KY-PDF-001_Algebra_7_textbook_OKUMA_KG.pdf","f2173f19ddbc4ed8bb501c2d634a27593c0853758d79b1116133d73f20ddce4a","f2173f19ddbc4ed8bb501c2d634a27593c0853758d79b1116133d73f20ddce4a","pass"
"bodies/ky/pdf-witnesses/KY-PDF-002_Kyrgyz_mathematics_curriculum_PDF_edu_gov_kg.pdf","34fd87987f76e5e25c2d7c29a3e1d5ca310e99193774adaca1d2fb7be4a5414c","34fd87987f76e5e25c2d7c29a3e1d5ca310e99193774adaca1d2fb7be4a5414c","pass"
"bodies/ky/pdf-witnesses/KY-PDF-003_Algebra_8_PDF_Bizdin_kg.pdf","68011fc29ec571591c7c639c85e1b2b291844075d6cd8df27a85f9d8202d3612","68011fc29ec571591c7c639c85e1b2b291844075d6cd8df27a85f9d8202d3612","pass"
"bodies/ky/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","9e2c4a37dc145fe42aa0d7e7e8c6a5660727ecbbad6968937b610dbfb17e496c","9e2c4a37dc145fe42aa0d7e7e8c6a5660727ecbbad6968937b610dbfb17e496c","pass"
"bodies/ky/wikitext-direct-20260705/DirectWikiAPI__Келтирилбес көп мүчө.wiki","cbe0430732b580c7ce24b5b42d4624e70a31b4c8fff957c93aef10b5a84d9c24","cbe0430732b580c7ce24b5b42d4624e70a31b4c8fff957c93aef10b5a84d9c24","pass"
"bodies/ky/wikitext-direct-20260705/DirectWikiAPI__Көп мүчө.wiki","097c923f576c3b06ef81fb0a3ad802dd7e647338cac5ba7343e387816fc7af0d","097c923f576c3b06ef81fb0a3ad802dd7e647338cac5ba7343e387816fc7af0d","pass"
"bodies/tk/current-source-gate/TK-CUR-051-001.html","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea","pass"
"bodies/tk/current-source-gate/TK-CUR-051-002.html","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea","pass"
"bodies/tk/current-source-gate/TK-CUR-051-003.html","529140ad0cca99f844b4025e2adacf972b79ed8f49f48b517f7f7b563aca9b11","529140ad0cca99f844b4025e2adacf972b79ed8f49f48b517f7f7b563aca9b11","pass"
"bodies/tk/current-source-gate/TK-CUR-051-004.pdf","130f081ca7a90ecb9c023f24193ed4d3b4ef79e47b40262a82fcca8529cf84a0","130f081ca7a90ecb9c023f24193ed4d3b4ef79e47b40262a82fcca8529cf84a0","pass"
"bodies/tk/current-source-gate/TK-CUR-051-005.pdf","59018cebcb3e7597e687aa44b7864d7dd8a30e98091844013d23eabc090a103b","59018cebcb3e7597e687aa44b7864d7dd8a30e98091844013d23eabc090a103b","pass"
"bodies/tk/current-source-gate/TK-CUR-051-006.html","33cf6f3d6fdc4b34b93dbdae246dd89eb2d3f0ec2a4996e4c8c10e6e899a7c54","33cf6f3d6fdc4b34b93dbdae246dd89eb2d3f0ec2a4996e4c8c10e6e899a7c54","pass"
"bodies/tk/prior-retry/turkmen_kitaphana_yokary_matematika_i.html","099496e59b76c7f6825828c34ca3e5aaf2dd767b65172e10952f83e8cf0456ad","099496e59b76c7f6825828c34ca3e5aaf2dd767b65172e10952f83e8cf0456ad","pass"
"bodies/tk/wikitext-20260629T101500Z/Algebra__Algebra.wiki","c778f2e8913baa7acbc0489828b5a2fab83a4a5b809042dbc5467b1bbc93b0cb","c778f2e8913baa7acbc0489828b5a2fab83a4a5b809042dbc5467b1bbc93b0cb","pass"
"bodies/tk/wikitext-20260629T101500Z/Differential equation__Differensial deňlemeler.wiki","a2e2ba0cf7fa8713736f5b5689c71edfd60d47a06f9e4da1da6f871a61274a32","a2e2ba0cf7fa8713736f5b5689c71edfd60d47a06f9e4da1da6f871a61274a32","pass"
"bodies/tk/wikitext-20260629T101500Z/Equation__Deňleme.wiki","cdca7501aade5919d8948ae0d96dfa9be32526061dadf5774063caa899249ff9","cdca7501aade5919d8948ae0d96dfa9be32526061dadf5774063caa899249ff9","pass"
"bodies/tk/wikitext-20260629T101500Z/Mathematics__Matematika.wiki","d71bdf23d73edcc82fafdd3c1c80a15e03732b98150b30e8c76d0b1730dee77f","d71bdf23d73edcc82fafdd3c1c80a15e03732b98150b30e8c76d0b1730dee77f","pass"
"bodies/tk/wikitext-20260629T101500Z/Statistics__Statistika.wiki","50e54f58bb1eeee6367706d1781fc32b6f266e23358da5fe605c428c6d8ebe7b","50e54f58bb1eeee6367706d1781fc32b6f266e23358da5fe605c428c6d8ebe7b","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","3a9eca7982417fb908762a0f13bc9b59c389bf35d95242cd7a027a38868007de","3a9eca7982417fb908762a0f13bc9b59c389bf35d95242cd7a027a38868007de","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/bblopts.cfg","9195cd6cece39993c391a42cdb1776940811a86623f384a2bdba55dc75122e9b","9195cd6cece39993c391a42cdb1776940811a86623f384a2bdba55dc75122e9b","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen_log.txt","9fb5367fefd832451d714df1b96ad7321fd2c200a3063da67f8ae23d4bd87c20","9fb5367fefd832451d714df1b96ad7321fd2c200a3063da67f8ae23d4bd87c20","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen.txt","d1e02ea8e09a27b44ae7a5c266c101e3118824acc4841b2fb01fab5bc73da338","d1e02ea8e09a27b44ae7a5c266c101e3118824acc4841b2fb01fab5bc73da338","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen2.txt","b0da62ff5f2f07f6bf23532f98e38c4626e27ea65118245b304617c5da5a69de","b0da62ff5f2f07f6bf23532f98e38c4626e27ea65118245b304617c5da5a69de","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log.txt","31010f2823f4319626b36c353fca961b4bb485b8421190fceab9a67fb9ae4f00","31010f2823f4319626b36c353fca961b4bb485b8421190fceab9a67fb9ae4f00","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log2.txt","838d2ae6bc621fbcd960b893c696d634cbb042eb3c15c921e59e92051d284c35","838d2ae6bc621fbcd960b893c696d634cbb042eb3c15c921e59e92051d284c35","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log3.txt","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log4.txt","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekA_olcum_teorisi.tex","af4dbb9ef3fded9598651972f053ee80df7779bc5f60d5c0a20ceab5d54d538d","af4dbb9ef3fded9598651972f053ee80df7779bc5f60d5c0a20ceab5d54d538d","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekB_olasilik_dagilim_tablosu.tex","16049fa718083f6e1a56d3bd361dc24088c6716201a737697bc3e4f6109c6d91","16049fa718083f6e1a56d3bd361dc24088c6716201a737697bc3e4f6109c6d91","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekC_istatistik_tabloları.tex","4c67c30109a55e023fa9f3e2b2267eef39694c6ad1eb6fb4e94e7a12f75ef424","4c67c30109a55e023fa9f3e2b2267eef39694c6ad1eb6fb4e94e7a12f75ef424","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekD_terminoloji_sozlugu.tex","1cfd72eb69d7b93b066d5975cf9e01a257c313c96b05181a09654a766e19b076","1cfd72eb69d7b93b066d5975cf9e01a257c313c96b05181a09654a766e19b076","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekE_ispat_teknikleri.tex","a5d6ef242436b092434e180909009f25474f2adba3c1917e2a115a690717f581","a5d6ef242436b092434e180909009f25474f2adba3c1917e2a115a690717f581","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekF_kaynaklar.tex","2f079b74acb4ff5af02ece3e8465a3b2c069b86b3c697ab6b86ba16e25fd0417","2f079b74acb4ff5af02ece3e8465a3b2c069b86b3c697ab6b86ba16e25fd0417","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekG_kapsamli_ornekler.tex","488862e4bb088341d35aa179e173ce31e51b1ee528889fe719176b5d49a32c97","488862e4bb088341d35aa179e173ce31e51b1ee528889fe719176b5d49a32c97","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/maarif.sty","35f90c20e9a529d46e410974f782d62a8f143e816921f5520bf308e1356cb46c","35f90c20e9a529d46e410974f782d62a8f143e816921f5520bf308e1356cb46c","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/main-egitmen.tex","dcee453f6274b4ce4082bd5252ffe53d60696cf91b23ad1b37a256b36d4e9ab2","dcee453f6274b4ce4082bd5252ffe53d60696cf91b23ad1b37a256b36d4e9ab2","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/main-ogrenci.tex","f0c2b4a005543a9b916c30d225165a0d2a88fae29d31682e3a6f9b1fa561b3f4","f0c2b4a005543a9b916c30d225165a0d2a88fae29d31682e3a6f9b1fa561b3f4","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/olasilik.sty","50aac400403d0760741630d2bf07c29a29d007c4f66bddf655e22d86a214b8c6","50aac400403d0760741630d2bf07c29a29d007c4f66bddf655e22d86a214b8c6","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum00_onbilgiler.tex","9f81fc4dfc2da0604a5ce22d4507cf3c913e27ce2bd3150c1f4e4bb6f90d43f2","9f81fc4dfc2da0604a5ce22d4507cf3c913e27ce2bd3150c1f4e4bb6f90d43f2","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum01_olcum_teorisi.tex","6d061fefaa9ca1117a5111be38cde7435c535b4580a2f19d5bdc166c33c1d580","6d061fefaa9ca1117a5111be38cde7435c535b4580a2f19d5bdc166c33c1d580","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum02_olasilik_uzaylari.tex","b8a5c9bf1ab3be96de8943d35a85fc7732353ed81cc9287f9cf31519a41f5855","b8a5c9bf1ab3be96de8943d35a85fc7732353ed81cc9287f9cf31519a41f5855","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum03_rasgele_degiskenler.tex","aa3e52e871c05de50c0714c17be0ed1d67a0c937193c34cb6c6e3355c797a74b","aa3e52e871c05de50c0714c17be0ed1d67a0c937193c34cb6c6e3355c797a74b","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum04_beklenti.tex","910b77e6138638fd452c977f1ff5c0d48f61ab4e6c027bed28c5084edfb2632e","910b77e6138638fd452c977f1ff5c0d48f61ab4e6c027bed28c5084edfb2632e","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum05_dagilim_aileleri.tex","ad3d2ee2e96a94a0da5aa088005e24c79fe3d819a6b4366a820361a5ac0bb012","ad3d2ee2e96a94a0da5aa088005e24c79fe3d819a6b4366a820361a5ac0bb012","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum06_donusumler.tex","27c558aca098a0b87a551fa3f17729e119ee502693e68b300205217e68997e89","27c558aca098a0b87a551fa3f17729e119ee502693e68b300205217e68997e89","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum07_buyuk_sayilar.tex","915666014619e5de0caadf395fdd9b5aeecec5f9a38b840f93ee840dc38230ef","915666014619e5de0caadf395fdd9b5aeecec5f9a38b840f93ee840dc38230ef","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum08_merkezi_limit.tex","f656402fca4f96fff62e8a7b49d9beee402a76648f664de3a474707af72c6635","f656402fca4f96fff62e8a7b49d9beee402a76648f664de3a474707af72c6635","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum09_martingaller.tex","03a561509954c044e180d008af55b10c87554a4203f25b32bcc2c2705bdeb705","03a561509954c044e180d008af55b10c87554a4203f25b32bcc2c2705bdeb705","pass"
