"category","source_path","bytes","sha256","duplicate_of","disposition"
"abstract_algebra_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T113000Z_r2_central_asian_turkic_abstract_algebra_retry\wikitext\kk\Linear algebra__Сызықтық алгебра.wiki","2315","ce3e48104214dd1b76641b93a3ad1213890b90ac5078900340adf5119eeeecce","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/kk/wikitext-20260629T101500Z/Linear algebra__Сызықтық алгебра.wiki","not_copied_exact_canonical_duplicate"
"abstract_algebra_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T113000Z_r2_central_asian_turkic_abstract_algebra_retry\wikitext\uz\Linear algebra__Chiziqli algebra.wiki","1376","e385c1b4441ab74ecf79dad268c0f869303bffd052a9a6f7878c1913d6fc5415","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/uz/wikitext-20260629T101500Z/Linear algebra__Chiziqli algebra.wiki","not_copied_exact_canonical_duplicate"
"exact_polynomial_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T143000Z_r2_pan_turkic_exact_wikitext_nonwiki_polynomial_augment\wikitext\pan_turkic_bashkir\bashkir_bawiki_commutative_ring_polynomial.wiki","14546","b65e6a3d65184941b2a7ec86023717907be828163b82d2a58c70d093ab0bd7fd","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/ba/wikitext-direct-20260705/DirectWikiAPI__Коммутатив ҡулса.wiki","not_copied_exact_canonical_duplicate"
"exact_polynomial_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T143000Z_r2_pan_turkic_exact_wikitext_nonwiki_polynomial_augment\wikitext\pan_turkic_bashkir\bashkir_bawiki_ring_math_polynomial.wiki","43081","44d821f09fd2a071eb7c53734c5dae665fba051de2db25685732f501661ee4b2","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/ba/wikitext-20260629T101500Z/Ring (mathematics)__Ҡулса (математика).wiki","not_copied_exact_canonical_duplicate"
"hefferon_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T160541Z_r3_hefferon_adjacent_linear_algebra_langlink_retry\wikitext\ky\isomorphism.wiki","1340","43107a8e6b220a8966f6fb189a4c9aa412125106183c4d117e3dd48156c0dbfc","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T113000Z_r2_central_asian_turkic_abstract_algebra_retry/wikitext/ky/Isomorphism__Изоморфизм.wiki","not_copied_exact_selected_duplicate"
"hefferon_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T160541Z_r3_hefferon_adjacent_linear_algebra_langlink_retry\wikitext\ky\vector_space.wiki","610","9f561b47e3c7aaf2858808e901071a0f139006df4a5258f2f04b7b8655efa090","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T113000Z_r2_central_asian_turkic_abstract_algebra_retry/wikitext/ky/Vector space__Вектордук мейкиндик.wiki","not_copied_exact_selected_duplicate"
"hefferon_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T160541Z_r3_hefferon_adjacent_linear_algebra_langlink_retry\wikitext\uz\isomorphism.wiki","753","a2a8a533bbeba772ef60feb64d05d63ed81341dfdf7d225baebf5b0ab63e7b91","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T113000Z_r2_central_asian_turkic_abstract_algebra_retry/wikitext/uz/Isomorphism__Izomorfizm (matematika).wiki","not_copied_exact_selected_duplicate"
"hefferon_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T160541Z_r3_hefferon_adjacent_linear_algebra_langlink_retry\wikitext\uz\linear_algebra.wiki","1376","e385c1b4441ab74ecf79dad268c0f869303bffd052a9a6f7878c1913d6fc5415","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/uz/wikitext-20260629T101500Z/Linear algebra__Chiziqli algebra.wiki","not_copied_exact_canonical_duplicate"
"hefferon_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T160541Z_r3_hefferon_adjacent_linear_algebra_langlink_retry\wikitext\uz\matrix.wiki","670","fd36eacae3ee853fa09b7ccbe7f6f3efe67288b7259770b0f8bc5eb1b3efd5d2","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/uz/wikitext-20260629T101500Z/Matrix (mathematics)__Matritsa matematikada.wiki","not_copied_exact_canonical_duplicate"
"hefferon_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T223805Z_r3_hefferon_matrix_echelon_adjacent_wikitext_capture\langlinks\en\row_echelon_form_langlinks.json","1487","4162fb223ad31378a0d4e376b288bba1882234fa73d2e487fad66dd244388109","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T163901Z_r3_hefferon_gauss_adjacent_wikitext_capture/langlinks/en/row_echelon_form_langlinks.json","not_copied_exact_selected_duplicate"
"hefferon_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T223805Z_r3_hefferon_matrix_echelon_adjacent_wikitext_capture\wikitext\cv\row_echelon_form__картлаc_ла_матрица.wiki.txt","2872","edcd7f2bce14880e34676b415d7037edef9792ab606d05756a309fd8a3f78db0","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T163901Z_r3_hefferon_gauss_adjacent_wikitext_capture/wikitext/cv/row_echelon_form__картлаc_ла_матрица.wiki.txt","not_copied_exact_selected_duplicate"
"hefferon_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T223805Z_r3_hefferon_matrix_echelon_adjacent_wikitext_capture\wikitext\tr\row_echelon_form__satır_basamak_formu.wiki.txt","6042","450b8a43305d5fd6021819fb9f624b89eaf75556c0a1da75a8b46f0a04d871dc","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T163901Z_r3_hefferon_gauss_adjacent_wikitext_capture/wikitext/tr/row_echelon_form__satır_basamak_formu.wiki.txt","not_copied_exact_selected_duplicate"
"algebra_context_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629t234500z_r2_pan_turkic_tatar_kyrgyz_algebra_context_retry\metadata\mediawiki_search_results.json","26942","82856a8748e356a8e9c9a516d400a7bc3ca334ffc9e3d3cfa4c198231d99f328","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629t234500z_r2_pan_turkic_tatar_kyrgyz_algebra_context_retry/metadata/mediawiki_api_search_results_preserved_from_rate_limited_probe.json","not_copied_exact_selected_duplicate"
"algebra_context_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629t234500z_r2_pan_turkic_tatar_kyrgyz_algebra_context_retry\wikitext\pan_turkic_kyrgyz\ky_7d4bbd2235c8.wiki","3133","0e07a849e4e842d82d3ee363b8db80bc782ebea25dcecc9a9bee10aa3aab9398","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T113000Z_r2_central_asian_turkic_abstract_algebra_retry/wikitext/ky/Invariant (mathematics)__Инвариант.wiki","not_copied_exact_selected_duplicate"
"algebra_context_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629t234500z_r2_pan_turkic_tatar_kyrgyz_algebra_context_retry\wikitext\pan_turkic_kyrgyz\ky_ec3db33962d8.wiki","4419","9e2c4a37dc145fe42aa0d7e7e8c6a5660727ecbbad6968937b610dbfb17e496c","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/ky/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","not_copied_exact_canonical_duplicate"
"algebra_context_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629t234500z_r2_pan_turkic_tatar_kyrgyz_algebra_context_retry\wikitext\pan_turkic_kyrgyz\ky_efac1c0ea3f0.wiki","2762","097c923f576c3b06ef81fb0a3ad802dd7e647338cac5ba7343e387816fc7af0d","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/ky/wikitext-direct-20260705/DirectWikiAPI__Көп мүчө.wiki","not_copied_exact_canonical_duplicate"
"algebra_context_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629t234500z_r2_pan_turkic_tatar_kyrgyz_algebra_context_retry\wikitext\pan_turkic_tatar\tt_4ea3720a64cb.wiki","4893","1cdf367b350c76b67d1adc82ff0dda51f705e95b74ca34cc3c029b046d1542d7","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/tt/wikitext-20260629T101500Z/Mathematics__Математика.wiki","not_copied_exact_canonical_duplicate"
"algebra_context_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629t234500z_r2_pan_turkic_tatar_kyrgyz_algebra_context_retry\wikitext\pan_turkic_tatar\tt_db5c9f3bf09e.wiki","5174","00085b481c14140d7f448d1fbdb1ebef3376c8e29f5085f10f2620b19477df91","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/tt/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","not_copied_exact_canonical_duplicate"
"hefferon_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t060538z_r3_hefferon_vector_operations_exact_source_search\wikitext\wikipedia\uz\matematika.wiki.txt","36356","9fdd11dc453fbc3b814bd002a0f44955ca0326d6eb26f89e1efa53f03cdc3941","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/uz/wikitext-20260629T101500Z/Mathematics__Matematika.wiki","not_copied_exact_canonical_duplicate"
"weak_lexical_adverse","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t061639z_r3_hefferon_vector_operations_zero_lane_direct_capture\ky\wiki_raw_бирдик_вектор.wiki.txt","589","b0d7fc756853ea6fab779f0d5270dcde63dcad3471217e0cf4ba14a5272976cf","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260630t055923z_r3_hefferon_vector_operations_exact_source_search/wikitext/wikipedia/ky/бирдик_вектор.wiki.txt","not_copied_exact_selected_duplicate"
"weak_lexical_adverse","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t061639z_r3_hefferon_vector_operations_zero_lane_direct_capture\ky\wiki_raw_вектордук_меикиндик.wiki.txt","610","9f561b47e3c7aaf2858808e901071a0f139006df4a5258f2f04b7b8655efa090","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T113000Z_r2_central_asian_turkic_abstract_algebra_retry/wikitext/ky/Vector space__Вектордук мейкиндик.wiki","not_copied_exact_selected_duplicate"
"weak_lexical_adverse","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t061639z_r3_hefferon_vector_operations_zero_lane_direct_capture\ug\html_ۋېكتورلۇق_بوشلۇق_-_ماتېماتىكا_بلوگى.html","60506","737078f15b751ac7bab9f49ac1cad887ae932be80a505842ea3527bb81a636e0","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T161325Z_r3_uyghur_vector_space_nonwiki_capture/html/uyghur/uyghur_archive_vector_space_dictionary.html","not_copied_exact_selected_duplicate"
"eigen_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t071710z_r3_eigenvalue_paced_429_recovery\wikitext\az_wikipedia_ed54f5933a.wiki.txt","783","bba23c2049e3d84c1a369e52cb3bd5b2a2f5c1202fb8507b3ba83c1e07b6e4bc","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/az/wikitext-20260629T101500Z/Linear algebra__Xətti cəbr.wiki","not_copied_exact_canonical_duplicate"
"eigen_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t071710z_r3_eigenvalue_paced_429_recovery\wikitext\ba_wikipedia_5e78e17b39.wiki.txt","74880","cd6d82e4a0fe83b537e0113fb3869be9659b1c54853df774a0fb4f4aaecba44b","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/ba/wikitext-20260629T101500Z/Linear algebra__Һыҙыҡлы алгебра.wiki","not_copied_exact_canonical_duplicate"
"eigen_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t071710z_r3_eigenvalue_paced_429_recovery\wikitext\kk_wikipedia_37ffe5b8ff.wiki.txt","2315","ce3e48104214dd1b76641b93a3ad1213890b90ac5078900340adf5119eeeecce","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/kk/wikitext-20260629T101500Z/Linear algebra__Сызықтық алгебра.wiki","not_copied_exact_canonical_duplicate"
"eigen_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t071710z_r3_eigenvalue_paced_429_recovery\wikitext\ky_wikipedia_4ee1b1039f.wiki.txt","780","efbd0c6b27b87c2800c80182a13bb241950207657188ee87d81a95d1d81b1206","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629t234500z_r2_pan_turkic_tatar_kyrgyz_algebra_context_retry/wikitext/pan_turkic_kyrgyz/ky_11e6459af36f.wiki","not_copied_exact_selected_duplicate"
"eigen_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t071710z_r3_eigenvalue_paced_429_recovery\wikitext\ky_wikipedia_c2111102aa.wiki.txt","1533","37e28374573c0261298af25cded08577e713ce55caca6b9f0d291a7936cf0712","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260630t055923z_r3_hefferon_vector_operations_exact_source_search/wikitext/wikipedia/ky/өздүк_вектор.wiki.txt","not_copied_exact_selected_duplicate"
"eigen_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t071710z_r3_eigenvalue_paced_429_recovery\wikitext\uz_wikipedia_b8dfd9710f.wiki.txt","1376","e385c1b4441ab74ecf79dad268c0f869303bffd052a9a6f7878c1913d6fc5415","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/uz/wikitext-20260629T101500Z/Linear algebra__Chiziqli algebra.wiki","not_copied_exact_canonical_duplicate"
"cross_lane_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t214056z_r3_arabic_turkic_subrow_source_capture\az_matrix__Matris.wiki.txt","110274","ca077c49f72db796c8f5cba086425025c8857327a161a878890ae101f042422e","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","not_copied_exact_canonical_duplicate"
"cross_lane_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t214056z_r3_arabic_turkic_subrow_source_capture\ba_vector_space__Векторлы_арауыҡ.wiki.txt","29381","9597ce2209d36fa7309fccce5db23282bb52aca9a90b89903ea4713c85efe14e","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T113000Z_r2_central_asian_turkic_abstract_algebra_retry/wikitext/ba/Vector space__Векторлы арауыҡ.wiki","not_copied_exact_selected_duplicate"
"cross_lane_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t214056z_r3_arabic_turkic_subrow_source_capture\kk_matrix__Матрица_математика.wiki.txt","11486","3bc851a3031865db14542f4066e349669b22587add933aa3da9673fbe7220048","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/kk/wikitext-20260629T101500Z/Matrix (mathematics)__Матрица (математика).wiki","not_copied_exact_canonical_duplicate"
"cross_lane_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t214056z_r3_arabic_turkic_subrow_source_capture\ky_vector_space__Вектордук_меи_киндик.wiki.txt","610","9f561b47e3c7aaf2858808e901071a0f139006df4a5258f2f04b7b8655efa090","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T113000Z_r2_central_asian_turkic_abstract_algebra_retry/wikitext/ky/Vector space__Вектордук мейкиндик.wiki","not_copied_exact_selected_duplicate"
"cross_lane_source_candidate","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t214056z_r3_arabic_turkic_subrow_source_capture\uz_matrix__Matritsa_matematikada.wiki.txt","670","fd36eacae3ee853fa09b7ccbe7f6f3efe67288b7259770b0f8bc5eb1b3efd5d2","02_native_source_corpora/github_language_source_bodies/pan-turkic-source-bodies-20260705/bodies/uz/wikitext-20260629T101500Z/Matrix (mathematics)__Matritsa matematikada.wiki","not_copied_exact_canonical_duplicate"
"pointer_adverse_archive","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260630t214843z_r3_uyghur_nonpdf_subrow_source_hunt\uyghur_archive_vector_space_dictionary.html","60506","737078f15b751ac7bab9f49ac1cad887ae932be80a505842ea3527bb81a636e0","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T161325Z_r3_uyghur_vector_space_nonwiki_capture/html/uyghur/uyghur_archive_vector_space_dictionary.html","not_copied_exact_selected_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_azerbaijani_eigen_domain_review_packet_20260630T083630Z\azerbaijani_eigen_definition_review_only.tex","1166","d8172e3b790ddd0a5a4e463f1acb5ce25020af49adb5f82c9a5372d14e8719c5","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/sources/az/azerbaijani_eigen_definition_review_only.tex","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_azerbaijani_eigen_domain_review_packet_20260630T083630Z\r3_azerbaijani_eigen_domain_review_packet_terms.csv","744","f61d487fbce574791f28e7d5835809b732273e0ce2cebb7101e2a76d128994d9","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/terms/az/r3_azerbaijani_eigen_domain_review_packet_terms.csv","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_azerbaijani_eigen_domain_review_packet_20260630T083630Z\r3_azerbaijani_eigen_domain_review_packet.json","14297","1e23e9ef195f7b79ef5ac8697533ad8ddc3a82e052d0dc7fcff150cf0c3df62b","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/evidence/az/r3_azerbaijani_eigen_domain_review_packet.json","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_bashkir_eigen_domain_review_packet_20260630T091252Z\bashkir_eigen_definition_review_only.tex","1254","e634bccfc4f9b28ed1cd706df406bdc2e967efea33c968376348f76e607db3a9","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/sources/ba/bashkir_eigen_definition_review_only.tex","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_bashkir_eigen_domain_review_packet_20260630T091252Z\r3_bashkir_eigen_domain_review_packet_terms.csv","764","7144da82bf667fe3daba0d6b31d155176f1cb69907c6def7b48fded3522750b2","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/terms/ba/r3_bashkir_eigen_domain_review_packet_terms.csv","not_copied_exact_local_bundle_duplicate"
