"additions","deletions","status","filename","r6_relevance","changes"
"149","0","added","interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706/R3_9D7DB086_RECOVERY_SCAFFOLD_INCREMENT_20260706T091108Z/R3_9D7DB086_SOURCE_GATED_PRETRANSLATION_SCAFFOLD.csv","other","149"
"7","0","added","interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706/R3_9D7DB086_RECOVERY_SCAFFOLD_INCREMENT_20260706T091108Z/README.md","other","7"
"10","0","added","interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706/R3_9D7DB086_RECOVERY_SCAFFOLD_INCREMENT_20260706T091108Z/SHA256SUMS.txt","other","10"
"25","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F5FC8C_OLD_B_READONLY_AUDIT_HANDOFF_BATCH_20260706_AUDIT.md","other","25"
"33","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F5FC8C_OLD_B_READONLY_AUDIT_HANDOFF_BATCH_20260706_MANIFEST.csv","other","33"
"30","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F5FC8C_OLD_B_READONLY_AUDIT_HANDOFF_BATCH_20260706_PACKET_SHA_VERIFY.csv","other","30"
"32","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F5FC8C_OLD_B_READONLY_AUDIT_HANDOFF_BATCH_20260706_SHA256SUMS.txt","other","32"
"23","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96C453B_NONSLAVIC_CORE_96C453B5_ADDENDUM_BATCH_20260706_AUDIT.md","other","23"
"16","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96C453B_NONSLAVIC_CORE_96C453B5_ADDENDUM_BATCH_20260706_MANIFEST.csv","other","16"
"9","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96C453B_NONSLAVIC_CORE_96C453B5_ADDENDUM_BATCH_20260706_PACKET_SHA_VERIFY.csv","other","9"
"15","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96C453B_NONSLAVIC_CORE_96C453B5_ADDENDUM_BATCH_20260706_SHA256SUMS.txt","other","15"
"46","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_AUDIT.md","r6_relevant_or_possible","46"
"75","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_INTERLANGUAGE_INTERNAL_SHA_VERIFY.csv","r6_relevant_or_possible","75"
"78","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_INTERLANGUAGE_ZIP_LISTING.csv","r6_relevant_or_possible","78"
"94","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_MANIFEST.csv","r6_relevant_or_possible","94"
"82","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_PACKET_SHA_VERIFY.csv","r6_relevant_or_possible","82"
"93","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_SHA256SUMS.txt","r6_relevant_or_possible","93"
"23","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D61E1C7_R6_9D7DB086_SOURCE_OWNER_QUEUE_BATCH_20260706_AUDIT.md","r6_relevant_or_possible","23"
"15","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D61E1C7_R6_9D7DB086_SOURCE_OWNER_QUEUE_BATCH_20260706_MANIFEST.csv","r6_relevant_or_possible","15"
"14","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D61E1C7_R6_9D7DB086_SOURCE_OWNER_QUEUE_BATCH_20260706_PACKET_SHA_VERIFY.csv","r6_relevant_or_possible","14"
"14","0","added","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D61E1C7_R6_9D7DB086_SOURCE_OWNER_QUEUE_BATCH_20260706_SHA256SUMS.txt","r6_relevant_or_possible","14"
"2","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/B3_UPLOADER_READY_SUMMARY.csv","other","2"
"310","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/BLOCKER_RECOVERY_B3_QUEUE_CURRENT_HEAD.csv","other","310"
"13","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/CHILD_LANE_OUTPUT_STATE_CURRENT_HEAD.csv","other","13"
"54","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/CURRENT_HEAD_BRANCH_DELTA_INDEX.csv","other","54"
"3","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/CURRENT_HEAD_LANE_DELTA_SUMMARY.csv","other","3"
"9","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/MANIFEST.csv","other","9"
"9","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/README.md","other","9"
"8","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/SHA256SUMS.txt","other","8"
"207","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/SOURCE_BODY_WITNESS_DRAFT_QUEUE_CURRENT_HEAD.csv","other","207"
"14","0","added","uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706/NON_SLAVIC_CORE_1A1110EB_8BE815_CURRENT_HEAD_AUDIT_20260706/SUMMARY.json","other","14"
"2","0","added","uploader-transfer/non-slavic-core-8be81510-mutual-wake-dispatch-20260706/NON_SLAVIC_CORE_8BE81510_MUTUAL_WAKE_DISPATCH_20260706/B3_UPLOADER_READY_SUMMARY.csv","other","2"
"13","0","added","uploader-transfer/non-slavic-core-8be81510-mutual-wake-dispatch-20260706/NON_SLAVIC_CORE_8BE81510_MUTUAL_WAKE_DISPATCH_20260706/CURRENT_HEAD_WAKE_ROUTE_HANDOFF.csv","other","13"
"6","0","added","uploader-transfer/non-slavic-core-8be81510-mutual-wake-dispatch-20260706/NON_SLAVIC_CORE_8BE81510_MUTUAL_WAKE_DISPATCH_20260706/MANIFEST.csv","other","6"
"14","0","added","uploader-transfer/non-slavic-core-8be81510-mutual-wake-dispatch-20260706/NON_SLAVIC_CORE_8BE81510_MUTUAL_WAKE_DISPATCH_20260706/MUTUAL_WAKE_DISPATCH_8BE81510.csv","other","14"
"8","0","added","uploader-transfer/non-slavic-core-8be81510-mutual-wake-dispatch-20260706/NON_SLAVIC_CORE_8BE81510_MUTUAL_WAKE_DISPATCH_20260706/README.md","other","8"
"5","0","added","uploader-transfer/non-slavic-core-8be81510-mutual-wake-dispatch-20260706/NON_SLAVIC_CORE_8BE81510_MUTUAL_WAKE_DISPATCH_20260706/SHA256SUMS.txt","other","5"
"9","0","added","uploader-transfer/non-slavic-core-8be81510-mutual-wake-dispatch-20260706/NON_SLAVIC_CORE_8BE81510_MUTUAL_WAKE_DISPATCH_20260706/SUMMARY.json","other","9"
"7","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/B3_UPLOADER_READY_SUMMARY.csv","other","7"
"5","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/BLOCKER_RECOVERY_B3_QUEUE_96C453B5.csv","other","5"
"154","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/BRANCH_9D7DB086_TO_96C453B5_COMPARE.csv","other","154"
"14","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/CHILD_LANE_OUTPUT_STATE_96C453B5.csv","other","14"
"4","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/COMMIT_SUMMARY_96C453B5.csv","other","4"
"9","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/MANIFEST.csv","other","9"
"294","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/NEW_LOCAL_OUTPUTS_AFTER_9D7_PARENT_PACKET.csv","other","294"
"5","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/README.md","other","5"
"8","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/SHA256SUMS.txt","other","8"
"16","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/NON_SLAVIC_CORE_96C453B5_CURRENT_HEAD_ADDENDUM_20260706/SUMMARY.json","other","16"
"396","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/root-output-state/HEARTBEAT_20260705.md","other","396"
"262","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/root-output-state/MANIFEST.csv","other","262"
"11904","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/root-output-state/NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","other","11904"
"453","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/root-output-state/SESSION_LOGBOOK_20260705.md","other","453"
"261","0","added","uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706/root-output-state/SHA256SUMS.txt","other","261"
"5","0","added","uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706/OLD_B_8BE81510_BRANCH_ADVANCE_DELTA_AUDIT_20260706/BRANCH_HEAD_DELTA_COUNTS.csv","other","5"
"415","0","added","uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706/OLD_B_8BE81510_BRANCH_ADVANCE_DELTA_AUDIT_20260706/BRANCH_HEAD_DELTA_PATHS.csv","other","415"
"5","0","added","uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706/OLD_B_8BE81510_BRANCH_ADVANCE_DELTA_AUDIT_20260706/BRANCH_HEAD_TREE_COUNTS.csv","other","5"
"13","0","added","uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706/OLD_B_8BE81510_BRANCH_ADVANCE_DELTA_AUDIT_20260706/DELTA_PATH_CLASS_COUNTS.csv","other","13"
"5","0","added","uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706/OLD_B_8BE81510_BRANCH_ADVANCE_DELTA_AUDIT_20260706/LOCAL_REF_OBSERVATIONS.csv","other","5"
"8","0","added","uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706/OLD_B_8BE81510_BRANCH_ADVANCE_DELTA_AUDIT_20260706/MANIFEST.csv","other","8"
"24","0","added","uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706/OLD_B_8BE81510_BRANCH_ADVANCE_DELTA_AUDIT_20260706/README.md","other","24"
"8","0","added","uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706/OLD_B_8BE81510_BRANCH_ADVANCE_DELTA_AUDIT_20260706/SHA256SUMS.txt","other","8"
"152","0","added","uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706/OLD_B_8BE81510_BRANCH_ADVANCE_DELTA_AUDIT_20260706/SUMMARY.json","other","152"
"5","0","added","uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706/OLD_B_9D7DB086_CURRENT_HEAD_DELTA_AUDIT_20260706/BRANCH_HEAD_DELTA_COUNTS.csv","other","5"
"556","0","added","uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706/OLD_B_9D7DB086_CURRENT_HEAD_DELTA_AUDIT_20260706/BRANCH_HEAD_DELTA_PATHS.csv","other","556"
"6","0","added","uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706/OLD_B_9D7DB086_CURRENT_HEAD_DELTA_AUDIT_20260706/BRANCH_HEAD_TREE_COUNTS.csv","other","6"
"5","0","added","uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706/OLD_B_9D7DB086_CURRENT_HEAD_DELTA_AUDIT_20260706/DELTA_PATH_CLASS_COUNTS.csv","other","5"
"5","0","added","uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706/OLD_B_9D7DB086_CURRENT_HEAD_DELTA_AUDIT_20260706/LOCAL_REF_OBSERVATIONS.csv","other","5"
"8","0","added","uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706/OLD_B_9D7DB086_CURRENT_HEAD_DELTA_AUDIT_20260706/MANIFEST.csv","other","8"
"22","0","added","uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706/OLD_B_9D7DB086_CURRENT_HEAD_DELTA_AUDIT_20260706/README.md","other","22"
"8","0","added","uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706/OLD_B_9D7DB086_CURRENT_HEAD_DELTA_AUDIT_20260706/SHA256SUMS.txt","other","8"
"171","0","added","uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706/OLD_B_9D7DB086_CURRENT_HEAD_DELTA_AUDIT_20260706/SUMMARY.json","other","171"
"5","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/AUTHORITY_PACKET_EXTENSION_COUNTS.csv","other","5"
"55","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/AUTHORITY_PACKET_FILE_MANIFEST.csv","other","55"
"3","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/AUTHORITY_PACKET_ROOTS_SUMMARY.csv","other","3"
"2","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/B3_ROUTE_NOTE.csv","other","2"
"3","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/CHECKOUT_AND_BRANCH_STATE.csv","other","3"
"1","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/CREDENTIAL_PATTERN_SCAN.csv","other","1"
"16","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/HEARTBEAT_LOGBOOK_EXCERPT_20260706.md","other","16"
"1","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/LARGE_FILE_RISKS_GE50MB.csv","other","1"
"13","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/MANIFEST.csv","other","13"
"44","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/README.md","other","44"
"13","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/SHA256SUMS.txt","other","13"
"55","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/SOURCE_USE_PROVENANCE_GAP_STAGING.csv","other","55"
"47","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/SUMMARY.json","other","47"
"1","0","added","uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706/OLD_B_AC6F4EB_AUTHORITY_PACKET_B3_HANDOFF_20260706/ZIP_LISTABILITY.csv","other","1"
"12","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/MANIFEST.csv","r6_relevant_or_possible","12"
"9","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/R6_8BE81510_SOURCE_GATED_AUDIT_COUNTS.csv","r6_relevant_or_possible","9"
"17","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/README.md","r6_relevant_or_possible","17"
"12","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/SHA256SUMS.txt","r6_relevant_or_possible","12"
"2","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/b3/B3_ROUTE.csv","r6_relevant_or_possible","2"
"13","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/blockers/R6_8BE81510_SOURCE_GATED_AND_RECOVERY_BLOCKERS.csv","r6_relevant_or_possible","13"
"2","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/branch-current/R6_8BE81510_BRANCH_CHECK.csv","r6_relevant_or_possible","2"
"7","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/draft-support/R6_8BE81510_FORMULA_NEIGHBORING_INTERLINEAR_AUDIT.csv","r6_relevant_or_possible","7"
"7","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/draft-support/R6_8BE81510_SOURCE_GATED_DRAFT_RENDERINGS_AUDIT.csv","r6_relevant_or_possible","7"
"7","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/fable/R6_8BE81510_SOURCE_GATED_BRANCH_WEIGHT_ADVERSE_LEDGER.csv","r6_relevant_or_possible","7"
"10","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/logs/LOGBOOK_EXCERPT_20260706.md","r6_relevant_or_possible","10"
"7","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/source-use/R6_8BE81510_SOURCE_GATED_SOURCE_USE_DECISIONS.csv","r6_relevant_or_possible","7"
"38","0","added","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/verification/INPUT_PACKET_SHA_VERIFICATION.csv","r6_relevant_or_possible","38"
"14","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/MANIFEST.csv","r6_relevant_or_possible","14"
"11","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/R6_9D7DB086_AUTHORITY_MAP_COUNTS.csv","r6_relevant_or_possible","11"
