"git_path","status","object_type","blob_sha","byte_count","row_or_line_count","read_scope","note"
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.md","present_read_or_indexed","blob","d5e2b042feceb5b8d46746ecdd163b58e52098f3","6493","48","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.json","present_read_or_indexed","blob","dd34f2215ad515cf4efd8a59f8ec2a6b8265a13a","15517","438","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.md","present_read_or_indexed","blob","50ed003fa4f7f3c16c6f0e7a50d4f837c3b03c84","8839","69","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json","present_read_or_indexed","blob","2905a1dc39237c4c830f9bf68a29a1291c13f977","69792","1377","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md","present_read_or_indexed","blob","c830d08893b8a55a15b637ffd3f55d8969dce3ad","5203","66","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.json","present_read_or_indexed","blob","305898cdc8346772f903d897d9e3d31d84cb5b24","167343","5635","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/INTERSLAVIC_FULL_TERM_WEIGHT_LEDGER_DELIVERABLE_v1_20260705.zip","present_read_or_indexed","blob","9c7e1fd9a19575ce69a15f5fc6c3fd54ac74c7a4","865812","","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/INTERSLAVIC_WEIGHTED_AUTOMATON_ANALYSIS_v2_20260705.zip","present_read_or_indexed","blob","962c2a5c70cbb970ba2ab9ac1bcf79aadd36cf08","1242670","","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/INTERSLAVIC_AUTOMATON_RECONCILIATION_v2_1_20260705.zip","present_read_or_indexed","blob","9c39e6bbf02c7716f397ba1adeb184adb52be000","100206","","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/dispatch/C2_FILL_ARABIC_FARSI_PERSIANATE_20260704.md","present_read_or_indexed","blob","bcd1f494ed8becdd9db17a555d3ea16d9db645fc","4715","131","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/dispatch/C2_FILL_ARABIC_FARSI_PERSIANATE_20260704.json","present_read_or_indexed","blob","f67b97f987b50ddb8f1c52552b389d461f21032f","3959","171","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/dispatch/C2_FILL_CONTROLLED_ARABIC_20260704.md","present_read_or_indexed","blob","acccce131e1f82e8a2a9260a3d8686c7fb10ad2b","7847","215","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/dispatch/C2_FILL_CONTROLLED_ARABIC_20260704.json","present_read_or_indexed","blob","5c96af53e3f71b3984616a6aa9fb8381cd82f61f","6549","279","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/otherpc_v8/ARABIC_RTL_C2_SOURCEBODY_PROBE_v1_20260705.csv","present_read_or_indexed","blob","b57277a9fa48bd9d38cadfa4162ab38ff1b3ad9b","28776","77","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/otherpc_v8/ARABIC_RTL_C2_SOURCEBODY_PROBE_v1_20260705.json","present_read_or_indexed","blob","ad1ff21400047de133e1dc2dd075c185f10466ce","44220","849","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/otherpc_v8/OTHERPC_CJK_ARABIC_FILL_PASS_v8_1_20260705/ARABIC_RTL_C2_SOURCEBODY_PROBE_v1_20260705.csv","present_read_or_indexed","blob","b57277a9fa48bd9d38cadfa4162ab38ff1b3ad9b","28776","77","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/otherpc_v8/CJK_ARABIC_SENSE_AUDIT_PASS_v8_2_20260705/ARABIC_RTL_C2_SENSE_AUDIT_v1_20260705.csv","present_read_or_indexed","blob","79d5a6f0ce4158b94e3d3aee09a1391a045075c5","5794","48","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
