rollup_group,value,row_count,decision,non_claim_boundary
source_form,开方,18,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,积,17,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,径,16,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,句股,10,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,分數,10,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,大衍,10,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,幂,9,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,天元,4,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,分数,3,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,未知,3,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
source_form,正負,1,draft/pretranslation support only; no accepted terminology,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols4-6.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols7-9.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols4-5.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols6-10.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-vols1-3.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-vols10-12.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-vols4-6.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-vols7-9.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/qin-jiushao-shuxue-jiuzhang-fascicle2.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/qin-jiushao-shuxue-jiuzhang-fascicle3.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/qin-jiushao-shuxue-jiuzhang-fascicles3-4.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/sunzi-suanjing.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/yang-hui-xiangjie-jiuzhang-part1.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/yang-hui-xiangjie-jiuzhang-part2.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/yang-hui-xiangjie-jiuzhang-part3.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/zhu-shijie-suanxue-qimeng-part1.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/zhu-shijie-suanxue-qimeng-part2.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_arabic.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_arabic.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/yang-hui-xiangjie-jiuzhang-part1_arabic.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/jiuzhang-suanshu-vols1-3_classical-modern_bilingual.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/jiuzhang-suanshu-vols4-6_classical-modern_bilingual.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/jiuzhang-suanshu-vols7-9_classical-modern_bilingual.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3_classical-modern_bilingual.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols4-5_classical-modern_bilingual.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols6-10_classical-modern_bilingual.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols1-3_classical-modern_bilingual.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols10-12_classical-modern_bilingual.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
zip_entry,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols4-6_classical-modern_bilingual.tex,8,source-context carrier for draft rows,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
