formula_refresh_id,source_formula_note_id,source_id,zip_entry,line_number,formula_neighboring_signal,snippet,source_use_label,layout_or_codepoint_note,boundary_decision,non_claim_boundary
CJK-FAA2-FORMULA-0046,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0040,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/yang-hui-xiangjie-jiuzhang-part2.tex,420,CJK text on line with TeX/math marker,\text{County C} &= \frac{160550}{579550} \times 20000 = 3777\tfrac{4}{9} \text{ \zh{斛}} \\,native-source-body,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0047,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0041,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/yang-hui-xiangjie-jiuzhang-part3.tex,113,CJK text on line with TeX/math marker,"pdftitle={詳解九章算法 纂類 (Part III)},",native-source-body,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0048,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0041,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/yang-hui-xiangjie-jiuzhang-part3.tex,114,CJK text on line with TeX/math marker,"pdfauthor={Yang Hui (楊輝)},",native-source-body,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0049,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0042,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/zhu-shijie-suanxue-qimeng-part1.tex,236,CJK text on line with TeX/math marker,"\cnote{Note: These are decimal fractions for converting taels (兩, 1 jin = 16 taels)",native-source-body,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0050,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0042,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/zhu-shijie-suanxue-qimeng-part1.tex,237,CJK text on line with TeX/math marker,"into jin (斤). For example, ``1 tael = 0.0625 jin,'' ``2 taels = 0.125 jin,'' etc.}",native-source-body,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0051,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0043,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/zhu-shijie-suanxue-qimeng-part2.tex,273,CJK text on line with TeX/math marker,\textbf{16 Problems} on calculating the areas of fields of various geometric shapes. This chapter corresponds to the ``Fangtian'' (方田) chapter of the \textit{Jiuzhang Suanshu} (...,native-source-body,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0052,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0043,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/zhu-shijie-suanxue-qimeng-part2.tex,388,CJK text on line with TeX/math marker,Square field (方田) & $A = \dfrac{\text{side}^2}{240}$ \\,native-source-body,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0053,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0043,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/zhu-shijie-suanxue-qimeng-part2.tex,389,CJK text on line with TeX/math marker,Rectangle (直田) & $A = \dfrac{\text{length} \times \text{width}}{240}$ \\,native-source-body,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0054,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,477,CJK text on line with TeX/math marker,\item \textbf{弦} ($c$) --- the hypotenuse (斜邊),generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0055,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,478,CJK text on line with TeX/math marker,\item \textbf{股} ($b$) --- the longer vertical leg,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0056,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,479,CJK text on line with TeX/math marker,\item \textbf{勾} ($a$) --- the shorter horizontal leg,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0057,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,138,CJK text on line with TeX/math marker,"pdftitle={测圆海镜 卷十至卷十二 — Arabic Translation},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0058,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,262,CJK text on line with TeX/math marker,\textbf{天元術}者，李冶所創之代數方法也。其法\textbf{立天元一為某某}（設未知數為 $x$），依題意布列天元式，通過相消得開方式，最後開方得之。,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0059,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,350,CJK text on line with TeX/math marker,立天元一為圓徑 $x$。則半徑為 $\frac{x}{2}$。以小差為勾弦差，共步為勾股弦三事和。,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0060,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0048,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,322,CJK text on line with TeX/math marker,\tianyuan{480}{1}表示 $480 - x$،\tianyuan{0\quad0\quad48000}{1\quad0\quad0},generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0061,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0048,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,323,CJK text on line with TeX/math marker,表示 $48000 - x^2$ 之類。所謂「立天元一為某數»،即設未知數 $x$ 為,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0062,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0048,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,400,CJK text on line with TeX/math marker,\working{識別得二行相減餘，即乙出南門東行數也。以甲東行二百步減於就乙斜行二百七十二步，餘七十二步，為乙東行數。以乘甲東行步，得 $72 \\times 200 ={}$一萬四千四百步，又四之，得五萬七千六百步為實。以平方開之，得 $\\sqrt{57600} ={}$二百四十步，即城徑也。\\textbf{驗算:} 城徑二百四十步，半徑一百二...,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0063,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0050,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_arabic.tex,686,CJK text on line with TeX/math marker,\item \textbf{求定数} (Find Definitive Numbers): Reduce $m_i$ pairwise by their GCD until pairwise coprime.,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0064,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0050,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_arabic.tex,687,CJK text on line with TeX/math marker,\item \textbf{求衍母} (Derivative Mother): $M = \prod m_i$,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0065,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0050,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_arabic.tex,688,CJK text on line with TeX/math marker,\item \textbf{求衍数} (Derivative Numbers): $M_i = M / m_i$,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0066,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0051,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_arabic.tex,617,CJK text on line with TeX/math marker,"The Chinese term \textit{gougu tongshi} (勾股通势, ``corresponding forms of hook and gourd'') expresses the principle of similar right triangles. The \textit{gou} (勾) is the base, t...",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0067,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0051,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_arabic.tex,619,CJK text on line with TeX/math marker,يعبر المصطلح الصيني \textit{勾股通势} (``الأشكال المتقابلة للوتر والقائمة'') عن مبدأ المثلثات القائمة المتشابهة. الـ\textit{勾} هو القاعدة، والـ\textit{股} هو الارتفاع، والـ\textit{弦}...,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0068,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0052,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/sunzi-suanjing_arabic.tex,139,CJK text on line with TeX/math marker,"left=8pt,right=8pt,top=6pt,bottom=6pt,fonttitle=\bfseries,title=\zh{問} | \ar{مسألة}]%",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0069,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0052,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/sunzi-suanjing_arabic.tex,147,CJK text on line with TeX/math marker,"left=8pt,right=8pt,top=4pt,bottom=4pt,fonttitle=\bfseries,title=\zh{答} | \ar{جواب}]%",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0070,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0052,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/sunzi-suanjing_arabic.tex,154,CJK text on line with TeX/math marker,"left=8pt,right=8pt,top=4pt,bottom=4pt,fonttitle=\bfseries,title=\zh{術} | \ar{طريقة الحل}]%",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0071,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0055,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/jiuzhang-suanshu-vols1-3_classical-modern_bilingual.tex,80,CJK text on line with TeX/math marker,\fancyhead[C]{\small\color{headcolor}文言文$\circ$白话文对照版},generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0072,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0055,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/jiuzhang-suanshu-vols1-3_classical-modern_bilingual.tex,123,CJK text on line with TeX/math marker,"pdftitle={九章算術 卷一至卷三 · 文言文白话文对照版},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0073,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0055,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/jiuzhang-suanshu-vols1-3_classical-modern_bilingual.tex,124,CJK text on line with TeX/math marker,"pdfauthor={译者注},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0074,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0056,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/jiuzhang-suanshu-vols4-6_classical-modern_bilingual.tex,159,CJK text on line with TeX/math marker,{\Large\color{volcolor} 文言文 \raisebox{0.1ex}{$\leftrightarrow$} 白话文对照版}\\[2.5em],generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0075,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0056,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/jiuzhang-suanshu-vols4-6_classical-modern_bilingual.tex,482,CJK text on line with TeX/math marker,答案是：9尺5寸又1/8寸。（这是用古法公式 $V = \frac{9}{16}d^3$ 计算的结果。）,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
