support_refresh_id,source_draft_row_id,source_id,zip_entry,line_number,source_form,draft_gloss,source_context_snippet,source_use_label,draft_status,allowed_use,boundary_decision,blocked_claims,generated_at_utc,non_claim_boundary
CJK-FAA2-DRAFT-SUPPORT-0011,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0003,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols4-6.tex,540,圆,circle/round; simplified-form source-context baseline only,術曰：圓徑自乘，九之，十六而一。开立圆术：置圓徑四尺，自乘，得一十六尺。九之，得一百四十四尺。十六而一，得九尺。餘十六分尺之八，約之為八分尺之一。并之，為積。,native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0012,CJK-9BB-DRAFT-0005,CJK-9BB-ZIP-SOURCE-0003,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols4-6.tex,269,徑,diameter/path; source-context baseline only,凡廣步有分者，必先通分，令廣步為整數，而後以廣除積，得從步。何者？廣步有分，則不可徑以除積。故先通分，使廣步為整，然後除之。此少廣之本意也。,native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0013,CJK-9BB-DRAFT-0006,CJK-9BB-ZIP-SOURCE-0003,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols4-6.tex,242,積,product/area/accumulation; source-context baseline only,\zh{少廣以御積冪方圓}\\[0.3em],native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0014,CJK-9BB-DRAFT-0007,CJK-9BB-ZIP-SOURCE-0003,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols4-6.tex,242,冪,power/square; source-context baseline only,\zh{少廣以御積冪方圓}\\[0.3em],native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0015,CJK-9BB-DRAFT-0008,CJK-9BB-ZIP-SOURCE-0003,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols4-6.tex,390,平方,square; source-context baseline only,凡開方，借一算者，所以定位也。超二等者，所以約其大數也。倍法為定法者，廣袤相補之義也。以復議一乘之者，所以求其細數也。所得副以加定法者，出入相補之義也。此術雖止於開平方，然其理可以推之於開立方、開圓，乃至開各乘方也。,native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0016,CJK-9BB-DRAFT-0001,CJK-9BB-ZIP-SOURCE-0004,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols7-9.tex,205,方程,equation/procedure; source-context baseline only,\liuhui{徽幼習九章，長再詳覽。觀陰陽之割裂，總算術之根源，探賾之暇，遂悟其意。是以敢竭頑魯，采其所見，為之作注。事物有對，故立正負之率；錯綜無形，故開方程之術。庶幾令文約而義博，事省而功多。},native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0017,CJK-9BB-DRAFT-0002,CJK-9BB-ZIP-SOURCE-0004,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols7-9.tex,205,開方,root extraction; source-context baseline only,\liuhui{徽幼習九章，長再詳覽。觀陰陽之割裂，總算術之根源，探賾之暇，遂悟其意。是以敢竭頑魯，采其所見，為之作注。事物有對，故立正負之率；錯綜無形，故開方程之術。庶幾令文約而義博，事省而功多。},native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0018,CJK-9BB-DRAFT-0003,CJK-9BB-ZIP-SOURCE-0004,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols7-9.tex,548,圓,circle/round; source-context baseline only,\liuhui{弧田術者，以弦矢求弧田之面積也。弦乘矢者，以弦為廣，矢為縱，相乘得長方形之積。矢自乘者，以矢為方之邊，自乘得正方之積。并之者，合兩積為一。三而一者，以弧田之積約當此兩積和之三分之一也。此術為弧田之近似術。何以知之？弧田者，圓弧與弦所圍之形也，其形曲而凸，非直線所能盡。以弦矢之法求之，取其近似耳。若以割圓術密求之，當以無數小三角形割之，割...,native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0019,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0004,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols7-9.tex,540,徑,diameter/path; source-context baseline only,\subsection{第十九題：弧田徑術},native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0020,CJK-9BB-DRAFT-0005,CJK-9BB-ZIP-SOURCE-0004,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols7-9.tex,548,積,product/area/accumulation; source-context baseline only,\liuhui{弧田術者，以弦矢求弧田之面積也。弦乘矢者，以弦為廣，矢為縱，相乘得長方形之積。矢自乘者，以矢為方之邊，自乘得正方之積。并之者，合兩積為一。三而一者，以弧田之積約當此兩積和之三分之一也。此術為弧田之近似術。何以知之？弧田者，圓弧與弦所圍之形也，其形曲而凸，非直線所能盡。以弦矢之法求之，取其近似耳。若以割圓術密求之，當以無數小三角形割之，割...,native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0021,CJK-9BB-DRAFT-0006,CJK-9BB-ZIP-SOURCE-0004,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols7-9.tex,1066,平方,square; source-context baseline only,\liuhui{弦寬二百八十九，句實六十四，兩實之差為股實二百二十五。開方得一十五，即股。此又以勾股術之逆也。勾八、股十五、弦十七，此又一股弦之率也。勾股之率無窮，而其術一也。以開方術求之，不盡者以面命之。此術之要，在於以平方之差，開方得邊。},native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0022,CJK-9BB-DRAFT-0007,CJK-9BB-ZIP-SOURCE-0004,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols7-9.tex,1002,句股,right-triangle legs; source-context baseline only,\shu{勾股術曰：句股各自乘，并而開方除之，即弦。又股自乘，以減弦自乘，其餘開方除之，即句。又句自乘，以減弦自乘，其餘開方除之，即股。},native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0023,CJK-9BB-DRAFT-0008,CJK-9BB-ZIP-SOURCE-0004,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/jiuzhang-suanshu-vols7-9.tex,366,勾股,right-triangle legs; alternate form; source-context baseline only,\liuhui{此術本屬勾股，今以盈不足術驗之。去垣五丈，表高五尺，目高五尺，則表與目平。望垣頂與表端參合，是為表高與垣高之比例，如去垣之遠與目至垣頂之比例也。以相似勾股求之即得。去垣五丈，望垣頂與表端參合，則表高五尺與垣高之比，如去垣五十尺與目至垣頂之比。以盈不足術驗之，得垣高五丈五尺。此術雖屬勾股，而以盈不足驗之，所以明術之相通也。},native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0024,CJK-9BB-DRAFT-0001,CJK-9BB-ZIP-SOURCE-0005,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3.tex,940,方程,equation/procedure; source-context baseline only,三乘方者，三次方程之開方也。一乘方為平方，二乘方為立方，三乘方為立方以上之開方也。三乘方之術，以三次方程式求未知數，其理至精，其術至密。此天元術之精髓也，學者所當潛心玩索者也。,native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0025,CJK-9BB-DRAFT-0002,CJK-9BB-ZIP-SOURCE-0005,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3.tex,201,開方,root extraction; source-context baseline only,李冶，字仁卿，號敬齋，真定欒城人。金元之際著名數學家、文學家。金末進士，曾任鈞州知事。金亡後，隱居崞山著書，以數學自娛。元世祖忽必烈屢召之，以老病辭。所著《測圓海鏡》十二卷，為中國古代天元術之最高成就。又著《益古演段》三卷，闡述天元術之基本方法。冶之學術，上承宋秦九韶《數書九章》之正負開方術，下開明清算學之先河，實為中國數學史上承前啟後之關鍵人物。,native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0026,CJK-9BB-DRAFT-0003,CJK-9BB-ZIP-SOURCE-0005,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3.tex,103,圓,circle/round; source-context baseline only,\textcolor{titlecolor}{測圓海鏡分類釋術}},native-source-body,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
