"row_id","row_type","language","source_id","witness","url","license_signal","topic_tags","local_path","sha256","size_or_pages","ocr_text_path","ocr_text_sha256","variant_or_asset","raw_exact_count","whitespace_normalized_count","line_example","result","next_gate"
"KYOCR-CWS-PR-005","exact_scan","Kyrgyz","OCR-KY-CWS-002","Kaldybaev S.K. Algebra 8 klass OCR","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","104 pages","","","полиномдор алкагы","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-GCS-NR-001","exact_scan","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","Нётер шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-GCS-NR-002","exact_scan","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","Нетер шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-GCS-NR-003","exact_scan","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","Нөтер шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-GCS-PR-001","exact_scan","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","көп мүчөлөр шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-GCS-PR-002","exact_scan","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","көп мүчөлөр алкагы","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-GCS-PR-003","exact_scan","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","көп мүчө шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-GCS-PR-004","exact_scan","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","полиномдор шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-GCS-PR-005","exact_scan","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","полиномдор алкагы","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-CWS-CTX-001","context_only","Kyrgyz","OCR-KY-CWS-002","Kaldybaev S.K. Algebra 8 klass OCR","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","104 pages","","","көп мүчө","9","9","L160: |2 Түшүнүктү | Бир мүчө жана көп мүчө|+}+ + +","Base polynomial context only; not hard-row support","Do not promote"
"KYOCR-GCS-CTX-001","context_only","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","көп мүчө","16","18","L535: Безу теорема — Безу теоремасы. [(х) көп мүчөсүн","Base polynomial context only; not hard-row support","Do not promote"
"KYOCR-GCS-CTX-002","context_only","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","алгебра","40","40","L77: А. т.— алгебралык туюнтма","Algebra context only; not hard-row support","Do not promote"
"KYOCR-GCS-CTX-003","context_only","Kyrgyz","OCR-KY-GCS-002","Математикалык маалыматтама сөздүк OCR","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","102 pages","","","модуль","3","3","L151: Абсолютная величина (модуль) — абсолюттук чондук","Context-only hit; not module/ring hard-row support","Do not promote"
"KYOCR-REJECTED-001","rejected_attempt","Kyrgyz","OCR-KY-PARTIAL-FALLBACK","Installed rus+tgk+eng OCR fallback attempt","","not applicable","OCR attempt status","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_fallback_20260704","","partial output only","","","rus+tgk+eng fallback","","","","Timed out after 900 seconds; partial output is not used as evidence","Use clean kir OCR outputs only"

